Unnamed: 0,Name,Parliament
88,Lourens de Groot,1918-1922
89,Willem Treub,1918-1922
90,Willem van Ravesteyn,1918-1922
91,David Wijnkoop,1918-1922
92,Frederik Bos,1918-1922
93,Henri ter Hall,1918-1922
94,Abraham Staalman,1918-1922
95,Andries Popke Staalman,1918-1922
96,Adolf Robbert van de Laar,1918-1922
97,Willy Kruyt,1918-1922
98,Harm Kolthek,1918-1922
99,Willem Wijk,1918-1922
100,Jan van Rijzewijk,1918-1922
101,Alexander van Sasse van Ysselt,1918-1922
102,Johannes Georgius Suring,1918-1922
103,Johan Brautigam,1918-1922
104,Bernardus Johannes van Stapele,1918-1922
105,Pieter Hiemstra,1918-1922
106,Hendrik Jan van Braambeek,1918-1922
107,Bartholomeus Gerretson,1918-1922
108,Jan Ankerman,1918-1922
109,Pieter Johannes de Kanter,1918-1922
110,Maarten Iman Willem Jacob Bijleveld,1918-1922
111,Frans Drion,1918-1922
112,Jo Westerman,1918-1922
113,Hendrik Albeda,1918-1922
114,Arend Braat,1918-1922
115,Henri van Groenendael,1918-1922
116,Eeltjo van Beresteyn,1918-1922
117,Edsge Marten Teenstra,1918-1922
