"Regio","RegioCode","RegioUitslag","Kandidaat","AantalStemmen","main","side"
"Amsterdam","KD72","","G.van Duivenbode",295,1891-06-09,1891-06-09
"Apeldoorn","KD91","Kiesgerechtigden","",3007,1891-06-09,1891-06-09
"Apeldoorn","KD91","Opkomst","",2322,1891-06-09,1891-06-09
"Apeldoorn","KD91","AantalStembriefjes","",2322,1891-06-09,1891-06-09
"Apeldoorn","KD91","AantalGeldigeStemmen","",2303,1891-06-09,1891-06-09
"Apeldoorn","KD91","AantalBlancoStemmen","",12,1891-06-09,1891-06-09
"Apeldoorn","KD91","","mr. W.K.F.P.graaf van Bylandt",1270,1891-06-09,1891-06-09
"Apeldoorn","KD91","","mr. H.P.de Kanter",1022,1891-06-09,1891-06-09
"Appingedam","KD3","Kiesgerechtigden","",4002,1891-06-09,1891-06-09
"Appingedam","KD3","Opkomst","",2290,1891-06-09,1891-06-09
"Appingedam","KD3","AantalStembriefjes","",2290,1891-06-09,1891-06-09
"Appingedam","KD3","AantalGeldigeStemmen","",2276,1891-06-09,1891-06-09
"Appingedam","KD3","AantalBlancoStemmen","",10,1891-06-09,1891-06-09
"Appingedam","KD3","","J. Schepel",1314,1891-06-09,1891-06-09
"Appingedam","KD3","","jhr.mr. W.H.de Savornin Lohman",908,1891-06-09,1891-06-09
"Arnhem","KD17","Kiesgerechtigden","",2792,1891-06-09,1891-06-09
"Arnhem","KD17","Opkomst","",2077,1891-06-09,1891-06-09
"Arnhem","KD17","AantalStembriefjes","",2077,1891-06-09,1891-06-09
"Arnhem","KD17","AantalGeldigeStemmen","",2061,1891-06-09,1891-06-09
"Arnhem","KD17","AantalBlancoStemmen","",13,1891-06-09,1891-06-09
"Arnhem","KD17","","mr. P. Rink",1143,1891-06-09,1891-06-09
"Arnhem","KD17","","mr. D.R.B.baron van Lynden",727,1891-06-09,1891-06-09
"Arnhem","KD17","","A.H. Gerhard",170,1891-06-09,1891-06-09
"Assen","KD5","Kiesgerechtigden","",3013,1891-06-09,1891-06-09
"Assen","KD5","Opkomst","",1147,1891-06-09,1891-06-09
"Assen","KD5","AantalStembriefjes","",1147,1891-06-09,1891-06-09
"Assen","KD5","AantalGeldigeStemmen","",1140,1891-06-09,1891-06-09
"Assen","KD5","AantalBlancoStemmen","",7,1891-06-09,1891-06-09
"Assen","KD5","","jhr. W.A.van der Feltz",781,1891-06-09,1891-06-09
"Assen","KD5","","mr. D.P.D. Fabius",257,1891-06-09,1891-06-09
"Assen","KD5","","W.P.G. Helsdingen",77,1891-06-09,1891-06-09
"Bergen op Zoom","KD63","Kiesgerechtigden","",2904,1891-06-09,1891-06-09
"Bergen op Zoom","KD63","Opkomst","",1175,1891-06-09,1891-06-09
"Bergen op Zoom","KD63","AantalStembriefjes","",1175,1891-06-09,1891-06-09
"Bergen op Zoom","KD63","AantalGeldigeStemmen","",1162,1891-06-09,1891-06-09
"Bergen op Zoom","KD63","AantalBlancoStemmen","",13,1891-06-09,1891-06-09
"Bergen op Zoom","KD63","","L.D.J.L.de Ram",967,1891-06-09,1891-06-09
"Bergen op Zoom","KD63","","mr. M. Tydeman jr.",158,1891-06-09,1891-06-09
"Bergum","KD82","Kiesgerechtigden","",3076,1891-06-09,1891-06-09
"Bergum","KD82","Opkomst","",2641,1891-06-09,1891-06-09
"Bergum","KD82","AantalStembriefjes","",2641,1891-06-09,1891-06-09
"Bergum","KD82","AantalGeldigeStemmen","",2635,1891-06-09,1891-06-09
"Bergum","KD82","AantalBlancoStemmen","",3,1891-06-09,1891-06-09
"Bergum","KD82","","L.W.de Vries",1294,1891-06-09,1891-06-09
"Bergum","KD82","","mr. H.P.de Kanter",1211,1891-06-09,1891-06-09
"Bergum","KD82","","J.A. Fortuyn",129,1891-06-09,1891-06-09
"Beverwijk","KD95","Kiesgerechtigden","",3640,1891-06-09,1891-06-09
"Beverwijk","KD95","Opkomst","",2997,1891-06-09,1891-06-09
"Beverwijk","KD95","AantalStembriefjes","",2996,1891-06-09,1891-06-09
"Beverwijk","KD95","AantalGeldigeStemmen","",2984,1891-06-09,1891-06-09
"Beverwijk","KD95","AantalBlancoStemmen","",3,1891-06-09,1891-06-09
"Beverwijk","KD95","","jhr.mr. J.W.G. Boreel van Hogelanden",778,1891-06-09,1891-06-09
"Beverwijk","KD95","","W. Bos",753,1891-06-09,1891-06-09
"Beverwijk","KD95","","K.de Boer",688,1891-06-09,1891-06-09
"Beverwijk","KD95","","J.J.H. Kervel",618,1891-06-09,1891-06-09
"Beverwijk","KD95","","H. Waller",78,1891-06-09,1891-06-09
"Beverwijk","KD95","","mr. P.N. Engelberts",62,1891-06-09,1891-06-09
"Bodegraven","KD97","Kiesgerechtigden","",3972,1891-06-09,1891-06-09
"Bodegraven","KD97","AantalStembriefjes","",3408,1891-06-09,1891-06-09
"Bodegraven","KD97","Opkomst","",3407,1891-06-09,1891-06-09
"Bodegraven","KD97","AantalGeldigeStemmen","",3402,1891-06-09,1891-06-09
"Bodegraven","KD97","AantalBlancoStemmen","",6,1891-06-09,1891-06-09
"Bodegraven","KD97","","J.N. Bastert",1475,1891-06-09,1891-06-09
"Bodegraven","KD97","","S.van Velzen jr.",1154,1891-06-09,1891-06-09
"Bodegraven","KD97","","dr. H.J.A.M. Schaepman",708,1891-06-09,1891-06-09
"Bodegraven","KD97","","J.J. Duynstee",60,1891-06-09,1891-06-09
"Breda","KD61","Kiesgerechtigden","",3370,1891-06-09,1891-06-09
"Breda","KD61","Opkomst","",1613,1891-06-09,1891-06-09
"Breda","KD61","AantalStembriefjes","",1613,1891-06-09,1891-06-09
"Breda","KD61","AantalGeldigeStemmen","",1596,1891-06-09,1891-06-09
"Breda","KD61","AantalBlancoStemmen","",13,1891-06-09,1891-06-09
"Breda","KD61","","mr. L.P.M.H.baron van Michiels van Verduynen",1072,1891-06-09,1891-06-09
"Breda","KD61","","mr. M. Tydeman jr.",440,1891-06-09,1891-06-09
"Breda","KD61","","W.P.G. Helsdingen",37,1891-06-09,1891-06-09
"Breukelen","KD92","Kiesgerechtigden","",3851,1891-06-09,1891-06-09
"Breukelen","KD92","Opkomst","",3366,1891-06-09,1891-06-09
"Breukelen","KD92","AantalStembriefjes","",3366,1891-06-09,1891-06-09
"Breukelen","KD92","AantalGeldigeStemmen","",3349,1891-06-09,1891-06-09
"Breukelen","KD92","AantalBlancoStemmen","",15,1891-06-09,1891-06-09
"Breukelen","KD92","","mr. W.J. Royaards van den Ham",1246,1891-06-09,1891-06-09
"Breukelen","KD92","","S.M.van Wijck",1165,1891-06-09,1891-06-09
"Breukelen","KD92","","mr. W.G.baron van Brantsen van de Zijp",913,1891-06-09,1891-06-09
"Brielle","KD50","Kiesgerechtigden","",3206,1891-06-09,1891-06-09
"Brielle","KD50","AantalStembriefjes","",2466,1891-06-09,1891-06-09
"Brielle","KD50","Opkomst","",2464,1891-06-09,1891-06-09
"Brielle","KD50","AantalGeldigeStemmen","",2446,1891-06-09,1891-06-09
"Brielle","KD50","AantalBlancoStemmen","",12,1891-06-09,1891-06-09
"Brielle","KD50","","mr. G.J. Goekoop",1415,1891-06-09,1891-06-09
"Brielle","KD50","","H. Seret",1027,1891-06-09,1891-06-09
"Delft","KD45","Kiesgerechtigden","",3205,1891-06-09,1891-06-09
"Delft","KD45","Opkomst","",2744,1891-06-09,1891-06-09
"Delft","KD45","AantalStembriefjes","",2744,1891-06-09,1891-06-09
"Delft","KD45","AantalGeldigeStemmen","",2713,1891-06-09,1891-06-09
"Delft","KD45","AantalBlancoStemmen","",29,1891-06-09,1891-06-09
"Delft","KD45","","mr. H.A.van de Velde",1310,1891-06-09,1891-06-09
"Delft","KD45","","mr. J.P.R. Tak van Poortvliet",1238,1891-06-09,1891-06-09
"Delft","KD45","","mr. B.M. Bahlmann",129,1891-06-09,1891-06-09
"Den Helder","KD94","Kiesgerechtigden","",3725,1891-06-09,1891-06-09
"Den Helder","KD94","Opkomst","",1434,1891-06-09,1891-06-09
"Den Helder","KD94","AantalStembriefjes","",1434,1891-06-09,1891-06-09
"Den Helder","KD94","AantalGeldigeStemmen","",1417,1891-06-09,1891-06-09
"Den Helder","KD94","AantalBlancoStemmen","",16,1891-06-09,1891-06-09
"Den Helder","KD94","","S.T. Land",1044,1891-06-09,1891-06-09
"Den Helder","KD94","","H.W.van Marle",281,1891-06-09,1891-06-09
"Den Helder","KD94","","D.de Clercq",62,1891-06-09,1891-06-09
"Deventer","KD14","Kiesgerechtigden","",2953,1891-06-09,1891-06-09
"Deventer","KD14","Opkomst","",1864,1891-06-09,1891-06-09
"Deventer","KD14","AantalStembriefjes","",1864,1891-06-09,1891-06-09
"Deventer","KD14","AantalGeldigeStemmen","",1853,1891-06-09,1891-06-09
"Deventer","KD14","AantalBlancoStemmen","",9,1891-06-09,1891-06-09
"Deventer","KD14","","mr. A.van Delden",1311,1891-06-09,1891-06-09
"Deventer","KD14","","mr. J.H.A.M. Essink",380,1891-06-09,1891-06-09
"Deventer","KD14","","mr. F.G.van Marle",141,1891-06-09,1891-06-09
"Doetinchem","KD21","Kiesgerechtigden","",3825,1891-06-09,1891-06-09
"Doetinchem","KD21","Opkomst","",3492,1891-06-09,1891-06-09
"Doetinchem","KD21","AantalStembriefjes","",3492,1891-06-09,1891-06-09
"Doetinchem","KD21","AantalGeldigeStemmen","",3465,1891-06-09,1891-06-09
"Doetinchem","KD21","AantalBlancoStemmen","",21,1891-06-09,1891-06-09
"Doetinchem","KD21","","mr. H.F. Hesselink van Suchtelen",1414,1891-06-09,1891-06-09
"Doetinchem","KD21","","mr. J.G.S. Bevers",1125,1891-06-09,1891-06-09
"Doetinchem","KD21","","mr. W.G.baron van Brantsen van de Zijp",901,1891-06-09,1891-06-09
"Dokkum","KD8","Kiesgerechtigden","",3068,1891-06-09,1891-06-09
"Dokkum","KD8","Opkomst","",2693,1891-06-09,1891-06-09
"Dokkum","KD8","AantalStembriefjes","",2693,1891-06-09,1891-06-09
"Dokkum","KD8","AantalGeldigeStemmen","",2685,1891-06-09,1891-06-09
"Dokkum","KD8","AantalBlancoStemmen","",8,1891-06-09,1891-06-09
"Dokkum","KD8","","mr. U.H. Huber",1363,1891-06-09,1891-06-09
"Dokkum","KD8","","mr. A. Kerdijk",1174,1891-06-09,1891-06-09
"Dokkum","KD8","","J. Stoffel",143,1891-06-09,1891-06-09
"Dordrecht","KD42","Kiesgerechtigden","",2934,1891-06-09,1891-06-09
"Dordrecht","KD42","Opkomst","",2553,1891-06-09,1891-06-09
"Dordrecht","KD42","AantalStembriefjes","",2553,1891-06-09,1891-06-09
"Dordrecht","KD42","AantalGeldigeStemmen","",2519,1891-06-09,1891-06-09
"Dordrecht","KD42","AantalBlancoStemmen","",30,1891-06-09,1891-06-09
"Dordrecht","KD42","","S.M.H.van Gijn",1431,1891-06-09,1891-06-09
"Dordrecht","KD42","","jhr.mr. J.J. Pompe van Meerdervoort",947,1891-06-09,1891-06-09
"Dordrecht","KD42","","mr. J.G.de Bruijn",128,1891-06-09,1891-06-09
"Druten","KD88","Kiesgerechtigden","",2917,1891-06-09,1891-06-09
"Druten","KD88","AantalStembriefjes","",1366,1891-06-09,1891-06-09
"Druten","KD88","Opkomst","",1365,1891-06-09,1891-06-09
"Druten","KD88","AantalGeldigeStemmen","",1340,1891-06-09,1891-06-09
"Druten","KD88","AantalBlancoStemmen","",21,1891-06-09,1891-06-09
"Druten","KD88","","mr. J.A.N. Travaglino",1081,1891-06-09,1891-06-09
"Druten","KD88","","jhr. C.P.J.von Weiler",73,1891-06-09,1891-06-09
"Druten","KD88","","mr. P. Rink",65,1891-06-09,1891-06-09
"Druten","KD88","","dr. H.J.A.M. Schaepman",50,1891-06-09,1891-06-09
"Ede","KD90","Kiesgerechtigden","",2884,1891-06-09,1891-06-09
"Ede","KD90","Opkomst","",2321,1891-06-09,1891-06-09
"Ede","KD90","AantalStembriefjes","",2321,1891-06-09,1891-06-09
"Ede","KD90","AantalGeldigeStemmen","",2299,1891-06-09,1891-06-09
"Ede","KD90","AantalBlancoStemmen","",19,1891-06-09,1891-06-09
"Ede","KD90","","C.M.E.van Löben Sels",1160,1891-06-09,1891-06-09
"Ede","KD90","","jhr. A.W.van Borssele",1135,1891-06-09,1891-06-09
"Eindhoven","KD60","Kiesgerechtigden","",3030,1891-06-09,1891-06-09
"Eindhoven","KD60","Opkomst","",1375,1891-06-09,1891-06-09
"Eindhoven","KD60","AantalStembriefjes","",1375,1891-06-09,1891-06-09
"Eindhoven","KD60","AantalGeldigeStemmen","",1364,1891-06-09,1891-06-09
"Eindhoven","KD60","AantalBlancoStemmen","",5,1891-06-09,1891-06-09
"Eindhoven","KD60","","W.P.A. Mutsaers",1187,1891-06-09,1891-06-09
"Eindhoven","KD60","","mr. A.F. Vos de Wael",87,1891-06-09,1891-06-09
"Eindhoven","KD60","","mr. H. Goeman Borgesius",74,1891-06-09,1891-06-09
"Elst","KD22","Kiesgerechtigden","",3158,1891-06-09,1891-06-09
"Elst","KD22","AantalStembriefjes","",2870,1891-06-09,1891-06-09
"Elst","KD22","Opkomst","",2868,1891-06-09,1891-06-09
"Elst","KD22","AantalGeldigeStemmen","",2855,1891-06-09,1891-06-09
"Elst","KD22","AantalBlancoStemmen","",15,1891-06-09,1891-06-09
"Elst","KD22","","mr. G.W.baron van Dedem",1059,1891-06-09,1891-06-09
"Elst","KD22","","M.de Ras",892,1891-06-09,1891-06-09
"Elst","KD22","","A.D. Sipman",883,1891-06-09,1891-06-09
"Emmen","KD79","Kiesgerechtigden","",2057,1891-06-09,1891-06-09
"Emmen","KD79","Opkomst","",1347,1891-06-09,1891-06-09
"Emmen","KD79","AantalStembriefjes","",1347,1891-06-09,1891-06-09
"Emmen","KD79","AantalGeldigeStemmen","",1340,1891-06-09,1891-06-09
"Emmen","KD79","AantalBlancoStemmen","",4,1891-06-09,1891-06-09
"Emmen","KD79","","mr. H.J. Smidt",945,1891-06-09,1891-06-09
"Emmen","KD79","","J.van Alphen",385,1891-06-09,1891-06-09
"Enkhuizen","KD93","Kiesgerechtigden","",4297,1891-06-09,1891-06-09
"Enkhuizen","KD93","Opkomst","",3533,1891-06-09,1891-06-09
"Enkhuizen","KD93","AantalStembriefjes","",3533,1891-06-09,1891-06-09
"Enkhuizen","KD93","AantalGeldigeStemmen","",3511,1891-06-09,1891-06-09
"Enkhuizen","KD93","AantalBlancoStemmen","",9,1891-06-09,1891-06-09
"Enkhuizen","KD93","","J. Zijp",1963,1891-06-09,1891-06-09
"Enkhuizen","KD93","","mr. Th. Heemskerk",1512,1891-06-09,1891-06-09
"Enschede","KD16","Kiesgerechtigden","",2347,1891-06-09,1891-06-09
"Enschede","KD16","Opkomst","",2181,1891-06-09,1891-06-09
"Enschede","KD16","AantalStembriefjes","",2181,1891-06-09,1891-06-09
"Enschede","KD16","AantalGeldigeStemmen","",2160,1891-06-09,1891-06-09
"Enschede","KD16","AantalBlancoStemmen","",16,1891-06-09,1891-06-09
"Enschede","KD16","","W.J. Geertsema",965,1891-06-09,1891-06-09
"Enschede","KD16","","mr. J.H.A.M. Essink",853,1891-06-09,1891-06-09
"Enschede","KD16","","J.van Alphen",168,1891-06-09,1891-06-09
"Enschede","KD16","","mr. A.D.van Assendelft de Coningh",117,1891-06-09,1891-06-09
"Enschede","KD16","","A.H. Gerhard",54,1891-06-09,1891-06-09
"Franeker","KD11","Kiesgerechtigden","",3691,1891-06-09,1891-06-09
"Franeker","KD11","AantalStembriefjes","",3087,1891-06-09,1891-06-09
"Franeker","KD11","Opkomst","",3086,1891-06-09,1891-06-09
"Franeker","KD11","AantalGeldigeStemmen","",3075,1891-06-09,1891-06-09
"Franeker","KD11","AantalBlancoStemmen","",7,1891-06-09,1891-06-09
"Franeker","KD11","","F. Lieftinck",1284,1891-06-09,1891-06-09
"Franeker","KD11","","P.van Vliet",1011,1891-06-09,1891-06-09
"Franeker","KD11","","dr. V. Bruinsma",636,1891-06-09,1891-06-09
"Franeker","KD11","","J.F.H. Bekhuis",131,1891-06-09,1891-06-09
"Goes","KD53","Kiesgerechtigden","",4022,1891-06-09,1891-06-09
"Goes","KD53","Opkomst","",2927,1891-06-09,1891-06-09
"Goes","KD53","AantalStembriefjes","",2927,1891-06-09,1891-06-09
"Goes","KD53","AantalGeldigeStemmen","",2892,1891-06-09,1891-06-09
"Goes","KD53","AantalBlancoStemmen","",28,1891-06-09,1891-06-09
"Goes","KD53","","mr. L.W.C. Keuchenius",1561,1891-06-09,1891-06-09
"Goes","KD53","","J.H.C. Heijse",1173,1891-06-09,1891-06-09
"Goes","KD53","","mr. B.M. Bahlmann",129,1891-06-09,1891-06-09
"Gorinchem","KD41","Kiesgerechtigden","",3391,1891-06-09,1891-06-09
"Gorinchem","KD41","Opkomst","",2984,1891-06-09,1891-06-09
"Gorinchem","KD41","AantalStembriefjes","",2984,1891-06-09,1891-06-09
"Gorinchem","KD41","AantalGeldigeStemmen","",2953,1891-06-09,1891-06-09
"Gorinchem","KD41","AantalBlancoStemmen","",23,1891-06-09,1891-06-09
"Gorinchem","KD41","","H. Seret",1652,1891-06-09,1891-06-09
"Gorinchem","KD41","","W.F. Tak",1281,1891-06-09,1891-06-09
"Gouda","KD40","Kiesgerechtigden","",2985,1891-06-09,1891-06-09
"Gouda","KD40","Opkomst","",2657,1891-06-09,1891-06-09
"Gouda","KD40","AantalStembriefjes","",2657,1891-06-09,1891-06-09
"Gouda","KD40","AantalGeldigeStemmen","",2649,1891-06-09,1891-06-09
"Gouda","KD40","AantalBlancoStemmen","",7,1891-06-09,1891-06-09
"Gouda","KD40","","M. Boogaerdt",1246,1891-06-09,1891-06-09
"Gouda","KD40","","mr. O.J.E.baron van Wassenaer van Catwijck",987,1891-06-09,1891-06-09
"Gouda","KD40","","mr. B.M. Bahlmann",409,1891-06-09,1891-06-09
"Grave","KD56","Kiesgerechtigden","",3397,1891-06-09,1891-06-09
"Grave","KD56","Opkomst","",1669,1891-06-09,1891-06-09
"Grave","KD56","AantalStembriefjes","",1669,1891-06-09,1891-06-09
"Grave","KD56","AantalGeldigeStemmen","",1649,1891-06-09,1891-06-09
"Grave","KD56","AantalBlancoStemmen","",18,1891-06-09,1891-06-09
"Grave","KD56","","mr. J.J.I. Harte van Tecklenburg",1551,1891-06-09,1891-06-09
"Groningen","KD1","AantalGeldigeStemmen","",7714,1891-06-09,1891-06-09
"Groningen","KD1","Kiesgerechtigden","",6021,1891-06-09,1891-06-09
"Groningen","KD1","Opkomst","",3939,1891-06-09,1891-06-09
"Groningen","KD1","AantalStembriefjes","",3939,1891-06-09,1891-06-09
"Groningen","KD1","AantalBlancoStemmen","",150,1891-06-09,1891-06-09
"Groningen","KD1","","mr. J.D. Veegens",2387,1891-06-09,1891-06-09
"Groningen","KD1","","mr. S.van Houten",1785,1891-06-09,1891-06-09
"Groningen","KD1","","A. Brummelkamp jr.",1103,1891-06-09,1891-06-09
"Groningen","KD1","","dr. H.J.A.M. Schaepman",1059,1891-06-09,1891-06-09
"Groningen","KD1","","dr. A.L. Poelman",904,1891-06-09,1891-06-09
"Groningen","KD1","","F. Domela Nieuwenhuis",320,1891-06-09,1891-06-09
"Groningen","KD1","","F.van der Goes",92,1891-06-09,1891-06-09
"Gulpen","KD104","Kiesgerechtigden","",1907,1891-06-09,1891-06-09
"Gulpen","KD104","Opkomst","",933,1891-06-09,1891-06-09
"Gulpen","KD104","AantalStembriefjes","",933,1891-06-09,1891-06-09
"Gulpen","KD104","AantalGeldigeStemmen","",920,1891-06-09,1891-06-09
"Gulpen","KD104","AantalBlancoStemmen","",8,1891-06-09,1891-06-09
"Gulpen","KD104","","J.B.C.E.M.graaf van Marchant d'Ansembourg",688,1891-06-09,1891-06-09
"Gulpen","KD104","","mr.  Lemmens",214,1891-06-09,1891-06-09
"Haarlem","KD33","Kiesgerechtigden","",2917,1891-06-09,1891-06-09
"Haarlem","KD33","Opkomst","",1964,1891-06-09,1891-06-09
"Haarlem","KD33","AantalStembriefjes","",1964,1891-06-09,1891-06-09
"Haarlem","KD33","AantalGeldigeStemmen","",1954,1891-06-09,1891-06-09
"Haarlem","KD33","AantalBlancoStemmen","",9,1891-06-09,1891-06-09
"Haarlem","KD33","","mr. A.J.W. Farncombe Sanders",1041,1891-06-09,1891-06-09
"Haarlem","KD33","","mr. J.A.van Gilse",620,1891-06-09,1891-06-09
"Haarlem","KD33","","H.van Blaaderen",202,1891-06-09,1891-06-09
"Haarlem","KD33","","A.H. Gerhard",80,1891-06-09,1891-06-09
"Haarlemmermeer","KD76","Kiesgerechtigden","",3718,1891-06-09,1891-06-09
"Haarlemmermeer","KD76","AantalStembriefjes","",2865,1891-06-09,1891-06-09
"Haarlemmermeer","KD76","Opkomst","",2864,1891-06-09,1891-06-09
"Haarlemmermeer","KD76","AantalGeldigeStemmen","",2850,1891-06-09,1891-06-09
"Haarlemmermeer","KD76","AantalBlancoStemmen","",7,1891-06-09,1891-06-09
"Haarlemmermeer","KD76","","mr. F.J.M.A. Reekers",1206,1891-06-09,1891-06-09
"Haarlemmermeer","KD76","","jhr. J.B.van Merlen",928,1891-06-09,1891-06-09
"Haarlemmermeer","KD76","","dr. T.C.L. Wijnmalen",701,1891-06-09,1891-06-09
"Harlingen","KD80","Kiesgerechtigden","",3367,1891-06-09,1891-06-09
"Harlingen","KD80","Opkomst","",2903,1891-06-09,1891-06-09
"Harlingen","KD80","AantalStembriefjes","",2903,1891-06-09,1891-06-09
"Harlingen","KD80","AantalGeldigeStemmen","",2887,1891-06-09,1891-06-09
"Harlingen","KD80","AantalBlancoStemmen","",10,1891-06-09,1891-06-09
"Harlingen","KD80","","W.M. Oppedijk",1502,1891-06-09,1891-06-09
"Harlingen","KD80","","mr. H. Goeman Borgesius",1174,1891-06-09,1891-06-09
"Harlingen","KD80","","O. Stellingwerf",204,1891-06-09,1891-06-09
"Helmond","KD59","Kiesgerechtigden","",2679,1891-06-09,1891-06-09
"Helmond","KD59","AantalStembriefjes","",1814,1891-06-09,1891-06-09
"Helmond","KD59","Opkomst","",1813,1891-06-09,1891-06-09
"Helmond","KD59","AantalGeldigeStemmen","",1808,1891-06-09,1891-06-09
"Helmond","KD59","AantalBlancoStemmen","",4,1891-06-09,1891-06-09
"Helmond","KD59","","dr. P.J.F. Vermeulen",1689,1891-06-09,1891-06-09
"Helmond","KD59","","mr. H. Goeman Borgesius",105,1891-06-09,1891-06-09
"Hilversum","KD77","Kiesgerechtigden","",3830,1891-06-09,1891-06-09
"Hilversum","KD77","Opkomst","",2571,1891-06-09,1891-06-09
"Hilversum","KD77","AantalStembriefjes","",2571,1891-06-09,1891-06-09
"Hilversum","KD77","AantalGeldigeStemmen","",2553,1891-06-09,1891-06-09
"Hilversum","KD77","AantalBlancoStemmen","",11,1891-06-09,1891-06-09
"Hilversum","KD77","","mr. T.P.baron van Mackay",1917,1891-06-09,1891-06-09
"Hilversum","KD77","","dr. W. Koster",616,1891-06-09,1891-06-09
"Hontenisse","KD101","Kiesgerechtigden","",3487,1891-06-09,1891-06-09
"Hontenisse","KD101","Opkomst","",2889,1891-06-09,1891-06-09
"Hontenisse","KD101","AantalStembriefjes","",2889,1891-06-09,1891-06-09
"Hontenisse","KD101","AantalGeldigeStemmen","",2861,1891-06-09,1891-06-09
"Hontenisse","KD101","AantalBlancoStemmen","",19,1891-06-09,1891-06-09
"Hontenisse","KD101","","mr. F.J.F.M. Walter",1361,1891-06-09,1891-06-09
"Hontenisse","KD101","","jhr.mr. J.J. Pompe van Meerdervoort",939,1891-06-09,1891-06-09
"Hontenisse","KD101","","mr. J.G.van Deinse",545,1891-06-09,1891-06-09
"Hoorn","KD35","Kiesgerechtigden","",4108,1891-06-09,1891-06-09
"Hoorn","KD35","Opkomst","",2158,1891-06-09,1891-06-09
"Hoorn","KD35","AantalStembriefjes","",2158,1891-06-09,1891-06-09
"Hoorn","KD35","AantalGeldigeStemmen","",2106,1891-06-09,1891-06-09
"Hoorn","KD35","AantalBlancoStemmen","",42,1891-06-09,1891-06-09
"Hoorn","KD35","","mr. W.K.baron van Dedem",1634,1891-06-09,1891-06-09
"Hoorn","KD35","","W.P.G. Helsdingen",245,1891-06-09,1891-06-09
"Hoorn","KD35","","mr. F.J.M.A. Reekers",58,1891-06-09,1891-06-09
"Kampen","KD13","Kiesgerechtigden","",2653,1891-06-09,1891-06-09
"Kampen","KD13","Opkomst","",2380,1891-06-09,1891-06-09
"Kampen","KD13","AantalStembriefjes","",2380,1891-06-09,1891-06-09
"Kampen","KD13","AantalGeldigeStemmen","",2362,1891-06-09,1891-06-09
"Kampen","KD13","AantalBlancoStemmen","",17,1891-06-09,1891-06-09
"Kampen","KD13","","M. Noordtzij",1475,1891-06-09,1891-06-09
"Kampen","KD13","","mr. T. Ruijs",876,1891-06-09,1891-06-09
"Katwijk","KD96","Kiesgerechtigden","",4138,1891-06-09,1891-06-09
"Katwijk","KD96","Opkomst","",3419,1891-06-09,1891-06-09
"Katwijk","KD96","AantalStembriefjes","",3419,1891-06-09,1891-06-09
"Katwijk","KD96","AantalGeldigeStemmen","",3397,1891-06-09,1891-06-09
"Katwijk","KD96","AantalBlancoStemmen","",14,1891-06-09,1891-06-09
"Katwijk","KD96","","J.H. Donner",1256,1891-06-09,1891-06-09
"Katwijk","KD96","","A.op de Laak",1243,1891-06-09,1891-06-09
"Katwijk","KD96","","mr. O.J.H.graaf van Limburg Stirum",450,1891-06-09,1891-06-09
"Katwijk","KD96","","C.A. Zelvelder",436,1891-06-09,1891-06-09
"Leeuwarden","KD7","Kiesgerechtigden","",3303,1891-06-09,1891-06-09
"Leeuwarden","KD7","Opkomst","",2459,1891-06-09,1891-06-09
"Leeuwarden","KD7","AantalStembriefjes","",2459,1891-06-09,1891-06-09
