"District","Date","Aanbevolen.door","Aantal.stemmen","Percentage","name"
"Haarlemmermeer",1869-06-22,"(AH)*",615,55.8076,"jhr.mr. J.W.H.  Rutgers van Rozenburg"
"Haarlemmermeer",1871-06-13,"(AH)*",478,53.7683,"jhr.mr. J.W.H.  Rutgers van Rozenburg"
"Haarlemmermeer",1875-06-08,"(AH)*",449,41.1549,"jhr.mr. J.W.H.  Rutgers van Rozenburg"
"Amsterdam",1877-06-12,"(AH)*",1369,29.9956,"jhr.mr. J.W.H.  Rutgers van Rozenburg"
"Amsterdam",1883-06-12,"(AH)*",1178,21.9041,"jhr.mr. J.W.H.  Rutgers van Rozenburg"
"Amsterdam",1884-10-28,"(AH)*",2497,10.5895,"jhr.mr. J.W.H.  Rutgers van Rozenburg"
"Amsterdam",1886-06-15,"(AH)*",2370,10.2735,"jhr.mr. J.W.H.  Rutgers van Rozenburg"
"Breda",1886-06-15,"(AH)*",485,9.5191,"jhr.mr. J.W.H.  Rutgers van Rozenburg"
"Amsterdam",1888-03-06,"Lib",8661,6.1787,"jhr.mr. J.W.H.  Rutgers van Rozenburg"
"Amsterdam",1891-06-09,"Lib",7172,6.0135,"jhr.mr. J.W.H.  Rutgers van Rozenburg"
"Amsterdam",1894-04-10,"Lib(TT)
               Lib(TT)",3456,4.2138,"jhr.mr. J.W.H.  Rutgers van Rozenburg"
"Amsterdam",1877-06-12,"(AH)*",1157,25.3506," P.H.  Holtzman"
"Amsterdam",1881-06-14,"(AH)*",1355,15.6956," P.H.  Holtzman"
"Amsterdam",1894-04-10,"Lib(TT)",2020,2.4629,"mr. G. van Tienhoven"
"Amsterdam",1879-06-10,"AR",198,3.7765," W.  Hovy"
"Haarlemmermeer",1884-10-28,"AR",197,16.3894," W.  Hovy"
"Amsterdam",1884-10-28,"AR(DT)",834,3.5369," W.  Hovy"
"Haarlemmermeer",1886-06-15,"AR",190,13.1488," W.  Hovy"
"Amsterdam",1886-06-15,"AR",299,1.2961," W.  Hovy"
"Amsterdam",1887-09-01,"AR",313,2.9225," W.  Hovy"
"Beverwijk",1888-03-06,"AR",168,5.3537," W.  Hovy"
"Amsterdam",1891-06-09,"AR(Ka)",2702,2.2656," W.  Hovy"
"Amsterdam III",1897-06-15,"AR(Ka)",679,24.3021," W.  Hovy"
"Amsterdam III",1897-06-25,"AR(Ka)",881,28.2462," W.  Hovy"
"Amsterdam",1881-06-14,"(AH)*",1255,14.5372,"jhr. H.O.  Wichers"
"Amsterdam",1881-06-14,"(AH)*",1173,13.5874,"mr. H.J.  Kist"
"Amsterdam",1884-10-28,"(AH)*",2365,10.0297,"mr. H.J.  Kist"
"Amsterdam",1886-06-15,"(AH)*",2346,10.1695,"mr. H.J.  Kist"
"Amsterdam",1887-09-01,"(AH)*",1158,10.8123,"mr. H.J.  Kist"
"Amsterdam",1881-06-14,"AR(DT)",638,7.3902,"jhr.mr. K.A.  Godin de Beaufort"
"Gouda",1883-06-12,"AR(DT)",1646,62.1132,"jhr.mr. K.A.  Godin de Beaufort"
"Gouda",1884-10-28,"AR(DT)",1766,30.1726,"jhr.mr. K.A.  Godin de Beaufort"
"Gouda",1886-06-15,"AR(DT)",1969,27.4081,"jhr.mr. K.A.  Godin de Beaufort"
"Gouda",1887-09-01,"AR(DT)",1659,28.9226,"jhr.mr. K.A.  Godin de Beaufort"
"Gouda",1888-03-06,"AR(Ka)",1328,51.5929,"jhr.mr. K.A.  Godin de Beaufort"
"Wijk bij Duurstede",1888-03-06,"AR",765,26.1628,"jhr.mr. K.A.  Godin de Beaufort"
"Amsterdam",1881-06-14,"(DT)*",400,4.6334," B.R.F. van Vlijmen"
"Veghel",1888-03-06,"Ka",1747,81.7119," B.R.F. van Vlijmen"
"Rotterdam",1891-06-09,"Ka",738,3.2296," B.R.F. van Vlijmen"
"Veghel",1891-06-09,"Ka",1546,93.6402," B.R.F. van Vlijmen"
"Amsterdam",1891-06-09,"Ka",1233,1.0338," B.R.F. van Vlijmen"
"Veghel",1897-06-15,"Ka",NA,NA," B.R.F. van Vlijmen"
"Veghel",1901-06-14,"Ka",NA,NA," B.R.F. van Vlijmen"
"Veghel",1905-06-16,"Ka",NA,NA," B.R.F. van Vlijmen"
"Veghel",1909-06-11,"Ka",NA,NA," B.R.F. van Vlijmen"
"Veghel",1913-06-17,"Ka",NA,NA," B.R.F. van Vlijmen"
"Veghel",1917-06-15,"Ka",NA,NA," B.R.F. van Vlijmen"
"Amsterdam",1884-10-28,"(AH)*",2398,10.1696," A.  Gildemeester"
"Amsterdam",1886-06-15,"(AH)*",2350,10.1868," A.  Gildemeester"
"Amsterdam",1887-09-01,"(AH)*",1195,11.1578," A.  Gildemeester"
"Amsterdam",1888-03-06,"Lib",9237,6.5896," A.  Gildemeester"
"Amsterdam",1884-10-28,"(AH)*",2346,9.9491," J.T.  Cremer"
"Amsterdam",1886-06-15,"(AH)*",2361,10.2345," J.T.  Cremer"
"Amsterdam",1887-09-01,"(AH)*",1202,11.2232," J.T.  Cremer"
"Amsterdam",1888-03-06,"Lib",9473,6.7579," J.T.  Cremer"
"Amsterdam",1891-06-09,"Lib",7481,6.2726," J.T.  Cremer"
"Amsterdam",1894-04-10,"Lib(VT)",5260,6.4134," J.T.  Cremer"
"Amsterdam VI",1897-06-15,"Lib",1484,47.3063," J.T.  Cremer"
"Amsterdam VI",1897-06-25,"Lib(CHK)",2340,68.1223," J.T.  Cremer"
"Amsterdam IV",1901-07-30,"Lib(AR)",930,53.6332," J.T.  Cremer"
"Amsterdam",1884-10-28,"AR(DT)",777,3.2952,"mr. A.W. van Beeck Calkoen"
"Rotterdam",1887-09-01,"AR",200,3.0883,"mr. A.W. van Beeck Calkoen"
"Amsterdam",1886-06-15,"(AH)*",2298,9.9614,"mr. A.F.K.  Hartogh"
"Amsterdam",1887-09-01,"(AH)*",1190,11.1111,"mr. A.F.K.  Hartogh"
"Amsterdam",1888-03-06,"Lib",8866,6.3249,"mr. A.F.K.  Hartogh"
"Amsterdam",1891-06-09,"Lib",7347,6.1603,"mr. A.F.K.  Hartogh"
"Amsterdam",1894-04-10,"Lib(VT)",5784,7.0523,"mr. A.F.K.  Hartogh"
"Amsterdam III",1897-06-15,"Lib",1015,36.3278,"mr. A.F.K.  Hartogh"
"Amsterdam III",1897-06-25,"Lib(CHK)",2238,71.7538,"mr. A.F.K.  Hartogh"
"Haarlemmermeer",1879-06-10,"(DT)*",581,47.545,"mr. F.J.M.A.  Reekers"
"Haarlemmermeer",1879-06-24,"(DT)*",673,51.9691,"mr. F.J.M.A.  Reekers"
"Haarlemmermeer",1883-06-12,"(DT)*",604,51.0998,"mr. F.J.M.A.  Reekers"
"Haarlemmermeer",1884-10-28,"(DT)*",625,51.9967,"mr. F.J.M.A.  Reekers"
"Haarlemmermeer",1886-06-15,"(DT)*",698,48.3045,"mr. F.J.M.A.  Reekers"
"Amsterdam",1886-06-15,"(DT)*",632,2.7396,"mr. F.J.M.A.  Reekers"
"Haarlemmermeer",1886-06-29,"DT(AR)",845,55.1927,"mr. F.J.M.A.  Reekers"
"Haarlemmermeer",1887-09-01,"(DT)*",674,94.7961,"mr. F.J.M.A.  Reekers"
"Druten",1888-03-06,"Ka",1663,69.1764,"mr. F.J.M.A.  Reekers"
"Haarlemmermeer",1888-03-06,"Ka",1300,41.3486,"mr. F.J.M.A.  Reekers"
"Haarlemmermeer",1888-03-20,"Ka(AR)",1759,59.3856,"mr. F.J.M.A.  Reekers"
"Haarlemmermeer",1891-06-09,"Ka",1206,42.3158,"mr. F.J.M.A.  Reekers"
"Haarlemmermeer",1891-06-23,"Ka(AR)",1641,54.1048,"mr. F.J.M.A.  Reekers"
"Haarlemmermeer",1894-04-10,"Ka(TT)",1232,49.0446,"mr. F.J.M.A.  Reekers"
"Haarlemmermeer",1894-04-24,"Ka(TT)",1492,49.7665,"mr. F.J.M.A.  Reekers"
"Katwijk",1894-05-11,"Ka(TT)",1518,44.8052,"mr. F.J.M.A.  Reekers"
"Katwijk",1894-05-25,"Ka(TT)",1694,47.678,"mr. F.J.M.A.  Reekers"
"Hoorn",1897-06-15,"Ka",1558,26.8112,"mr. F.J.M.A.  Reekers"
"Haarlemmermeer",1897-06-15,"Ka",2940,43.0076,"mr. F.J.M.A.  Reekers"
"Haarlemmermeer",1897-06-25,"Ka",3159,46.3877,"mr. F.J.M.A.  Reekers"
"Hilversum",1901-06-14,"Ka",1710,30.1322,"mr. F.J.M.A.  Reekers"
"Hilversum",1901-06-27,"Ka",2257,41.0662,"mr. F.J.M.A.  Reekers"
"Goes",1879-06-10,"(DT)*",357,20.612,"dr. P.J.F.  Vermeulen"
"Rotterdam",1879-06-10,"(DT)*",573,15.9344,"dr. P.J.F.  Vermeulen"
"Rotterdam",1879-06-24,"(DT)*",667,15.9799,"dr. P.J.F.  Vermeulen"
"Eindhoven",1883-06-12,"(DT)*",1019,97.4187,"dr. P.J.F.  Vermeulen"
"Eindhoven",1884-10-28,"(DT)*",1165,47.7655,"dr. P.J.F.  Vermeulen"
"Eindhoven",1886-06-15,"(DT)*",1587,44.6916,"dr. P.J.F.  Vermeulen"
"Amsterdam",1886-06-15,"(DT)*",615,2.6659,"dr. P.J.F.  Vermeulen"
"Eindhoven",1887-09-01,"(DT)*",1260,48.4243,"dr. P.J.F.  Vermeulen"
"Helmond",1888-03-06,"Ka",1343,92.4931,"dr. P.J.F.  Vermeulen"
"Rotterdam",1891-06-09,"Ka",741,3.2427,"dr. P.J.F.  Vermeulen"
"Helmond",1891-06-09,"Ka",1689,93.4181,"dr. P.J.F.  Vermeulen"
"Amsterdam",1891-06-09,"Ka",1249,1.0473,"dr. P.J.F.  Vermeulen"
"Helmond",1897-06-15,"Ka",NA,NA,"dr. P.J.F.  Vermeulen"
"Amsterdam",1886-06-15,"(DT)*",605,2.6226," P.H.  Smithuijzen"
"Haarlemmermeer",1869-06-08,"(AH)*",144,15.9645,"mr. J.P.  Amersfoordt"
"Breda",1879-06-10,"(DT)*",1926,74.3342,"mr. H.A. des Amorie van der Hoeven"
"Breda",1883-06-12,"(DT)*",1586,80.0202,"mr. H.A. des Amorie van der Hoeven"
"Breda",1884-10-28,"(DT)*",1934,41.018,"mr. H.A. des Amorie van der Hoeven"
"Haarlemmermeer",1879-06-10,"(AH)*",446,36.4975," H.F.  Bultman"
"Haarlemmermeer",1879-06-24,"(AH)*",622,48.0309," H.F.  Bultman"
"Haarlemmermeer",1886-06-15,"(AH)*",547,37.8547," H.F.  Bultman"
"Haarlemmermeer",1886-06-29,"(AH)*",685,44.742," H.F.  Bultman"
"Haarlemmermeer",1888-03-06,"Lib",978,31.1069," H.F.  Bultman"
"Haarlemmermeer",1888-03-20,"Lib",1203,40.6144," H.F.  Bultman"
"Leiden",1869-06-08,"AK/DT/DZH",780,39.2947," P.H. baron van Taets van Amerongen"
"Leiden",1869-06-22,"DT/DZH",1230,59.5642," P.H. baron van Taets van Amerongen"
"Leiden",1869-06-08,"(AH)*",797,40.1511,"mr. H.A.  Neeb"
"Leiden",1869-06-22,"(AH)*",835,40.4358,"mr. H.A.  Neeb"
"Leiden",1877-06-12,"(AH)*",926,45.017,"mr. H.A.  Neeb"
"Leiden",1875-06-08,"(AH)*",610,32.6727," G.J.  Grashuis"
"Leiden",1879-06-10,"(AH)*",800,37.4181," L.M. de Laat de Kanter"
"Leiden",1879-06-24,"(AH)*",848,38.7392," L.M. de Laat de Kanter"
"Leiden",1881-06-14,"AR(DT)",1189,83.0307," J.H.  Donner"
"Leiden",1884-10-28,"AR(DT)",1512,31.7048," J.H.  Donner"
"Leiden",1886-06-15,"AR",828,17.3041," J.H.  Donner"
"Leiden",1887-09-01,"AR",828,15.5932," J.H.  Donner"
"Leiden",1887-09-14,"AR",1393,16.4075," J.H.  Donner"
"Katwijk",1888-03-06,"AR",1392,39.3777," J.H.  Donner"
"Rotterdam",1888-03-06,"AR",742,2.8393," J.H.  Donner"
"Katwijk",1888-03-20,"AR",1715,53.9648," J.H.  Donner"
"Katwijk",1891-06-09,"AR",1256,36.9738," J.H.  Donner"
"Katwijk",1891-06-23,"AR",1942,57.6261," J.H.  Donner"
"Katwijk",1894-04-10,"AR(VT)",1311,41.2524," J.H.  Donner"
"Katwijk",1894-05-11,"AR(VT)",1160,34.2385," J.H.  Donner"
"Katwijk",1894-05-25,"AR(VT)",1859,52.322," J.H.  Donner"
"Katwijk",1897-06-15,"AR",2012,38.3823," J.H.  Donner"
"Katwijk",1897-06-25,"AR",2723,53.5813," J.H.  Donner"
"Leiden",1881-06-14,"(AH)*",137,9.567,"mr. A.E.J.  Modderman"
"Delft",1883-06-12,"(AH)*",918,34.2027,"mr. A.E.J.  Modderman"
"Middelburg",1879-06-10,"(AH)*",951,47.8611," H.J.  Bool"
"Leiden",1881-06-14,"(AH)*",43,3.0028," H.J.  Bool"
"Leiden",1888-03-06,"Lib",1102,51.9077," H.J.  Bool"
"Leiden",1891-06-09,"Lib",1049,54.7495," H.J.  Bool"
"Leiden",1894-04-10,"Lib(TT)",1023,59.6501," H.J.  Bool"
"Gouda",1873-06-10,"(AH)*",564,29.6374,"mr. J.T.  Buys"
"Leiden",1883-06-12,"(AH)*",709,34.1851," D.  Hartevelt"
"Leiden",1884-10-28,"(AH)*",852,17.8654," D.  Hartevelt"
"Leiden",1884-10-28,"(AH)*",869,18.2218," J. van der Breggen"
"Gouda",1884-10-28,"(AH)*",1177,20.1093," J. van der Breggen"
"Leiden",1886-06-15,"(DT)*",1014,21.1912,"mr. J.P.  Smeele"
"Leiden",1886-06-29,"DT(AR)",1515,26.0086,"mr. J.P.  Smeele"
"Leiden",1887-09-01,"(DT)*",994,18.7194,"mr. J.P.  Smeele"
"Leiden",1887-09-14,"(DT)*",1042,12.2733,"mr. J.P.  Smeele"
"Leiden",1886-06-15,"(AH)*",952,19.8955," J.  Rinkes Borger"
"Leiden",1886-06-29,"(AH)*",1068,18.3348," J.  Rinkes Borger"
"Leiden",1886-06-15,"(AH)*",1041,21.7555,"mr. H. graaf van Limburg Stirum"
"Leiden",1886-06-29,"(AH)*",1338,22.97,"mr. H. graaf van Limburg Stirum"
"Rotterdam",1887-09-01,"(DT)*",391,6.0377," J.P.T. van Nunen"
"Leiden",1887-09-01,"(DT)*",970,18.2674," J.P.T. van Nunen"
"Leiden",1887-09-14,"(DT)*",1020,12.0141," J.P.T. van Nunen"
"Rotterdam",1888-03-06,"Ka(AR)",1637,6.2641," J.P.T. van Nunen"
"Zevenbergen",1888-03-06,"Ka",1483,60.3336," J.P.T. van Nunen"
"Rotterdam",1891-06-09,"Ka",736,3.2209," J.P.T. van Nunen"
"Zevenbergen",1891-06-09,"Ka",1267,71.9886," J.P.T. van Nunen"
"Amsterdam",1891-06-09,"Ka",1170,0.981," J.P.T. van Nunen"
"Gouda",1869-06-08,"AK/DT/DZH",1122,46.8085,"jhr.mr. W.M. de Brauw"
"Gouda",1869-06-22,"DT/DZH",1597,60.6302,"jhr.mr. W.M. de Brauw"
"Gouda",1873-06-10,"DZH(DT)",740,38.886,"jhr.mr. W.M. de Brauw"
"Gouda",1873-06-24,"DZH(DT)",1035,52.9954,"jhr.mr. W.M. de Brauw"
"Gouda",1871-06-13,"(AH)*",657,38.9449,"mr. J.B.L.  Wentholt"
"Dordrecht",1877-06-12,"AR",393,29.8179," J.  Voorhoeve H Czn."
"Dordrecht",1871-06-13,"(DZH)*",269,22.0854,"mr. M.  Bichon van Ysselmonde"
"Dordrecht",1873-06-10,"AR",493,35.3405,"mr. M.  Bichon van Ysselmonde"
"Gouda",1877-06-12,"AR(DT)",1189,52.7741,"mr. M.  Bichon van Ysselmonde"
"Gouda",1881-06-14,"AR(DT)",1645,56.8221,"mr. M.  Bichon van Ysselmonde"
"Gouda",1875-06-08,"AH(DZH)",1216,44.2182,"mr. J.G.  Patijn"
"Gouda",1879-06-10,"(AH)*",1027,44.7495,"mr. J.G.  Patijn"
"Gouda",1879-06-24,"(AH)*",1395,56.1368,"mr. J.G.  Patijn"
"Bodegraven",1888-03-06,"Lib",1100,31.1791,"mr. J.G.  Patijn"
"Schiedam",1888-03-06,"Lib",1099,45.1891,"mr. J.G.  Patijn"
"Gouda",1888-03-06,"Lib",1240,48.174,"mr. J.G.  Patijn"
"Bodegraven",1888-03-20,"Lib",1454,41.8899,"mr. J.G.  Patijn"
"Schiedam",1888-03-20,"Lib",1328,54.6277,"mr. J.G.  Patijn"
"Gouda",1881-06-14,"(AH)*",1243,42.9361,"mr. A.A. van Bergen Ijzendoorn"
"Gouda",1886-06-15,"(AH)*",1612,22.4388,"mr. J.  Fortuijn Droogleever"
"Gouda",1888-05-15,"Lib",1095,42.958,"mr. J.  Fortuijn Droogleever"
"Gouda",1883-06-12,"(AH)*",999,37.6981,"mr. W.  Thorbecke"
"Den Bosch",1884-10-28,"(AH)*",80,2.9007,"mr. W.  Thorbecke"
"Gouda",1884-10-28,"(AH)*",1164,19.8872,"mr. A.J.  Roest"
"Gouda",1886-06-15,"(AH)*",1632,22.7171,"mr. A.J.  Roest"
"Delft",1871-06-13,"(DZH)*",1108,62.0381,"mr. J. van Kuyk"
"Delft",1869-06-08,"AK/DZH",1046,54.2813," J.L.  Nierstrasz"
"Delft",1873-06-10,"DZH(DT)",900,46.344," J.L.  Nierstrasz"
"Delft",1873-06-24,"DZH(DT)",1187,54.6249," J.L.  Nierstrasz"
"Brielle",1869-06-08,"(AH)*",567,66.5493,"dr. K.A.  Rombach"
"Brielle",1871-06-13,"(AH)*",533,85.1438,"dr. K.A.  Rombach"
"Brielle",1879-06-10,"(AH)*",419,79.6578,"dr. K.A.  Rombach"
"Brielle",1883-06-12,"(AH)*",687,58.6678,"dr. K.A.  Rombach"
"Brielle",1884-10-28,"(AH)*",201,18.75,"dr. K.A.  Rombach"
"Delft",1873-06-10,"(AH)*",690,35.5304," C.J.  Vaillant"
"Delft",1873-06-24,"(AH)*",986,45.3751," C.J.  Vaillant"
"Delft",1875-06-08,"(AH)*",926,36.4423," C.J.  Vaillant"
"Delft",1875-06-22,"(AH)*",1117,44.7158," C.J.  Vaillant"
"Delft",1877-06-12,"(AH)*",964,41.7135," A.M.  Schagen van Leeuwen"
"Delft",1877-06-26,"(AH)*",1416,57.189," A.M.  Schagen van Leeuwen"
"Delft",1881-06-14,"(AH)*",871,34.05," A.M.  Schagen van Leeuwen"
"Delft",1877-06-12,"(DT)*",893,38.6413," S.  Gille Heringa"
"Delft",1877-06-26,"(DT)*",1060,42.811," S.  Gille Heringa"
"Dordrecht",1879-06-10,"(AH)*",394,25.4686,"mr. H.D.  Levyssohn Norman"
"Delft",1879-06-10,"(AH)*",535,23.1702,"mr. H.D.  Levyssohn Norman"
"Rotterdam",1888-03-06,"Lib",3057,11.6979,"mr. H.D.  Levyssohn Norman"
"Rotterdam",1891-06-09,"Lib",2701,11.8201,"mr. H.D.  Levyssohn Norman"
"Delft",1879-06-10,"AR",689,29.8398," H.  Seret"
"Delft",1879-06-24,"AR",838,39.5843," H.  Seret"
"Gorinchem",1881-06-14,"AR(DT)",1716,68.9157," H.  Seret"
"Gorinchem",1884-10-28,"AR",1747,34.4712," H.  Seret"
"Gorinchem",1886-06-15,"AR(DT)",2058,32.4197," H.  Seret"
"Gorinchem",1887-09-01,"AR(DT)",1499,45.8971," H.  Seret"
"Gorinchem",1888-03-06,"AR(Ka)",1674,53.9478," H.  Seret"
"Brielle",1891-06-09,"AR",1027,41.9869," H.  Seret"
"Rotterdam",1891-06-09,"AR",1043,4.5644," H.  Seret"
"Gorinchem",1891-06-09,"AR",1652,55.9431," H.  Seret"
"Gorinchem",1894-04-10,"AR(VT)",1266,52.8601," H.  Seret"
"Brielle",1894-04-10,"AR(VT)",877,39.2921," H.  Seret"
"Leiden",1894-04-10,"AR(VT)",335,19.5335," H.  Seret"
"Brielle",1894-04-24,"AR(VT)",1223,47.3114," H.  Seret"
"Gorinchem",1897-06-15,"AR(Ka)",2511,52.9859," H.  Seret"
"Gorinchem",1901-06-14,"AR(Ka)",2432,62.7775," H.  Seret"
"Delft",1884-10-28,"(AH)*",1028,22.5093,"jhr.mr. W.T.C. van Doorn"
"Delft",1886-06-15,"(AH)*",1311,20.4908,"jhr.mr. W.T.C. van Doorn"
"Loosduinen",1888-03-06,"Lib",1094,31.9696,"jhr.mr. W.T.C. van Doorn"
"Loosduinen",1888-03-20,"Lib",1358,40.4287,"jhr.mr. W.T.C. van Doorn"
"Delft",1901-06-14,"Lib(VL)",1196,28.3547,"jhr.mr. W.T.C. van Doorn"
"Gouda",1905-06-16,"Lib(VL)",3361,43.0291,"jhr.mr. W.T.C. van Doorn"
"Gouda",1905-06-28,"Lib(VL/VD)",4213,51.5289,"jhr.mr. W.T.C. van Doorn"
"Gouda",1909-06-11,"Lib(VL)",3668,44.7372,"jhr.mr. W.T.C. van Doorn"
"Gouda",1909-06-23,"Lib(VL/VD/SDAP)",4526,51.5901,"jhr.mr. W.T.C. van Doorn"
"Gouda",1913-06-17,"Lib",4127,43.2645,"jhr.mr. W.T.C. van Doorn"
"Gouda",1913-06-25,"Lib(VL/VD/SDAP)",5411,55.2989,"jhr.mr. W.T.C. van Doorn"
"Gouda",1917-06-15,"Lib",NA,NA,"jhr.mr. W.T.C. van Doorn"
"Delft",1886-06-15,"(AH)*",1279,19.9906,"mr. A.M.  Maas Geesteranus"
"Rotterdam",1869-06-08,"(AH)*",1119,36.2723," F.W.C.  Blom"
"Rotterdam",1873-06-10,"(AH)*",825,32.6345," F.W.C.  Blom"
"Rotterdam",1869-06-08,"(AH)*",1127,36.5316," W.A.  Viruly Verbrugge"
"Rotterdam",1873-06-10,"(AH)*",820,32.4367," W.A.  Viruly Verbrugge"
"Rotterdam",1877-06-12,"(AH)*",1010,70.0902," W.A.  Viruly Verbrugge"
"Rotterdam",1881-06-14,"(AH)*",986,50.8772," W.A.  Viruly Verbrugge"
"Rotterdam",1884-10-28,"(AH)*",1510,15.2064," W.A.  Viruly Verbrugge"
"Rotterdam",1886-06-15,"(AH)*",1466,16.26," W.A.  Viruly Verbrugge"
"Rotterdam",1888-03-06,"Lib",3462,13.2476," W.A.  Viruly Verbrugge"
"Rotterdam",1891-06-09,"Lib",2712,11.8682," W.A.  Viruly Verbrugge"
"Rotterdam",1894-04-10,"Lib(TT)",3435,13.8124," W.A.  Viruly Verbrugge"
"Rotterdam",1879-06-10,"(AH)*",933,25.9455,"dr. R.P.  Mees R.Az."
"Rotterdam",1879-06-24,"(AH)*",1327,31.792,"dr. R.P.  Mees R.Az."
"Rotterdam",1883-06-12,"(AH)*",1071,56.4873,"dr. R.P.  Mees R.Az."
"Rotterdam",1884-10-28,"(AH)*",1509,15.1964,"dr. R.P.  Mees R.Az."
"Rotterdam",1886-06-15,"(AH)*",1476,16.3709,"dr. R.P.  Mees R.Az."
"Rotterdam",1888-03-06,"Lib",3535,13.527,"dr. R.P.  Mees R.Az."
"Rotterdam",1891-06-09,"Lib",2746,12.017,"dr. R.P.  Mees R.Az."
"Rotterdam",1894-04-10,"Lib(TT)",3472,13.9612,"dr. R.P.  Mees R.Az."
"Rotterdam I",1897-06-15,"Lib",1066,40.4247,"dr. R.P.  Mees R.Az."
"Rotterdam I",1897-06-25,"Lib",1298,47.0631,"dr. R.P.  Mees R.Az."
"Rotterdam IV",1901-06-14,"VL(Lib)",1574,49.8733,"dr. R.P.  Mees R.Az."
"Rotterdam IV",1901-06-27,"VL(Lib/VD)",1810,54.4034,"dr. R.P.  Mees R.Az."
"Rotterdam",1879-06-10,"(AH)*",814,22.6363," J. van Stolk Jzn."
"Rotterdam",1879-06-24,"(AH)*",1426,34.1639," J. van Stolk Jzn."
"Rotterdam",1881-06-14,"(AH)*",1006,51.9092,"mr. J. van Gennep"
"Rotterdam",1884-10-28,"(AH)*",1517,15.2769,"mr. J. van Gennep"
"Rotterdam",1886-06-15,"(AH)*",1469,16.2933,"mr. J. van Gennep"
"Rotterdam",1894-05-11,"Lib(TT)",2864,71.1199,"mr. J. van Gennep"
"Rotterdam",1879-06-10,"(DT)*",583,16.2125,"mr. W.H.  Jansen"
"Rotterdam",1879-06-24,"(DT)*",754,18.0642,"mr. W.H.  Jansen"
"Rotterdam",1883-06-12,"(DT)*",443,23.365,"mr. W.H.  Jansen"
"Rotterdam",1884-10-28,"(DT)*",552,5.5589,"mr. W.H.  Jansen"
"Rotterdam",1886-06-15,"(DT)*",540,5.9894,"mr. W.H.  Jansen"
"Rotterdam",1887-09-01,"(DT)*",391,6.0377,"mr. W.H.  Jansen"
"Rotterdam",1881-06-14,"AR(DT)",922,47.5748," G.P.  Ittmann"
"Rotterdam",1881-06-14,"(DT)*",544,28.0702," J.G. van den Bergh"
"Rotterdam",1884-10-28,"(DT)*",570,5.7402,"mr. G.  Bahlmann"
"Breda",1881-06-14,"(DT)*",1657,96.7309,"dr. H.J.A.M.  Schaepman"
"Breda",1884-10-28,"(DT)*",1951,41.3786,"dr. H.J.A.M.  Schaepman"
"Rotterdam",1884-10-28,"(DT)*",567,5.71,"dr. H.J.A.M.  Schaepman"
"Breda",1886-06-15,"(DT)*",2040,40.0393,"dr. H.J.A.M.  Schaepman"
"Breda",1887-09-01,"(DT)*",1528,48.1411,"dr. H.J.A.M.  Schaepman"
"Breda",1888-03-06,"Ka",1442,90.125,"dr. H.J.A.M.  Schaepman"
"Wijk bij Duurstede",1888-03-06,"Ka",1244,42.5445,"dr. H.J.A.M.  Schaepman"
"Groningen",1888-03-06,"Ka(AR)",1540,15.3051,"dr. H.J.A.M.  Schaepman"
"Oostburg",1888-03-06,"Ka",499,18.8801,"dr. H.J.A.M.  Schaepman"
"Wijk bij Duurstede",1888-03-20,"Ka(AR)",1563,53.4908,"dr. H.J.A.M.  Schaepman"
"Bodegraven",1891-06-09,"Ka",708,20.8113,"dr. H.J.A.M.  Schaepman"
"Groningen",1891-06-09,"Ka(AR)",1059,13.7283,"dr. H.J.A.M.  Schaepman"
"Zaandam",1891-06-09,"Ka",258,10.5998,"dr. H.J.A.M.  Schaepman"
"Wijk bij Duurstede",1891-06-09,"Ka",1148,41.6093,"dr. H.J.A.M.  Schaepman"
"Druten",1891-06-09,"Ka",50,3.7313,"dr. H.J.A.M.  Schaepman"
"Amsterdam",1891-06-09,"Ka(AR)",2477,2.0769,"dr. H.J.A.M.  Schaepman"
"Wijk bij Duurstede",1891-06-23,"Ka(AR)",1448,49.7424,"dr. H.J.A.M.  Schaepman"
"Enkhuizen",1894-04-10,"Ka(VT)",923,30.9524,"dr. H.J.A.M.  Schaepman"
"Almelo",1894-04-10,"Ka(VT)",1228,90.1615,"dr. H.J.A.M.  Schaepman"
"Breukelen",1894-04-10,"Ka(VT)
               Ka(VT)",856,29.1156,"dr. H.J.A.M.  Schaepman"
"Hilversum",1894-04-10,"Ka(VT)
               Ka(VT)",804,29.4938,"dr. H.J.A.M.  Schaepman"
"Boxmeer",1869-06-08,"AK/DT/DZH",1524,71.1485,"mr. J.H.L.  Haffmans"
"Boxmeer",1873-06-10,"(DT)*",1603,95.6444,"mr. J.H.L.  Haffmans"
"Boxmeer",1877-06-12,"(DT)*",1278,87.8351,"mr. J.H.L.  Haffmans"
"Boxmeer",1884-10-28,"(DT)*",1237,48.8547,"mr. J.H.L.  Haffmans"
"Rotterdam",1884-10-28,"(DT)*",548,5.5186,"mr. J.H.L.  Haffmans"
"Boxmeer",1886-06-15,"(DT)*",1469,47.7879,"mr. J.H.L.  Haffmans"
"Boxmeer",1887-09-01,"(DT)*",1183,46.1388,"mr. J.H.L.  Haffmans"
"Venlo",1888-03-06,"Ka",1052,91.7175,"mr. J.H.L.  Haffmans"
"Venlo",1891-06-09,"Ka",1083,65.916,"mr. J.H.L.  Haffmans"
