"","District","Aanbevolen.door","Aantal.stemmen","Percentage","V5"
"51","Bodegraven(06/03/1888)","AR","1169","33.1349%","' S. van Velzen jr.'"
"52","Zuidhorn(06/03/1888)","AR","1171","41.8962%","' S. van Velzen jr.'"
"53","Zuidhorn(20/03/1888)","AR(Ka)","1300","43.8893%","' S. van Velzen jr.'"
"54","Bodegraven(20/03/1888)","AR(Ka)","2017","58.1101%","' S. van Velzen jr.'"
"55","Bodegraven(09/06/1891)","AR","1154","33.9212%","' S. van Velzen jr.'"
"56","Bodegraven(23/06/1891)","AR","1790","50.126%","' S. van Velzen jr.'"
"57","Zuidhorn(12/06/1877)","","197","30.8294%","' J.G.  Nederhoed'"
"58","Appingedam(12/06/1883)","AR(DT)","644","41.1239%","' J.G.  Nederhoed'"
"59","Winschoten(28/10/1884)","AR","237","10.459%","' J.G.  Nederhoed'"
"60","Appingedam(28/10/1884)","AR","642","16.0781%","' J.G.  Nederhoed'"
"61","Winschoten(01/09/1887)","AR","285","11.0981%","' J.G.  Nederhoed'"
"62","Gorinchem(17/08/1880)","","1127","70.3935%","'jhr.mr. M.A. de Savornin Lohman'"
"63","Assen(14/06/1881)","AR(DT)","449","35.5784%","'jhr.mr. M.A. de Savornin Lohman'"
"64","Amsterdam(12/06/1883)","AR(DT)","604","11.2309%","'jhr.mr. M.A. de Savornin Lohman'"
"65","Leeuwarden(12/06/1883)","AR(DT)","587","31.7297%","'jhr.mr. M.A. de Savornin Lohman'"
"66","Alkmaar(12/06/1883)","AR","332","14.2367%","'jhr.mr. M.A. de Savornin Lohman'"
"67","Hoorn(12/06/1883)","AR(DT)","880","39.6218%","'jhr.mr. M.A. de Savornin Lohman'"
"68","Assen(12/06/1883)","AR(DT)","481","32.4561%","'jhr.mr. M.A. de Savornin Lohman'"
"69","Zuidhorn(28/10/1884)","AR","290","37.9085%","'jhr.mr. M.A. de Savornin Lohman'"
"70","Alkmaar(28/10/1884)","AR","293","5.5117%","'jhr.mr. M.A. de Savornin Lohman'"
"71","Hoorn(28/10/1884)","AR","145","2.4884%","'jhr.mr. M.A. de Savornin Lohman'"
"72","Assen(28/10/1884)","AR","436","15.1022%","'jhr.mr. M.A. de Savornin Lohman'"
"73","Appingedam(28/10/1884)","AR","646","16.1783%","'jhr.mr. M.A. de Savornin Lohman'"
"74","Dokkum(25/08/1885)","","733","38.0977%","'jhr.mr. M.A. de Savornin Lohman'"
"75","Assen(16/03/1886)","","485","25.1687%","'jhr.mr. M.A. de Savornin Lohman'"
"76","Middelburg(15/06/1886)","AR(DT)","1247","23.1698%","'jhr.mr. M.A. de Savornin Lohman'"
"77","Winschoten(15/06/1886)","AR","397","13.3535%","'jhr.mr. M.A. de Savornin Lohman'"
"78","Assen(15/06/1886)","AR(DT)","459","14.9804%","'jhr.mr. M.A. de Savornin Lohman'"
"79","Hoorn(01/09/1887)","","76","1.6652%","'jhr.mr. M.A. de Savornin Lohman'"
"80","Dokkum(12/06/1883)","AR(DT)","1053","47.9508%","'mr. U.H.  Huber'"
"81","Gouda(30/10/1883)","","1484","62.8814%","'mr. U.H.  Huber'"
"82","Rotterdam(28/10/1884)","AR","397","3.998%","'mr. U.H.  Huber'"
"83","Gouda(28/10/1884)","AR(DT)","1738","29.6942%","'mr. U.H.  Huber'"
"84","Sneek(28/10/1884)","AR(DT)","1759","14.7964%","'mr. U.H.  Huber'"
"85","Leeuwarden(28/10/1884)","AR(DT)","661","15.5896%","'mr. U.H.  Huber'"
"86","Gouda(15/06/1886)","AR(DT)","1956","27.2272%","'mr. U.H.  Huber'"
"87","Sneek(15/06/1886)","AR(DT)","1795","14.6125%","'mr. U.H.  Huber'"
"88","Leeuwarden(15/06/1886)","AR(DT)","642","13.6306%","'mr. U.H.  Huber'"
"89","Zuidhorn(15/06/1886)","AR","283","27.8543%","'mr. U.H.  Huber'"
"90","Dokkum(15/06/1886)","AR(DT)","920","19.9134%","'mr. U.H.  Huber'"
"91","Zuidhorn(29/06/1886)","AR","400","37.2093%","'mr. U.H.  Huber'"
"92","Dokkum(01/09/1887)","AR","760","19.7608%","'mr. U.H.  Huber'"
"93","Gouda(01/09/1887)","AR(DT)","1654","28.8354%","'mr. U.H.  Huber'"
"94","Leeuwarden(01/09/1887)","AR","309","11.487%","'mr. U.H.  Huber'"
"95","Amsterdam(06/03/1888)","GV","332","0.2368%","'mr. U.H.  Huber'"
"96","Steenwijk(06/03/1888)","AR(Ka)","1302","51.7488%","'mr. U.H.  Huber'"
"97","Dokkum(06/03/1888)","AR(Ka)","1420","50.3546%","'mr. U.H.  Huber'"
"98","Schoterland(09/06/1891)","AR(Ka)","587","26.2288%","'mr. U.H.  Huber'"
"99","Dokkum(09/06/1891)","AR(Ka)","1363","50.7635%","'mr. U.H.  Huber'"
"100","Harlingen(10/04/1894)","AR(TT)","629","25.4244%","'mr. U.H.  Huber'"
"101","Dokkum(10/04/1894)","AR(TT)","380","15.6895%","'mr. U.H.  Huber'"
"102","Amsterdam(10/04/1894)","AR(TT)","925","1.1278%","'mr. U.H.  Huber'"
"103","Bergum(10/04/1894)","AR(TT)","257","11.6871%","'mr. U.H.  Huber'"
"104","Sneek(11/05/1894)","AR(TT)","626","25.6137%","'mr. U.H.  Huber'"
"105","Zuidhorn(15/06/1886)",NA,"230","22.6378%","' K.P.  Feringa'"
"106","Zuidhorn(12/02/1891)",NA,"220","9.2671%","' K.P.  Feringa'"
"107","Groningen(27/08/1850)",NA,"390","48.3271%","' S.  Blaupot ten Cate'"
"108","Groningen(11/09/1850)",NA,"351","42.1875%","' S.  Blaupot ten Cate'"
"109","Groningen(10/10/1851)",NA,"356","64.4928%","' S.  Blaupot ten Cate'"
"110","Groningen(17/05/1853)",NA,"557","64.2445%","' S.  Blaupot ten Cate'"
"111","Groningen(10/06/1856)",NA,"443","90.7787%","' S.  Blaupot ten Cate'"
"112","Groningen(27/08/1850)",NA,"76","9.4176%","'jhr.mr. H.L.  Wichers'"
"113","Groningen(10/10/1851)",NA,"90","16.3043%","' J.D. van Herwerden'"
"114","Amsterdam(10/06/1862)",NA,"506","11.9848%","' J.D. van Herwerden'"
"115","Groningen(01/03/1866)",NA,"48","6.383%","' J.D. van Herwerden'"
"116","Alkmaar(12/06/1866)",NA,"446","39.9284%","' J.D. van Herwerden'"
"117","Groningen(15/09/1863)","","73","13.9313%","'dr. W.J.A.  Jonckbloet'"
"118","Winschoten(18/07/1864)","","182","36.4729%","'dr. W.J.A.  Jonckbloet'"
"119","Winschoten(02/08/1864)","","298","57.9767%","'dr. W.J.A.  Jonckbloet'"
"120","Winschoten(12/06/1866)","","306","89.2128%","'dr. W.J.A.  Jonckbloet'"
"121","Winschoten(30/10/1866)","","426","75.265%","'dr. W.J.A.  Jonckbloet'"
"122","Winschoten(22/01/1868)","","317","69.8238%","'dr. W.J.A.  Jonckbloet'"
"123","Winschoten(08/06/1869)","(AH)*","357","77.1058%","'dr. W.J.A.  Jonckbloet'"
"124","Winschoten(10/06/1873)","(AH)*","340","70.5394%","'dr. W.J.A.  Jonckbloet'"
"125","Winschoten(12/06/1877)","(AH)*","364","50.6259%","'dr. W.J.A.  Jonckbloet'"
"126","Groningen(15/09/1863)",NA,"32","6.1069%","'mr. J.J.  Bleeker'"
"127","Amsterdam III(30/11/1848)","","5","1.3812%","'mr.dr. J.J.  Teding van Berkhout'"
"128","Amsterdam(27/08/1850)","","266","2.3173%","'mr.dr. J.J.  Teding van Berkhout'"
"129","Amsterdam(31/10/1850)","","252","19.2808%","'mr.dr. J.J.  Teding van Berkhout'"
"130","Amsterdam(17/05/1853)","","432","3.6675%","'mr.dr. J.J.  Teding van Berkhout'"
"131","Amsterdam(13/06/1854)","","163","3.4265%","'mr.dr. J.J.  Teding van Berkhout'"
"132","Amsterdam(10/06/1856)","","126","4.3568%","'mr.dr. J.J.  Teding van Berkhout'"
"133","Leiden(18/08/1857)","","416","27.7704%","'mr.dr. J.J.  Teding van Berkhout'"
"134","Leiden(08/06/1858)","","236","21.7512%","'mr.dr. J.J.  Teding van Berkhout'"
"135","Amsterdam(14/06/1864)","","126","2.4046%","'mr.dr. J.J.  Teding van Berkhout'"
"136","Groningen(14/06/1864)","","82","11.6477%","'mr.dr. J.J.  Teding van Berkhout'"
"137","Amsterdam(12/06/1866)","","112","2.2792%","'mr.dr. J.J.  Teding van Berkhout'"
"138","Amsterdam(30/10/1866)","","306","1.5399%","'mr.dr. J.J.  Teding van Berkhout'"
"139","Amsterdam(08/06/1869)","","89","1.2518%","'mr.dr. J.J.  Teding van Berkhout'"
"140","Tiel(08/06/1869)","","119","5.7599%","'mr.dr. J.J.  Teding van Berkhout'"
"141","Leiden(08/06/1869)","","400","20.1511%","'mr.dr. J.J.  Teding van Berkhout'"
"142","Deventer(08/06/1869)","","532","29.3113%","'mr.dr. J.J.  Teding van Berkhout'"
"143","Amsterdam(08/02/1870)","","56","2.733%","'mr.dr. J.J.  Teding van Berkhout'"
"144","Hoorn(13/06/1871)","","53","2.1668%","'mr.dr. J.J.  Teding van Berkhout'"
"145","Amsterdam(13/06/1871)","","118","1.6337%","'mr.dr. J.J.  Teding van Berkhout'"
"146","Amsterdam(22/10/1872)","","155","7.9365%","'mr.dr. J.J.  Teding van Berkhout'"
"147","Gorinchem(10/06/1873)","AR","841","38.1233%","'mr.dr. J.J.  Teding van Berkhout'"
"148","Amsterdam(10/06/1873)","AR","216","4.6602%","'mr.dr. J.J.  Teding van Berkhout'"
"149","Gorinchem(24/06/1873)","AR(AH)","1325","55.813%","'mr.dr. J.J.  Teding van Berkhout'"
"150","Gorinchem(12/06/1877)","AR(DT)","1059","50.2849%","'mr.dr. J.J.  Teding van Berkhout'"
"151","Groningen(01/03/1866)",NA,"45","5.984%","'mr. D.R.  Wijckerheld Bisdom'"
"152","Groningen(04/12/1866)",NA,"184","30.0163%","'mr. J.J.  Cremers'"
"153","Groningen(10/06/1879)",NA,"117","19.5%","'mr. J.J.  Cremers'"
"154","Gorinchem(14/06/1864)","","513","27.4478%","'jhr.mr. J.W. van Loon'"
"155","Gorinchem(28/06/1864)","","881","47.1123%","'jhr.mr. J.W. van Loon'"
"156","Haarlem(09/05/1865)","","165","16.7683%","'jhr.mr. J.W. van Loon'"
"157","Hoorn(30/10/1866)","","48","1.0531%","'jhr.mr. J.W. van Loon'"
"158","Amersfoort(30/10/1866)","","93","2.0922%","'jhr.mr. J.W. van Loon'"
"159","Tilburg(30/10/1866)","","76","1.6848%","'jhr.mr. J.W. van Loon'"
"160","Amsterdam(30/10/1866)","","334","1.6808%","'jhr.mr. J.W. van Loon'"
"161","Steenwijk(30/10/1866)","","296","35.1127%","'jhr.mr. J.W. van Loon'"
"162","Arnhem(30/10/1866)","","685","16.213%","'jhr.mr. J.W. van Loon'"
"163","Almelo(30/10/1866)","","580","20.2091%","'jhr.mr. J.W. van Loon'"
"164","Almelo(13/11/1866)","","694","42.6552%","'jhr.mr. J.W. van Loon'"
"165","Groningen(04/12/1866)","","43","7.0147%","'jhr.mr. J.W. van Loon'"
"166","Almelo(22/01/1868)","","42","1.3208%","'jhr.mr. J.W. van Loon'"
"167","Steenwijk(22/01/1868)","","325","37.6593%","'jhr.mr. J.W. van Loon'"
"168","Gorinchem(22/01/1868)","","639","15.4273%","'jhr.mr. J.W. van Loon'"
"169","Gorinchem(15/12/1868)","","639","29.1781%","'jhr.mr. J.W. van Loon'"
"170","Gorinchem(29/12/1868)","","948","45.0356%","'jhr.mr. J.W. van Loon'"
"171","Amsterdam(08/06/1869)","","88","1.2377%","'jhr.mr. J.W. van Loon'"
"172","Dordrecht(08/06/1869)","","307","19.948%","'jhr.mr. J.W. van Loon'"
"173","Arnhem(08/06/1869)","AK/DT/DZH","986","45.4169%","'jhr.mr. J.W. van Loon'"
"174","Rotterdam(08/06/1869)","","290","9.4003%","'jhr.mr. J.W. van Loon'"
"175","Amersfoort(08/06/1869)","(DT)*","850","51.5464%","'jhr.mr. J.W. van Loon'"
"176","Sneek(08/06/1869)","","962","17.2001%","'jhr.mr. J.W. van Loon'"
"177","Amersfoort(10/06/1873)","AR","1149","52.9493%","'jhr.mr. J.W. van Loon'"
"178","Groningen(22/01/1868)",NA,"173","20.7434%","' J.A.  Feith'"
"179","Groningen(20/02/1868)",NA,"235","23.0392%","' J.A.  Feith'"
"180","Groningen(16/02/1869)","","422","79.9242%","'mr. S. van Houten'"
"181","Groningen(13/06/1871)","(AH)*","412","54.4974%","'mr. S. van Houten'"
"182","Groningen(08/06/1875)","","615","71.0983%","'mr. S. van Houten'"
"183","Groningen(10/06/1879)","(AH)*","394","65.6667%","'mr. S. van Houten'"
"184","Haarlem(12/06/1883)","","84","6.2268%","'mr. S. van Houten'"
"185","Groningen(12/06/1883)","(AH)*","640","55.3633%","'mr. S. van Houten'"
"186","Groningen(28/10/1884)","(AH)*","527","52.3857%","'mr. S. van Houten'"
"187","Groningen(15/06/1886)","(AH)*","706","68.081%","'mr. S. van Houten'"
"188","Groningen(01/09/1887)","","465","72.77%","'mr. S. van Houten'"
"189","Groningen(06/03/1888)","Lib","2573","25.5715%","'mr. S. van Houten'"
"190","Groningen(09/06/1891)","Lib","1785","23.1397%","'mr. S. van Houten'"
"191","Groningen(23/06/1891)","Lib","2629","66.6076%","'mr. S. van Houten'"
"192","Groningen(10/04/1894)","Lib(TT)","1107","16.6541%","'mr. S. van Houten'"
"193","Groningen(15/06/1897)","VL","1024","23.7312%","'mr. S. van Houten'"
"194","Groningen(25/06/1897)","VL","1703","38.5033%","'mr. S. van Houten'"
"195","Amsterdam VI(17/08/1897)","VL","16","0.6768%","'mr. S. van Houten'"
"196","Deventer(30/05/1900)","","818","22.2403%","'mr. S. van Houten'"
"197","Schiedam(14/06/1901)","VL(Lib)","119","2.685%","'mr. S. van Houten'"
"198","Groningen(14/06/1901)","VL","1428","27.5463%","'mr. S. van Houten'"
"199","Groningen(27/06/1901)","VL","1738","35.3683%","'mr. S. van Houten'"
"200","Den Bosch(16/06/1905)","VL","411","15.4395%","'mr. S. van Houten'"
"201","Zwolle(11/06/1909)","VL","840","13.4121%","'mr. S. van Houten'"
"202","Groningen(15/06/1917)","AG","1660","31.7703%","'mr. S. van Houten'"
"203","Almelo(22/07/1862)",NA,"268","24.7461%","'mr. P.A.S. van Limburg Brouwer'"
"204","Dokkum(15/09/1863)",NA,"345","24.8559%","'mr. P.A.S. van Limburg Brouwer'"
"205","Almelo(26/01/1864)",NA,"767","52.4983%","'mr. P.A.S. van Limburg Brouwer'"
"206","Almelo(14/06/1864)",NA,"743","60.2107%","'mr. P.A.S. van Limburg Brouwer'"
"207","Almelo(30/10/1866)",NA,"604","21.0453%","'mr. P.A.S. van Limburg Brouwer'"
"208","Almelo(13/11/1866)",NA,"787","48.3712%","'mr. P.A.S. van Limburg Brouwer'"
"209","Almelo(22/01/1868)",NA,"663","20.8491%","'mr. P.A.S. van Limburg Brouwer'"
"210","Groningen(16/02/1869)",NA,"18","3.4091%","'mr. P.A.S. van Limburg Brouwer'"
"211","Utrecht(12/06/1866)","","401","23.3411%","'mr. C.T. graaf van Lynden van Sandenburg'"
"212","Zwolle(12/06/1866)","","522","29.5583%","'mr. C.T. graaf van Lynden van Sandenburg'"
"213","Arnhem(26/06/1866)","","751","51.4736%","'mr. C.T. graaf van Lynden van Sandenburg'"
"214","Arnhem(30/10/1866)","","1117","26.4379%","'mr. C.T. graaf van Lynden van Sandenburg'"
"215","Arnhem(22/01/1868)","","854","24.2959%","'mr. C.T. graaf van Lynden van Sandenburg'"
"216","Arnhem(04/02/1868)","","1221","24.5971%","'mr. C.T. graaf van Lynden van Sandenburg'"
"217","Haarlem(16/02/1869)","","80","5.4018%","'mr. C.T. graaf van Lynden van Sandenburg'"
"218","Groningen(16/02/1869)","","16","3.0303%","'mr. C.T. graaf van Lynden van Sandenburg'"
"219","Tiel(08/06/1869)","(DT)*","75","3.6302%","'mr. C.T. graaf van Lynden van Sandenburg'"
"220","Middelburg(08/06/1869)","","262","13.5822%","'mr. C.T. graaf van Lynden van Sandenburg'"
"221","Tiel(08/06/1869)","","1052","50.9937%","'mr. C.T. graaf van Lynden van Sandenburg'"
"222","Tiel(13/06/1871)","DT/DZH","1082","48.5202%","'mr. C.T. graaf van Lynden van Sandenburg'"
"223","Tiel(10/10/1871)","","1210","57.1834%","'mr. C.T. graaf van Lynden van Sandenburg'"
"224","Tiel(10/06/1873)","(DT)*","1331","64.9902%","'mr. C.T. graaf van Lynden van Sandenburg'"
"225","Goes(26/02/1878)","","588","30.5296%","'mr. C.T. graaf van Lynden van Sandenburg'"
"226","Groningen(13/06/1871)","","120","15.873%","'jhr.mr. A.F. de Savornin Lohman'"
"227","Tilburg(08/06/1875)","","46","2.9563%","'jhr.mr. A.F. de Savornin Lohman'"
"228","Gorinchem(08/06/1875)","AR","536","24.2424%","'jhr.mr. A.F. de Savornin Lohman'"
"229","Alkmaar(08/06/1875)","AR","168","6.0193%","'jhr.mr. A.F. de Savornin Lohman'"
"230","Arnhem(08/06/1875)","AR(DT)","988","42.6413%","'jhr.mr. A.F. de Savornin Lohman'"
"231","Breda(08/06/1875)","","116","4.0125%","'jhr.mr. A.F. de Savornin Lohman'"
"232","Arnhem(22/06/1875)","AR(DT/DZH)","1302","47.7273%","'jhr.mr. A.F. de Savornin Lohman'"
"233","Amsterdam(12/06/1877)","AR","96","2.1034%","'jhr.mr. A.F. de Savornin Lohman'"
"234","Breda(12/06/1877)","AR","75","3.0414%","'jhr.mr. A.F. de Savornin Lohman'"
"235","Leeuwarden(12/06/1877)","AR","212","16.7722%","'jhr.mr. A.F. de Savornin Lohman'"
"236","Assen(12/06/1877)","AR","135","16.4835%","'jhr.mr. A.F. de Savornin Lohman'"
"237","Hoorn(12/06/1877)","","111","7.9741%","'jhr.mr. A.F. de Savornin Lohman'"
"238","Leeuwarden(27/11/1877)","","240","14.7692%","'jhr.mr. A.F. de Savornin Lohman'"
"239","Assen(27/11/1877)","","101","9.2661%","'jhr.mr. A.F. de Savornin Lohman'"
"240","Arnhem(28/05/1878)","","424","20.7843%","'jhr.mr. A.F. de Savornin Lohman'"
"241","Amsterdam(23/07/1878)","","144","14.2292%","'jhr.mr. A.F. de Savornin Lohman'"
"242","Dordrecht(08/10/1878)","","266","25.0%","'jhr.mr. A.F. de Savornin Lohman'"
"243","Rotterdam(08/10/1878)","","199","16.5557%","'jhr.mr. A.F. de Savornin Lohman'"
"244","Arnhem(08/04/1879)","","461","31.9252%","'jhr.mr. A.F. de Savornin Lohman'"
"245","Dordrecht(22/04/1879)","","66","6.2797%","'jhr.mr. A.F. de Savornin Lohman'"
"246","Leeuwarden(10/06/1879)","AR","380","22.1059%","'jhr.mr. A.F. de Savornin Lohman'"
"247","Assen(10/06/1879)","AR","178","22.8792%","'jhr.mr. A.F. de Savornin Lohman'"
"248","Goes(10/06/1879)","AR","727","41.9746%","'jhr.mr. A.F. de Savornin Lohman'"
"249","Utrecht(10/06/1879)","AR","323","20.0497%","'jhr.mr. A.F. de Savornin Lohman'"
"250","Rotterdam(10/06/1879)","AR","281","7.8142%","'jhr.mr. A.F. de Savornin Lohman'"
"251","Groningen(08/06/1875)","AR(DT/DZH)","246","28.4393%","'mr. O.W.  Star Numan'"
"252","Delft(12/06/1877)","","45","1.9472%","'mr. O.W.  Star Numan'"
"253","Groningen(12/06/1883)",NA,"209","18.0796%","'jhr.mr. W.J.  Quintus'"
"254","Groningen(28/10/1884)","(AH)*","371","36.8787%","' P.W.A.  Cort van der Linden'"
"255","Groningen(15/06/1886)","(DT)*","328","31.6297%","'jhr.mr. P.J. van Swinderen'"
"256","Leeuwarden(15/06/1886)","AR(DT)","617","13.0998%","'jhr.mr. P.J. van Swinderen'"
"257","Groningen(01/09/1887)","","109","17.0579%","'jhr.mr. P.J. van Swinderen'"
"258","Groningen(01/09/1887)","","30","4.6948%","' F.  Domela Nieuwenhuis'"
"259","Haarlem(06/03/1888)","Soc","30","1.4265%","' F.  Domela Nieuwenhuis'"
"260","Schoterland(06/03/1888)","Soc","769","31.5811%","' F.  Domela Nieuwenhuis'"
"261","Amsterdam(06/03/1888)","Soc","1064","0.759%","' F.  Domela Nieuwenhuis'"
"262","Veendam(06/03/1888)","Soc","86","3.7262%","' F.  Domela Nieuwenhuis'"
"263","Groningen(06/03/1888)","Soc","726","7.2153%","' F.  Domela Nieuwenhuis'"
"264","Schoterland(20/03/1888)","Soc","1167","52.9732%","' F.  Domela Nieuwenhuis'"
"265","Zuidhorn(09/06/1891)","V","75","3.3113%","' F.  Domela Nieuwenhuis'"
"266","Amsterdam(09/06/1891)","AKS","759","0.6364%","' F.  Domela Nieuwenhuis'"
"267","Groningen(09/06/1891)","V","320","4.1483%","' F.  Domela Nieuwenhuis'"
"268","Schoterland(09/06/1891)","Soc","748","33.4227%","' F.  Domela Nieuwenhuis'"
"269","Schoterland(23/06/1891)","","919","45.2041%","' F.  Domela Nieuwenhuis'"
"270","Schoterland(09/07/1891)","","215","12.0246%","' F.  Domela Nieuwenhuis'"
"271","Appingedam(27/08/1850)",NA,"114","3.9095%","'mr. E.J.T. van der Hoop'"
"272","Appingedam(17/05/1853)",NA,"208","6.9264%","'mr. L.J.  Vos'"
"273","Appingedam(17/05/1853)",NA,"0","0.0%","'dr. J.  Smit'"
"274","Appingedam(08/06/1858)",NA,"65","5.9469%","'jhr.mr. J.D.  Lewe Quintus'"
"275","Appingedam(31/03/1868)","","770","48.8579%","'mr. D. de Ruiter Zijlker'"
"276","Appingedam(14/04/1868)","","1062","61.6725%","'mr. D. de Ruiter Zijlker'"
"277","Appingedam(13/06/1871)","(AH)*","633","65.528%","'mr. D. de Ruiter Zijlker'"
"278","Appingedam(08/06/1875)","","1152","68.9408%","'mr. D. de Ruiter Zijlker'"
"279","Appingedam(12/06/1877)","","809","64.3596%","'mr. D. de Ruiter Zijlker'"
"280","Appingedam(10/06/1879)","(AH)*","661","69.4328%","'mr. D. de Ruiter Zijlker'"
"281","Appingedam(12/06/1883)","(AH)*","836","53.3844%","'mr. D. de Ruiter Zijlker'"
"282","Appingedam(28/10/1884)","(AH)*","1334","33.4085%","'mr. D. de Ruiter Zijlker'"
"283","Appingedam(15/06/1886)","(AH)*","1507","33.0918%","'mr. D. de Ruiter Zijlker'"
"284","Appingedam(01/09/1887)","","1225","34.585%","'mr. D. de Ruiter Zijlker'"
"285","Winschoten(06/03/1888)","Lib","985","39.1339%","'mr. D. de Ruiter Zijlker'"
"286","Winschoten(20/03/1888)","Lib","1423","55.7602%","'mr. D. de Ruiter Zijlker'"
"287","Winschoten(09/06/1891)","Lib","920","41.2186%","'mr. D. de Ruiter Zijlker'"
"288","Winschoten(23/06/1891)","Lib","1015","40.1344%","'mr. D. de Ruiter Zijlker'"
"289","Veendam(09/07/1891)","","438","23.7656%","'mr. D. de Ruiter Zijlker'"
"290","Delft(13/06/1871)","","238","13.3259%","'dr. A.  Kuyper'"
"291","Zutphen(13/06/1871)","","245","11.1262%","'dr. A.  Kuyper'"
"292","Appingedam(13/06/1871)","","279","28.882%","'dr. A.  Kuyper'"
