"","District","Aanbevolen.door","Aantal.stemmen","Percentage","V5"
"26","Amsterdam(28/10/1884)","(AH)*","2316","9.8219%","'mr. W.H. de Beaufort'"
"27","Amsterdam(15/06/1886)","(AH)*","2368","10.2649%","'mr. W.H. de Beaufort'"
"28","Amsterdam(01/09/1887)","(AH)*","1191","11.1204%","'mr. W.H. de Beaufort'"
"29","Amsterdam(06/03/1888)","Lib","5161","3.6818%","'mr. W.H. de Beaufort'"
"30","Steenwijk(06/03/1888)","Lib","1199","47.655%","'mr. W.H. de Beaufort'"
"31","Hilversum(06/03/1888)","Lib","864","28.4211%","'mr. W.H. de Beaufort'"
"32","Zwolle(06/03/1888)","Lib","1184","43.133%","'mr. W.H. de Beaufort'"
"33","Amsterdam(20/03/1888)","Lib","5009","87.3104%","'mr. W.H. de Beaufort'"
"34","Steenwijk(10/04/1888)","Lib","1184","45.7319%","'mr. W.H. de Beaufort'"
"35","Amsterdam(09/06/1891)","Lib","7078","5.9347%","'mr. W.H. de Beaufort'"
"36","Utrecht(10/04/1894)","Lib(TT)","1867","51.475%","'mr. W.H. de Beaufort'"
"37","Enschede(10/04/1894)","Lib(TT)","432","22.3256%","'mr. W.H. de Beaufort'"
"38","Delft(10/04/1894)","Lib(TT)","929","44.133%","'mr. W.H. de Beaufort'"
"39","Amsterdam(10/04/1894)","Lib(TT)
               Lib(TT)","3421","4.1711%","'mr. W.H. de Beaufort'"
"40","Wijk bij Duurstede(10/04/1894)","Lib(TT)
               Lib(TT)
               Lib(TT)","32","1.3479%","'mr. W.H. de Beaufort'"
"41","Almelo(10/04/1894)","Lib(TT)","50","3.6711%","'mr. W.H. de Beaufort'"
"42","Tiel(10/04/1894)","Lib(TT)
               Lib(TT)","143","11.4217%","'mr. W.H. de Beaufort'"
"43","Amsterdam(24/04/1894)","","9131","22.0045%","'mr. W.H. de Beaufort'"
"44","Delft(24/04/1894)","Lib(TT)","1523","66.0451%","'mr. W.H. de Beaufort'"
"45","Tiel(17/04/1877)",NA,"586","39.8639%","' P.A.C.H.T.A.  Werdmüller von Elgg'"
"46","Tiel(28/10/1884)","AR(DT)","1429","25.5133%","' F.W.J. baron van Aylva van Pallandt'"
"47","Tiel(15/06/1886)","AR(DT)","1602","25.3923%","' F.W.J. baron van Aylva van Pallandt'"
"48","Tiel(01/09/1887)","AR(DT)","1606","29.3173%","' F.W.J. baron van Aylva van Pallandt'"
"49","Tiel(28/10/1884)","(AH)*","1337","23.8707%","'mr. C.  Pijnacker Hordijk'"
"50","Tiel(15/06/1886)","(AH)*","1521","24.1084%","'mr. P.  Rink'"
"51","Tiel(01/09/1887)","","1143","20.8653%","'mr. P.  Rink'"
"52","Arnhem(09/06/1891)","Lib","1143","55.4585%","'mr. P.  Rink'"
"53","Druten(09/06/1891)","Lib","65","4.8507%","'mr. P.  Rink'"
"54","Arnhem(10/04/1894)","Lib(VT)","1330","55.7185%","'mr. P.  Rink'"
"55","Arnhem(15/06/1897)","Lib","2130","50.6901%","'mr. P.  Rink'"
"56","Den Bosch(15/06/1897)","Lib","429","17.4888%","'mr. P.  Rink'"
"57","Elst(15/06/1897)","Lib","1337","21.022%","'mr. P.  Rink'"
"58","Elst(14/06/1901)","Lib(VL)","956","17.6644%","'mr. P.  Rink'"
"59","Arnhem(14/06/1901)","Lib(VL)","2047","49.4803%","'mr. P.  Rink'"
"60","Arnhem(27/06/1901)","Lib(VL/VD/SDAP)","2496","57.7644%","'mr. P.  Rink'"
"61","Arnhem(16/06/1905)","Lib","2729","45.5593%","'mr. P.  Rink'"
"62","Arnhem(28/06/1905)","Lib(VL/VD/SDAP)","3396","55.3365%","'mr. P.  Rink'"
"63","Tietjerksteradeel(12/03/1908)","","1663","23.7911%","'mr. P.  Rink'"
"64","Hoogezand(11/06/1909)","Lib(VL)","1766","32.4632%","'mr. P.  Rink'"
"65","Hoogezand(23/06/1909)","Lib(VL/VD/Ka/CHU)","2887","53.0699%","'mr. P.  Rink'"
"66","Hoogezand(17/06/1913)","Lib","2124","33.4805%","'mr. P.  Rink'"
"67","Hoogezand(25/06/1913)","Lib(VL/VD)","2322","44.939%","'mr. P.  Rink'"
"68","Hoogezand(04/08/1913)","Lib","2563","51.1781%","'mr. P.  Rink'"
"69","Hoogezand(15/06/1917)","Lib","None","None%","'mr. P.  Rink'"
"70","Breda(15/06/1886)","(AH)*","508","9.9706%","'mr. M.  Tydeman jr.'"
"71","Tiel(01/09/1887)","","1104","20.1533%","'mr. M.  Tydeman jr.'"
"72","Druten(06/03/1888)","Lib","289","12.0216%","'mr. M.  Tydeman jr.'"
"73","Druten(10/04/1888)","Lib","216","11.5942%","'mr. M.  Tydeman jr.'"
"74","Breda(09/06/1891)","Lib","440","27.5689%","'mr. M.  Tydeman jr.'"
"75","Bergen op Zoom(09/06/1891)","Lib","158","13.5972%","'mr. M.  Tydeman jr.'"
"76","Zevenbergen(09/06/1891)","Lib","214","12.1591%","'mr. M.  Tydeman jr.'"
"77","Tiel(08/12/1891)","","1547","66.4804%","'mr. M.  Tydeman jr.'"
"78","Tiel(10/04/1894)","Lib(VT)","1054","84.1853%","'mr. M.  Tydeman jr.'"
"79","Tiel(15/06/1897)","VL","3121","64.9802%","'mr. M.  Tydeman jr.'"
"80","Tiel(14/06/1901)","VL(Lib)","2621","71.7296%","'mr. M.  Tydeman jr.'"
"81","Tiel(16/06/1905)","VL","2666","60.6598%","'mr. M.  Tydeman jr.'"
"82","Tiel(11/06/1909)","VL","2634","61.9473%","'mr. M.  Tydeman jr.'"
"83","Tiel(17/06/1913)","VL","3279","56.2243%","'mr. M.  Tydeman jr.'"
"84","Amersfoort(27/08/1850)",NA,"100","2.1505%","'mr. J.J. van den Hagen van den Heuvel'"
"85","Amersfoort(27/08/1850)",NA,"98","2.1075%","'mr. J.  Ackersdijk'"
"86","Amersfoort(27/08/1850)",NA,"53","1.1398%","'mr. H.A.  Laan'"
"87","Utrecht(27/08/1850)",NA,"556","14.4716%","'mr. B.G.A.  Pabst'"
"88","Amersfoort(08/06/1852)",NA,"89","5.2415%","'mr. B.G.A.  Pabst'"
"89","Amersfoort(17/05/1853)",NA,"53","1.0941%","'mr. B.G.A.  Pabst'"
"90","Utrecht(07/04/1858)",NA,"369","25.5187%","'mr. B.G.A.  Pabst'"
"91","Utrecht(12/06/1866)",NA,"350","20.3725%","'mr. B.G.A.  Pabst'"
"92","Hoorn(30/11/1848)",NA,"519","50.9823%","'mr. W.J.C. van Hasselt'"
"93","Zaandam(30/11/1848)",NA,"18","2.1609%","'mr. W.J.C. van Hasselt'"
"94","Amsterdam II(30/11/1848)",NA,"8","2.1978%","'mr. W.J.C. van Hasselt'"
"95","Amsterdam V(30/11/1848)",NA,"25","5.9102%","'mr. W.J.C. van Hasselt'"
"96","Amsterdam I(30/11/1848)",NA,"7","1.9886%","'mr. W.J.C. van Hasselt'"
"97","Edam(30/11/1848)",NA,"582","81.6269%","'mr. W.J.C. van Hasselt'"
"98","Amsterdam IV(30/11/1848)",NA,"5","1.5015%","'mr. W.J.C. van Hasselt'"
"99","Hoorn(27/08/1850)",NA,"1529","34.061%","'mr. W.J.C. van Hasselt'"
"100","Amersfoort(13/06/1854)",NA,"303","18.5321%","'mr. W.J.C. van Hasselt'"
"101","Amersfoort(10/06/1856)",NA,"194","11.0667%","'mr. W.J.C. van Hasselt'"
"102","Amersfoort(22/09/1857)",NA,"101","6.6579%","'mr. W.J.C. van Hasselt'"
"103","Amersfoort(24/04/1860)",NA,"170","13.754%","'mr. W.J.C. van Hasselt'"
"104","Amersfoort(10/06/1856)",NA,"48","2.7382%","' N.B.  Donkersloot'"
"105","Utrecht(17/05/1853)",NA,"952","24.5677%","'jhr.mr. H.A.M. van Asch van Wijck'"
"106","Utrecht(31/05/1853)",NA,"1301","70.2105%","'jhr.mr. H.A.M. van Asch van Wijck'"
"107","Utrecht(13/06/1854)",NA,"687","49.7106%","'jhr.mr. H.A.M. van Asch van Wijck'"
"108","Utrecht(27/06/1854)",NA,"638","43.609%","'jhr.mr. H.A.M. van Asch van Wijck'"
"109","Amersfoort(22/09/1857)",NA,"601","39.6177%","'jhr.mr. H.A.M. van Asch van Wijck'"
"110","Amersfoort(06/10/1857)",NA,"976","57.4456%","'jhr.mr. H.A.M. van Asch van Wijck'"
"111","Amersfoort(08/06/1858)",NA,"865","59.1655%","'jhr.mr. H.A.M. van Asch van Wijck'"
"112","Amersfoort(12/06/1860)",NA,"598","57.5553%","'jhr.mr. H.A.M. van Asch van Wijck'"
"113","Amersfoort(10/06/1862)",NA,"598","47.3101%","'jhr.mr. H.A.M. van Asch van Wijck'"
"114","Amersfoort(24/06/1862)",NA,"973","58.2286%","'jhr.mr. H.A.M. van Asch van Wijck'"
"115","Amersfoort(12/06/1866)",NA,"895","74.2739%","'jhr.mr. H.A.M. van Asch van Wijck'"
"116","Amersfoort(24/04/1860)",NA,"91","7.3625%","'mr. A.G.J. baron van Taets van Amerongen'"
"117","Amsterdam(25/01/1859)",NA,"283","18.8165%","'dr. A.  Vrolik'"
"118","Amsterdam(20/03/1860)",NA,"352","25.4888%","'dr. A.  Vrolik'"
"119","Amersfoort(24/04/1860)",NA,"59","4.7735%","'dr. A.  Vrolik'"
"120","Den Haag(12/06/1860)",NA,"369","37.6147%","'dr. A.  Vrolik'"
"121","Den Haag(10/06/1862)",NA,"154","24.4833%","'dr. A.  Vrolik'"
"122","Amersfoort(10/06/1862)","","527","41.693%","'mr. H.  Verloren van Themaat'"
"123","Amersfoort(24/06/1862)","","698","41.7714%","'mr. H.  Verloren van Themaat'"
"124","Amersfoort(14/06/1864)","","82","7.3084%","'mr. H.  Verloren van Themaat'"
"125","Amersfoort(12/06/1866)","","262","21.7427%","'mr. H.  Verloren van Themaat'"
"126","Amersfoort(30/10/1866)","","304","6.8391%","'mr. H.  Verloren van Themaat'"
"127","Utrecht(30/10/1866)","","505","11.5773%","'mr. H.  Verloren van Themaat'"
"128","Utrecht(13/11/1866)","","763","46.7811%","'mr. H.  Verloren van Themaat'"
"129","Amersfoort(22/01/1868)","","95","3.2051%","'mr. H.  Verloren van Themaat'"
"130","Utrecht(22/01/1868)","","372","12.145%","'mr. H.  Verloren van Themaat'"
"131","Utrecht(08/06/1869)","(AH)*","196","14.6269%","'mr. H.  Verloren van Themaat'"
"132","Amersfoort(17/09/1874)","","231","12.7343%","'mr. H.  Verloren van Themaat'"
"133","Amersfoort(08/06/1875)","(AH)*","493","24.8864%","'mr. H.  Verloren van Themaat'"
"134","Amersfoort(30/10/1866)","","1354","30.4612%","'mr. E.L. baron van Hardenbroek van Lockhorst'"
"135","Amersfoort(22/01/1868)","","1327","44.7706%","'mr. E.L. baron van Hardenbroek van Lockhorst'"
"136","Amersfoort(13/06/1871)","(DT)*","760","44.9704%","'mr. E.L. baron van Hardenbroek van Lockhorst'"
"137","Amersfoort(27/06/1871)","(DZH)*","1559","73.5724%","'mr. E.L. baron van Hardenbroek van Lockhorst'"
"138","Utrecht(10/06/1862)","","47","4.8958%","'mr. W.R.  Boer'"
"139","Utrecht(12/06/1866)","","417","24.2724%","'mr. W.R.  Boer'"
"140","Utrecht(26/06/1866)","","574","47.2817%","'mr. W.R.  Boer'"
"141","Utrecht(30/10/1866)","","157","3.5993%","'mr. W.R.  Boer'"
"142","Amersfoort(30/10/1866)","","184","4.1395%","'mr. W.R.  Boer'"
"143","Amersfoort(22/01/1868)","","82","2.7665%","'mr. W.R.  Boer'"
"144","Utrecht(13/06/1871)","(AH)*","563","44.8963%","'mr. W.R.  Boer'"
"145","Utrecht(27/06/1871)","(AH)*","571","41.1087%","'mr. W.R.  Boer'"
"146","Amersfoort(30/10/1866)",NA,"56","1.2598%","'mr. J.  Schimmel'"
"147","Amersfoort(30/10/1866)",NA,"65","1.4623%","'mr. W.F.H. baron van Wassenaer van den Briellard'"
"148","Utrecht(14/06/1864)",NA,"239","16.7016%","'mr. S.J. van Geuns'"
"149","Utrecht(30/10/1866)",NA,"480","11.0041%","'mr. S.J. van Geuns'"
"150","Amersfoort(30/10/1866)",NA,"29","0.6524%","'mr. S.J. van Geuns'"
"151","Utrecht(22/01/1868)",NA,"361","11.7858%","'mr. S.J. van Geuns'"
"152","Amersfoort(13/06/1871)",NA,"446","26.3905%","' J.A.  Alberdingk Thijm'"
"153","Amersfoort(27/06/1871)",NA,"560","26.4276%","' J.A.  Alberdingk Thijm'"
"154","Amersfoort(10/06/1873)",NA,"68","3.1336%","' J.A.  Alberdingk Thijm'"
"155","Amsterdam(30/10/1866)","","1574","7.9211%","'mr. M.J.  Pijnappel'"
"156","Amsterdam(13/11/1866)","","1650","20.5659%","'mr. M.J.  Pijnappel'"
"157","Amsterdam(22/01/1868)","","1536","8.8063%","'mr. M.J.  Pijnappel'"
"158","Amsterdam(08/06/1869)","AK/DT/DZH","953","13.4037%","'mr. M.J.  Pijnappel'"
"159","Amersfoort(17/09/1874)","","495","27.2878%","'mr. M.J.  Pijnappel'"
"160","Amsterdam(10/04/1894)","Lib(TT)
               Lib(TT)","2841","3.464%","'mr. M.J.  Pijnappel'"
"161","Amsterdam(24/04/1894)","","5437","13.1025%","'mr. M.J.  Pijnappel'"
"162","Amsterdam I(15/06/1897)","VL","747","26.8415%","'mr. M.J.  Pijnappel'"
"163","Amsterdam I(25/06/1897)","VL(CHK)","2228","66.7266%","'mr. M.J.  Pijnappel'"
"164","Amersfoort(28/01/1879)","","393","23.0228%","' H.C. van der Houven van Oordt'"
"165","Apeldoorn(15/06/1897)","Lib","2164","44.5359%","' H.C. van der Houven van Oordt'"
"166","Amersfoort(17/10/1882)","","1285","69.1232%","'mr. W.K.F.P. graaf van Bylandt'"
"167","Amersfoort(12/06/1883)","AR(DT)","1458","71.9645%","'mr. W.K.F.P. graaf van Bylandt'"
"168","Amersfoort(28/10/1884)","AR(DT)","1556","33.2337%","'mr. W.K.F.P. graaf van Bylandt'"
"169","Amersfoort(15/06/1886)","AR(DT)","1799","33.6387%","'mr. W.K.F.P. graaf van Bylandt'"
"170","Amersfoort(01/09/1887)","AR(DT)","1580","40.1219%","'mr. W.K.F.P. graaf van Bylandt'"
"171","Apeldoorn(06/03/1888)","AR(Ka)","1525","61.666%","'mr. W.K.F.P. graaf van Bylandt'"
"172","Utrecht(09/06/1891)","AR(Ka)","1577","44.248%","'mr. W.K.F.P. graaf van Bylandt'"
"173","Apeldoorn(09/06/1891)","AR(Ka)","1270","55.1455%","'mr. W.K.F.P. graaf van Bylandt'"
"174","Amsterdam(10/04/1894)","AR(TT)","607","0.7401%","'mr. W.K.F.P. graaf van Bylandt'"
"175","Apeldoorn(10/04/1894)","AR(TT)
               AR(TT)","900","46.4396%","'mr. W.K.F.P. graaf van Bylandt'"
"176","Apeldoorn(24/04/1894)","","1356","58.2725%","'mr. W.K.F.P. graaf van Bylandt'"
"177","Tiel(15/06/1897)","VA(Ka/AR)","1241","25.838%","'mr. W.K.F.P. graaf van Bylandt'"
"178","Apeldoorn(15/06/1897)","VA(Ka/AR)","2455","50.5248%","'mr. W.K.F.P. graaf van Bylandt'"
"179","Apeldoorn(14/06/1901)","VA(Ka/AR)","3013","59.2644%","'mr. W.K.F.P. graaf van Bylandt'"
"180","Apeldoorn(16/06/1905)","CHP(AR)","4147","55.1316%","'mr. W.K.F.P. graaf van Bylandt'"
"181","Apeldoorn(11/06/1909)","CHU(Ka/AR)","4397","61.4879%","'mr. W.K.F.P. graaf van Bylandt'"
"182","Apeldoorn(17/06/1913)","CHU(Ka/AR)","4172","49.1228%","'mr. W.K.F.P. graaf van Bylandt'"
"183","Apeldoorn(25/06/1913)","CHU(Ka/AR)","5095","50.4356%","'mr. W.K.F.P. graaf van Bylandt'"
"184","Hilversum(28/10/1884)","(AH)*","606","37.4074%","'jhr.mr. J.E.  Huydecoper van Nigtevecht'"
"185","Amersfoort(15/06/1886)","(AH)*","861","16.0995%","'jhr.mr. J.E.  Huydecoper van Nigtevecht'"
"186","Amersfoort(20/07/1886)","","662","26.4166%","'jhr.mr. J.E.  Huydecoper van Nigtevecht'"
"187","Amersfoort(01/09/1887)","","365","9.2687%","'jhr.mr. J.E.  Huydecoper van Nigtevecht'"
"188","Amersfoort(15/06/1886)","(AH)*","855","15.9873%","'mr. F.A.R.A. baron van Ittersum'"
"189","Amersfoort(01/09/1887)","","347","8.8116%","'mr. F.A.R.A. baron van Ittersum'"
"190","Utrecht(17/05/1853)",NA,"527","13.6%","'jhr.mr. P.A.M. van Oosthuijse van Rijckevorsel van Rijsenburg'"
"191","Utrecht(31/05/1853)",NA,"552","29.7895%","'jhr.mr. P.A.M. van Oosthuijse van Rijckevorsel van Rijsenburg'"
"192","Utrecht(17/05/1853)","","443","11.4323%","'mr. N.P.J.  Kien'"
"193","Utrecht(13/06/1854)","","643","46.5268%","'mr. N.P.J.  Kien'"
"194","Utrecht(27/06/1854)","","825","56.391%","'mr. N.P.J.  Kien'"
"195","Utrecht(08/06/1858)","","572","44.204%","'mr. N.P.J.  Kien'"
"196","Utrecht(22/06/1858)","","718","65.932%","'mr. N.P.J.  Kien'"
"197","Utrecht(10/06/1862)","","616","64.1667%","'mr. N.P.J.  Kien'"
"198","Utrecht(12/06/1866)","","521","30.326%","'mr. N.P.J.  Kien'"
"199","Utrecht(26/06/1866)","","640","52.7183%","'mr. N.P.J.  Kien'"
"200","Utrecht(30/10/1866)","","972","22.2834%","'mr. N.P.J.  Kien'"
"201","Utrecht(13/11/1866)","","868","53.2189%","'mr. N.P.J.  Kien'"
"202","Utrecht(22/01/1868)","","981","32.0274%","'mr. N.P.J.  Kien'"
"203","Utrecht(13/06/1871)","","337","26.874%","'mr. N.P.J.  Kien'"
"204","Utrecht(27/06/1871)","(DZH)*","818","58.8913%","'mr. N.P.J.  Kien'"
"205","Utrecht(08/06/1875)","DZH(DT)","663","39.3005%","'mr. N.P.J.  Kien'"
"206","Utrecht(22/06/1875)","DZH(AR/DT)","1101","49.2177%","'mr. N.P.J.  Kien'"
"207","Utrecht(07/04/1858)","","952","65.8368%","'mr. E. du Marchie van Voorthuysen'"
"208","Utrecht(12/06/1860)","","704","94.8787%","'mr. E. du Marchie van Voorthuysen'"
"209","Utrecht(14/06/1864)","","1155","80.7128%","'mr. E. du Marchie van Voorthuysen'"
"210","Utrecht(30/10/1866)","","1279","29.3214%","'mr. E. du Marchie van Voorthuysen'"
"211","Utrecht(22/01/1868)","","1152","37.6102%","'mr. E. du Marchie van Voorthuysen'"
"212","Utrecht(08/06/1869)","AK/DZH","856","63.8806%","'mr. E. du Marchie van Voorthuysen'"
"213","Utrecht(10/06/1873)","","715","45.0252%","'mr. E. du Marchie van Voorthuysen'"
"214","Utrecht(24/06/1873)","(AH)*","830","47.1056%","'mr. E. du Marchie van Voorthuysen'"
"215","Utrecht(08/06/1858)",NA,"376","29.0572%","'jhr.mr. J.L.B. de Muralt'"
"216","Utrecht(22/06/1858)",NA,"371","34.068%","'jhr.mr. J.L.B. de Muralt'"
"217","Gouda(30/10/1866)",NA,"151","2.91%","'mr. W.R. baron van Tuyll van Serooskerke'"
"218","Utrecht(30/10/1866)",NA,"442","10.133%","'mr. W.R. baron van Tuyll van Serooskerke'"
"219","Utrecht(22/01/1868)",NA,"35","1.1427%","'mr. W.R. baron van Tuyll van Serooskerke'"
"220","Gouda(22/01/1868)",NA,"41","1.0253%","'mr. W.R. baron van Tuyll van Serooskerke'"
"221","Utrecht(30/10/1866)",NA,"42","0.9629%","' E.H.  Kol'"
"222","Utrecht(12/06/1877)",NA,"41","2.3851%","' E.H.  Kol'"
"223","Utrecht(30/10/1866)","","267","6.121%","' J.N.  Bastert'"
"224","Utrecht(08/06/1875)","(AH)*","741","43.9241%","' J.N.  Bastert'"
"225","Utrecht(22/06/1875)","(AH)*","1136","50.7823%","' J.N.  Bastert'"
"226","Utrecht(10/06/1879)","(AH)*","791","49.0999%","' J.N.  Bastert'"
"227","Utrecht(24/06/1879)","(AH)*","970","49.8715%","' J.N.  Bastert'"
"228","Utrecht(04/11/1879)","","1187","51.6536%","' J.N.  Bastert'"
"229","Hilversum(12/06/1883)","","33","3.4995%","' J.N.  Bastert'"
"230","Utrecht(12/06/1883)","(AH)*","1109","50.6393%","' J.N.  Bastert'"
"231","Utrecht(28/10/1884)","(AH)*","1154","27.1083%","' J.N.  Bastert'"
"232","Utrecht(11/11/1884)","","1282","48.8753%","' J.N.  Bastert'"
"233","Bodegraven(09/06/1891)","Lib","1475","43.3568%","' J.N.  Bastert'"
"234","Bodegraven(23/06/1891)","Lib","1781","49.874%","' J.N.  Bastert'"
"235","Gouda(24/11/1891)","","50","2.035%","' J.N.  Bastert'"
"236","Gouda(30/05/1893)","","815","36.8945%","' J.N.  Bastert'"
"237","Gouda(13/06/1893)","","999","46.8794%","' J.N.  Bastert'"
"238","Utrecht(15/05/1894)","Lib(TT)","1542","61.6061%","' J.N.  Bastert'"
"239","Utrecht II(15/06/1897)","VL(CHK)","840","24.583%","' J.N.  Bastert'"
"240","Utrecht II(25/06/1897)","VL(CHK)","2077","57.455%","' J.N.  Bastert'"
"241","Utrecht(08/06/1869)",NA,"63","4.7015%","'mr. E.A.J.  Francis'"
"242","Amsterdam(12/06/1866)","","435","8.8523%","'mr. J.  Messchert van Vollenhoven'"
"243","Haarlem(30/10/1866)","","277","7.8783%","'mr. J.  Messchert van Vollenhoven'"
"244","Hoorn(10/06/1873)","AR","230","13.9648%","'mr. J.  Messchert van Vollenhoven'"
"245","Utrecht(10/06/1873)","AR","574","36.1461%","'mr. J.  Messchert van Vollenhoven'"
"246","Utrecht(24/06/1873)","AR","932","52.8944%","'mr. J.  Messchert van Vollenhoven'"
"247","Rotterdam(10/06/1873)","","199","7.8718%","'mr. J.G. de Bruijn'"
"248","Utrecht(10/06/1873)","","266","16.7506%","'mr. J.G. de Bruijn'"
"249","Rotterdam(08/06/1875)","(DT)*","260","17.038%","'mr. J.G. de Bruijn'"
"250","Den Bosch(25/03/1879)","","1444","90.932%","'mr. J.G. de Bruijn'"
"251","Den Bosch(14/06/1881)","(DT)*","1286","90.8192%","'mr. J.G. de Bruijn'"
"252","Dordrecht(09/06/1891)","Ka","128","5.0814%","'mr. J.G. de Bruijn'"
"253","Utrecht(12/06/1877)","(AH)*","957","55.6719%","'jhr.mr. J.  Roëll'"
"254","Utrecht(14/06/1881)","(AH)*","941","66.8324%","'jhr.mr. J.  Roëll'"
"255","Utrecht(28/10/1884)","(AH)*","1180","27.7191%","'jhr.mr. J.  Roëll'"
"256","Utrecht(15/06/1886)","(AH)*","1409","24.7323%","'jhr.mr. J.  Roëll'"
"257","Utrecht(06/03/1888)","Lib","2067","55.1053%","'jhr.mr. J.  Roëll'"
"258","Utrecht(09/06/1891)","Lib","2001","56.1448%","'jhr.mr. J.  Roëll'"
"259","Haarlem(10/04/1894)","Lib(TT)","793","54.6897%","'jhr.mr. J.  Roëll'"
"260","Utrecht(10/04/1894)","Lib(TT)","1964","54.1494%","'jhr.mr. J.  Roëll'"
"261","Den Haag I(15/06/1897)","VL","266","6.978%","'jhr.mr. J.  Roëll'"
"262","Utrecht II(14/06/1901)","VL(Lib)","1059","30.214%","'jhr.mr. J.  Roëll'"
"263","Utrecht II(27/06/1901)","VL(Lib/VD)","1932","54.9176%","'jhr.mr. J.  Roëll'"
"264","Utrecht II(16/06/1905)","VL","1351","25.7677%","'jhr.mr. J.  Roëll'"
"265","Utrecht II(28/06/1905)","VL(Lib/VD)","3006","54.1622%","'jhr.mr. J.  Roëll'"
"266","Utrecht II(11/06/1909)","VL","1228","23.0092%","'jhr.mr. J.  Roëll'"
"267","Utrecht II(23/06/1909)","VL(Lib/VD)","2359","44.0852%","'jhr.mr. J.  Roëll'"
"268","Den Haag(12/06/1883)","AR","114","8.0679%","' J.E.N. baron van Schimmelpenninck van der Oye'"
"269","Utrecht(12/06/1883)","AR(DT)","1073","48.9954%","' J.E.N. baron van Schimmelpenninck van der Oye'"
"270","Utrecht(28/10/1884)","AR","708","16.6314%","' J.E.N. baron van Schimmelpenninck van der Oye'"
"271","Utrecht(11/11/1884)","AR(DT)","1341","51.1247%","' J.E.N. baron van Schimmelpenninck van der Oye'"
"272","Utrecht(15/06/1886)","AR(DT)","1445","25.3642%","' J.E.N. baron van Schimmelpenninck van der Oye'"
"273","Utrecht(01/09/1887)","AR(DT)","1275","26.5183%","' J.E.N. baron van Schimmelpenninck van der Oye'"
"274","Utrecht(06/03/1888)","AR(Ka)","1703","45.4012%","' J.E.N. baron van Schimmelpenninck van der Oye'"
"275","Amersfoort(16/05/1888)","AR(Ka)","1326","77.4081%","' J.E.N. baron van Schimmelpenninck van der Oye'"
"276","Amersfoort(09/06/1891)","AR","901","41.868%","' J.E.N. baron van Schimmelpenninck van der Oye'"
"277","Amersfoort(23/06/1891)","AR","1325","59.4971%","' J.E.N. baron van Schimmelpenninck van der Oye'"
"278","Utrecht(28/10/1884)","AR","649","15.2455%","'jhr.mr. J.H.  Hora Siccama'"
"279","Den Haag(15/06/1886)","AR","83","1.8915%","'jhr.mr. J.H.  Hora Siccama'"
"280","Utrecht(28/10/1884)","(DT)*","549","12.8964%","'mr. J.J.I.  Harte van Tecklenburg'"
"281","Grave(06/03/1888)","Ka","2007","95.5259%","'mr. J.J.I.  Harte van Tecklenburg'"
"282","Rotterdam(09/06/1891)","Ka","734","3.2121%","'mr. J.J.I.  Harte van Tecklenburg'"
