"District","Dag","Maand","Jaar","Type","Electoraat","Opkomst","Stembriefjes","Geldig","Blanco"
"Almelo","11","6","1909","algemeen","9087","-","7196","6996","200"
"Deventer","11","6","1909","algemeen","7740","-","5995","5900","95"
"Enschede","11","6","1909","algemeen","15251","-","14248","14078","170"
"Kampen","11","6","1909","algemeen","7655","-","6870","6798","72"
"Ommen","11","6","1909","algemeen","9026","-","7375","7250","125"
"Steenwijk","11","6","1909","algemeen","7550","-","6876","6775","101"
"Zwolle","11","6","1909","algemeen","7869","-","6428","6263","165"
"Appingedam","11","6","1909","algemeen","8531","-","7114","7064","50"
"Groningen","11","6","1909","algemeen","9096","-","6964","6838","126"
"Hoogezand","11","6","1909","algemeen","6921","-","5513","5440","73"
"Veendam","11","6","1909","algemeen","8185","-","6263","6183","80"
"Winschoten","11","6","1909","algemeen","7175","-","4301","4225","76"
"Zuidhorn","11","6","1909","algemeen","8647","-","7884","7777","107"
"Assen","11","6","1909","algemeen","7772","-","4427","4381","46"
"Emmen","11","6","1909","algemeen","8809","-","6600","6498","102"
"Meppel","11","6","1909","algemeen","7343","-","5877","5779","98"
"Maastricht","11","6","1909","algemeen","7409","-","6289","6177","112"
"Sittard","11","6","1909","algemeen/enkelvoudig","7659","-","-","-","-"
"Roermond","11","6","1909","algemeen/enkelvoudig","6753","-","-","-","-"
"Venlo","11","6","1909","algemeen","7274","-","5614","5576","38"
"Gulpen","11","6","1909","algemeen","8561","-","7125","6982","143"
"Weert","11","6","1909","algemeen/enkelvoudig","7064","-","-","-","-"
"Arnhem","23","6","1909","herstemming","8069","-","6869","6821","48"
"Ede","23","6","1909","herstemming","7688","-","6741","6713","28"
"Lochem","23","6","1909","herstemming","9406","-","7714","7570","144"
"Zutphen","23","6","1909","herstemming","8550","-","7927","7874","53"
"Brielle","23","6","1909","herstemming","7687","-","6584","6549","35"
"Gouda","23","6","1909","herstemming","9453","-","8821","8773","48"
"Dordrecht","23","6","1909","herstemming","8846","-","7671","7583","88"
"Den Haag I","23","6","1909","herstemming","10950","-","8380","8286","94"
"Den Haag II","23","6","1909","herstemming","11494","-","9190","9133","57"
"Rotterdam I","23","6","1909","herstemming","10111","-","7854","7767","87"
"Rotterdam II","23","6","1909","herstemming","10761","-","9026","8946","80"
"Rotterdam III","23","6","1909","herstemming","5628","-","4690","4650","40"
"Rotterdam IV","23","6","1909","herstemming","12488","-","9611","9499","112"
"Rotterdam V","23","6","1909","herstemming","7577","-","5819","5772","47"
"Alkmaar","23","6","1909","herstemming","10270","-","8771","8712","59"
"Amsterdam II","23","6","1909","herstemming","4404","-","3349","3309","40"
"Amsterdam III","23","6","1909","herstemming","13120","-","10188","10115","73"
"Amsterdam V","23","6","1909","herstemming","12892","-","9045","8982","63"
"Amsterdam VI","23","6","1909","herstemming","5857","-","4597","4564","33"
"Amsterdam IX","23","6","1909","herstemming","18434","-","13903","13792","111"
"Haarlem","23","6","1909","herstemming","9807","-","8673","8622","51"
"Den Helder","23","6","1909","herstemming","8402","-","7220","7173","47"
"Hoorn","23","6","1909","herstemming","8145","-","7000","6956","44"
"Zaandam","23","6","1909","herstemming","10269","-","8244","8171","73"
"Utrecht I","23","6","1909","herstemming","8578","-","7456","7342","114"
"Utrecht II","23","6","1909","herstemming","6662","-","5438","5351","87"
"Franeker","23","6","1909","herstemming","8043","-","7056","7023","33"
"Schoterland","23","6","1909","herstemming","6707","-","4701","4690","11"
"Leeuwarden","23","6","1909","herstemming","8026","-","6455","6414","41"
"Weststellingwerf","23","6","1909","herstemming","6849","-","5285","5226","59"
"Appingedam","23","6","1909","herstemming","8531","-","6886","6848","38"
"Hoogezand","23","6","1909","herstemming","6921","-","5493","5440","53"
"Veendam","23","6","1909","herstemming","8185","-","6092","6048","44"
"Winschoten","23","6","1909","herstemming","7175","-","4602","4559","43"
"Zuidhorn","23","6","1909","herstemming","8647","-","7812","7757","55"
"Assen","23","6","1909","herstemming","7772","-","4844","4816","28"
"Amsterdam IV","13","7","1909","tussentijds","4290","-","1387","1371","16"
"Harlingen","23","7","1909","tussentijds","7480","-","5771","5712","59"
"Ede","27","7","1909","tussentijds/enkelvoudig","7688","-","-","-","-"
"Schoterland","3","8","1909","tussentijds","6707","-","4695","4686","9"
"Breukelen","22","9","1909","tussentijds","7764","-","6474","6416","58"
"Breukelen","5","10","1909","herstemming","7764","-","6739","6675","64"
"Gulpen","3","12","1909","tussentijds","8561","-","4189","3961","228"
"Wijk bij Duurstede","30","12","1909","tussentijds","8277","-","6829","6688","141"
"Helmond","12","7","1910","tussentijds","6939","-","5548","5483","65"
"Eindhoven","20","10","1910","tussentijds","7808","-","5353","5307","46"
"Rotterdam V","24","10","1910","tussentijds","7831","0","4782","4733","49"
"Rotterdam V","3","11","1910","herstemming","7831","-","5251","5216","35"
"Sneek","14","2","1911","tussentijds","7743","-","4902","4856","46"
"Roermond","26","5","1911","tussentijds/enkelvoudig","7185","-","-","-","-"
"Hilversum","1","2","1912","tussentijds","13644","-","8434","8299","135"
"Hilversum","8","2","1912","herstemming","13644","-","9111","9020","91"
"Hoorn","23","4","1912","tussentijds","8446","-","6444","6399","45"
"Hoorn","29","4","1912","herstemming","8446","-","5785","5745","40"
"Ommen","21","10","1912","tussentijds","8667","-","7082","7040","42"
"Ommen","28","10","1912","herstemming","8667","-","7909","7856","53"
"Ommen","27","11","1912","tussentijds","8667","-","7759","7722","37"
"Rotterdam III","3","6","1913","tussentijds/enkelvoudig","5628","-","-","-","-"
"Leeuwarden","17","6","1913","algemeen","9228","-","8091","8045","46"
"Bergen op Zoom","17","6","1913","algemeen","8759","-","6871","6767","104"
"Breda","17","6","1913","algemeen","8017","-","5702","5605","97"
"Eindhoven","17","6","1913","algemeen","8816","-","6513","6392","121"
"Grave","17","6","1913","algemeen/enkelvoudig","7308","-","-","-","-"
"Helmond","17","6","1913","algemeen/enkelvoudig","7945","-","-","-","-"
"Den Bosch","17","6","1913","algemeen","6466","-","4094","4034","60"
"Tilburg","17","6","1913","algemeen","8598","-","5659","5583","76"
"Zevenbergen","17","6","1913","algemeen/enkelvoudig","7704","-","-","-","-"
"Oosterhout","17","6","1913","algemeen","8218","-","5758","5691","67"
"Waalwijk","17","6","1913","algemeen","6932","-","5981","5903","78"
"Veghel","17","6","1913","algemeen/enkelvoudig","6598","-","-","-","-"
"Apeldoorn","17","6","1913","algemeen","10830","-","8811","8493","318"
"Arnhem","17","6","1913","algemeen","9044","-","8006","7949","57"
"Doetinchem","17","6","1913","algemeen","12706","-","12149","12010","139"
"Druten","17","6","1913","algemeen","6668","-","5500","5397","103"
"Ede","17","6","1913","algemeen","8788","-","7066","6951","115"
"Elst","17","6","1913","algemeen","9842","-","9047","8918","129"
"Lochem","17","6","1913","algemeen","10519","-","9352","9233","119"
"Nijmegen","17","6","1913","algemeen","9053","-","6649","6574","75"
"Rheden","17","6","1913","algemeen","8548","-","5888","5739","149"
"Tiel","17","6","1913","algemeen","6816","-","5914","5832","82"
"Zutphen","17","6","1913","algemeen","9043","-","8279","8139","140"
"Bodegraven","17","6","1913","algemeen","9455","-","8034","7964","70"
"Brielle","17","6","1913","algemeen","8519","-","7338","7280","58"
"Delft","17","6","1913","algemeen","8453","-","7104","6959","145"
"Dordrecht","17","6","1913","algemeen","9867","-","8420","8311","109"
"Gorinchem","17","6","1913","algemeen","8944","-","8011","7901","110"
"Gouda","17","6","1913","algemeen","10711","-","9657","9539","118"
"Den Haag I","17","6","1913","algemeen","13029","-","10834","10658","176"
"Den Haag II","17","6","1913","algemeen","13635","-","11088","10946","142"
"Den Haag III","17","6","1913","algemeen","15130","-","11179","11049","130"
"Katwijk","17","6","1913","algemeen","10379","-","8366","8183","183"
"Leiden","17","6","1913","algemeen","7460","-","6790","6711","79"
"Loosduinen","17","6","1913","algemeen","11107","-","9188","9042","146"
"Ridderkerk","17","6","1913","algemeen","9083","-","8591","8473","119"
"Rotterdam I","17","6","1913","algemeen","12248","-","9858","9737","121"
"Rotterdam II","17","6","1913","algemeen","13625","-","11292","11175","117"
"Rotterdam III","17","6","1913","algemeen","5734","-","4769","4698","71"
"Rotterdam IV","17","6","1913","algemeen","17817","-","14304","14194","110"
"Rotterdam V","17","6","1913","algemeen","8828","-","6805","6736","69"
"Schiedam","17","6","1913","algemeen","9215","-","7917","7831","86"
"Sliedrecht","17","6","1913","algemeen","8814","-","6651","6548","103"
"Alkmaar","17","6","1913","algemeen","11523","-","10819","10729","90"
"Amsterdam I","17","6","1913","algemeen","5184","-","3962","3898","64"
"Amsterdam II","17","6","1913","algemeen","5041","-","3986","3866","120"
"Amsterdam III","17","6","1913","algemeen","16516","-","13150","12785","365"
"Amsterdam IV","17","6","1913","algemeen","4733","-","3843","3784","59"
"Amsterdam V","17","6","1913","algemeen","16136","-","13249","12796","453"
"Amsterdam VI","17","6","1913","algemeen","6048","-","4903","4865","38"
"Amsterdam VII","17","6","1913","algemeen","5237","-","4442","4377","65"
"Amsterdam VIII","17","6","1913","algemeen","5641","-","4680","4511","169"
"Amsterdam IX","17","6","1913","algemeen","22557","-","18276","17525","751"
"Beverwijk","17","6","1913","algemeen","15864","-","14899","14793","106"
"Enkhuizen","17","6","1913","algemeen","10937","-","10701","10655","46"
"Haarlem","17","6","1913","algemeen","10974","-","10040","9919","121"
"Haarlemmermeer","17","6","1913","algemeen","13290","-","12213","12131","82"
"Den Helder","17","6","1913","algemeen","9031","-","7399","7330","69"
"Hilversum","17","6","1913","algemeen","14839","-","13030","12852","178"
"Hoorn","17","6","1913","algemeen","9070","-","7976","7936","40"
"Zaandam","17","6","1913","algemeen","12441","-","11112","11011","101"
"Goes","17","6","1913","algemeen","8435","-","7561","7452","109"
"Hontenisse","17","6","1913","algemeen","8545","-","7683","7387","296"
"Middelburg","17","6","1913","algemeen","11293","-","10289","10154","135"
"Oostburg","17","6","1913","algemeen","9328","-","8606","8456","150"
"Zierikzee","17","6","1913","algemeen","8974","-","8208","8129","79"
"Amersfoort","17","6","1913","algemeen","12193","-","11030","10900","130"
"Breukelen","17","6","1913","algemeen","8318","-","6926","6887","39"
"Utrecht I","17","6","1913","algemeen","9767","-","8921","8805","116"
"Utrecht II","17","6","1913","algemeen","8540","-","7867","7718","149"
"Wijk bij Duurstede","17","6","1913","algemeen","9630","-","8901","8754","147"
"Dokkum","17","6","1913","algemeen","8144","-","7676","7624","52"
"Franeker","17","6","1913","algemeen","8523","-","7332","7274","58"
"Harlingen","17","6","1913","algemeen","7991","-","7192","7121","71"
"Schoterland","17","6","1913","algemeen","7812","-","6100","6055","45"
"Sneek","17","6","1913","algemeen","8222","-","7115","7054","61"
"Tietjerksteradeel","17","6","1913","algemeen","8967","-","8058","7975","83"
"Weststellingwerf","17","6","1913","algemeen","7878","-","6442","6385","57"
"Almelo","17","6","1913","algemeen","10107","-","7664","7468","196"
"Deventer","17","6","1913","algemeen","8431","-","6814","6744","70"
"Enschede","17","6","1913","algemeen","17895","-","17054","16806","248"
"Kampen","17","6","1913","algemeen","8093","-","7169","7042","127"
"Zwolle","17","6","1913","algemeen","8889","-","7897","7786","111"
"Steenwijk","17","6","1913","algemeen","7976","-","7372","7268","104"
"Ommen","17","6","1913","algemeen","10304","-","9253","9073","180"
"Appingedam","17","6","1913","algemeen","9238","-","8055","7946","109"
"Groningen","17","6","1913","algemeen","10452","-","8878","8741","137"
"Hoogezand","17","6","1913","algemeen","7594","-","6434","6344","90"
"Veendam","17","6","1913","algemeen","9054","-","7707","7610","97"
"Winschoten","17","6","1913","algemeen","8016","-","5772","5708","64"
"Zuidhorn","17","6","1913","algemeen","9324","-","8508","8428","80"
"Assen","17","6","1913","algemeen","8912","-","5930","5819","111"
"Emmen","17","6","1913","algemeen","10440","-","8671","8563","108"
"Meppel","17","6","1913","algemeen","7983","-","6633","6534","99"
"Gulpen","17","6","1913","algemeen","10519","-","7378","7141","237"
"Maastricht","17","6","1913","algemeen","8593","-","6900","6756","144"
"Roermond","17","6","1913","algemeen","7541","-","6345","6259","86"
"Venlo","17","6","1913","algemeen","8285","-","6589","6524","65"
"Sittard","17","6","1913","algemeen","8961","-","7235","7107","128"
"Weert","17","6","1913","algemeen/enkelvoudig","7868","-","-","-","-"
"Leeuwarden","19","6","1913","tussentijds/enkelvoudig","9228","-","-","-","-"
"Bergen op Zoom","25","6","1913","herstemming","8759","-","7733","7677","56"
"Apeldoorn","25","6","1913","herstemming","10830","-","10157","10102","55"
"Arnhem","25","6","1913","herstemming","9044","-","7917","7890","27"
"Lochem","25","6","1913","herstemming","10519","-","9289","9217","72"
"Zutphen","25","6","1913","herstemming","9043","-","8253","8172","81"
"Brielle","25","6","1913","herstemming","8519","-","6920","6875","45"
"Dordrecht","25","6","1913","herstemming","9867","-","8441","8378","63"
"Gorinchem","25","6","1913","herstemming","8944","-","8300","8248","52"
"Gouda","25","6","1913","herstemming","10711","-","9857","9785","72"
"Den Haag I","25","6","1913","herstemming","13029","-","10562","10475","87"
"Den Haag II","25","6","1913","herstemming","13635","-","11149","11106","43"
"Leiden","25","6","1913","herstemming","7460","-","7037","6986","51"
"Ridderkerk","25","6","1913","herstemming","9083","-","8772","8740","32"
"Rotterdam I","25","6","1913","herstemming","12248","-","10197","10104","93"
"Rotterdam II","25","6","1913","herstemming","13625","-","11589","11451","138"
"Rotterdam IV","25","6","1913","herstemming","17817","-","14501","14445","56"
"Rotterdam V","25","6","1913","herstemming","8828","-","7240","7159","81"
"Alkmaar","25","6","1913","herstemming","11523","-","10732","10688","44"
"Amsterdam I","25","6","1913","herstemming","5184","-","3819","3794","25"
"Amsterdam II","25","6","1913","herstemming","5041","-","3695","3647","48"
"Amsterdam V","25","6","1913","herstemming","16136","-","10694","10565","129"
"Amsterdam VII","25","6","1913","herstemming","5237","-","4443","4417","26"
"Amsterdam VIII","25","6","1913","herstemming","5641","-","4607","4557","50"
"Amsterdam IX","25","6","1913","herstemming","22557","-","17295","17187","108"
"Beverwijk","25","6","1913","herstemming","15864","-","14914","14858","56"
"Haarlem","25","6","1913","herstemming","10974","-","10078","10041","37"
"Den Helder","25","6","1913","herstemming","9031","-","6085","5995","90"
"Hoorn","25","6","1913","herstemming","9070","-","8112","8071","41"
"Zaandam","25","6","1913","herstemming","12441","-","9255","9150","105"
"Middelburg","25","6","1913","herstemming","11293","-","10671","10628","43"
"Amersfoort","25","6","1913","herstemming","12193","-","11639","11586","53"
"Utrecht I","25","6","1913","herstemming","9767","-","8936","8883","53"
"Utrecht II","25","6","1913","herstemming","8540","-","7973","7907","66"
"Franeker","25","6","1913","herstemming","8523","-","7559","7513","46"
"Leeuwarden","25","6","1913","herstemming","9228","-","6900","6853","47"
"Schoterland","25","6","1913","herstemming","7812","-","5476","5446","30"
"Weststellingwerf","25","6","1913","herstemming","7878","-","5528","5483","45"
"Enschede","25","6","1913","herstemming","17895","-","17185","17087","98"
"Kampen","25","6","1913","herstemming","8093","-","7671","7601","70"
"Zwolle","25","6","1913","herstemming","8889","-","8516","8472","44"
"Ommen","25","6","1913","herstemming","10304","-","9631","9582","49"
"Appingedam","25","6","1913","herstemming","9238","-","7675","7619","56"
"Groningen","25","6","1913","herstemming","10452","-","7565","7499","66"
"Hoogezand","25","6","1913","herstemming","7594","-","5228","5167","61"
"Veendam","25","6","1913","herstemming","9054","-","6175","6096","79"
"Winschoten","25","6","1913","herstemming","8016","-","5745","5709","36"
"Zuidhorn","25","6","1913","herstemming","9324","-","8262","8227","35"
"Amsterdam II","22","7","1913","tussentijds","5041","-","3383","3332","51"
"Amsterdam VI","22","7","1913","tussentijds","6048","-","3862","3844","18"
"Amsterdam III","24","7","1913","tussentijds","16516","-","9396","9254","142"
"Amsterdam II","29","7","1913","herstemming","5041","-","2773","2747","26"
"Amsterdam VI","29","7","1913","herstemming","6048","-","3815","3792","23"
"Rotterdam I","1","8","1913","tussentijds","12248","-","8957","8862","95"
"Hoogezand","4","8","1913","tussentijds","7594","-","5034","5008","26"
"Rotterdam I","8","8","1913","herstemming","12248","-","8973","8911","62"
"Groningen","13","8","1913","tussentijds","10452","-","5795","5730","65"
"Amsterdam III","4","11","1913","tussentijds","16516","-","10196","10044","152"
"Amsterdam III","11","11","1913","herstemming","16516","-","12892","12797","95"
"Rotterdam III","7","1","1914","tussentijds","5734","-","3851","3814","37"
"Rotterdam III","14","1","1914","herstemming","5734","-","4215","4177","38"
"Katwijk","12","6","1914","tussentijds","10505","-","7487","7374","113"
"Roermond","17","11","1914","tussentijds/enkelvoudig","7661","-","-","-","-"
"Assen","14","10","1915","tussentijds/enkelvoudig","9461","-","-","-","-"
"Amsterdam IX","28","10","1915","tussentijds","24967","-","13615","13439","176"
"Nijmegen","4","1","1916","tussentijds","9909","-","4117","4071","46"
"Weststellingwerf","13","1","1916","tussentijds/enkelvoudig","8175","-","-","-","-"
"Apeldoorn","29","2","1916","tussentijds","12078","-","10413","10296","117"
"Weert","27","4","1916","tussentijds","8267","-","4917","4793","124"
"Weert","4","5","1916","herstemming","8267","-","5963","5904","59"
"Winschoten","17","6","1916","tussentijds","8858","-","6204","6160","44"
"Druten","18","7","1916","tussentijds/enkelvoudig","7430","-","-","-","-"
"Almelo","2","8","1916","tussentijds","10737","-","5548","5371","177"
"Oosterhout","29","8","1916","tussentijds/enkelvoudig","8730","-","-","-","-"
"Dordrecht","11","10","1916","tussentijds","10948","-","2646","2534","112"
"Haarlemmermeer","2","12","1916","tussentijds","14679","-","10595","10493","102"
"Tiel","8","12","1916","tussentijds","7454","-","5606","5525","81"
"Den Haag II","4","1","1917","tussentijds","15744","-","2714","2666","48"
"Rheden","6","2","1917","tussentijds/enkelvoudig","9352","-","-","-","-"
"Emmen","28","2","1917","tussentijds","11929","-","5191","5123","68"
"Elst","13","3","1917","tussentijds/enkelvoudig","9592","-","-","-","-"
"Amsterdam IV","3","4","1917","tussentijds","4813","-","2496","2341","155"
"Den Helder","15","5","1917","tussentijds","9953","-","6472","6385","87"
"Den Helder","22","5","1917","herstemming","9953","-","6227","6089","138"
"Veendam","15","6","1917","algemeen/enkelvoudig","9908","-","-","-","-"
"Bergen op Zoom","15","6","1917","algemeen/enkelvoudig","10229","-","-","-","-"
"Breda","15","6","1917","algemeen","8623","-","3459","3417","42"
"Zevenbergen","15","6","1917","algemeen/enkelvoudig","8219","-","-","-","-"
"Tilburg","15","6","1917","algemeen/enkelvoudig","9879","-","-","-","-"
"Eindhoven","15","6","1917","algemeen/enkelvoudig","10059","-","-","-","-"
"Helmond","15","6","1917","algemeen/enkelvoudig","9103","-","-","-","-"
"Grave","15","6","1917","algemeen/enkelvoudig","7755","-","-","-","-"
"Den Bosch","15","6","1917","algemeen/enkelvoudig","7390","-","-","-","-"
"Oosterhout","15","6","1917","algemeen/enkelvoudig","8909","-","-","-","-"
"Waalwijk","15","6","1917","algemeen/enkelvoudig","7191","-","-","-","-"
"Veghel","15","6","1917","algemeen/enkelvoudig","7033","-","-","-","-"
"Apeldoorn","15","6","1917","algemeen","13064","-","6247","6182","65"
"Arnhem","15","6","1917","algemeen","9626","-","3797","3737","60"
"Doetinchem","15","6","1917","algemeen/enkelvoudig","13154","-","-","-","-"
"Druten","15","6","1917","algemeen/enkelvoudig","7572","-","-","-","-"
"Ede","15","6","1917","algemeen/enkelvoudig","9412","-","-","-","-"
"Elst","15","6","1917","algemeen","9805","-","4864","4784","80"
"Lochem","15","6","1917","algemeen","10998","-","5237","5136","101"
"Nijmegen","15","6","1917","algemeen/enkelvoudig","10432","-","-","-","-"
"Rheden","15","6","1917","algemeen/enkelvoudig","9404","-","-","-","-"
"Tiel","15","6","1917","algemeen/enkelvoudig","7640","-","-","-","-"
"Zutphen","15","6","1917","algemeen","9096","-","3601","3436","165"
"Bodegraven","15","6","1917","algemeen/enkelvoudig","10191","-","-","-","-"
"Brielle","15","6","1917","algemeen","8938","-","3903","3791","112"
"Delft","15","6","1917","algemeen/enkelvoudig","9856","-","-","-","-"
"Dordrecht","15","6","1917","algemeen","11259","-","3528","3379","149"
"Gorinchem","15","6","1917","algemeen/enkelvoudig","9340","-","-","-","-"
"Gouda","15","6","1917","algemeen/enkelvoudig","11598","-","-","-","-"
"Den Haag I","15","6","1917","algemeen","16470","-","4889","4647","242"
"Den Haag II","15","6","1917","algemeen","16438","-","4698","4500","198"
"Den Haag III","15","6","1917","algemeen","19286","-","6035","5856","179"
"Katwijk","15","6","1917","algemeen","11414","-","5117","4992","125"
"Leiden","15","6","1917","algemeen","8347","-","2865","2784","81"
"Loosduinen","15","6","1917","algemeen/enkelvoudig","13005","-","-","-","-"
"Ridderkerk","15","6","1917","algemeen","9846","-","4122","4020","102"
"Rotterdam I","15","6","1917","algemeen","14867","-","4800","4674","126"
"Rotterdam II","15","6","1917","algemeen","17453","-","5106","4905","201"
"Rotterdam III","15","6","1917","algemeen","6715","-","1849","1774","75"
"Rotterdam IV","15","6","1917","algemeen","25099","-","7340","7147","193"
"Rotterdam V","15","6","1917","algemeen","10215","-","2973","2850","123"
"Schiedam","15","6","1917","algemeen","10922","-","5583","5491","92"
"Sliedrecht","15","6","1917","algemeen/enkelvoudig","9503","-","-","-","-"
"Alkmaar","15","6","1917","algemeen/enkelvoudig","12557","-","-","-","-"
"Amsterdam I","15","6","1917","algemeen","6061","-","1686","1618","68"
"Amsterdam II","15","6","1917","algemeen","5731","-","1957","1804","153"
"Amsterdam III","15","6","1917","algemeen","19622","-","6908","6619","289"
"Amsterdam IV","15","6","1917","algemeen","4978","-","1524","1467","57"
"Amsterdam V","15","6","1917","algemeen","20627","-","7278","7108","170"
"Amsterdam VI","15","6","1917","algemeen/enkelvoudig","6712","-","-","-","-"
"Amsterdam VII","15","6","1917","algemeen","5874","-","2247","2179","68"
"Amsterdam VIII","15","6","1917","algemeen","7444","-","2638","2515","123"
"Amsterdam IX","15","6","1917","algemeen","27317","-","10072","9440","632"
"Beverwijk","15","6","1917","algemeen","18099","-","6148","5998","150"
"Enkhuizen","15","6","1917","algemeen/enkelvoudig","11474","-","-","-","-"
"Haarlem","15","6","1917","algemeen","12132","-","4421","4323","98"
"Haarlemmermeer","15","6","1917","algemeen","15112","-","7175","7070","105"
"Den Helder","15","6","1917","algemeen","9953","-","6285","6211","74"
"Hilversum","15","6","1917","algemeen","16638","-","7617","7439","178"
"Hoorn","15","6","1917","algemeen","9482","-","4114","4050","64"
"Zaandam","15","6","1917","algemeen","13608","-","5205","5056","149"
"Goes","15","6","1917","algemeen/enkelvoudig","9116","-","-","-","-"
"Middelburg","15","6","1917","algemeen","11885","-","5963","5759","204"
"Zierikzee","15","6","1917","algemeen/enkelvoudig","9399","-","-","-","-"
"Oostburg","15","6","1917","algemeen/enkelvoudig","9442","-","-","-","-"
"Hontenisse","15","6","1917","algemeen/enkelvoudig","8918","-","-","-","-"
"Amersfoort","15","6","1917","algemeen","14218","-","5034","4905","129"
"Breukelen","15","6","1917","algemeen/enkelvoudig","8618","-","-","-","-"
"Utrecht I","15","6","1917","algemeen","11049","-","3834","3618","216"
"Utrecht II","15","6","1917","algemeen","10086","-","3380","3068","312"
"Wijk bij Duurstede","15","6","1917","algemeen/enkelvoudig","9986","-","-","-","-"
"Dokkum","15","6","1917","algemeen/enkelvoudig","8650","-","-","-","-"
"Franeker","15","6","1917","algemeen","8864","-","3092","3058","34"
"Harlingen","15","6","1917","algemeen/enkelvoudig","8325","-","-","-","-"
"Leeuwarden","15","6","1917","algemeen","10116","-","4947","4880","67"
"Schoterland","15","6","1917","algemeen","8751","-","2746","2711","35"
"Sneek","15","6","1917","algemeen/enkelvoudig","8549","-","-","-","-"
"Tietjerksteradeel","15","6","1917","algemeen","9796","-","4635","4603","32"
"Weststellingwerf","15","6","1917","algemeen","8563","-","2495","2466","29"
"Almelo","15","6","1917","algemeen/enkelvoudig","11096","-","-","-","-"
"Deventer","15","6","1917","algemeen","9572","-","4714","4646","68"
"Enschede","15","6","1917","algemeen","19303","-","6724","6445","279"
"Kampen","15","6","1917","algemeen/enkelvoudig","8968","-","-","-","-"
"Ommen","15","6","1917","algemeen","10876","-","4243","4184","59"
"Steenwijk","15","6","1917","algemeen/enkelvoudig","8327","-","-","-","-"
"Zwolle","15","6","1917","algemeen","9645","-","3967","3753","214"
"Appingedam","15","6","1917","algemeen/enkelvoudig","9832","-","-","-","-"
"Groningen","15","6","1917","algemeen","12372","-","5340","5225","115"
"Hoogezand","15","6","1917","algemeen/enkelvoudig","7627","-","-","-","-"
"Winschoten","15","6","1917","algemeen/enkelvoudig","8982","-","-","-","-"
"Zuidhorn","15","6","1917","algemeen","9908","-","3908","3857","51"
"Assen","15","6","1917","algemeen/enkelvoudig","10054","-","-","-","-"
"Emmen","15","6","1917","algemeen/enkelvoudig","12131","-","-","-","-"
"Meppel","15","6","1917","algemeen/enkelvoudig","8802","-","-","-","-"
"Gulpen","15","6","1917","algemeen/enkelvoudig","12477","-","-","-","-"
"Maastricht","15","6","1917","algemeen/enkelvoudig","9035","-","-","-","-"
"Roermond","15","6","1917","algemeen/enkelvoudig","8103","-","-","-","-"
"Sittard","15","6","1917","algemeen/enkelvoudig","10264","-","-","-","-"
"Venlo","15","6","1917","algemeen/enkelvoudig","9190","-","-","-","-"
"Weert","15","6","1917","algemeen/enkelvoudig","8626","-","-","-","-"
"Amsterdam II","22","6","1917","herstemming","5731","-","2253","2190","63"
"Oosterhout","9","7","1917","tussentijds/enkelvoudig","8909","-","-","-","-"
"Veendam","9","7","1917","tussentijds/enkelvoudig","9908","-","-","-","-"
"Zutphen","24","7","1917","tussentijds/enkelvoudig","9096","-","-","-","-"
"Enkhuizen","21","8","1917","tussentijds","11474","-","7193","7091","102"
"Maastricht","3","12","1917","tussentijds/enkelvoudig","9035","-","-","-","-"
"Rotterdam II","14","12","1917","tussentijds","17453","-","9375","9254","121"
"Rotterdam II","21","12","1917","herstemming","17453","-","9591","9513","78"
"Eindhoven","13","4","1918","tussentijds","10059","-","6565","6466","99"
"Amersfoort","18","4","1918","tussentijds/enkelvoudig","14218","-","-","-","-"
"Gulpen","6","6","1918","tussentijds","12477","-","5430","5219","211"
