"","District","Aanbevolen.door","Aantal.stemmen","Percentage","V5"
"84","Middelburg(25/06/1891)",NA,"270","6.9894%","' J.H.  Snijders'"
"85","Oostburg(06/03/1888)","AR","879","33.2577%","' N.  Glinderman'"
"86","Oostburg(20/03/1888)","AR(Ka)","1432","51.0881%","' N.  Glinderman'"
"87","Oostburg(09/06/1891)","AR","1046","38.3572%","' N.  Glinderman'"
"88","Oostburg(10/04/1894)","AR(VT)","533","24.9415%","' N.  Glinderman'"
"89","Oostburg(15/06/1897)","AR(Ka)","2197","39.2672%","' N.  Glinderman'"
"90","Alkmaar(11/06/1909)","AR(Ka/CHU)","3562","40.1714%","' N.  Glinderman'"
"91","Alkmaar(23/06/1909)","AR(Ka/CHU)","3759","43.1474%","' N.  Glinderman'"
"92","Oostburg(06/03/1888)","Lib","1238","46.8407%","'mr. P.C.J.  Hennequin'"
"93","Oostburg(20/03/1888)","Lib","1371","48.9119%","'mr. P.C.J.  Hennequin'"
"94","Oostburg(09/06/1891)","Lib","1420","52.0719%","'mr. P.C.J.  Hennequin'"
"95","Oostburg(10/04/1894)","Lib(TT)","1586","74.2162%","'mr. P.C.J.  Hennequin'"
"96","Oostburg(15/06/1897)","Lib(CHK)","3241","57.9267%","'mr. P.C.J.  Hennequin'"
"97","Oostburg(14/06/1901)","VL(Lib)","3067","60.8049%","'mr. P.C.J.  Hennequin'"
"98","Oostburg(16/06/1905)","VL","4375","60.3199%","'mr. P.C.J.  Hennequin'"
"99","Oostburg(09/06/1891)",NA,"37","1.3568%","' F.P.  Oudens'"
"100","Goes(18/03/1890)","","1153","42.5147%","' J.H.C.  Heijse'"
"101","Goes(09/06/1891)","Lib","1173","40.5602%","' J.H.C.  Heijse'"
"102","Goes(15/06/1897)","Lib","1598","37.4327%","' J.H.C.  Heijse'"
"103","Goes(09/01/1894)","","944","36.1132%","' D.  Stigter'"
"104","Goes(10/04/1894)","Lib(VT)","699","28.519%","' D.  Stigter'"
"105","Goes(24/04/1894)","Lib(VT)","1065","36.3481%","' D.  Stigter'"
"106",NA,NA,NA,NA,NA
"107","Boxmeer(12/06/1877)","","92","6.323%","'mr. F.J.F.M.  Walter'"
"108","Hontenisse(06/03/1888)","Ka","1419","47.3316%","'mr. F.J.F.M.  Walter'"
"109","Hontenisse(20/03/1888)","Ka","1511","51.203%","'mr. F.J.F.M.  Walter'"
"110","Hontenisse(31/03/1891)","","964","87.2398%","'mr. F.J.F.M.  Walter'"
"111","Hontenisse(09/06/1891)","Ka","1361","47.5708%","'mr. F.J.F.M.  Walter'"
"112","Hontenisse(23/06/1891)","Ka","1576","57.2883%","'mr. F.J.F.M.  Walter'"
"113","Hontenisse(10/04/1894)","Ka(TT)","1196","48.4799%","'mr. F.J.F.M.  Walter'"
"114","Hontenisse(24/04/1894)","Ka(TT)","1376","47.0106%","'mr. F.J.F.M.  Walter'"
"115","Hontenisse(15/06/1897)","Ka","2264","43.4382%","'mr. F.J.F.M.  Walter'"
"116","Hontenisse(25/06/1897)","Ka(AR)","2424","47.3345%","'mr. F.J.F.M.  Walter'"
"117","Hontenisse(06/03/1888)","Lib","353","11.7745%","' J.  Vogelvanger'"
"118","Hontenisse(09/06/1891)","Lib","545","19.0493%","'mr. J.G. van Deinse'"
"119","Hontenisse(10/04/1894)","Lib(VT)","653","26.4694%","'mr. J.G. van Deinse'"
"120","Hontenisse(24/04/1894)","Lib(VT)","1551","52.9894%","'mr. J.G. van Deinse'"
"121","Hontenisse(15/06/1897)","Lib","1530","29.3553%","'mr. J.G. van Deinse'"
"122","Hontenisse(25/06/1897)","Lib(CHK)","2679","52.314%","'mr. J.G. van Deinse'"
"123","Hontenisse(14/06/1901)","Lib(VL)","1566","32.7958%","'mr. J.G. van Deinse'"
"124","Hontenisse(27/06/1901)","Lib(VL/VD)","2378","47.9822%","'mr. J.G. van Deinse'"
"125","Hontenisse(16/06/1905)","Lib(VL)","2488","40.8606%","'mr. J.G. van Deinse'"
"126","Hontenisse(10/04/1894)",NA,"609","24.6859%","' C.J.  Huvers'"
"127","Goes(10/04/1894)",NA,"485","19.7878%","' C.J.  Huvers'"
"128","Bergen op Zoom(06/03/1888)","Ka","755","32.0594%","' L.D.J.L. de Ram'"
"129","Bergen op Zoom(20/03/1888)","Ka","1303","52.8386%","' L.D.J.L. de Ram'"
"130","Bergen op Zoom(09/06/1891)","Ka","967","83.2186%","' L.D.J.L. de Ram'"
"131","Bergen op Zoom(10/04/1894)","Ka(TT)","758","83.3883%","' L.D.J.L. de Ram'"
"132","Bergen op Zoom(15/06/1897)","Ka","3577","76.074%","' L.D.J.L. de Ram'"
"133","Bergen op Zoom(14/06/1901)","Ka","2696","83.5451%","' L.D.J.L. de Ram'"
"134","Bergen op Zoom(16/06/1905)","Ka(AR)","3116","77.7251%","' L.D.J.L. de Ram'"
"135","Bergen op Zoom(11/06/1909)","Ka","3124","59.3691%","' L.D.J.L. de Ram'"
"136","Bergen op Zoom(17/06/1913)","Ka(CHU)","2932","43.3279%","' L.D.J.L. de Ram'"
"137","Bergen op Zoom(25/06/1913)","Ka","3737","48.6779%","' L.D.J.L. de Ram'"
"138",NA,NA,NA,NA,NA
"139",NA,NA,NA,NA,NA
"140",NA,NA,NA,NA,NA
"141","Breda(10/04/1888)",NA,"142","5.1768%","' F.  Rikkers'"
"142","Breda(10/04/1894)",NA,"51","8.0569%","'mr. E.  Gompertz'"
"143","Zevenbergen(06/03/1888)","Lib","279","11.3507%","' J.S.P.W.  Eerens'"
"144","Oosterhout(06/03/1888)","Lib","111","4.929%","' J.S.P.W.  Eerens'"
"145","Oosterhout(09/06/1891)","Ka","1481","59.3587%","'jhr. I.B.D. van den Berch van Heemstede'"
"146","Oosterhout(10/04/1894)","Ka(TT)","1256","92.0147%","'jhr. I.B.D. van den Berch van Heemstede'"
"147","Oosterhout(15/06/1897)","Ka","3335","92.6646%","'jhr. I.B.D. van den Berch van Heemstede'"
"148","Oosterhout(14/06/1901)","Ka","None","None%","'jhr. I.B.D. van den Berch van Heemstede'"
"149","Oosterhout(16/06/1905)","Ka","3470","74.6558%","'jhr. I.B.D. van den Berch van Heemstede'"
"150","Oosterhout(11/06/1909)","Ka(AR/CHU)","4459","89.2335%","'jhr. I.B.D. van den Berch van Heemstede'"
"151","Oosterhout(17/06/1913)","Ka(AR/CHU)","5110","89.7909%","'jhr. I.B.D. van den Berch van Heemstede'"
"152","Oosterhout(10/04/1894)",NA,"48","3.5165%","'mr. W.J.G. baron van Oldeneel tot Oldenzeel'"
"153","Zevenbergen(09/06/1891)",NA,"55","3.125%","'mr. W.A.E. van der Borch'"
"154","Zevenbergen(06/12/1892)","","900","86.9565%","' E.A.M. van der Kun'"
"155","Zevenbergen(10/04/1894)","Ka(TT)","1007","69.4004%","' E.A.M. van der Kun'"
"156","Zevenbergen(15/06/1897)","Ka","3234","69.2654%","' E.A.M. van der Kun'"
"157","Zevenbergen(14/06/1901)","Ka","None","None%","' E.A.M. van der Kun'"
"158","Bergen op Zoom(10/04/1894)","Rad(VT)","34","3.7404%","'dr. G.W.  Bruinsma'"
"159","Zevenbergen(10/04/1894)","Rad(VT)","382","26.3267%","'dr. G.W.  Bruinsma'"
"160","Bergen op Zoom(15/06/1897)","Lib","1125","23.926%","'dr. G.W.  Bruinsma'"
"161","Zevenbergen(10/04/1894)",NA,"35","2.4121%","' J.  Geluk'"
"162","Waalwijk(06/03/1888)","Lib","459","13.8004%","'mr. H.C.F.  Rits'"
"163","Eindhoven(21/02/1889)","","1401","97.0894%","' W.P.A.  Mutsaers'"
"164","Eindhoven(09/06/1891)","Ka","1187","87.0235%","' W.P.A.  Mutsaers'"
"165","Waalwijk(09/06/1891)","Ka","1599","53.0524%","' W.P.A.  Mutsaers'"
"166","Waalwijk(10/04/1894)","","1415","91.2903%","' W.P.A.  Mutsaers'"
"167","Waalwijk(15/06/1897)","Ka","3376","84.3367%","' W.P.A.  Mutsaers'"
"168","Waalwijk(14/06/1901)","Ka","None","None%","' W.P.A.  Mutsaers'"
"169","Waalwijk(10/04/1894)",NA,"46","2.9677%","' J. den Boer'"
"170","Tilburg(09/06/1891)","Lib","41","3.4541%","' A.L.A.  Diepen'"
"171","Eindhoven(09/07/1891)","","1209","74.4917%","' J.T.M.  Smits van Oyen'"
"172","Eindhoven(10/04/1894)","","1047","96.8548%","' J.T.M.  Smits van Oyen'"
"173","Eindhoven(15/06/1897)","Ka","None","None%","' J.T.M.  Smits van Oyen'"
"174","Eindhoven(09/07/1891)",NA,"31","1.91%","' L.  Houben'"
"175","Helmond(06/03/1888)","Lib","60","4.1322%","' P.A. van de Mortel'"
"176","Helmond(06/03/1888)",NA,"27","1.8595%","' V. van den Heuvel'"
"177","Maastricht(15/05/1888)",NA,"658","41.2798%","' E.F.H.J. de Beaumont'"
"178","Maastricht(09/06/1891)","Lib","137","12.7679%","' W.L. de Petit'"
"179","Maastricht(09/06/1891)","","70","6.5238%","' W.H.  Vliegen'"
"180","Maastricht(15/06/1897)","SDAP","323","11.9276%","' W.H.  Vliegen'"
"181","Amsterdam I(15/06/1897)","SDAP","105","3.7729%","' W.H.  Vliegen'"
"182","Hoogezand(15/06/1897)","SDAP","380","10.538%","' W.H.  Vliegen'"
"183","Deventer(30/11/1898)","","376","8.9524%","' W.H.  Vliegen'"
"184","Zierikzee(16/06/1905)","SDAP","234","3.4574%","' W.H.  Vliegen'"
"185","Zuidhorn(16/06/1905)","SDAP","1124","15.95%","' W.H.  Vliegen'"
"186","Sneek(04/12/1907)","","608","10.7439%","' W.H.  Vliegen'"
"187","Tietjerksteradeel(12/03/1908)","","1502","21.4878%","' W.H.  Vliegen'"
"188","Zuidhorn(11/06/1909)","SDAP","834","10.7239%","' W.H.  Vliegen'"
"189","Groningen(11/06/1909)","SDAP","1167","17.0664%","' W.H.  Vliegen'"
"190","Amsterdam IX(11/06/1909)","SDAP","4421","34.2183%","' W.H.  Vliegen'"
"191","Tietjerksteradeel(11/06/1909)","SDAP","1233","17.8747%","' W.H.  Vliegen'"
"192","Amsterdam VII(11/06/1909)","SDAP","322","8.5479%","' W.H.  Vliegen'"
"193","Amsterdam IX(23/06/1909)","SDAP(Lib/VD)","7542","54.6839%","' W.H.  Vliegen'"
"194","Gulpen(17/06/1913)","SDAP","213","2.9828%","' W.H.  Vliegen'"
"195","Amsterdam IX(17/06/1913)","SDAP","8204","46.8131%","' W.H.  Vliegen'"
"196","Tietjerksteradeel(17/06/1913)","SDAP","1601","20.0752%","' W.H.  Vliegen'"
"197","Amsterdam VII(17/06/1913)","SDAP","960","21.9328%","' W.H.  Vliegen'"
"198","Waalwijk(17/06/1913)","SDAP","73","1.2367%","' W.H.  Vliegen'"
"199","Amsterdam IX(25/06/1913)","SDAP(VL/Lib/VD)","11038","64.223%","' W.H.  Vliegen'"
"200","Maastricht(28/06/1892)",NA,"639","32.8366%","' C.  Schreinemacher'"
"201","Maastricht(12/07/1892)",NA,"914","43.9212%","' C.  Schreinemacher'"
"202","Maastricht(28/06/1892)","","474","24.3577%","'mr. G.A.A.  Tripels'"
"203","Maastricht(15/06/1897)","Lib","600","22.1566%","'mr. G.A.A.  Tripels'"
"204","Maastricht(28/06/1892)",NA,"294","15.1079%","' G.L.D.  Franquinet'"
"205","Gulpen(06/03/1888)","Lib","514","41.1859%","' G.  Smeets'"
"206","Gulpen(09/06/1891)","Ka","688","74.7826%","' J.B.C.E.M. graaf van Marchant d'Ansembourg'"
"207","Gulpen(10/04/1894)","","490","80.8581%","' J.B.C.E.M. graaf van Marchant d'Ansembourg'"
"208","Gulpen(09/06/1891)",NA,"214","23.2609%","'mr.   Lemmens'"
"209","Roermond(31/10/1893)",NA,"30","3.0992%","' J.  Thissen'"
"210","Gulpen(10/04/1894)",NA,"70","11.5512%","' J.  Thissen'"
"211","Gulpen(10/04/1894)",NA,"31","5.1155%","'mr.   Janssen'"
"212","Sittard(06/03/1888)","Lib","466","28.0216%","' G.  Berkers'"
"213","Sittard(09/06/1891)","Rad","73","5.1847%","' G.  Berkers'"
"214","Sittard(06/03/1888)","","311","18.7011%","' C.  Kamps'"
"215","Sittard(09/06/1891)","Lib","345","24.5028%","' C.  Kamps'"
"216","Sittard(10/04/1894)",NA,"51","4.8571%","' Ch. baron van Bieberstein'"
"217","Sittard(22/12/1896)",NA,"1094","97.5045%","' Ch. baron van Bieberstein'"
"218","Roermond(18/06/1889)",NA,"766","50.7285%","' J.E.H.W. baron van Olne'"
"219","Roermond(18/06/1889)","","590","39.0728%","'mr. L.  Geradts'"
"220","Roermond(05/05/1891)","","28","2.2895%","'mr. L.  Geradts'"
"221","Roermond(09/06/1891)","Lib","580","34.7722%","'mr. L.  Geradts'"
"222","Roermond(28/06/1892)","","81","8.0597%","'mr. L.  Geradts'"
"223","Roermond(18/06/1889)",NA,"73","4.8344%","' J.M.  Janssen'"
"224","Roermond(05/05/1891)","","1144","93.5405%","' G.  Diepen'"
"225","Roermond(09/06/1891)","Ka","1081","64.8082%","' G.  Diepen'"
"226","Roermond(31/10/1893)","","882","91.1157%","'dr. W.  Everts'"
"227","Roermond(10/04/1894)","","960","91.866%","'dr. W.  Everts'"
"228","Roermond(15/06/1897)","Ka","None","None%","'dr. W.  Everts'"
"229","Venlo(06/03/1888)",NA,"25","2.1796%","' J.C.  Gunst'"
"230","Venlo(09/06/1891)","Lib","528","32.1363%","' C.  Houben'"
"231","Venlo(13/10/1896)","","1396","66.6031%","'dr. W.H.  Nolens'"
"232","Venlo(15/06/1897)","Ka","None","None%","'dr. W.H.  Nolens'"
"233","Venlo(14/06/1901)","Ka","None","None%","'dr. W.H.  Nolens'"
"234","Venlo(16/06/1905)","Ka","None","None%","'dr. W.H.  Nolens'"
"235","Venlo(11/06/1909)","Ka","5306","95.1578%","'dr. W.H.  Nolens'"
"236","Venlo(17/06/1913)","Ka(AR/CHU)","6087","93.3017%","'dr. W.H.  Nolens'"
"237","Venlo(15/06/1917)","Ka","None","None%","'dr. W.H.  Nolens'"
"238","Venlo(13/10/1896)",NA,"699","33.3492%","' E.  Haffmans'"
"239","Weert(06/03/1888)",NA,"337","26.1038%","' C.M. van der Heijden'"
"240","Weert(10/04/1894)","","851","93.1072%","' P.J.  Truijen'"
"241","Weert(15/06/1897)","Ka","None","None%","' P.J.  Truijen'"
"242","Weert(10/04/1894)",NA,"34","3.7199%","' F.  Coenen'"
"243","Den Bosch(06/03/1888)",NA,"722","32.2898%","'jhr.mr. L. van Meeuwen'"
"244","Den Bosch(09/06/1891)","","30","3.2017%","' J.W.  Bergansius'"
"245","Utrecht II(15/06/1897)","Ka","1144","33.4797%","' J.W.  Bergansius'"
"246","Utrecht II(25/06/1897)","Ka(AR)","1538","42.545%","' J.W.  Bergansius'"
"247","Elst(04/06/1901)","","None","None%","' J.W.  Bergansius'"
"248","Elst(14/06/1901)","Ka","3089","57.0769%","' J.W.  Bergansius'"
"249","Zevenbergen(15/06/1886)","","315","21.7541%","'mr. J.A.  Loeff'"
"250","Den Bosch(31/03/1896)","","787","89.6355%","'mr. J.A.  Loeff'"
"251","Den Bosch(15/06/1897)","Ka","2024","82.5112%","'mr. J.A.  Loeff'"
"252","Den Bosch(14/06/1901)","Ka","1636","77.0608%","'mr. J.A.  Loeff'"
"253","Waalwijk(16/06/1905)","Ka","None","None%","'mr. J.A.  Loeff'"
"254","Rotterdam III(11/06/1909)","Ka(AR/CHU)","2048","46.1781%","'mr. J.A.  Loeff'"
"255","Waalwijk(11/06/1909)","Ka","None","None%","'mr. J.A.  Loeff'"
"256","Rotterdam III(23/06/1909)","Ka(AR/CHU)","2111","45.3978%","'mr. J.A.  Loeff'"
"257","Waalwijk(17/06/1913)","Ka(AR/CHU)","4842","82.0261%","'mr. J.A.  Loeff'"
"258","Waalwijk(15/06/1917)","Ka","None","None%","'mr. J.A.  Loeff'"
"259","Veghel(06/03/1888)","","350","16.3704%","'jhr. V.F.A.H. de Kuyper'"
"260","Veghel(09/06/1891)","Lib","69","4.1793%","'jhr. V.F.A.H. de Kuyper'"
"261","Veghel(06/12/1892)",NA,"158","12.856%","'jhr. J. de la Court'"
"262","Apeldoorn(15/06/1897)","SDAP","240","4.9393%","' J.G. van Kuykhof'"
"263","Amsterdam V(15/06/1897)","SDAP","122","3.4718%","' J.G. van Kuykhof'"
"264","Rotterdam II(15/06/1897)","","83","2.9986%","' J.G. van Kuykhof'"
"265","Alkmaar(15/06/1897)","SDAP","115","1.7955%","' J.G. van Kuykhof'"
"266","Alkmaar(14/06/1901)","SDAP","427","6.9623%","' J.G. van Kuykhof'"
"267","Rotterdam II(14/06/1901)","SDAP","279","7.4202%","' J.G. van Kuykhof'"
"268","Alkmaar(31/03/1903)","","656","9.9515%","' J.G. van Kuykhof'"
"269","Amsterdam IX(16/06/1905)","SDAP","2318","24.2494%","' J.G. van Kuykhof'"
"270","Enkhuizen(11/06/1909)","SDAP","157","1.5809%","' J.G. van Kuykhof'"
"271","Amsterdam V(11/06/1909)","SDAP","2145","23.5948%","' J.G. van Kuykhof'"
"272","Hoorn(11/06/1909)","SDAP","823","11.9379%","' J.G. van Kuykhof'"
"273","Alkmaar(11/06/1909)","SDAP","254","2.8646%","' J.G. van Kuykhof'"
"274","Almelo(15/06/1897)","Rad","467","7.0854%","' W.P.  Zeilmaker'"
"275","Steenwijk(14/06/1901)","VD","270","6.1941%","' W.P.  Zeilmaker'"
"276","Harlingen(10/10/1901)","VD","853","16.8211%","' W.P.  Zeilmaker'"
"277","Amsterdam I(15/06/1897)","AR","230","8.2645%","' J.  Bosch'"
"278","Kampen(15/06/1897)","CHK","764","17.7509%","' A.L. van Hasselt'"
"279","Lochem(15/06/1897)","CHK","206","3.1532%","' A.L. van Hasselt'"
"280","Amsterdam I(15/06/1897)","CHK","228","8.1926%","' A.L. van Hasselt'"
"281","Amsterdam VI(17/08/1897)","CHK","51","2.1574%","' A.L. van Hasselt'"
"282","Amsterdam I(15/06/1897)","Lib","220","7.9051%","' C.H.  Kouw'"
"283","Amsterdam II(15/06/1897)","VL","414","28.1824%","' H.F.  Groen van Waarder'"
"284","Amsterdam II(25/06/1897)","VL(CHK)","854","52.7486%","' H.F.  Groen van Waarder'"
"285","Amsterdam II(14/06/1901)","VL(Lib)","522","35.1042%","' H.F.  Groen van Waarder'"
"286","Amsterdam II(27/06/1901)","VL(Lib/VD)","783","45.736%","' H.F.  Groen van Waarder'"
"287","Amsterdam II(15/06/1897)","AR","400","27.2294%","' F.G.  Mellink Pzn.'"
"288","Amsterdam II(25/06/1897)","AR(Ka)","765","47.2514%","' F.G.  Mellink Pzn.'"
"289","Amsterdam II(15/06/1897)","Rad","213","14.4997%","' G.A.  Aalderink'"
