"","District","Aanbevolen.door","Aantal.stemmen","Percentage","V5"
"38","Tilburg(08/06/1852)",NA,"119","14.5122%","' A.A.A.  Barning'"
"39","Tilburg(19/12/1850)","","83","6.7535%","'mr. C.C.A.  Beens'"
"40","Tilburg(20/01/1852)","","176","20.0228%","'mr. C.C.A.  Beens'"
"41","Tilburg(03/02/1852)","","376","44.3396%","'mr. C.C.A.  Beens'"
"42","Tilburg(08/06/1852)","","298","36.3415%","'mr. C.C.A.  Beens'"
"43","Tilburg(22/06/1852)","","755","61.4321%","'mr. C.C.A.  Beens'"
"44","Tilburg(17/05/1853)","","880","23.0911%","'mr. C.C.A.  Beens'"
"45","Tilburg(31/05/1853)","","1008","27.9534%","'mr. C.C.A.  Beens'"
"46","Tilburg(22/06/1854)","","932","73.5016%","'mr. C.C.A.  Beens'"
"47","Tilburg(10/06/1856)","","925","83.8622%","'mr. C.C.A.  Beens'"
"48","Tilburg(08/02/1859)","","582","48.8255%","'mr. C.C.A.  Beens'"
"49","Tilburg(22/02/1859)","","945","73.4266%","'mr. C.C.A.  Beens'"
"50","Tilburg(12/06/1860)","","600","53.4283%","'mr. C.C.A.  Beens'"
"51","Tilburg(19/01/1864)","","525","35.2349%","'mr. C.C.A.  Beens'"
"52","Tilburg(03/02/1864)","","1088","55.9096%","'mr. C.C.A.  Beens'"
"53","Tilburg(14/06/1864)","","796","77.5073%","'mr. C.C.A.  Beens'"
"54","Tilburg(30/10/1866)","","1221","27.0672%","'mr. C.C.A.  Beens'"
"55","Tilburg(22/01/1868)","","629","18.0851%","'mr. C.C.A.  Beens'"
"56","Tilburg(13/06/1871)","(AH)*","226","14.046%","'mr. C.C.A.  Beens'"
"57","Tilburg(08/06/1875)","","144","9.2545%","'mr. C.C.A.  Beens'"
"58","Tilburg(19/12/1850)",NA,"53","4.3124%","' E.  Thijsmans'"
"59","Tilburg(20/01/1852)",NA,"35","3.9818%","' E.  Thijsmans'"
"60","Tilburg(22/06/1854)",NA,"48","3.7855%","'mr. J.B.  Verheyen'"
"61",NA,NA,NA,NA,NA
"62","Tilburg(19/01/1864)",NA,"270","18.1208%","'mr. H.A. van Mens'"
"63","Den Bosch(10/06/1856)","","318","18.3709%","'jhr.mr. J.B.A.J.M.  Verheyen'"
"64","Den Bosch(24/06/1856)","","579","33.8795%","'jhr.mr. J.B.A.J.M.  Verheyen'"
"65","Tilburg(30/10/1866)","","1214","26.912%","'jhr.mr. J.B.A.J.M.  Verheyen'"
"66","Tilburg(22/01/1868)","","1285","36.9465%","'jhr.mr. J.B.A.J.M.  Verheyen'"
"67","Tilburg(08/06/1869)","AK/DT/DZH","1298","81.738%","'jhr.mr. J.B.A.J.M.  Verheyen'"
"68","Tilburg(10/06/1873)","(DT)*","1263","90.0214%","'jhr.mr. J.B.A.J.M.  Verheyen'"
"69","Tilburg(12/06/1877)","(DT)*","988","91.1439%","'jhr.mr. J.B.A.J.M.  Verheyen'"
"70","Tilburg(30/10/1866)",NA,"745","16.5152%","' B.H.M.  Hanlo'"
"71","Tilburg(22/01/1868)","","76","2.1852%","'mr. A.J.H. van Baar'"
"72","Tilburg(08/06/1869)","","123","7.7456%","'mr. A.J.H. van Baar'"
"73","Eindhoven(10/06/1873)","","827","53.5275%","'mr. A.J.H. van Baar'"
"74","Eindhoven(23/03/1876)","","881","97.4558%","'mr. A.J.H. van Baar'"
"75","Eindhoven(12/06/1877)","(DT)*","1093","91.541%","'mr. A.J.H. van Baar'"
"76","Eindhoven(12/06/1877)","","35","2.9338%","'mr. A.J.H. van Baar'"
"77","Eindhoven(14/06/1881)","(DT)*","1087","96.3652%","'mr. A.J.H. van Baar'"
"78","Eindhoven(28/10/1884)","(DT)*","1185","48.5855%","'mr. A.J.H. van Baar'"
"79","Eindhoven(15/06/1886)","(DT)*","1619","45.5928%","'mr. A.J.H. van Baar'"
"80","Eindhoven(01/09/1887)","(DT)*","1263","48.5396%","'mr. A.J.H. van Baar'"
"81","Eindhoven(06/03/1888)","Ka","1329","93.3287%","'mr. A.J.H. van Baar'"
"82","Tilburg(08/06/1869)",NA,"148","9.3199%","' C.C. van Dooren'"
"83","Tilburg(23/11/1880)","","178","8.6115%","' J.F.  Jansen'"
"84","Tilburg(15/06/1886)","(AH)*","83","2.5228%","' J.F.  Jansen'"
"85","Tilburg(09/06/1891)","Ka","224","18.8711%","' J.F.  Jansen'"
"86","Tilburg(07/06/1898)","","2646","59.8507%","' J.F.  Jansen'"
"87","Tilburg(14/06/1901)","Ka","3122","84.1056%","' J.F.  Jansen'"
"88","Tilburg(02/05/1882)",NA,"230","13.1654%","' J.F. de Booij'"
"89","Breda(10/04/1888)",NA,"53","1.9322%","' J.F. de Booij'"
"90","Tilburg(02/05/1882)",NA,"107","6.1248%","' C.G. van der Heijden'"
"91","Tilburg(15/06/1886)","(AH)*","69","2.0973%","'mr. A.M.  Sassen'"
"92","Eindhoven(27/08/1850)","","185","6.5673%","'mr. P. van den Heuvel'"
"93","Eindhoven(08/06/1852)","","269","27.3096%","'mr. P. van den Heuvel'"
"94","Eindhoven(17/05/1853)","","658","21.5314%","'mr. P. van den Heuvel'"
"95","Eindhoven(31/05/1853)","","764","52.4725%","'mr. P. van den Heuvel'"
"96","Eindhoven(05/01/1864)","","438","30.8234%","'mr. P. van den Heuvel'"
"97","Eindhoven(19/01/1864)","","904","52.0138%","'mr. P. van den Heuvel'"
"98","Eindhoven(12/06/1866)","","960","92.4855%","'mr. P. van den Heuvel'"
"99","Eindhoven(30/10/1866)","","1136","36.8353%","'mr. P. van den Heuvel'"
"100","Eindhoven(22/01/1868)","","811","24.9615%","'mr. P. van den Heuvel'"
"101","Eindhoven(08/06/1869)","","47","4.4381%","'mr. P. van den Heuvel'"
"102","Eindhoven(13/06/1871)","","27","2.2519%","'mr. P. van den Heuvel'"
"103","Boxmeer(13/06/1871)","(DT)*","1110","68.6032%","'mr. P. van den Heuvel'"
"104","Boxmeer(08/06/1875)","DT(DZH)","1064","94.3262%","'mr. P. van den Heuvel'"
"105","Eindhoven(27/08/1850)",NA,"46","1.6329%","'jhr.mr. C.F.  Wesselman'"
"106","Eindhoven(08/06/1852)",NA,"44","4.467%","'jhr.mr. C.F.  Wesselman'"
"107","Eindhoven(17/05/1853)",NA,"23","0.7526%","'jhr.mr. C.F.  Wesselman'"
"108","Eindhoven(22/08/1854)",NA,"24","2.1295%","'jhr.mr. C.F.  Wesselman'"
"109","Eindhoven(08/06/1858)",NA,"24","2.4145%","'jhr.mr. C.F.  Wesselman'"
"110","Eindhoven(30/10/1866)",NA,"60","1.9455%","'jhr.mr. C.F.  Wesselman'"
"111","Eindhoven(27/08/1850)",NA,"32","1.136%","'   Bangeman Huygens van Lowendaal'"
"112","Eindhoven(17/05/1853)",NA,"461","15.0851%","'mr. M. van den Acker'"
"113","Eindhoven(22/08/1854)",NA,"370","32.8305%","'mr. M. van den Acker'"
"114","Eindhoven(23/10/1855)",NA,"21","2.5547%","'mr. M. van den Acker'"
"115","Eindhoven(27/04/1854)",NA,"84","8.1553%","'mr. A.A.J.  Meylink'"
"116","Eindhoven(22/08/1854)",NA,"621","55.102%","'mr. A.A.J.  Meylink'"
"117","Eindhoven(08/06/1858)",NA,"955","96.0765%","'mr. A.A.J.  Meylink'"
"118","Eindhoven(10/06/1862)",NA,"851","91.016%","'mr. A.A.J.  Meylink'"
"119","Eindhoven(27/04/1854)",NA,"24","2.3301%","' T.  Princen'"
"120","Eindhoven(22/08/1854)",NA,"37","3.2831%","'mr. H.H.  Vermeulen'"
"121","Eindhoven(12/06/1860)",NA,"37","3.4228%","' W. van Rekum'"
"122","Eindhoven(10/06/1862)",NA,"39","4.1711%","' W. van Rekum'"
"123","Eindhoven(05/01/1864)","","700","49.2611%","'mr. P.J.A.  Smitz'"
"124","Eindhoven(19/01/1864)","","834","47.9862%","'mr. P.J.A.  Smitz'"
"125","Eindhoven(12/06/1866)","","51","4.9133%","'mr. P.J.A.  Smitz'"
"126","Eindhoven(30/10/1866)","","511","16.5694%","'mr. P.J.A.  Smitz'"
"127","Eindhoven(22/01/1868)","","868","26.7159%","'mr. P.J.A.  Smitz'"
"128","Eindhoven(13/06/1871)","","1128","94.0784%","'mr. P.J.A.  Smitz'"
"129","Eindhoven(08/06/1875)","DT(DZH)","1127","86.5591%","'mr. P.J.A.  Smitz'"
"130","Eindhoven(12/06/1877)","","1085","90.9472%","'mr. P.J.A.  Smitz'"
"131","Eindhoven(05/01/1864)",NA,"253","17.8044%","'mr. J.F.  Coolen'"
"132","Eindhoven(30/10/1866)",NA,"27","0.8755%","' J.F.  Smits van Oyen'"
"133","Eindhoven(08/06/1875)","","150","11.5207%","'mr. D.H. van den Acker'"
"134","Eindhoven(25/09/1877)","","407","33.2788%","'mr. D.H. van den Acker'"
"135","Eindhoven(10/06/1879)","(AH)*","150","9.2365%","'mr. D.H. van den Acker'"
"136","Eindhoven(08/06/1880)","","378","24.6736%","'mr. D.H. van den Acker'"
"137","Eindhoven(28/10/1884)","","53","2.173%","'mr. D.H. van den Acker'"
"138","Eindhoven(15/06/1886)","","188","5.2943%","'mr. D.H. van den Acker'"
"139","Eindhoven(06/03/1888)","Lib","44","3.0899%","'mr. D.H. van den Acker'"
"140","Eindhoven(09/07/1891)","","191","11.7683%","'mr. D.H. van den Acker'"
"141","Eindhoven(16/11/1898)","","1149","39.9791%","'mr. D.H. van den Acker'"
"142","Eindhoven(12/06/1877)",NA,"45","3.7688%","'mr. F.W. van den Dungen'"
"143","Eindhoven(12/06/1877)",NA,"49","4.1073%","'mr. F.W. van den Dungen'"
"144","Eindhoven(15/06/1886)",NA,"137","3.8581%","' M.  Prinzen'"
"145","Maastricht(27/08/1850)",NA,"464","17.6964%","' A.  Roberti'"
"146","Maastricht(27/08/1850)",NA,"113","4.3097%","' J.  Kerkhofs'"
"147","Maastricht(08/06/1852)",NA,"441","53.3898%","'mr. P.F.E. van Wintershoven'"
"148","Maastricht(17/05/1853)",NA,"748","37.1216%","'mr. P.F.E. van Wintershoven'"
"149","Maastricht(13/06/1854)",NA,"507","96.2049%","'mr. P.F.E. van Wintershoven'"
"150","Maastricht(17/07/1856)",NA,"731","60.2638%","'mr. P.F.E. van Wintershoven'"
"151","Maastricht(12/06/1860)",NA,"780","99.2366%","'mr. P.F.E. van Wintershoven'"
"152","Maastricht(14/06/1864)",NA,"252","16.5572%","'mr. P.F.E. van Wintershoven'"
"153","Roermond(17/05/1853)",NA,"705","34.3902%","'mr. M.P.H.  Strens'"
"154","Maastricht(17/05/1853)",NA,"244","12.1092%","'mr. M.P.H.  Strens'"
"155","Roermond(10/06/1856)",NA,"733","98.6541%","'mr. M.P.H.  Strens'"
"156","Roermond(12/06/1860)",NA,"534","47.5936%","'mr. M.P.H.  Strens'"
"157","Roermond(26/06/1860)",NA,"723","55.9165%","'mr. M.P.H.  Strens'"
"158","Maastricht(17/05/1853)",NA,"44","2.1836%","' O. graaf van Ansenbourg van Neubourg'"
"159","Maastricht(17/05/1853)",NA,"36","1.7866%","'jhr.mr.  van Geusau'"
"160","Maastricht(03/04/1855)",NA,"195","20.8111%","'mr. L.  Wenmaekers'"
"161","Maastricht(17/04/1855)",NA,"334","33.6354%","'mr. L.  Wenmaekers'"
"162","Maastricht(03/04/1855)",NA,"195","20.8111%","' E.  Sassen'"
"163","Maastricht(03/04/1855)",NA,"61","6.5101%","' J.  Kerkhoffs'"
"164","Maastricht(03/04/1855)",NA,"28","2.9883%","'mr. L. van der Maesen'"
"165","Maastricht(17/07/1856)",NA,"470","38.7469%","'jhr.mr. E.  Kerens van Wolfrath'"
"166","Maastricht(08/06/1858)","","820","95.7944%","' C.A. baron van Bieberstein Rogalla Zawadsky'"
"167","Maastricht(10/06/1862)","","902","98.3642%","' C.A. baron van Bieberstein Rogalla Zawadsky'"
"168","Maastricht(12/06/1866)","","1021","98.2676%","' C.A. baron van Bieberstein Rogalla Zawadsky'"
"169","Maastricht(30/10/1866)","","990","33.9973%","' C.A. baron van Bieberstein Rogalla Zawadsky'"
"170","Maastricht(22/01/1868)","","1133","27.996%","' C.A. baron van Bieberstein Rogalla Zawadsky'"
"171","Maastricht(13/06/1871)","","927","86.6355%","' C.A. baron van Bieberstein Rogalla Zawadsky'"
"172","Maastricht(08/06/1875)","","1008","95.0943%","' C.A. baron van Bieberstein Rogalla Zawadsky'"
"173","Maastricht(10/06/1879)","(DT)*","1096","97.0771%","' C.A. baron van Bieberstein Rogalla Zawadsky'"
"174","Maastricht(14/06/1864)","","1257","82.5887%","'jhr.mr. P.T. van der Maesen de Sombreff'"
"175","Maastricht(12/12/1865)","","1033","64.2413%","'jhr.mr. P.T. van der Maesen de Sombreff'"
"176","Maastricht(30/10/1866)","","921","31.6277%","'jhr.mr. P.T. van der Maesen de Sombreff'"
"177","Maastricht(22/01/1868)","","1151","28.4408%","'jhr.mr. P.T. van der Maesen de Sombreff'"
"178","Maastricht(08/06/1869)","(AH)*","1005","91.6135%","'jhr.mr. P.T. van der Maesen de Sombreff'"
"179","Maastricht(10/06/1873)","(AH)*","653","36.4194%","'jhr.mr. P.T. van der Maesen de Sombreff'"
"180","Roermond(12/06/1877)","","268","16.5842%","'jhr.mr. P.T. van der Maesen de Sombreff'"
"181","Maastricht(12/06/1877)","(AH)*","682","38.0793%","'jhr.mr. P.T. van der Maesen de Sombreff'"
"182","Roermond(10/06/1879)","","57","4.4636%","'jhr.mr. P.T. van der Maesen de Sombreff'"
"183","Maastricht(12/12/1865)",NA,"444","27.6119%","' M.  Merkelbach'"
"184","Maastricht(30/10/1866)","","892","30.6319%","'mr. H.J.  Brouwers'"
"185","Maastricht(22/01/1868)","","991","24.4873%","'mr. H.J.  Brouwers'"
"186","Boxmeer(23/10/1877)","","1114","86.0896%","'mr. H.J.  Brouwers'"
"187","Boxmeer(10/06/1879)","(DT)*","903","94.2589%","'mr. H.J.  Brouwers'"
"188","Roermond(17/01/1882)","","1162","94.6254%","'mr. H.J.  Brouwers'"
"189","Roermond(12/06/1883)","(DT)*","1252","91.5874%","'mr. H.J.  Brouwers'"
"190","Roermond(28/10/1884)","(DT)*","1190","45.5764%","'mr. H.J.  Brouwers'"
"191","Roermond(15/06/1886)","(DT)*","1686","41.7533%","'mr. H.J.  Brouwers'"
"192","Roermond(01/09/1887)","(DT)*","1290","46.875%","'mr. H.J.  Brouwers'"
"193","Roermond(06/03/1888)","Ka","1051","68.3355%","'mr. H.J.  Brouwers'"
"194","Maastricht(22/01/1868)",NA,"762","18.8288%","'mr. L.H.  Wenmaekers'"
"195","Maastricht(08/06/1869)",NA,"42","3.8286%","' E.  Kermans'"
"196","Maastricht(13/06/1871)",NA,"125","11.6822%","' M.  Pieters'"
"197","Maastricht(10/06/1873)","(DT)*","1133","63.1902%","'jhr. G.E.F.X.M.  Kerens de Wylre'"
"198","Maastricht(12/06/1877)","(DT)*","1105","61.6974%","'jhr. G.E.F.X.M.  Kerens de Wylre'"
"199","Maastricht(03/02/1880)",NA,"1053","53.3165%","'mr. M.V.  Nijst'"
"200","Maastricht(14/06/1881)",NA,"962","77.2071%","'mr. M.V.  Nijst'"
"201","Maastricht(03/02/1880)",NA,"917","46.4304%","' A.L.E.  Roberti'"
"202","Maastricht(14/06/1881)",NA,"235","18.8604%","' A.L.E.  Roberti'"
"203","Maastricht(23/11/1880)","","1199","73.7846%","'jhr.mr. G.L.M.H.  Ruijs van Beerenbroek'"
"204","Maastricht(12/06/1883)","(DT)*","896","96.7603%","'jhr.mr. G.L.M.H.  Ruijs van Beerenbroek'"
"205","Maastricht(28/10/1884)","(DT)*","1024","48.4619%","'jhr.mr. G.L.M.H.  Ruijs van Beerenbroek'"
"206","Maastricht(15/06/1886)","(DT)*","1779","43.0751%","'jhr.mr. G.L.M.H.  Ruijs van Beerenbroek'"
"207","Maastricht(01/09/1887)","(DT)*","1104","45.6954%","'jhr.mr. G.L.M.H.  Ruijs van Beerenbroek'"
"208","Maastricht(17/01/1888)","","905","96.7914%","'jhr.mr. G.L.M.H.  Ruijs van Beerenbroek'"
"209","Maastricht(06/03/1888)","Ka","1070","77.0893%","'jhr.mr. G.L.M.H.  Ruijs van Beerenbroek'"
"210","Roermond(28/06/1892)","","853","84.8756%","'jhr.mr. G.L.M.H.  Ruijs van Beerenbroek'"
"211","Maastricht(23/11/1880)",NA,"384","23.6308%","' F. baron van Pelser Berensberg'"
"212","Maastricht(18/07/1882)","","1490","73.6894%","'mr. W.G.  Straetmans'"
"213","Maastricht(28/10/1884)","(DT)*","1026","48.5566%","'mr. W.G.  Straetmans'"
"214","Maastricht(18/07/1882)",NA,"523","25.8655%","' J.  Magnee'"
"215","Maastricht(28/10/1884)",NA,"28","1.3251%","' R.  Quaedvlieg'"
"216","Maastricht(09/02/1886)","","742","59.9838%","' L.F.H.C.  Ruland'"
"217","Maastricht(15/06/1886)","(DT)*","1694","41.0169%","' L.F.H.C.  Ruland'"
"218","Maastricht(01/09/1887)","(DT)*","1036","42.8808%","' L.F.H.C.  Ruland'"
"219","Gulpen(06/03/1888)","Ka","727","58.2532%","' L.F.H.C.  Ruland'"
"220","Maastricht(09/02/1886)",NA,"344","27.8092%","' J.  Kleuters'"
"221","Maastricht(09/02/1886)","","97","7.8416%","'dr. J.H.J.  Schreinemacher'"
"222","Maastricht(15/05/1888)","Ka","889","55.7716%","'dr. J.H.J.  Schreinemacher'"
"223","Maastricht(09/06/1891)","Ka","850","79.2171%","'dr. J.H.J.  Schreinemacher'"
"224","Maastricht(15/06/1886)","(AH)*","350","8.4746%","'mr. F.H.J. baron van Bieberstein Rogalla Zawadsky'"
"225","Maastricht(15/06/1886)","(AH)*","287","6.9492%","' J.H.  Menten'"
"226","Maastricht(01/09/1887)",NA,"34","1.4073%","'mr. J.A.  Reynen'"
"227","Roermond(27/08/1850)",NA,"261","12.1508%","' K.H.L.  Bontamps'"
"228","Roermond(11/09/1850)",NA,"91","4.7819%","' K.H.L.  Bontamps'"
"229","Sittard(14/06/1849)",NA,"37","13.8577%","' I.  Collaes'"
"230","Roermond(08/06/1852)",NA,"127","12.9724%","' I.  Collaes'"
"231","Roermond(08/06/1858)","","467","37.8138%","'mr. K.L.J.  Cornelis'"
"232","Roermond(12/06/1860)","","522","46.5241%","'mr. K.L.J.  Cornelis'"
"233","Roermond(26/06/1860)","","570","44.0835%","'mr. K.L.J.  Cornelis'"
"234","Roermond(09/04/1861)","","590","46.0218%","'mr. K.L.J.  Cornelis'"
"235","Roermond(23/04/1861)","","857","65.3699%","'mr. K.L.J.  Cornelis'"
"236","Roermond(01/03/1864)","","514","43.9692%","'mr. K.L.J.  Cornelis'"
"237","Roermond(14/06/1864)","","759","51.0767%","'mr. K.L.J.  Cornelis'"
"238","Roermond(30/10/1866)","","817","27.5455%","'mr. K.L.J.  Cornelis'"
"239","Roermond(22/01/1868)","","792","26.321%","'mr. K.L.J.  Cornelis'"
"240","Roermond(04/02/1868)","","844","50.089%","'mr. K.L.J.  Cornelis'"
"241","Roermond(11/04/1871)","","653","41.2769%","'mr. K.L.J.  Cornelis'"
"242","Roermond(13/06/1871)","","203","16.6393%","'mr. K.L.J.  Cornelis'"
"243","Roermond(10/06/1873)","(AH)*","480","27.9883%","'mr. K.L.J.  Cornelis'"
"244","Roermond(12/06/1860)",NA,"30","2.6738%","'mr. F.H.K.E. baron van Keverberg de Kessel'"
"245","Roermond(09/04/1861)",NA,"275","21.4509%","'mr. F.H.K.E. baron van Keverberg de Kessel'"
"246","Roermond(10/06/1862)",NA,"502","36.9118%","'mr. F.H.K.E. baron van Keverberg de Kessel'"
"247","Roermond(24/06/1862)",NA,"685","47.5364%","'mr. F.H.K.E. baron van Keverberg de Kessel'"
"248","Roermond(01/03/1864)",NA,"641","54.8332%","'mr. F.H.K.E. baron van Keverberg de Kessel'"
"249","Roermond(14/06/1864)",NA,"724","48.7214%","'mr. F.H.K.E. baron van Keverberg de Kessel'"
"250","Roermond(30/10/1866)",NA,"236","7.9568%","'mr. F.H.K.E. baron van Keverberg de Kessel'"
"251","Roermond(12/06/1860)",NA,"23","2.0499%","'mr. E. de Ras'"
"252","Roermond(10/06/1862)","","209","15.3676%","'mr. J.M.L.H.  Clercx'"
"253","Boxmeer(08/06/1869)","","585","27.3109%","'mr. J.M.L.H.  Clercx'"
"254","Boxmeer(07/02/1882)","","942","92.2625%","'mr. J.M.L.H.  Clercx'"
"255","Boxmeer(12/06/1883)","(DT)*","1026","97.0672%","'mr. J.M.L.H.  Clercx'"
"256","Boxmeer(28/10/1884)","(DT)*","1242","49.0521%","'mr. J.M.L.H.  Clercx'"
"257","Boxmeer(15/06/1886)","(DT)*","1474","47.9506%","'mr. J.M.L.H.  Clercx'"
"258","Boxmeer(01/09/1887)","(DT)*","1119","43.6427%","'mr. J.M.L.H.  Clercx'"
"259","Weert(06/03/1888)","Ka","944","73.1216%","'mr. J.M.L.H.  Clercx'"
"260","Weert(09/06/1891)","Ka","827","96.7251%","'mr. J.M.L.H.  Clercx'"
"261","Roermond(22/01/1868)","","677","22.4992%","' J.H.  Arnoldts'"
"262","Roermond(04/02/1868)","","841","49.911%","' J.H.  Arnoldts'"
"263","Roermond(08/06/1869)","AK/DZH","798","47.8131%","' J.H.  Arnoldts'"
"264","Roermond(22/06/1869)","(DZH)*","766","43.3749%","' J.H.  Arnoldts'"
"265","Roermond(11/04/1871)","","925","58.4703%","' J.H.  Arnoldts'"
"266","Roermond(13/06/1871)","(DT)*","996","81.6393%","' J.H.  Arnoldts'"
"267","Roermond(08/06/1875)","DT(DZH)","1281","77.8723%","' J.H.  Arnoldts'"
"268","Roermond(10/06/1879)","(DT)*","1208","94.5967%","' J.H.  Arnoldts'"
"269","Roermond(22/01/1868)",NA,"33","1.0967%","' J.M.  Corten'"
"270","Roermond(08/06/1869)",NA,"781","46.7945%","' W.H.  Pijls'"
"271","Roermond(22/06/1869)",NA,"1000","56.6251%","' W.H.  Pijls'"
"272","Roermond(10/06/1873)","(DT)*","864","50.379%","'mr. H.F.  Lambrechts'"
"273","Roermond(12/06/1877)","(DT)*","1327","82.1163%","'mr. H.F.  Lambrechts'"
"274","Roermond(14/06/1881)","(DT)*","1121","91.361%","'mr. H.F.  Lambrechts'"
"275","Roermond(28/10/1884)","(DT)*","1190","45.5764%","'mr. H.F.  Lambrechts'"
"276","Roermond(15/06/1886)","(DT)*","1730","42.843%","'mr. H.F.  Lambrechts'"
"277","Roermond(01/09/1887)","(DT)*","1296","47.093%","'mr. H.F.  Lambrechts'"
"278","Sittard(06/03/1888)","Ka","876","52.6759%","'mr. H.F.  Lambrechts'"
"279","Sittard(09/06/1891)","Ka","982","69.7443%","'mr. H.F.  Lambrechts'"
"280","Sittard(10/04/1894)","","963","91.7143%","'mr. H.F.  Lambrechts'"
"281","Roermond(10/06/1873)","","367","21.3994%","'jhr.mr. L.F.H.  Michiels van Kessenich'"
"282","Roermond(14/06/1881)","","84","6.846%","'jhr.mr. L.F.H.  Michiels van Kessenich'"
"283","Roermond(15/06/1886)","","529","13.1005%","'jhr.mr. L.F.H.  Michiels van Kessenich'"
"284","Roermond(01/09/1887)","","43","1.5625%","'jhr.mr. L.F.H.  Michiels van Kessenich'"
"285","Venlo(06/03/1888)","Lib","52","4.5336%","'jhr.mr. L.F.H.  Michiels van Kessenich'"
"286","Maastricht(06/03/1888)","Lib","305","21.9741%","'jhr.mr. L.F.H.  Michiels van Kessenich'"
"287","Roermond(06/03/1888)","Lib","486","31.5995%","'jhr.mr. L.F.H.  Michiels van Kessenich'"
"288","Maastricht(15/05/1888)","Lib","25","1.5684%","'jhr.mr. L.F.H.  Michiels van Kessenich'"
"289","Roermond(08/06/1875)",NA,"361","21.9453%","'jhr.mr. P. van Meeuwen'"
"290","Roermond(12/06/1883)",NA,"95","6.9495%","' C.M. van der Heyden'"
"291","Roermond(28/10/1884)",NA,"91","3.4853%","' C.M. van der Heyden'"
"292","Roermond(28/10/1884)",NA,"72","2.7576%","'mr. O.  Beerenbroek'"
"293","Boxmeer(27/08/1850)",NA,"66","9.6916%","'jhr. J.B. van Sasse van Ysselt'"
"294","Boxmeer(17/05/1853)",NA,"183","19.7198%","'jhr. J.B. van Sasse van Ysselt'"
"295","Boxmeer(27/08/1850)",NA,"22","3.2305%","' P.  Bloemarts'"
"296","Boxmeer(10/06/1856)",NA,"88","10.8508%","'mr. L.G.A. van der Wijst'"
