"","District","Aanbevolen.door","Aantal.stemmen","Percentage","V5"
"22","Zutphen(11/06/1909)","Lib(VL)","3402","44.9228%","' F.  Lieftinck'"
"23","Zutphen(23/06/1909)","Lib(VL/VD/SDAP)","4140","52.5781%","' F.  Lieftinck'"
"24","Zutphen(17/06/1913)","Lib","3715","45.6444%","' F.  Lieftinck'"
"25","Zutphen(25/06/1913)","Lib(VL/VD/SDAP)","4927","60.2912%","' F.  Lieftinck'"
"26","Zutphen(15/06/1917)","Lib","2475","72.0314%","' F.  Lieftinck'"
"27","Haarlem(27/11/1877)","","89","7.8276%","'mr. A.  Kerdijk'"
"28","Leeuwarden(27/11/1877)","","288","17.7231%","'mr. A.  Kerdijk'"
"29","Rotterdam(26/02/1878)","","815","43.1674%","'mr. A.  Kerdijk'"
"30","Rotterdam(12/03/1878)","","1158","47.871%","'mr. A.  Kerdijk'"
"31","Maastricht(01/09/1887)","","81","3.3526%","'mr. A.  Kerdijk'"
"32","Amsterdam(01/09/1887)","(AH)*","1113","10.3922%","'mr. A.  Kerdijk'"
"33","Amsterdam(06/03/1888)","Lib","8985","6.4098%","'mr. A.  Kerdijk'"
"34","Dokkum(09/06/1891)","Lib","1174","43.7244%","'mr. A.  Kerdijk'"
"35","Amsterdam(09/06/1891)","Lib","7452","6.2483%","'mr. A.  Kerdijk'"
"36","Amsterdam(10/04/1894)","Lib(VT)","5748","7.0084%","'mr. A.  Kerdijk'"
"37","Amsterdam I(15/06/1897)","Lib","421","15.1276%","'mr. A.  Kerdijk'"
"38","Utrecht I(15/06/1897)","Lib","297","6.4383%","'mr. A.  Kerdijk'"
"39","Amsterdam IX(28/07/1897)","Lib","1229","51.5953%","'mr. A.  Kerdijk'"
"40","Hilversum(26/02/1878)","","471","36.3146%","'mr. L.G.  Verwer'"
"41","Hilversum(12/03/1878)","","532","39.8204%","'mr. L.G.  Verwer'"
"42","Leeuwarden(28/01/1879)","","105","7.3944%","'mr. L.G.  Verwer'"
"43","Leiden(10/06/1879)","(DT)*","614","28.7184%","'mr. L.G.  Verwer'"
"44","Zwolle(10/06/1879)","(DT)*","235","12.8838%","'mr. L.G.  Verwer'"
"45","Leeuwarden(28/01/1879)","","531","37.3944%","' K.  Eland'"
"46","Rheden(16/06/1905)","Lib","1110","25.6174%","' K.  Eland'"
"47","Amsterdam III(16/06/1905)","Lib","2056","25.8681%","' K.  Eland'"
"48","Amsterdam III(28/06/1905)","Lib(VL/Ka/CHP)","3464","43.149%","' K.  Eland'"
"49","Arnhem(07/09/1905)","Lib","2198","43.811%","' K.  Eland'"
"50","Arnhem(14/09/1905)","Lib","2935","54.9728%","' K.  Eland'"
"51","Arnhem(11/06/1909)","Lib(VL)","2481","38.4711%","' K.  Eland'"
"52","Arnhem(23/06/1909)","Lib(VL/VD/SDAP)","3638","53.3353%","' K.  Eland'"
"53","Arnhem(17/06/1913)","Lib","2923","36.7719%","' K.  Eland'"
"54","Arnhem(25/06/1913)","Lib(VL/VD/SDAP)","4852","61.4956%","' K.  Eland'"
"55","Arnhem(15/06/1917)","Lib","3088","82.6331%","' K.  Eland'"
"56","Leeuwarden(14/06/1881)","AR(DT)","484","25.1559%","'dr. J.A.  Gerth van Wijk'"
"57","Leeuwarden(14/06/1881)","(AH)*","356","18.5031%","'dr. J.  Zaaijer'"
"58","Leeuwarden(15/06/1886)","(AH)*","1388","29.4692%","'dr. J.  Zaaijer'"
"59","Leeuwarden(01/09/1887)","","1004","37.3234%","'dr. J.  Zaaijer'"
"60","Leeuwarden(06/03/1888)","Lib","1444","56.828%","'dr. J.  Zaaijer'"
"61","Leeuwarden(09/06/1891)","Lib","1350","55.0796%","'dr. J.  Zaaijer'"
"62","Leeuwarden(28/10/1884)","AR(DT)","632","14.9057%","' H.  Pierson'"
"63","Dokkum(13/05/1884)","","1174","57.8895%","'mr. W.J. baron van Welderen Rengers'"
"64","Leeuwarden(28/10/1884)","","53","1.25%","'mr. W.J. baron van Welderen Rengers'"
"65","Dokkum(28/10/1884)","","85","2.0277%","'mr. W.J. baron van Welderen Rengers'"
"66","Dokkum(25/08/1885)","","1168","60.7069%","'mr. W.J. baron van Welderen Rengers'"
"67","Dokkum(15/06/1886)","(AH)*","1338","28.961%","'mr. W.J. baron van Welderen Rengers'"
"68","Dokkum(01/09/1887)","","1188","30.8892%","'mr. W.J. baron van Welderen Rengers'"
"69","Dokkum(06/03/1888)","Lib","1328","47.0922%","'mr. W.J. baron van Welderen Rengers'"
"70","Sneek(28/03/1888)","Lib","1245","37.6588%","'mr. W.J. baron van Welderen Rengers'"
"71","Leeuwarden(15/06/1886)","","321","6.8153%","'dr. V.  Bruinsma'"
"72","Dokkum(15/06/1886)","","58","1.2554%","'dr. V.  Bruinsma'"
"73","Sneek(05/10/1886)","","305","8.4092%","'dr. V.  Bruinsma'"
"74","Zaandam(06/03/1888)","Rad","203","8.2655%","'dr. V.  Bruinsma'"
"75","Franeker(06/03/1888)","Rad","376","12.1683%","'dr. V.  Bruinsma'"
"76","Leeuwarden(06/03/1888)","Rad","379","14.9154%","'dr. V.  Bruinsma'"
"77","Amsterdam(06/03/1888)","Rad","2402","1.7136%","'dr. V.  Bruinsma'"
"78","Wolvega(06/03/1888)","Rad","598","27.9701%","'dr. V.  Bruinsma'"
"79","Bergum(18/09/1888)","","130","5.0077%","'dr. V.  Bruinsma'"
"80","Franeker(09/06/1891)","V","636","20.6829%","'dr. V.  Bruinsma'"
"81","Amsterdam(09/06/1891)","Am(AKS)","2063","1.7298%","'dr. V.  Bruinsma'"
"82","Dokkum(15/06/1886)","","44","0.9524%","' P.C.F.  Frowein'"
"83","Leeuwarden(15/06/1886)","","209","4.4374%","' P.C.F.  Frowein'"
"84","Den Helder(30/10/1894)","","158","8.1109%","' P.C.F.  Frowein'"
"85","Amsterdam I(11/06/1909)","SDAP","314","8.7808%","' P.C.F.  Frowein'"
"86","Sneek(27/08/1850)",NA,"800","25.7235%","'mr. H.U.  Huguenin'"
"87","Sneek(08/06/1852)",NA,"706","57.8215%","'mr. H.U.  Huguenin'"
"88","Sneek(17/05/1853)",NA,"613","17.2385%","'mr. H.U.  Huguenin'"
"89","Sneek(13/06/1854)",NA,"713","52.465%","'mr. H.U.  Huguenin'"
"90","Sneek(30/06/1854)",NA,"497","72.6608%","'mr. H.U.  Huguenin'"
"91","Sneek(27/08/1850)",NA,"85","2.7331%","'jhr. F.J. van Eysinga'"
"92","Sneek(17/05/1853)",NA,"1163","32.7053%","'jhr.mr. W.E.  Engelen'"
"93","Dokkum(08/06/1852)",NA,"27","5.4656%","'mr. C.  Sleeswijk Vening'"
"94","Sneek(17/05/1853)",NA,"1149","32.3116%","'mr. C.  Sleeswijk Vening'"
"95","Sneek(13/06/1854)",NA,"584","42.9728%","'mr. B.  Rinia van Nauta'"
"96","Sneek(30/06/1854)",NA,"82","11.9883%","'mr. B.  Rinia van Nauta'"
"97","Sneek(31/05/1855)","","482","31.5239%","'mr. S.  Wybenga'"
"98","Sneek(14/06/1855)","","824","53.0928%","'mr. S.  Wybenga'"
"99","Sneek(10/06/1856)","","521","39.2615%","'mr. S.  Wybenga'"
"100","Sneek(24/06/1856)","","693","50.9934%","'mr. S.  Wybenga'"
"101","Sneek(12/06/1860)","","452","53.1765%","'mr. S.  Wybenga'"
"102","Sneek(14/06/1864)","","705","43.8706%","'mr. S.  Wybenga'"
"103","Sneek(28/06/1864)","","1301","61.1372%","'mr. S.  Wybenga'"
"104","Sneek(30/10/1866)","","1229","25.9556%","'mr. S.  Wybenga'"
"105","Sneek(22/01/1868)","","1131","25.4443%","'mr. S.  Wybenga'"
"106","Sneek(08/06/1869)","(AH)*","1552","27.749%","'mr. S.  Wybenga'"
"107","Sneek(10/06/1873)","(AH)*","1394","27.7468%","'mr. S.  Wybenga'"
"108","Sneek(12/06/1877)","(AH)*","1943","33.3562%","'mr. S.  Wybenga'"
"109","Sneek(14/06/1881)","(AH)*","1879","25.1607%","'mr. S.  Wybenga'"
"110","Sneek(28/10/1884)","(AH)*","2199","18.4976%","'mr. S.  Wybenga'"
"111","Sneek(15/06/1886)","(AH)*","2272","18.4956%","'mr. S.  Wybenga'"
"112","Sneek(04/12/1855)",NA,"456","36.5092%","' M.  Kingma Hzn.'"
"113","Sneek(18/12/1855)",NA,"532","40.6417%","' M.  Kingma Hzn.'"
"114","Dokkum(25/01/1859)",NA,"638","55.7692%","' M.  Kingma Hzn.'"
"115","Dokkum(12/06/1860)",NA,"564","86.7692%","' M.  Kingma Hzn.'"
"116","Sneek(08/06/1858)",NA,"700","52.9101%","'jhr. W.H.  Lycklama à Nijeholt'"
"117","Leeuwarden(08/06/1858)",NA,"700","47.043%","'jhr. W.H.  Lycklama à Nijeholt'"
"118","Sneek(10/06/1862)",NA,"329","23.7545%","'jhr. W.H.  Lycklama à Nijeholt'"
"119","Sneek(24/06/1862)",NA,"1025","53.8058%","'jhr. W.H.  Lycklama à Nijeholt'"
"120","Sneek(12/06/1860)",NA,"378","44.4706%","' L.  Britzel'"
"121","Dokkum(25/01/1859)","","447","39.0734%","'jhr. J.A.  Lycklama à Nijeholt'"
"122","Sneek(10/06/1862)","","281","20.2888%","'jhr. J.A.  Lycklama à Nijeholt'"
"123","Sneek(12/06/1866)","","296","17.0802%","'jhr. J.A.  Lycklama à Nijeholt'"
"124","Sneek(30/10/1866)","","623","13.1573%","'jhr. J.A.  Lycklama à Nijeholt'"
"125","Dokkum(22/01/1868)","","151","4.2983%","'jhr. J.A.  Lycklama à Nijeholt'"
"126","Sneek(08/06/1869)","AK","261","4.6665%","'jhr. J.A.  Lycklama à Nijeholt'"
"127","Sneek(14/06/1864)",NA,"352","21.9042%","'mr. W. van Nauta Lemke'"
"128","Dokkum(30/10/1866)",NA,"203","5.7328%","'mr. W. van Nauta Lemke'"
"129","Sneek(12/06/1866)","","905","52.2216%","' A.  Moens'"
"130","Sneek(30/10/1866)","","1234","26.0612%","' A.  Moens'"
"131","Sneek(22/01/1868)","","1122","25.2418%","' A.  Moens'"
"132","Sneek(13/06/1871)","(AH)*","1403","53.5905%","' A.  Moens'"
"133","Sneek(25/02/1873)","","1450","64.3586%","' A.  Moens'"
"134","Sneek(08/06/1875)","","2166","57.4688%","' A.  Moens'"
"135","Sneek(10/06/1879)","(AH)*","1799","51.4883%","' A.  Moens'"
"136","Sneek(30/10/1866)","","1065","22.4921%","' M.W. baron van Tour van Bellinchave'"
"137","Sneek(22/01/1868)","","914","20.5624%","' M.W. baron van Tour van Bellinchave'"
"138","Dokkum(22/01/1868)","","699","19.8975%","' M.W. baron van Tour van Bellinchave'"
"139","Utrecht(10/06/1879)","(DT)*","490","30.4159%","' M.W. baron van Tour van Bellinchave'"
"140","Utrecht(24/06/1879)","AR(DT)","975","50.1285%","' M.W. baron van Tour van Bellinchave'"
"141","Utrecht(04/11/1879)","","1112","48.3899%","' M.W. baron van Tour van Bellinchave'"
"142","Den Haag(29/10/1889)","","2493","46.2266%","' M.W. baron van Tour van Bellinchave'"
"143","Sneek(30/10/1866)","","530","11.1932%","' W.M.  Oppedijk'"
"144","Sneek(10/06/1879)","AR(DT)","1687","48.2828%","' W.M.  Oppedijk'"
"145","Sneek(23/11/1880)","","1717","47.7608%","' W.M.  Oppedijk'"
"146","Sneek(14/06/1881)","AR(DT)","1860","24.9063%","' W.M.  Oppedijk'"
"147","Sneek(03/01/1882)","","1904","49.1355%","' W.M.  Oppedijk'"
"148","Sneek(12/06/1883)","AR(DT)","1879","46.3607%","' W.M.  Oppedijk'"
"149","Dokkum(13/05/1884)","","852","42.0118%","' W.M.  Oppedijk'"
"150","Sneek(28/10/1884)","AR(DT)","1781","14.9815%","' W.M.  Oppedijk'"
"151","Sneek(01/09/1887)","AR","1636","22.3253%","' W.M.  Oppedijk'"
"152","Harlingen(06/03/1888)","AR(Ka)","1756","55.1854%","' W.M.  Oppedijk'"
"153","Sneek(06/03/1888)","AR(Ka)","2209","62.9704%","' W.M.  Oppedijk'"
"154","Harlingen(09/06/1891)","AR(Ka)","1502","52.0263%","' W.M.  Oppedijk'"
"155","Sneek(22/01/1868)",NA,"189","4.252%","'jhr.mr. J.H.F.K. van Swinderen'"
"156","Dokkum(17/09/1878)",NA,"1058","56.0976%","'jhr.mr. J.H.F.K. van Swinderen'"
"157","Amersfoort(13/06/1871)","","232","13.7278%","' J.  Wolbers'"
"158","Sneek(10/06/1873)","AR","1066","21.2182%","' J.  Wolbers'"
"159","Tiel(15/09/1874)","","124","6.9938%","' J.  Wolbers'"
"160","Utrecht(08/06/1875)","","264","15.6491%","' J.  Wolbers'"
"161","Middelburg(12/06/1877)","AR(DT)","854","41.1368%","' J.  Wolbers'"
"162","Sneek(12/06/1877)","AR(DT)","970","16.6524%","' J.  Wolbers'"
"163","Brielle(10/06/1879)","AR","92","17.4905%","' J.  Wolbers'"
"164","Sneek(01/09/1887)","","49","0.6687%","' J.  Wolbers'"
"165","Dokkum(21/02/1865)","","719","47.7424%","'mr. Ph. van Blom'"
"166","Dokkum(07/03/1865)","","950","59.19%","'mr. Ph. van Blom'"
"167","Dokkum(12/06/1866)","","900","63.1136%","'mr. Ph. van Blom'"
"168","Dokkum(30/10/1866)","","991","27.9864%","'mr. Ph. van Blom'"
"169","Dokkum(22/01/1868)","","1061","30.2021%","'mr. Ph. van Blom'"
"170","Sneek(23/11/1880)","","1865","51.8776%","'mr. Ph. van Blom'"
"171","Sneek(12/06/1883)","(AH)*","2160","53.2939%","'mr. Ph. van Blom'"
"172","Sneek(28/10/1884)","(AH)*","2197","18.4808%","'mr. Ph. van Blom'"
"173","Sneek(14/06/1881)","AR(DT)","1823","24.4108%","'mr. W. baron van Heemstra'"
"174","Sneek(03/01/1882)","","1966","50.7355%","' A.  Buma'"
"175","Sneek(28/10/1884)","(AH)*","2187","18.3967%","' A.  Buma'"
"176","Sneek(15/06/1886)","(AH)*","2291","18.6503%","' A.  Buma'"
"177","Sneek(01/09/1887)","","2024","27.6201%","' A.  Buma'"
"178","Harlingen(06/03/1888)","Lib","1407","44.2175%","' A.  Buma'"
"179","Sneek(06/03/1888)","Lib","1246","35.5188%","' A.  Buma'"
"180","Sneek(28/10/1884)","AR(DT)","1734","14.5861%","'jhr. A.  Lycklama à Nijeholt'"
"181","Amsterdam(14/06/1881)","","183","2.1198%","' B.H.  Heldt'"
"182","Sneek(17/11/1885)","","2006","54.2162%","' B.H.  Heldt'"
"183","Sneek(15/06/1886)","(AH)*","2270","18.4793%","' B.H.  Heldt'"
"184","Sneek(01/09/1887)","","2001","27.3062%","' B.H.  Heldt'"
"185","Schoterland(06/03/1888)","Lib","1062","43.614%","' B.H.  Heldt'"
"186","Amsterdam(06/03/1888)","Lib","8689","6.1986%","' B.H.  Heldt'"
"187","Schoterland(20/03/1888)","Lib","1036","47.0268%","' B.H.  Heldt'"
"188","Amsterdam(09/06/1891)","Lib","8721","7.3123%","' B.H.  Heldt'"
"189","Amsterdam(10/04/1894)","Lib(VT)","6147","7.4949%","' B.H.  Heldt'"
"190","Amsterdam VII(15/06/1897)","Lib","901","37.3549%","' B.H.  Heldt'"
"191","Amsterdam VII(25/06/1897)","Lib(CHK)","1561","59.444%","' B.H.  Heldt'"
"192","Amsterdam VII(14/06/1901)","VD(Lib)","1022","38.9928%","' B.H.  Heldt'"
"193","Amsterdam IV(30/07/1901)","VD","525","30.2768%","' B.H.  Heldt'"
"194","Sliedrecht(20/08/1901)","VD","1146","34.6014%","' B.H.  Heldt'"
"195","Amsterdam III(02/12/1902)","","101","2.0293%","' B.H.  Heldt'"
"196","Zierikzee(08/06/1869)","","39","4.0752%","' A. baron van Schimmelpenninck van der Oye'"
"197","Deventer(01/08/1872)","","199","19.6835%","' A. baron van Schimmelpenninck van der Oye'"
"198","Almelo(10/06/1873)","AR","252","13.4831%","' A. baron van Schimmelpenninck van der Oye'"
"199","Deventer(10/06/1873)","AR","673","42.1679%","' A. baron van Schimmelpenninck van der Oye'"
"200","Deventer(15/07/1873)","","1072","51.0233%","' A. baron van Schimmelpenninck van der Oye'"
"201","Deventer(12/06/1877)","AR(DT)","992","42.2487%","' A. baron van Schimmelpenninck van der Oye'"
"202","Zutphen(27/11/1877)","","1262","47.2836%","' A. baron van Schimmelpenninck van der Oye'"
"203","Hilversum(26/02/1878)","","454","35.0039%","' A. baron van Schimmelpenninck van der Oye'"
"204","Hilversum(12/03/1878)","","804","60.1796%","' A. baron van Schimmelpenninck van der Oye'"
"205","Hilversum(10/06/1879)","AR(DT)","840","75.6076%","' A. baron van Schimmelpenninck van der Oye'"
"206","Amsterdam(27/03/1883)","","588","30.3719%","' A. baron van Schimmelpenninck van der Oye'"
"207","Amsterdam(10/04/1883)","","633","38.6211%","' A. baron van Schimmelpenninck van der Oye'"
"208","Arnhem(12/06/1883)","AR(DT)","1490","53.3859%","' A. baron van Schimmelpenninck van der Oye'"
"209","Amsterdam(12/06/1883)","AR(DT)","620","11.5284%","' A. baron van Schimmelpenninck van der Oye'"
"210","Arnhem(28/10/1884)","AR(DT)","1536","25.0653%","' A. baron van Schimmelpenninck van der Oye'"
"211","Deventer(28/10/1884)","AR(DT)","1193","21.4491%","' A. baron van Schimmelpenninck van der Oye'"
"212","Arnhem(11/11/1884)","AR(DT)","1674","49.6736%","' A. baron van Schimmelpenninck van der Oye'"
"213","Den Haag(08/04/1885)","","849","49.2174%","' A. baron van Schimmelpenninck van der Oye'"
"214","Arnhem(18/06/1885)","","83","5.3239%","' A. baron van Schimmelpenninck van der Oye'"
"215","Sneek(17/11/1885)","","1670","45.1351%","' A. baron van Schimmelpenninck van der Oye'"
"216","Deventer(15/06/1886)","AR(DT)","1242","20.4075%","' A. baron van Schimmelpenninck van der Oye'"
"217","Goes(15/06/1886)","AR","835","19.2796%","' A. baron van Schimmelpenninck van der Oye'"
"218","Arnhem(15/06/1886)","AR(DT)","1807","24.818%","' A. baron van Schimmelpenninck van der Oye'"
"219","Goes(29/06/1886)","AR(DT)","1439","29.3733%","' A. baron van Schimmelpenninck van der Oye'"
"220","Goes(01/09/1887)","AR(DT)","1154","30.9218%","' A. baron van Schimmelpenninck van der Oye'"
"221","Sneek(15/06/1886)","AR(DT)","1797","14.6288%","' R.K.  Okma'"
"222","Wolvega(06/03/1888)","AR(Ka)","837","39.1487%","' R.K.  Okma'"
"223","Wolvega(20/03/1888)","AR(Ka)","1115","52.2738%","' R.K.  Okma'"
"224",NA,NA,NA,NA,NA
"225","Arnhem(22/07/1862)","","29","1.8366%","'mr. W.G. baron van Brantsen van de Zijp'"
"226","Arnhem(26/06/1866)","","67","4.5922%","'mr. W.G. baron van Brantsen van de Zijp'"
"227","Zutphen(05/12/1882)","","1413","50.7725%","'mr. W.G. baron van Brantsen van de Zijp'"
"228","Zutphen(12/06/1883)","AR(DT)","1566","50.0639%","'mr. W.G. baron van Brantsen van de Zijp'"
"229","Zutphen(28/10/1884)","AR(DT)","1545","25.2327%","'mr. W.G. baron van Brantsen van de Zijp'"
"230","Arnhem(28/10/1884)","AR(DT)","1499","24.4615%","'mr. W.G. baron van Brantsen van de Zijp'"
"231","Zutphen(15/06/1886)","AR(DT)","1674","23.429%","'mr. W.G. baron van Brantsen van de Zijp'"
"232","Sneek(05/10/1886)","","1584","43.6725%","'mr. W.G. baron van Brantsen van de Zijp'"
"233","Sneek(19/10/1886)","","1977","48.6586%","'mr. W.G. baron van Brantsen van de Zijp'"
"234","Arnhem(23/11/1886)","","39","3.2312%","'mr. W.G. baron van Brantsen van de Zijp'"
"235","Deventer(14/06/1887)","","196","8.623%","'mr. W.G. baron van Brantsen van de Zijp'"
"236","Zutphen(01/09/1887)","AR(DT)","1531","23.5177%","'mr. W.G. baron van Brantsen van de Zijp'"
"237","Sneek(01/09/1887)","AR","1597","21.7931%","'mr. W.G. baron van Brantsen van de Zijp'"
"238","Doetinchem(06/03/1888)","AR","918","27.5262%","'mr. W.G. baron van Brantsen van de Zijp'"
"239","Sneek(28/03/1888)","AR(Ka)","2047","61.9177%","'mr. W.G. baron van Brantsen van de Zijp'"
"240","Breukelen(09/06/1891)","AR","913","27.2619%","'mr. W.G. baron van Brantsen van de Zijp'"
"241","Doetinchem(09/06/1891)","AR","901","26.0029%","'mr. W.G. baron van Brantsen van de Zijp'"
"242","Sneek(09/06/1891)","AR(Ka)","1619","59.174%","'mr. W.G. baron van Brantsen van de Zijp'"
"243","Sneek(10/04/1894)","AR(TT)","657","27.5934%","'mr. W.G. baron van Brantsen van de Zijp'"
"244","Sneek(01/09/1887)","AR","1504","20.524%","' K.  Kater'"
"245","Amsterdam(10/04/1894)","AR(VT)","1613","1.9667%","' K.  Kater'"
"246","Rotterdam V(15/06/1897)","AR","323","12.1749%","' K.  Kater'"
"247","Haarlemmermeer(10/06/1879)","","185","15.1391%","'mr. S. baron van Heemstra 2'"
"248","Alkmaar(14/06/1881)","AR","192","8.9762%","'mr. S. baron van Heemstra 2'"
"249","Utrecht(14/06/1881)","AR","453","32.1733%","'mr. S. baron van Heemstra 2'"
"250","Haarlem(14/06/1881)","","180","18.8679%","'mr. S. baron van Heemstra 2'"
"251","Hoorn(14/06/1881)","AR","167","12.0491%","'mr. S. baron van Heemstra 2'"
"252","Sneek(15/06/1886)","AR(DT)","1791","14.5799%","'mr. S. baron van Heemstra 2'"
"253","Haarlem(15/06/1886)","AR(DT)","898","19.8541%","'mr. S. baron van Heemstra 2'"
"254","Haarlem(06/03/1888)","AR","295","14.0276%","'mr. S. baron van Heemstra 2'"
"255","Hilversum(15/06/1897)","","3003","50.3184%","'mr. S. baron van Heemstra 2'"
"256","Katwijk(14/06/1901)","AR","1401","25.4265%","'mr. S. baron van Heemstra 2'"
"257","Hilversum(14/06/1901)","","1262","22.2379%","'mr. S. baron van Heemstra 2'"
"258","Hilversum(27/06/1901)","AR(VA)","3239","58.9338%","'mr. S. baron van Heemstra 2'"
"259","Hilversum(16/06/1905)","AR(Ka)","4464","54.5455%","'mr. S. baron van Heemstra 2'"
"260","Hilversum(11/06/1909)","","4913","66.4458%","'mr. S. baron van Heemstra 2'"
"261","Dokkum(27/08/1850)",NA,"40","9.3677%","'jhr.mr. D. de Blocq van Haersma de With'"
"262","Dokkum(17/05/1853)",NA,"442","44.5565%","'jhr.mr. D. de Blocq van Haersma de With'"
"263","Dokkum(08/06/1852)",NA,"23","4.6559%","'jhr.mr. J.M. van Haersma de With'"
"264","Dokkum(13/06/1854)",NA,"216","25.5018%","'mr. W.W.  Kutsch'"
"265","Dokkum(13/06/1854)",NA,"23","2.7155%","'mr. G.G.  Rinia van Nauta'"
"266","Dokkum(15/09/1863)",NA,"514","37.0317%","'mr. J.H.  Albarda'"
"267","Dokkum(29/09/1863)",NA,"694","50.8053%","'mr. J.H.  Albarda'"
"268","Zierikzee(12/02/1863)","","74","6.5836%","' O. baron van Wassenaer van Catwijck'"
"269","Dokkum(15/09/1863)","","432","31.1239%","' O. baron van Wassenaer van Catwijck'"
"270","Dokkum(29/09/1863)","","672","49.1947%","' O. baron van Wassenaer van Catwijck'"
"271","Dokkum(15/10/1863)","","593","40.3127%","' O. baron van Wassenaer van Catwijck'"
"272","Zwolle(22/03/1864)","","297","20.5536%","' O. baron van Wassenaer van Catwijck'"
"273","Middelburg(14/06/1864)","","438","32.041%","' O. baron van Wassenaer van Catwijck'"
"274","Deventer(14/06/1864)","","172","10.7299%","' O. baron van Wassenaer van Catwijck'"
"275","Dokkum(14/06/1864)","","557","36.0985%","' O. baron van Wassenaer van Catwijck'"
"276","Middelburg(17/01/1865)","","417","28.1187%","' O. baron van Wassenaer van Catwijck'"
"277","Dokkum(21/02/1865)","","420","27.8884%","' O. baron van Wassenaer van Catwijck'"
"278","Dokkum(07/03/1865)","","655","40.81%","' O. baron van Wassenaer van Catwijck'"
"279","Deventer(12/06/1866)","","238","22.9952%","' O. baron van Wassenaer van Catwijck'"
"280","Middelburg(12/06/1866)","","322","25.5353%","' O. baron van Wassenaer van Catwijck'"
"281","Dokkum(12/06/1866)","","499","34.993%","' O. baron van Wassenaer van Catwijck'"
"282","Haarlem(12/06/1866)","","168","16.1228%","' O. baron van Wassenaer van Catwijck'"
"283","Leiden(18/09/1866)","","698","62.3771%","' O. baron van Wassenaer van Catwijck'"
"284","Leiden(30/10/1866)","","1073","28.6822%","' O. baron van Wassenaer van Catwijck'"
"285","Zwolle(30/10/1866)","","498","13.0846%","' O. baron van Wassenaer van Catwijck'"
"286","Leiden(22/01/1868)","","908","29.2432%","' O. baron van Wassenaer van Catwijck'"
"287","Leiden(13/06/1871)","DT/DZH","1201","63.1109%","' O. baron van Wassenaer van Catwijck'"
"288","Leiden(08/06/1875)","AR(DT/DZH)","1248","66.8452%","' O. baron van Wassenaer van Catwijck'"
"289","Leiden(10/06/1879)","AR","720","33.6763%","' O. baron van Wassenaer van Catwijck'"
"290","Leiden(24/06/1879)","AR(DT)","1340","61.2152%","' O. baron van Wassenaer van Catwijck'"
"291","Leiden(12/06/1883)","AR(DT)","1340","64.6095%","' O. baron van Wassenaer van Catwijck'"
"292","Leiden(28/10/1884)","AR(DT)","1522","31.9144%","' O. baron van Wassenaer van Catwijck'"
"293","Leiden(15/06/1886)","AR","920","19.2268%","' O. baron van Wassenaer van Catwijck'"
"294","Leiden(29/06/1886)","AR(DT)","1898","32.5837%","' O. baron van Wassenaer van Catwijck'"
"295","Leiden(01/09/1887)","AR","877","16.516%","' O. baron van Wassenaer van Catwijck'"
"296","Leiden(14/09/1887)","AR","1415","16.6667%","' O. baron van Wassenaer van Catwijck'"
"297","Dokkum(15/09/1863)","","82","5.9078%","'jhr.mr. S.W.H.A. van Beijma thoe Kingma'"
"298","Dokkum(15/10/1863)","","856","58.1917%","'jhr.mr. S.W.H.A. van Beijma thoe Kingma'"
