"","District","Aanbevolen.door","Aantal.stemmen","Percentage","V5"
"40","Zuidhorn(17/06/1913)","SDAP","685","8.1277%","' P.  Hiemstra'"
"41","Gulpen(17/06/1913)","Ka","143","2.0025%","' J.  Diepen'"
"42","Gulpen(17/06/1913)","Ka","1774","24.8425%","' N.J.  Schrijen'"
"43","Gulpen(17/06/1913)",NA,"155","2.1706%","'mr. A.P.E.A.  Wijmans'"
"44","Roermond(17/06/1913)","Ka","3783","60.441%","' M.C.E.  Bongaerts'"
"45","Roermond(17/11/1914)","","None","None%","' M.C.E.  Bongaerts'"
"46","Roermond(15/06/1917)","Ka","None","None%","' M.C.E.  Bongaerts'"
"47","Roermond(17/06/1913)","Ka","2476","39.559%","' J.T.  Verheggen'"
"48","Sittard(17/06/1913)","Ka","2559","36.0068%","' A.H.  Gijzels'"
"49","Venlo(17/06/1913)","SDAP","437","6.6983%","' J.A.  Rosenveldt'"
"50","Breda(17/06/1913)",NA,"4089","72.9527%","' W.H.  Boogaardt'"
"51","Waalwijk(17/06/1913)","Ka","988","16.7373%","' H.  Prinsen'"
"52","Ommen(21/10/1912)","","1888","26.8182%","' Æ. baron van Mackay'"
"53","Ommen(28/10/1912)","","4305","54.7989%","' Æ. baron van Mackay'"
"54","Hilversum(17/06/1913)","CHU","710","5.5244%","' Æ. baron van Mackay'"
"55","Amsterdam VI(22/07/1913)","SDAP","573","14.9063%","' P.A.C.  Joosten'"
"56","Amsterdam VI(22/07/1913)","VL","1833","47.6847%","' B.  Nierstrasz'"
"57","Amsterdam VI(29/07/1913)","VL","2275","59.9947%","' B.  Nierstrasz'"
"58","Amsterdam VI(15/06/1917)","VL","None","None%","' B.  Nierstrasz'"
"59","Rotterdam III(07/01/1914)","","1755","46.0147%","'dr. B.D.  Eerdmans'"
"60","Rotterdam III(14/01/1914)","","2393","57.2899%","'dr. B.D.  Eerdmans'"
"61","Rotterdam III(15/06/1917)","Lib","1242","70.0113%","'dr. B.D.  Eerdmans'"
"62","Amsterdam III(04/11/1913)",NA,"1946","19.3748%","' C.J.  Kuiper'"
"63","Katwijk(12/06/1914)",NA,"956","12.9645%","'mr. H.W.C.J. de Jong'"
"64","Apeldoorn(29/02/1916)",NA,"554","5.3807%","' K. van Trigt'"
"65","Amsterdam IX(28/10/1915)","","7121","52.9876%","' J. van den Tempel'"
"66","Amsterdam IX(15/06/1917)","SDAP","5880","62.2881%","' J. van den Tempel'"
"67","Winschoten(17/06/1916)","","3384","54.9351%","'jhr.mr.dr. E.A. van Beresteijn'"
"68","Winschoten(15/06/1917)","VD","None","None%","'jhr.mr.dr. E.A. van Beresteijn'"
"69","Winschoten(17/06/1916)",NA,"2776","45.0649%","' K.  Stenhuis'"
"70","Assen(14/10/1915)","","None","None%","' W.O.A.  Koster'"
"71","Assen(15/06/1917)","VD","None","None%","' W.O.A.  Koster'"
"72","Weert(27/04/1916)","","1245","25.9754%","'mr.dr. H.A.G. van Groenendael'"
"73","Weert(04/05/1916)","","2969","50.2879%","'mr.dr. H.A.G. van Groenendael'"
"74","Weert(15/06/1917)","Ka","None","None%","'mr.dr. H.A.G. van Groenendael'"
"75","Weert(27/04/1916)",NA,"719","15.001%","' A.P.H.K.J.  Kellenaers'"
"76","Weert(27/04/1916)",NA,"1850","38.598%","'mr. W.F.W.  Kolkman'"
"77","Weert(04/05/1916)",NA,"2935","49.7121%","'mr. W.F.W.  Kolkman'"
"78","Weert(27/04/1916)",NA,"979","20.4256%","' G.J.H.  Peters'"
"79","Oosterhout(29/08/1916)","","None","None%","'mr.dr. A.B.G.M. van Rijckevorsel'"
"80","Oosterhout(15/06/1917)","Ka","None","None%","'mr.dr. A.B.G.M. van Rijckevorsel'"
"81","Oosterhout(09/07/1917)","","None","None%","'mr.dr. A.B.G.M. van Rijckevorsel'"
"82","Rheden(06/02/1917)","","None","None%","'mr. J.R.H. van Schaik'"
"83","Rheden(15/06/1917)","Ka","None","None%","'mr. J.R.H. van Schaik'"
"84","Tiel(08/12/1916)",NA,"1604","29.0317%","'jhr. J.  Beelaerts van Blokland'"
"85","Tiel(08/12/1916)",NA,"67","1.2127%","'mr. A.G.A.  ridder van Rappard'"
"86","Amersfoort(18/04/1918)",NA,"None","None%","'mr. A.G.A.  ridder van Rappard'"
"87","Haarlemmermeer(02/12/1916)","","6500","61.9461%","'mr. J.B.  Bomans'"
"88","Haarlemmermeer(15/06/1917)","Ka","5775","81.6832%","'mr. J.B.  Bomans'"
"89","Haarlemmermeer(02/12/1916)",NA,"3993","38.0539%","' S.W. de Clercq'"
"90","Den Helder(15/05/1917)","","2264","35.4581%","'mr. P.J.  Oud'"
"91","Den Helder(22/05/1917)","","3341","54.8694%","'mr. P.J.  Oud'"
"92","Den Helder(15/06/1917)","VD","3222","51.8757%","'mr. P.J.  Oud'"
"93","Breda(15/06/1917)","AG","535","15.657%","' P.  Binkhorst van Oudkarspel'"
"94","Rotterdam IV(15/06/1917)","AG","1247","17.4479%","' P.T.  Hugenholtz'"
"95","Apeldoorn(15/06/1917)","AG","1487","24.0537%","' P.T.  Hugenholtz'"
"96","Haarlem(15/06/1917)","SDP","473","10.9415%","' M.C. van Wijhe'"
"97","Tietjerksteradeel(15/06/1917)","SDP","839","18.2272%","' M.C. van Wijhe'"
"98","Zutphen(15/06/1917)","SDP","961","27.9686%","' M.C. van Wijhe'"
"99","Amersfoort(15/06/1917)","SDP","152","3.0989%","' M.C. van Wijhe'"
"100","Arnhem(15/06/1917)","SDP","649","17.3669%","' M.C. van Wijhe'"
"101","Amsterdam VIII(15/06/1917)","AS","828","32.9225%","'dr. F. van Eeden'"
"102","Amsterdam VII(15/06/1917)","AS","629","28.8665%","'dr. F. van Eeden'"
"103","Elst(15/06/1917)","AS","508","10.6187%","'dr. F. van Eeden'"
"104","Lochem(15/06/1917)","AG","557","10.845%","' F.A.J. van Zeijl'"
"105","Brielle(15/06/1917)","PP","956","25.2176%","' A.  Braat'"
"106","Dordrecht(15/06/1917)","PP","474","14.0278%","' A.  Besemer'"
"107","Den Haag I(15/06/1917)","AG","584","12.5672%","'mr. H.L.  Israëls'"
"108","Weststellingwerf(15/06/1917)","CSt","352","14.2741%","' J.W.  Kruyt'"
"109","Rotterdam I(15/06/1917)","CSt","910","19.4694%","' J.W.  Kruyt'"
"110","Den Haag II(15/06/1917)","CSt","412","9.1556%","' J.W.  Kruyt'"
"111","Den Haag III(15/06/1917)",NA,"1673","28.569%","'jhr. J.O. de Jong van Beek en Donk'"
"112","Katwijk(15/06/1917)","AG","702","14.0625%","' J.H.  Ekering'"
"113","Ommen(15/06/1917)","PP","908","21.7017%","' H.J.  Kruidenier'"
"114","Ridderkerk(15/06/1917)","PP","1006","25.0249%","' H.J.  Kruidenier'"
"115","Rotterdam II(15/06/1917)","AG","496","10.1121%","' J.  Roeper Bosch'"
"116","Haarlem(15/06/1917)","AS","456","10.5482%","'dr. Z.  Kamerling'"
"117","Amsterdam II(15/06/1917)","","639","35.4213%","'dr. Z.  Kamerling'"
"118","Amsterdam II(22/06/1917)","AG","898","41.0046%","'dr. Z.  Kamerling'"
"119","Den Haag II(15/06/1917)",NA,"929","20.6444%","'dr. P.F.  Hubrecht'"
"120","Leiden(15/06/1917)","SDP","418","15.0144%","' L.L.J. de Visser'"
"121","Amsterdam III(15/06/1917)","AG","1117","16.8757%","' M.  Robart'"
"122","Utrecht II(15/06/1917)","AG","296","9.648%","' A. de Hullu'"
"123","Amsterdam IV(15/06/1917)","AG","214","14.5876%","' A. de Hullu'"
"124","Amsterdam V(15/06/1917)","AG","2448","34.4401%","'dr. J.  Schrijver'"
"125","Hoorn(15/06/1917)","CSt","877","21.6543%","' B. de Ligt'"
"126","Amsterdam VIII(15/06/1917)","CSt","161","6.4016%","' B. de Ligt'"
"127","Amersfoort(15/06/1917)","AG","342","6.9725%","' J.F.  Baerveldt'"
"128","Amsterdam IX(15/06/1917)","AG","1894","20.0636%","' J.F.  Baerveldt'"
"129","Amsterdam IX(15/06/1917)","WK","627","6.6419%","' W.  Oosterbaan'"
"130","Haarlemmermeer(15/06/1917)","AG","1295","18.3168%","' J.K. de Blaauw'"
"131","Middelburg(15/06/1917)","AG","1311","22.7644%","' H.C.  Hofman'"
"132","Leeuwarden(15/06/1917)","CSt","614","12.582%","' A.R. de Jong'"
"133","Utrecht I(15/06/1917)","CSt","627","17.33%","' A.R. de Jong'"
"134","Utrecht I(15/06/1917)","AG","557","15.3952%","'dr. H.C.  Muller'"
"135","Franeker(15/06/1917)","CSt","388","12.688%","' L. de Baan'"
"136","Schoterland(15/06/1917)","SDP","576","21.2468%","' H.J.  Rijsewijk'"
"137","Zwolle(15/06/1917)","SDP","517","13.7756%","' H.J.  Nijhuis'"
"138","Eindhoven(13/04/1918)",NA,"702","10.8568%","' E.  Snellen'"
"139","Eindhoven(13/04/1918)",NA,"5764","89.1432%","' J.J.J. de Vlam'"
"140","Rotterdam II(14/12/1917)",NA,"3441","37.1839%","' J.  Schouten'"
"141","Rotterdam II(21/12/1917)",NA,"4669","49.0802%","' J.  Schouten'"
"142","Enkhuizen(21/08/1917)",NA,"1885","26.583%","' J. de Veen'"
"143","Gulpen(06/06/1918)",NA,"4368","83.6942%","' H.G.M.  Hermans'"
"144","Gulpen(06/06/1918)",NA,"851","16.3058%","' K.J.  Vroemen'"
"145","Elst(30/11/1848)",NA,"27","3.2413%","'  van Voorst'"
"146","Zaltbommel(06/08/1849)",NA,"7","1.3109%","'   Viruly van Vuren'"
"147","Zaltbommel(08/09/1849)",NA,"5","1.2376%","' B.H. baron van Mackay'"
"148","Franeker(02/10/1907)",NA,"1473","23.0408%","'dr. A. van Raalte'"
"149","Schiedam(09/10/1907)",NA,"1820","29.632%","' H.J.  Versteeg'"
"150","Schiedam(22/10/1907)",NA,"3211","46.6851%","' H.J.  Versteeg'"
"151","Ede(31/01/1907)",NA,"3164","66.963%","'jhr. S. van Citters'"
"152","Delft(09/04/1897)",NA,"68","6.1372%","' W.  Bossard'"
"153",NA,NA,NA,NA,NA
