"","District","Aanbevolen.door","Aantal.stemmen","Percentage","V5"
"34","Appingedam(25/06/1913)","AR(Ka/CHU)","3124","41.0028%","' A.  Zijlstra'"
"35","Veendam(11/06/1909)","VL","92","1.488%","' F.J.W.  Drion'"
"36","Ridderkerk(17/06/1913)","VL","3742","44.1638%","' F.J.W.  Drion'"
"37","Ridderkerk(25/06/1913)","VL(Lib/VD/SDAP)","4407","50.4233%","' F.J.W.  Drion'"
"38","Ridderkerk(15/06/1917)","VL","3014","74.9751%","' F.J.W.  Drion'"
"39","Veendam(11/06/1909)","AR(Ka/CHU)","2161","34.9507%","' F.G.  Petersen'"
"40","Veendam(23/06/1909)","AR(Ka/CHU)","2222","36.7394%","' F.G.  Petersen'"
"41","Veendam(17/06/1913)","AR(Ka/CHU)","2182","28.6728%","' F.G.  Petersen'"
"42","Winschoten(17/06/1913)","AR(Ka/CHU)","1009","17.6769%","' F.G.  Petersen'"
"43","Zuidhorn(11/06/1909)","VD","3326","42.7671%","' E.M.  Teenstra'"
"44","Zuidhorn(23/06/1909)","VD(VL/Lib/SDAP)","4154","53.5516%","' E.M.  Teenstra'"
"45","Zuidhorn(17/06/1913)","VD","4116","48.8372%","' E.M.  Teenstra'"
"46","Zuidhorn(25/06/1913)","VD(VL/Lib/SDAP)","4783","58.1378%","' E.M.  Teenstra'"
"47","Zuidhorn(15/06/1917)","VD","3405","88.281%","' E.M.  Teenstra'"
"48","Assen(11/06/1909)","VL","1007","22.9856%","'jhr. L.A.S.J. de Milly van Heiden Reinestein'"
"49","Assen(23/06/1909)","VL","1473","30.5855%","'jhr. L.A.S.J. de Milly van Heiden Reinestein'"
"50","Meppel(11/06/1909)","SDAP","235","4.0664%","' E.  Rugge'"
"51","Groningen(13/08/1913)","SDAP","1863","32.5131%","' E.  Rugge'"
"52",NA,NA,NA,NA,NA
"53","Gulpen(11/06/1909)","Ka","2787","39.9169%","' P.M.F.H.  Brouwers'"
"54","Maastricht(11/06/1909)","SDAP","1178","19.0707%","'jhr.mr. W.C. de Jonge'"
"55","Maastricht(17/06/1913)","SDAP","1635","24.2007%","'jhr.mr. W.C. de Jonge'"
"56","Maastricht(11/06/1909)","VL","820","13.2751%","' J.B.H.  Klijnen'"
"57","Ede(27/07/1909)",NA,"None","None%","' W.  Manen Jzn.'"
"58","Breukelen(22/09/1909)","AR","1772","27.6185%","' F.H. de Monté ver Loren'"
"59","Breukelen(05/10/1909)","AR(CHU)","3514","52.6442%","' F.H. de Monté ver Loren'"
"60","Breukelen(17/06/1913)","AR(Ka/CHU)","5040","73.1814%","' F.H. de Monté ver Loren'"
"61","Breukelen(15/06/1917)","AR","None","None%","' F.H. de Monté ver Loren'"
"62","Breukelen(22/09/1909)","Lib","1070","16.6771%","' F.L.S.F. baron van Tuyl van Serooskerken van Zuylen'"
"63","Breukelen(22/09/1909)","Ka","2621","40.851%","'mr. J.B.L.C.C. baron van Wijkerslooth de Weerdesteijn'"
"64","Breukelen(05/10/1909)","Ka","3161","47.3558%","'mr. J.B.L.C.C. baron van Wijkerslooth de Weerdesteijn'"
"65","Wijk bij Duurstede(30/12/1909)","","3683","55.0688%","'mr. J.B.L.C.C. baron van Wijkerslooth de Weerdesteijn'"
"66","Wijk bij Duurstede(17/06/1913)","Ka(AR/CHU)","4698","53.6669%","'mr. J.B.L.C.C. baron van Wijkerslooth de Weerdesteijn'"
"67","Wijk bij Duurstede(15/06/1917)","Ka","None","None%","'mr. J.B.L.C.C. baron van Wijkerslooth de Weerdesteijn'"
"68","Eindhoven(20/10/1910)","","4860","91.5772%","'mr.dr. J. van Best'"
"69","Eindhoven(17/06/1913)","Ka(CHU)","5751","89.9718%","'mr.dr. J. van Best'"
"70","Eindhoven(15/06/1917)","Ka","None","None%","'mr.dr. J. van Best'"
"71","Helmond(12/07/1910)","","3218","58.6905%","' A.N.  Fleskens'"
"72","Helmond(17/06/1913)","Ka","None","None%","' A.N.  Fleskens'"
"73","Helmond(15/06/1917)","Ka","None","None%","' A.N.  Fleskens'"
"74","Helmond(12/07/1910)",NA,"2265","41.3095%","' I.A.  Swane'"
"75","Rotterdam V(24/10/1910)",NA,"1541","32.5586%","' G.J. de Jongh'"
"76","Rotterdam V(03/11/1910)",NA,"2752","52.7607%","' G.J. de Jongh'"
"77","Sneek(14/02/1911)",NA,"1170","24.0939%","' P.  Noordwal'"
"78","Sneek(14/02/1911)","","2665","54.8806%","'dr. J.G.  Scheurer'"
"79","Sneek(17/06/1913)","AR(Ka/CHU)","3703","52.495%","'dr. J.G.  Scheurer'"
"80","Sneek(15/06/1917)","AR","None","None%","'dr. J.G.  Scheurer'"
"81","Ommen(27/11/1912)","","4181","54.144%","'mr. C.J.A.  Bichon van Ysselmonde'"
"82","Ommen(17/06/1913)","OCH","4469","49.256%","'mr. C.J.A.  Bichon van Ysselmonde'"
"83","Ommen(25/06/1913)","OCH","5078","52.9952%","'mr. C.J.A.  Bichon van Ysselmonde'"
"84","Ommen(15/06/1917)","OCH","3276","78.2983%","'mr. C.J.A.  Bichon van Ysselmonde'"
"85","Ommen(21/10/1912)",NA,"3440","48.8636%","'mr. H. van der Vegte'"
"86","Ommen(28/10/1912)",NA,"3440","43.7882%","'mr. H. van der Vegte'"
"87","Ommen(27/11/1912)",NA,"3541","45.856%","'mr. H. van der Vegte'"
"88","Hilversum(01/02/1912)",NA,"1736","20.9182%","' H.T. s' Jacob'"
"89","Hilversum(01/02/1912)","","2092","25.2079%","' W.J.E.H.M. de Jong'"
"90","Hilversum(08/02/1912)","","4068","45.0998%","' W.J.E.H.M. de Jong'"
"91","Hoorn(23/04/1912)","","2756","43.0692%","' W.J.E.H.M. de Jong'"
"92","Hoorn(29/04/1912)","","3903","67.9373%","' W.J.E.H.M. de Jong'"
"93","Hoorn(17/06/1913)","Lib","3859","48.6265%","' W.J.E.H.M. de Jong'"
"94","Hilversum(17/06/1913)","Lib","4367","33.9791%","' W.J.E.H.M. de Jong'"
"95","Hoorn(25/06/1913)","Lib(VL/VD/SDAP)","5174","64.1061%","' W.J.E.H.M. de Jong'"
"96","Hoorn(15/06/1917)","Lib","3173","78.3457%","' W.J.E.H.M. de Jong'"
"97",NA,NA,NA,NA,NA
"98","Hoorn(23/04/1912)",NA,"277","4.3288%","' P.  Teunissen'"
"99","Bergen op Zoom(17/06/1913)","Ka","97","1.4334%","' T.C. van Erp'"
"100","Bergen op Zoom(17/06/1913)","Ka","3293","48.6626%","' W.J.F.  Juten'"
"101","Bergen op Zoom(25/06/1913)","Ka","3940","51.3221%","' W.J.F.  Juten'"
"102","Bergen op Zoom(15/06/1917)","Ka","None","None%","' W.J.F.  Juten'"
"103","Bergen op Zoom(17/06/1913)","VD","301","4.4481%","'dr. G.W.  Kernkamp'"
"104","Oosterhout(17/06/1913)","VD","376","6.6069%","'dr. G.W.  Kernkamp'"
"105","Breda(17/06/1913)","VD","824","14.7012%","'dr. G.W.  Kernkamp'"
"106","Zierikzee(17/06/1913)","SDAP","524","6.4461%","' H.A.  Koomans'"
"107","Bergen op Zoom(17/06/1913)","SDAP","144","2.128%","' H.A.  Koomans'"
"108","Oosterhout(17/06/1913)","SDAP","205","3.6022%","' H.A.  Koomans'"
"109","Breda(17/06/1913)","SDAP","692","12.3461%","' H.A.  Koomans'"
"110","Den Bosch(17/06/1913)","SDAP","513","12.7169%","' J.  Westerhof'"
"111","Tilburg(17/06/1913)","Ka","850","15.2248%","' J. van Rijzewijk'"
"112","Apeldoorn(17/06/1913)","SDAP","636","7.4885%","' A.  Dijkgraaf'"
"113","Sliedrecht(17/06/1913)","SDAP","561","8.5675%","' A.  Dijkgraaf'"
"114","Gouda(17/06/1913)","SDAP","999","10.4728%","' A.  Dijkgraaf'"
"115","Arnhem(17/06/1913)","AR(Ka/CHU)","3093","38.9106%","'mr. J.A. de Wilde'"
"116","Assen(17/06/1913)","AR(Ka/CHU)","1050","18.0443%","'mr. J.A. de Wilde'"
"117","Gouda(17/06/1913)","AR(Ka/CHU)","3841","40.2663%","'mr. J.A. de Wilde'"
"118","Zaandam(17/06/1913)","AR(Ka/CHU)","2549","23.1496%","'mr. J.A. de Wilde'"
"119","Gouda(25/06/1913)","AR(Ka/CHU)","4374","44.7011%","'mr. J.A. de Wilde'"
"120","Arnhem(25/06/1913)","AR(Ka/CHU)","3038","38.5044%","'mr. J.A. de Wilde'"
"121","Doetinchem(17/06/1913)","Lib","4366","36.353%","' H.P.J.  Bloemers'"
"122","Rotterdam IV(17/06/1913)","CS","227","1.5993%","'mr.dr. A.R. van de Laar'"
"123","Doetinchem(17/06/1913)","CS","903","7.5187%","'mr.dr. A.R. van de Laar'"
"124","Ridderkerk(17/06/1913)","CS","399","4.7091%","'mr.dr. A.R. van de Laar'"
"125","Nijmegen(17/06/1913)","CS","162","2.4643%","'mr.dr. A.R. van de Laar'"
"126","Druten(17/06/1913)","NBPK","953","17.658%","' H.C.  Diferee'"
"127","Druten(17/06/1913)","Ka","978","18.1212%","' A.C.M.  Rijke'"
"128","Druten(17/06/1913)","Ka","58","1.0747%","' M.J.  Wiessing'"
"129","Ede(17/06/1913)","AR","19","0.2733%","' M.  Jongebreur'"
"130","Ede(17/06/1913)","SDAP","367","5.2798%","' A. van der Poel'"
"131","Elst(17/06/1913)","SDAP","421","4.7208%","' J.W.  Matthijsen'"
"132","Elst(17/06/1913)","CHU","143","1.6035%","' J. van der Veen'"
"133","Nijmegen(17/06/1913)","VL","611","9.2942%","' J.E.  Stork 2'"
"134","Schoterland(17/06/1913)","AR(Ka/CHU)","1463","24.1618%","' C.  Smeenk'"
"135","Tiel(17/06/1913)","AR(Ka/CHU)","1600","27.4348%","' C.  Smeenk'"
"136","Den Haag I(17/06/1913)","AR(Ka/CHU)","3682","34.5468%","' C.  Smeenk'"
"137","Den Haag I(25/06/1913)","AR(Ka/CHU)","4146","39.58%","' C.  Smeenk'"
"138","Bodegraven(17/06/1913)","Lib","2490","31.2657%","' J.W.F.S.  Middelbeek'"
"139","Brielle(17/06/1913)","AR(Ka/CHU)","2574","35.3571%","' A.  Colijn jr.'"
"140","Franeker(17/06/1913)","AR(Ka/CHU)","2795","38.4245%","' A.  Colijn jr.'"
"141","Franeker(25/06/1913)","AR(Ka/CHU)","3175","42.2601%","' A.  Colijn jr.'"
"142","Brielle(25/06/1913)","AR(Ka/CHU)","2597","37.7745%","' A.  Colijn jr.'"
"143","Enkhuizen(21/08/1917)","","5206","73.417%","' A.  Colijn jr.'"
"144","Brielle(17/06/1913)","SDAP","1659","22.7885%","' A.W.  Heijkoop'"
"145","Delft(17/06/1913)","Lib","1611","23.1499%","' W.J.C. van Santen'"
"146","Franeker(17/06/1913)","Lib","1509","20.7451%","' W.J.C. van Santen'"
"147","Gorinchem(17/06/1913)","AR(Ka/CHU)","3683","46.6144%","'mr. P.E.  Briët'"
"148","Leiden(17/06/1913)","AR(Ka/CHU)","3234","48.1895%","'mr. P.E.  Briët'"
"149","Leiden(25/06/1913)","AR(Ka/CHU)","3447","49.3415%","'mr. P.E.  Briët'"
"150","Gorinchem(25/06/1913)","AR(Ka/CHU)","3987","48.339%","'mr. P.E.  Briët'"
"151","Gorinchem(17/06/1913)","VL","3943","49.9051%","'mr. A.C.  Visser van Yzendoorn'"
"152","Gorinchem(25/06/1913)","VL(Lib/VD/SDAP)","4262","51.6731%","'mr. A.C.  Visser van Yzendoorn'"
"153","Gorinchem(15/06/1917)","VL","None","None%","'mr. A.C.  Visser van Yzendoorn'"
"154","Wijk bij Duurstede(17/06/1913)","CS","710","8.1106%","'dr. E.A.  Keuchenius'"
"155","Gouda(17/06/1913)","CS","221","2.3168%","'dr. E.A.  Keuchenius'"
"156","Haarlemmermeer(17/06/1913)","CS","743","6.1248%","'dr. E.A.  Keuchenius'"
"157","Rotterdam I(17/06/1913)","CS","109","1.1194%","'dr. E.A.  Keuchenius'"
"158","Gouda(17/06/1913)","CHU","351","3.6796%","' G.  Roos'"
"159","Den Haag I(17/06/1913)",NA,"164","1.5388%","' A. ten Bosch N.Jzn.'"
"160","Den Haag I(17/06/1913)","VD","1933","18.1366%","' E.  Deen'"
"161","Den Haag II(17/06/1913)","SDP","39","0.3563%","' B.  Luteraan'"
"162","Zwolle(17/06/1913)","SDP","32","0.411%","' B.  Luteraan'"
"163","Amsterdam VIII(17/06/1913)","SDP","18","0.399%","' B.  Luteraan'"
"164","Den Haag III(17/06/1913)","Ka(AR/CHU)","2853","25.8213%","' J.G.  Suring'"
"165","Katwijk(17/06/1913)","VL","1158","14.1513%","'mr. J.C.  Kielstra'"
"166","Sneek(17/06/1913)","VL","1190","16.8699%","'mr. J.C.  Kielstra'"
"167","Katwijk(17/06/1913)","SDAP","227","2.774%","' S.R.  Rodrigues de Miranda'"
"168","Katwijk(12/06/1914)","","242","3.2818%","' S.R.  Rodrigues de Miranda'"
"169","Leiden(17/06/1913)","CS","148","2.2053%","' J.C.B.  Eykman'"
"170","Kampen(17/06/1913)","CS","660","9.3723%","' J.C.B.  Eykman'"
"171","Leiden(17/06/1913)","Lib","2689","40.0685%","'mr. J.E.  Heeres'"
"172","Leiden(25/06/1913)","Lib(VL/VD/SDAP)","3539","50.6585%","'mr. J.E.  Heeres'"
"173","Leiden(15/06/1917)","Lib","2366","84.9856%","'mr. J.E.  Heeres'"
"174","Loosduinen(17/06/1913)","VL","2374","26.2553%","' F.M.  Knobel'"
"175","Zwolle(17/06/1913)","VL","2587","33.2263%","' F.M.  Knobel'"
"176","Zwolle(25/06/1913)","VL(Lib/VD/SDAP)","4249","50.1534%","' F.M.  Knobel'"
"177","Zwolle(15/06/1917)","VL","3236","86.2244%","' F.M.  Knobel'"
"178","Rotterdam I(17/06/1913)","CHU(Ka/AR)","3605","37.0237%","' B.J.  Gerretson'"
"179","Rotterdam I(25/06/1913)","CHU(Ka/AR)","4528","44.8139%","' B.J.  Gerretson'"
"180","Rotterdam I(01/08/1913)","CHU","3934","44.3918%","' B.J.  Gerretson'"
"181","Rotterdam I(08/08/1913)","CHU","4670","52.4071%","' B.J.  Gerretson'"
"182","Rotterdam I(15/06/1917)","CHU","3764","80.5306%","' B.J.  Gerretson'"
"183","Amsterdam III(11/06/1909)","","159","1.6705%","' D.J.  Wijnkoop'"
"184","Amsterdam IV(13/07/1909)","","122","8.8986%","' D.J.  Wijnkoop'"
"185","Hilversum(01/02/1912)","","103","1.2411%","' D.J.  Wijnkoop'"
"186","Maastricht(17/06/1913)","SDP","55","0.8141%","' D.J.  Wijnkoop'"
"187","Rotterdam I(17/06/1913)","SDP","38","0.3903%","' D.J.  Wijnkoop'"
"188","Amsterdam IX(17/06/1913)","","147","0.8388%","' D.J.  Wijnkoop'"
"189","Amsterdam III(17/06/1913)","","177","1.3844%","' D.J.  Wijnkoop'"
"190","Amsterdam III(24/07/1913)","","217","2.3449%","' D.J.  Wijnkoop'"
"191","Amsterdam III(04/11/1913)","","180","1.7921%","' D.J.  Wijnkoop'"
"192","Amsterdam IX(28/10/1915)","","421","3.1327%","' D.J.  Wijnkoop'"
"193","Dordrecht(11/10/1916)","","418","16.4957%","' D.J.  Wijnkoop'"
"194","Amsterdam IV(03/04/1917)","","74","3.161%","' D.J.  Wijnkoop'"
"195","Amsterdam IX(15/06/1917)","","1039","11.0064%","' D.J.  Wijnkoop'"
"196","Amsterdam IV(15/06/1917)","","151","10.2931%","' D.J.  Wijnkoop'"
"197","Dordrecht(15/06/1917)","SDP","370","10.95%","' D.J.  Wijnkoop'"
"198","Amsterdam VII(15/06/1917)","","213","9.7751%","' D.J.  Wijnkoop'"
"199","Amsterdam III(15/06/1917)","","1298","19.6102%","' D.J.  Wijnkoop'"
"200","Enschede(15/06/1917)","SDP","831","12.8937%","' D.J.  Wijnkoop'"
"201","Amsterdam V(15/06/1917)","","583","8.202%","' D.J.  Wijnkoop'"
"202","Amsterdam II(15/06/1917)","","280","15.5211%","' D.J.  Wijnkoop'"
"203","Rotterdam III(17/06/1913)","Lib","2521","53.6611%","' J.H.  Lasonder'"
"204","Rotterdam III(03/06/1913)","","None","None%","' H.  Stulemeijer'"
"205","Rotterdam III(17/06/1913)","Ka(AR/CHU)","1731","36.8455%","' H.  Stulemeijer'"
"206","Rotterdam III(07/01/1914)","","1532","40.1678%","' H.  Stulemeijer'"
"207","Rotterdam III(14/01/1914)","","1784","42.7101%","' H.  Stulemeijer'"
"208","Rotterdam IV(17/06/1913)","VL","4630","32.6194%","' J. van Vollenhoven'"
"209","Rotterdam IV(25/06/1913)","VL(Lib/VD/SDAP)","8913","61.703%","' J. van Vollenhoven'"
"210","Rotterdam IV(15/06/1917)","VL","4759","66.5874%","' J. van Vollenhoven'"
"211","Rotterdam IV(17/06/1913)","SDAP","4435","31.2456%","' A.B. de Zeeuw'"
"212","Rotterdam I(01/08/1913)","SDAP","2531","28.5601%","' A.B. de Zeeuw'"
"213","Rotterdam I(08/08/1913)","SDAP","4241","47.5929%","' A.B. de Zeeuw'"
"214","Rotterdam III(07/01/1914)","","527","13.8175%","' A.B. de Zeeuw'"
"215","Rotterdam II(14/12/1917)","","3628","39.2047%","' A.B. de Zeeuw'"
"216","Rotterdam II(21/12/1917)","","4844","50.9198%","' A.B. de Zeeuw'"
"217","Schiedam(17/06/1913)","SDAP","1136","14.5064%","' P. de Bruin'"
"218","Schiedam(17/06/1913)","Lib","2678","34.1974%","'dr. J.H.  Gunning Wzn.'"
"219","Sliedrecht(17/06/1913)","VL","2542","38.821%","'dr. W.W. van der Meulen'"
"220","Amsterdam II(17/06/1913)","Lib","916","23.6937%","' P.  Otto'"
"221","Amsterdam II(22/07/1913)","Lib","829","24.88%","' P.  Otto'"
"222","Amsterdam III(24/07/1913)","Lib","2378","25.697%","' P.  Otto'"
"223","Amsterdam III(04/11/1913)","","3314","32.9948%","' P.  Otto'"
"224","Amsterdam III(11/11/1913)","","6715","52.4732%","' P.  Otto'"
"225","Amsterdam III(15/06/1917)","Lib","4204","63.5141%","' P.  Otto'"
"226","Amsterdam III(17/06/1913)","Lib","2518","19.695%","'mr. B.E.  Asscher'"
"227","Amsterdam III(17/06/1913)","Ka(AR/CHU)","2781","21.7521%","'mr. P.J.  Reijmer'"
"228","Amsterdam III(24/07/1913)","Ka","1828","19.7536%","'mr. P.J.  Reijmer'"
"229","Amsterdam V(17/06/1913)","CHU(Ka/AR)","3469","27.11%","' J. ter Haar jr.'"
"230","Amsterdam V(17/06/1913)",NA,"28","0.2188%","' H.J.A.  Mulder'"
"231","Amsterdam VII(17/06/1913)","VL","1659","37.9027%","' W.  Boissevain'"
"232","Amsterdam VII(25/06/1913)","VL(Lib/VD/SDAP)","2555","57.8447%","' W.  Boissevain'"
"233","Amsterdam VII(15/06/1917)","VL","1337","61.3584%","' W.  Boissevain'"
"234","Ommen(21/10/1912)","","306","4.3466%","' A.B.  Kleerekoper'"
"235","Amsterdam VIII(17/06/1913)","SDAP","1511","33.4959%","' A.B.  Kleerekoper'"
"236","Amsterdam VIII(25/06/1913)","SDAP(VL/Lib/VD)","2450","53.7634%","' A.B.  Kleerekoper'"
"237","Amsterdam VIII(15/06/1917)","SDAP","1526","60.6759%","' A.B.  Kleerekoper'"
"238","Amsterdam IX(17/06/1913)","VD","3655","20.8559%","'mr. T.B.  Pleijte'"
"239","Beverwijk(17/06/1913)","CS","218","1.4737%","' A. van der Flier G.Jzn.'"
"240","Beverwijk(17/06/1913)","SDAP","1812","12.249%","' A.  Nagtzaam'"
"241","Beverwijk(17/06/1913)","VD","5888","39.8026%","'mr. L.N.  Roodenburg'"
"242","Beverwijk(25/06/1913)","VD(VL/Lib/SDAP)","7885","53.0691%","'mr. L.N.  Roodenburg'"
"243","Beverwijk(15/06/1917)","VD","5145","85.7786%","'mr. L.N.  Roodenburg'"
"244","Enkhuizen(17/06/1913)","SDAP","491","4.6082%","' J.H.  Huijbers'"
"245","Haarlem(17/06/1913)","CHU(Ka/AR)","3957","39.8931%","'jhr.mr. D.E. van Lennep'"
"246","Haarlem(25/06/1913)","CHU(Ka/AR)","4253","42.3563%","'jhr.mr. D.E. van Lennep'"
"247","Haarlemmermeer(17/06/1913)","Lib","3927","32.3716%","' J.  Korthals Altes'"
"248","Haarlemmermeer(17/06/1913)","SDAP","535","4.4102%","' S.C.  Rodrigues'"
