"","District","Aanbevolen.door","Aantal.stemmen","Percentage","V5"
"51","Leeuwarden(28/06/1905)","Lib(VL/FCH/Ka)","3529","54.6116%","' L.W.J.K.  Thomson'"
"52","Leeuwarden(11/06/1909)","Lib","2538","37.225%","' L.W.J.K.  Thomson'"
"53","Weststellingwerf(11/06/1909)","Lib(VL)","1423","27.831%","' L.W.J.K.  Thomson'"
"54","Harlingen(11/06/1909)","Lib(VL)","1784","28.331%","' L.W.J.K.  Thomson'"
"55","Leeuwarden(23/06/1909)","Lib(VL/VD/Ka/CHU)","3674","57.2809%","' L.W.J.K.  Thomson'"
"56","Leeuwarden(17/06/1913)","Lib","2622","32.5917%","' L.W.J.K.  Thomson'"
"57","Leeuwarden(19/06/1913)","","0","None%","' L.W.J.K.  Thomson'"
"58","Leeuwarden(25/06/1913)","Lib(VL/VD)","3002","43.8056%","' L.W.J.K.  Thomson'"
"59","Leeuwarden(16/06/1905)","Ka(AR/CHP)","1439","22.914%","' T.A.  Hettinga'"
"60","Leeuwarden(16/06/1905)","SDAP","2270","36.1465%","' F.M.  Wibaut'"
"61","Leeuwarden(28/06/1905)","SDAP","2933","45.3884%","' F.M.  Wibaut'"
"62","Zutphen(11/06/1909)","SDAP","599","7.9097%","' F.M.  Wibaut'"
"63","Zierikzee(11/06/1909)","SDAP","278","3.6464%","' F.M.  Wibaut'"
"64","Almelo(17/06/1913)","SDAP","1106","14.8099%","' F.M.  Wibaut'"
"65","Zutphen(17/06/1913)","SDAP","1069","13.1343%","' F.M.  Wibaut'"
"66","Almelo(02/08/1916)","","1061","19.7542%","' F.M.  Wibaut'"
"67","Schoterland(16/06/1905)","AR(Ka/CHP)","1342","28.2111%","' J.  Huizinga'"
"68","Schoterland(28/06/1905)","AR(Ka/CHP/FCH)","1793","36.1128%","' J.  Huizinga'"
"69","Amsterdam III(11/06/1909)","AR(Ka/CHU)","2172","22.8199%","' J.  Huizinga'"
"70","Sneek(16/06/1905)","FCH","959","15.9144%","' H. van Eijck van Heslinga'"
"71","Sneek(16/06/1905)","Lib","2020","33.5214%","'dr. C.J.  Niemeijer'"
"72","Sneek(28/06/1905)","Lib(VL/VD)","2774","43.2964%","'dr. C.J.  Niemeijer'"
"73",NA,NA,NA,NA,NA
"74","Enschede(16/06/1905)","Ka(AR/CHP)","6192","45.9245%","' A.H.J.  Engels'"
"75","Enschede(28/06/1905)","Ka(AR/CHP)","6440","46.8364%","' A.H.J.  Engels'"
"76","Almelo(02/08/1916)","","4310","80.2458%","' A.H.J.  Engels'"
"77","Almelo(15/06/1917)","Ka","None","None%","' A.H.J.  Engels'"
"78","Enschede(16/06/1905)","CD","153","1.1348%","' A.  Kreuzen Azn.'"
"79","Ommen(16/06/1905)","VL","3078","42.8154%","'dr. W.J.M.  Engelberts'"
"80","Steenwijk(16/06/1905)","Lib(VL)","3202","49.7746%","' J.H.  Tromp Meesters'"
"81","Appingedam(16/06/1905)","Lib(VL)","1773","24.7246%","'mr.dr. J.H.W.Q. ter Spill'"
"82","Beverwijk(11/06/1909)","VL","1443","12.8667%","'mr.dr. J.H.W.Q. ter Spill'"
"83","Leiden(11/06/1909)","VL","1080","19.47%","'mr.dr. J.H.W.Q. ter Spill'"
"84","Utrecht I(17/06/1913)","VL","3569","40.5338%","'mr.dr. J.H.W.Q. ter Spill'"
"85","Utrecht I(25/06/1913)","VL(Lib/VD/SDAP)","5138","57.8408%","'mr.dr. J.H.W.Q. ter Spill'"
"86","Utrecht I(15/06/1917)","VL","2434","67.2747%","'mr.dr. J.H.W.Q. ter Spill'"
"87","Groningen(16/06/1905)","VL","815","12.4637%","'mr. J. baron van Aulnis de Bourouill'"
"88","Groningen(16/06/1905)","CD","24","0.367%","' F. van der Pers'"
"89","Hoogezand(16/06/1905)","VD","1546","28.222%","' U.G.  Schilthuis Jzn.'"
"90","Hoogezand(16/06/1905)","AR(Ka/CHP)","1612","29.4268%","' H. de Wilde'"
"91","Hoogezand(28/06/1905)","AR(Ka/CHP)","1845","36.6217%","' H. de Wilde'"
"92","Winschoten(16/06/1905)","SDAP","873","20.1524%","' H.J.  Kenter'"
"93","Winschoten(11/06/1909)","","1019","24.1183%","' H.J.  Kenter'"
"94","Winschoten(16/06/1905)","VL","64","1.4774%","' H.  Thoden van Velzen'"
"95","Zuidhorn(16/06/1905)","AR(Ka/CHP)","3197","45.3668%","' D.G.  Postma'"
"96","Zuidhorn(28/06/1905)","AR(Ka/CHP)","3323","45.6895%","' D.G.  Postma'"
"97","Emmen(16/06/1905)","AR(Ka/CHP)","1973","32.2755%","' P.  Wielinga'"
"98","Emmen(11/06/1909)","AR(Ka/CHU)","1990","30.6248%","' P.  Wielinga'"
"99","Meppel(16/06/1905)","CHP(Ka/AR)","2495","40.7015%","' J.  Knoppers'"
"100","Gulpen(16/06/1905)","Ka","1606","31.608%","' J.H.  Pinckers'"
"101","Sittard(30/07/1903)","","9","0.19%","'jhr.mr. C.J.M.  Ruijs de Beerenbrouck'"
"102","Gulpen(16/06/1905)","Ka(AR)","3297","64.8888%","'jhr.mr. C.J.M.  Ruijs de Beerenbrouck'"
"103","Gulpen(11/06/1909)","Ka","4098","58.6938%","'jhr.mr. C.J.M.  Ruijs de Beerenbrouck'"
"104","Gulpen(03/12/1909)","","3503","88.4373%","'jhr.mr. C.J.M.  Ruijs de Beerenbrouck'"
"105","Gulpen(17/06/1913)","Ka(CHU)","4856","68.0017%","'jhr.mr. C.J.M.  Ruijs de Beerenbrouck'"
"106","Gulpen(15/06/1917)","Ka","None","None%","'jhr.mr. C.J.M.  Ruijs de Beerenbrouck'"
"107","Sittard(16/06/1905)","Ka","322","14.3686%","' J.J.A.  Kamps'"
"108","Ommen(16/10/1908)","","2923","42.5845%","'mr. T.H. de Meester'"
"109","Schoterland(11/06/1909)","Lib(VL)","1547","32.1221%","'mr. T.H. de Meester'"
"110","Gorinchem(11/06/1909)","Lib(VL)","3319","45.4222%","'mr. T.H. de Meester'"
"111","Doetinchem(11/06/1909)","Lib(VL)","3093","30.5874%","'mr. T.H. de Meester'"
"112","Den Helder(11/06/1909)","Lib(VL)","3128","45.7711%","'mr. T.H. de Meester'"
"113","Den Helder(23/06/1909)","Lib(VL/VD/SDAP)","3891","54.2451%","'mr. T.H. de Meester'"
"114","Schoterland(23/06/1909)","Lib(VL/VD/Ka/CHU)","2565","54.6908%","'mr. T.H. de Meester'"
"115","Den Helder(17/06/1913)","Lib","2778","37.899%","'mr. T.H. de Meester'"
"116","Den Helder(25/06/1913)","Lib(VL/VD)","3486","58.1485%","'mr. T.H. de Meester'"
"117","Rotterdam I(07/09/1905)","Lib","1899","33.0261%","' S. van den Bergh jr.'"
"118","Rotterdam I(14/09/1905)","Lib","2998","50.9604%","' S. van den Bergh jr.'"
"119","Breda(27/10/1905)",NA,"1219","23.3123%","'mr. W.  Ingen Housz'"
"120","Leiden(26/10/1906)",NA,"1976","38.1394%","' H.  Paul'"
"121","Bergen op Zoom(11/06/1909)","Ka","1412","26.8339%","' A.L.G.H.M.  Coenen'"
"122","Schiedam(11/06/1909)","VD","1149","17.8944%","' G.  Nijpels'"
"123","Leiden(11/06/1909)","VD","393","7.0849%","' G.  Nijpels'"
"124","Bergen op Zoom(11/06/1909)","VD","293","5.5682%","' G.  Nijpels'"
"125","Maastricht(17/06/1913)","VD","741","10.968%","' G.  Nijpels'"
"126","Breda(11/06/1909)","Ka","104","1.8555%","' J.A.  Oomen'"
"127","Eindhoven(11/06/1909)","SDAP","511","9.6964%","' J.  Jansen'"
"128","Wijk bij Duurstede(11/06/1909)","SDAP","242","3.9974%","' W.F.  Dekkers'"
"129","Oosterhout(11/06/1909)","SDAP","217","4.3426%","' W.F.  Dekkers'"
"130","Apeldoorn(11/06/1909)","VD","2458","34.3728%","' J.  Esmeijer'"
"131","Apeldoorn(17/06/1913)","VD","3155","37.1482%","' J.  Esmeijer'"
"132","Apeldoorn(25/06/1913)","VD(VL/Lib/SDAP)","5007","49.5644%","' J.  Esmeijer'"
"133","Apeldoorn(29/02/1916)","","4005","38.8986%","' J.  Esmeijer'"
"134","Tiel(11/06/1909)","AR(Ka/CHU)","1305","30.6914%","' H.C.  Hogerzeil'"
"135","Weststellingwerf(11/06/1909)","AR(Ka/CHU)","1840","35.9867%","' H.C.  Hogerzeil'"
"136","Arnhem(11/06/1909)","AR(Ka/CHU)","2917","45.2318%","' H.C.  Hogerzeil'"
"137","Weststellingwerf(23/06/1909)","AR(Ka/CHU)","2329","44.5656%","' H.C.  Hogerzeil'"
"138","Arnhem(23/06/1909)","AR(Ka/CHU)","3183","46.6647%","' H.C.  Hogerzeil'"
"139","Dordrecht(17/06/1913)","AR(Ka/CHU)","3506","42.1851%","' H.C.  Hogerzeil'"
"140","Zierikzee(17/06/1913)","AR(Ka/CHU)","3244","39.9065%","' H.C.  Hogerzeil'"
"141","Dordrecht(25/06/1913)","AR(Ka/CHU)","3744","44.6885%","' H.C.  Hogerzeil'"
"142","Druten(11/06/1909)","SDAP","309","8.3221%","' Z.D.J.W.  Gulden'"
"143","Druten(17/06/1913)","SDAP","160","2.9646%","' Z.D.J.W.  Gulden'"
"144","Ede(11/06/1909)","Lib(VL)","405","6.9468%","' J.C.J.B.A. de Josselin de Jong'"
"145","Ede(11/06/1909)","CHU","2749","47.1527%","'jhr. G.J.A.  Schimmelpenninck'"
"146","Ede(23/06/1909)","CHU","4134","61.582%","'jhr. G.J.A.  Schimmelpenninck'"
"147","Ede(17/06/1913)","CHU","3530","50.7841%","'jhr. G.J.A.  Schimmelpenninck'"
"148","Ede(15/06/1917)","CHU","None","None%","'jhr. G.J.A.  Schimmelpenninck'"
"149","Zutphen(11/06/1909)","AR(Ka/CHU)","3572","47.1676%","'mr. A. baron van Heeckeren van Kell'"
"150","Lochem(11/06/1909)","AR(Ka/CHU)","3189","40.1082%","'mr. A. baron van Heeckeren van Kell'"
"151","Lochem(23/06/1909)","AR(Ka/CHU)","3551","46.9089%","'mr. A. baron van Heeckeren van Kell'"
"152","Zutphen(23/06/1909)","AR(Ka/CHU)","3734","47.4219%","'mr. A. baron van Heeckeren van Kell'"
"153","Lochem(17/06/1913)","AR(Ka/CHU)","3283","35.5572%","'mr. A. baron van Heeckeren van Kell'"
"154","Ede(17/06/1913)","AR(Ka/CHU)","2656","38.2103%","'mr. A. baron van Heeckeren van Kell'"
"155","Lochem(25/06/1913)","AR(Ka/CHU)","3328","36.1072%","'mr. A. baron van Heeckeren van Kell'"
"156","Lochem(11/06/1909)","SDAP","2017","25.3679%","' J.  Kok'"
"157","Bodegraven(11/06/1909)","Lib(VL)","1695","24.8497%","' J.  Kraus'"
"158","Deventer(11/06/1909)","SDAP","212","3.5932%","' N. van Hinte'"
"159","Brielle(11/06/1909)","SDAP","486","7.8755%","' N. van Hinte'"
"160","Tietjerksteradeel(11/06/1909)","Lib(VL)","1636","23.717%","'mr.dr. H.J.  Romeijn'"
"161","Delft(11/06/1909)","Lib(VL)","1357","22.8221%","'mr.dr. H.J.  Romeijn'"
"162","Dordrecht(11/06/1909)","VD","617","8.33%","'mr. J. van Drooge'"
"163","Dordrecht(11/06/1909)","Lib(VL)","2641","35.6555%","' P.J. de Kanter'"
"164","Dordrecht(23/06/1909)","Lib(VL/VD/SDAP)","4146","54.6749%","' P.J. de Kanter'"
"165","Dordrecht(11/10/1916)","","2116","83.5043%","' P.J. de Kanter'"
"166","Dordrecht(15/06/1917)","Lib","2535","75.0222%","' P.J. de Kanter'"
"167","Sneek(11/06/1909)","AR(Ka/CHU)","3833","65.6111%","' H.  Colijn'"
"168","Gouda(11/06/1909)","AR(Ka/CHU)","3988","48.6401%","' H.  Colijn'"
"169","Gouda(23/06/1909)","AR(Ka/CHU)","4247","48.4099%","' H.  Colijn'"
"170","Haarlemmermeer(11/06/1909)","SDAP","431","4.7862%","' L.  Hoejenbos'"
"171","Den Haag II(11/06/1909)","SDAP","1003","12.3888%","' L.  Hoejenbos'"
"172","Hoorn(23/04/1912)","","1218","19.0342%","' L.  Hoejenbos'"
"173","Hoorn(17/06/1913)","SDAP","1157","14.5791%","' L.  Hoejenbos'"
"174","Den Haag II(17/06/1913)","SDAP","2800","25.5801%","' L.  Hoejenbos'"
"175","Amsterdam II(11/06/1909)","CHU(Ka/AR)","1236","41.6442%","' J.R.  Snoeck Henkemans'"
"176","Den Haag II(11/06/1909)","CHU(Ka/AR)","3905","48.2337%","' J.R.  Snoeck Henkemans'"
"177","Den Haag II(23/06/1909)","CHU(Ka/AR)","4333","47.4433%","' J.R.  Snoeck Henkemans'"
"178","Amsterdam II(23/06/1909)","CHU(Ka/AR)","1755","53.0372%","' J.R.  Snoeck Henkemans'"
"179","Alkmaar(17/06/1913)","CHU(Ka/AR)","4505","41.989%","' J.R.  Snoeck Henkemans'"
"180","Amsterdam II(17/06/1913)","CHU(Ka/AR)","1057","27.3409%","' J.R.  Snoeck Henkemans'"
"181","Zutphen(17/06/1913)","CHU(Ka/AR)","3355","41.2213%","' J.R.  Snoeck Henkemans'"
"182","Den Haag II(17/06/1913)","CHU(Ka/AR)","4380","40.0146%","' J.R.  Snoeck Henkemans'"
"183","Amsterdam II(25/06/1913)","CHU(Ka/AR)","1300","35.6457%","' J.R.  Snoeck Henkemans'"
"184","Zutphen(25/06/1913)","CHU(Ka/AR)","3245","39.7088%","' J.R.  Snoeck Henkemans'"
"185","Den Haag II(25/06/1913)","CHU(Ka/AR)","4610","41.5091%","' J.R.  Snoeck Henkemans'"
"186","Alkmaar(25/06/1913)","CHU(Ka/AR)","4544","42.515%","' J.R.  Snoeck Henkemans'"
"187","Amsterdam II(22/07/1913)","CHU(Ka)","923","27.7011%","' J.R.  Snoeck Henkemans'"
"188","Amsterdam II(29/07/1913)","CHU(Ka)","1072","39.0244%","' J.R.  Snoeck Henkemans'"
"189","Apeldoorn(29/02/1916)","","5737","55.7207%","' J.R.  Snoeck Henkemans'"
"190","Apeldoorn(15/06/1917)","CHU","4695","75.9463%","' J.R.  Snoeck Henkemans'"
"191","Den Haag III(11/06/1909)","SDAP","397","5.21%","' J.  Bleeker'"
"192","Den Haag III(11/06/1909)","AR(CHU)","2716","35.643%","' H.J. de Groot'"
"193","Katwijk(11/06/1909)","Lib(VL)","846","12.5874%","'jhr.mr. C.A.  Elias'"
"194","Leiden(11/06/1909)","Lib","587","10.5823%","' A.  Kaptein'"
"195","Amsterdam IX(11/06/1909)","SDP","191","1.4783%","' L.L.H. de Visser'"
"196","Leiden(11/06/1909)","SDP","123","2.2174%","' L.L.H. de Visser'"
"197","Den Haag I(17/06/1913)","SDP","43","0.4035%","' L.L.H. de Visser'"
"198","Haarlem(17/06/1913)","SDP","15","0.1512%","' L.L.H. de Visser'"
"199","Leiden(17/06/1913)","SDP","83","1.2368%","' L.L.H. de Visser'"
"200","Den Haag II(04/01/1917)","","505","18.9422%","' L.L.H. de Visser'"
"201","Zaandam(15/06/1917)","SDP","1045","20.6685%","' L.L.H. de Visser'"
"202","Rotterdam V(15/06/1917)","SDP","429","15.0526%","' L.L.H. de Visser'"
"203","Beverwijk(15/06/1917)","SDP","853","14.2214%","' L.L.H. de Visser'"
"204","Den Haag III(15/06/1917)","SDP","380","6.4891%","' L.L.H. de Visser'"
"205","Utrecht II(15/06/1917)","SDP","219","7.1382%","' L.L.H. de Visser'"
"206","Schiedam(15/06/1917)","SDP","693","12.6207%","' L.L.H. de Visser'"
"207","Den Haag I(15/06/1917)","SDP","308","6.6279%","' L.L.H. de Visser'"
"208","Ridderkerk(11/06/1909)","Lib(VL)","2280","30.0356%","' W.H. van Bilderbeek'"
"209","Ridderkerk(11/06/1909)","VD","984","12.9627%","' J.  Welleman'"
"210","Hontenisse(17/06/1913)","VD","2289","30.9869%","' J.  Welleman'"
"211","Schiedam(09/10/1907)","","2914","47.4438%","'jhr.mr. D.J. de Geer'"
"212","Schiedam(22/10/1907)","","3667","53.3149%","'jhr.mr. D.J. de Geer'"
"213","Schiedam(11/06/1909)","CHU(Ka/AR)","4134","64.3825%","'jhr.mr. D.J. de Geer'"
"214","Rotterdam I(11/06/1909)","CHU(Ka/AR)","3341","43.8279%","'jhr.mr. D.J. de Geer'"
"215","Rotterdam I(23/06/1909)","CHU(Ka/AR)","3856","49.6459%","'jhr.mr. D.J. de Geer'"
"216","Schiedam(17/06/1913)","CHU(Ka/AR)","4017","51.2961%","'jhr.mr. D.J. de Geer'"
"217","Schiedam(15/06/1917)","CHU","4798","87.3793%","'jhr.mr. D.J. de Geer'"
"218","Rotterdam IV(11/06/1909)","SDP","69","0.7347%","'dr. W. van Ravesteijn jr.'"
"219","Rotterdam IV(17/06/1913)","SDP","46","0.3241%","'dr. W. van Ravesteijn jr.'"
"220","Delft(17/06/1913)","SDP","81","1.164%","'dr. W. van Ravesteijn jr.'"
"221","Rotterdam V(17/06/1913)","SDP","65","0.965%","'dr. W. van Ravesteijn jr.'"
"222","Rotterdam I(01/08/1913)","SDP","54","0.6093%","'dr. W. van Ravesteijn jr.'"
"223","Rotterdam II(15/06/1917)","SDP","466","9.5005%","'dr. W. van Ravesteijn jr.'"
"224","Rotterdam IV(15/06/1917)","SDP","1141","15.9647%","'dr. W. van Ravesteijn jr.'"
"225","Rotterdam III(15/06/1917)","SDP","532","29.9887%","'dr. W. van Ravesteijn jr.'"
"226","Rotterdam II(14/12/1917)","","150","1.6209%","'dr. W. van Ravesteijn jr.'"
"227","Rotterdam V(11/06/1909)","VD","428","8.14%","'mr. S.J.L. van Aalten jr.'"
"228","Rotterdam II(14/06/1901)",NA,"1548","41.1702%","'mr. A. de Jong'"
"229","Rotterdam II(27/06/1901)",NA,"1961","46.0437%","'mr. A. de Jong'"
"230","Rotterdam V(11/06/1909)",NA,"2612","49.6767%","'mr. A. de Jong'"
"231","Rotterdam V(23/06/1909)",NA,"3115","53.9674%","'mr. A. de Jong'"
"232","Rotterdam V(17/06/1913)",NA,"2556","37.9454%","'mr. A. de Jong'"
"233","Rotterdam V(25/06/1913)",NA,"3148","43.9726%","'mr. A. de Jong'"
"234","Rotterdam V(11/06/1909)","SDAP","767","14.5873%","' J. ter Laan'"
"235","Rotterdam V(24/10/1910)","","724","15.2969%","' J. ter Laan'"
"236","Rotterdam V(17/06/1913)","SDAP","2103","31.2203%","' J. ter Laan'"
"237","Rotterdam V(25/06/1913)","SDAP(VL/Lib/VD)","4011","56.0274%","' J. ter Laan'"
"238","Rotterdam V(15/06/1917)","SDAP","2421","84.9474%","' J. ter Laan'"
"239","Sliedrecht(11/06/1909)","Lib(VL)","2314","36.3379%","' F.W.J.G.  Snijder van Wissenkerke'"
"240","Amsterdam I(11/06/1909)","Ka(AR/CHU)","1400","39.1499%","' J.N.  Hendrix'"
"241","Amsterdam III(11/06/1909)","Lib(VL)","2507","26.3396%","'mr. G.A. van Hamel'"
"242","Amsterdam III(23/06/1909)","Lib(VL/VD/Ka/CHU)","4424","43.737%","'mr. G.A. van Hamel'"
"243","Amsterdam IV(13/07/1909)","Lib","1249","91.1014%","'mr. G.A. van Hamel'"
"244","Amsterdam IV(17/06/1913)","Lib","2037","53.8319%","'mr. G.A. van Hamel'"
"245",NA,NA,NA,NA,NA
"246","Zaandam(11/06/1909)","SDAP","3456","41.5235%","' J.E.W.  Duijs'"
"247","Kampen(11/06/1909)","SDAP","176","2.589%","' J.E.W.  Duijs'"
"248","Amsterdam VIII(11/06/1909)","SDAP","388","11.3816%","' J.E.W.  Duijs'"
"249","Amsterdam IV(11/06/1909)","SDAP","961","32.5763%","' J.E.W.  Duijs'"
"250","Zaandam(23/06/1909)","SDAP","4158","50.8873%","' J.E.W.  Duijs'"
"251","Nijmegen(17/06/1913)","SDAP","1362","20.718%","' J.E.W.  Duijs'"
"252","Zaandam(17/06/1913)","SDAP","5389","48.942%","' J.E.W.  Duijs'"
"253","Zaandam(25/06/1913)","SDAP","5495","60.0546%","' J.E.W.  Duijs'"
"254","Zaandam(15/06/1917)","SDAP","4011","79.3315%","' J.E.W.  Duijs'"
"255","Amsterdam V(11/06/1909)","VL","1007","11.0769%","' N.  Bosboom'"
"256","Amsterdam VII(11/06/1909)","AR(Ka/CHU)","1953","51.845%","' G.A.A.  Middelberg'"
"257","Amsterdam VII(17/06/1913)","AR(Ka/CHU)","1758","40.1645%","' G.A.A.  Middelberg'"
"258","Amsterdam VII(25/06/1913)","AR(Ka/CHU)","1862","42.1553%","' G.A.A.  Middelberg'"
"259","Amsterdam VIII(11/06/1909)",NA,"1790","52.5081%","' W. de Vlugt'"
"260","Amsterdam VIII(17/06/1913)",NA,"1572","34.8481%","' W. de Vlugt'"
"261","Amsterdam VIII(25/06/1913)",NA,"2107","46.2366%","' W. de Vlugt'"
"262","Amsterdam IX(28/10/1915)",NA,"5897","43.8798%","' W. de Vlugt'"
"263","Beverwijk(11/06/1909)","VD","2744","24.4672%","' A.  Schucking Kool'"
"264","Haarlem(11/06/1909)","VD","1844","22.6647%","'mr. J.H.  Thiel'"
"265","Haarlem(23/06/1909)","VD(VL/Lib/SDAP)","4283","49.6752%","'mr. J.H.  Thiel'"
"266","Haarlemmermeer(11/06/1909)","Ka","361","4.0089%","' J.H.M.  Balvers'"
"267","Den Helder(11/06/1909)","CHU(AR)","97","1.4194%","' F.  Fokkens'"
"268","Meppel(17/06/1913)","CHU(AR)","2339","35.7974%","' F.  Fokkens'"
"269","Den Helder(11/06/1909)","SDAP","659","9.643%","' C.  Thomassen'"
"270","Den Helder(17/06/1913)","SDAP","2171","29.618%","' C.  Thomassen'"
"271","Den Helder(25/06/1913)","SDAP","2509","41.8515%","' C.  Thomassen'"
"272","Den Helder(15/05/1917)","","2128","33.3281%","' C.  Thomassen'"
"273","Den Helder(22/05/1917)","","2748","45.1306%","' C.  Thomassen'"
"274","Hilversum(11/06/1909)","SDAP","824","11.1442%","' T. van der Waerden'"
"275","Hilversum(01/02/1912)","","784","9.4469%","' T. van der Waerden'"
"276","Leiden(17/06/1913)","SDAP","557","8.2998%","' T. van der Waerden'"
"277","Hilversum(17/06/1913)","SDAP","1160","9.0258%","' T. van der Waerden'"
"278","Hoogezand(04/08/1913)","SDAP","2445","48.8219%","' T. van der Waerden'"
"279","Hoorn(11/06/1909)",NA,"759","11.0096%","' G.  Klomp'"
"280","Hoorn(11/06/1909)","","422","6.1213%","'mr. V.H.  Rutgers'"
"281","Hilversum(01/02/1912)","","3584","43.1859%","'mr. V.H.  Rutgers'"
"282","Hilversum(08/02/1912)","","4952","54.9002%","'mr. V.H.  Rutgers'"
"283","Hilversum(17/06/1913)","AR(Ka/CHU)","6507","50.6303%","'mr. V.H.  Rutgers'"
"284","Amsterdam IX(17/06/1913)","AR(Ka/CHU)","5519","31.4922%","'mr. V.H.  Rutgers'"
"285","Amsterdam IX(25/06/1913)","AR(Ka/CHU)","6149","35.777%","'mr. V.H.  Rutgers'"
"286","Hilversum(15/06/1917)","AR","5569","74.8622%","'mr. V.H.  Rutgers'"
