"","District","Aanbevolen.door","Aantal.stemmen","Percentage","V5"
"54","Groningen(09/06/1891)","AR(Ka)","1103","14.2987%","' A.  Brummelkamp jr.'"
"55","Winschoten(09/06/1891)","AR","292","13.0824%","' A.  Brummelkamp jr.'"
"56","Groningen(23/06/1891)","AR","1318","33.3924%","' A.  Brummelkamp jr.'"
"57","Wolvega(23/06/1891)","AR","919","43.5545%","' A.  Brummelkamp jr.'"
"58","Veendam(23/06/1891)","AR","607","31.2887%","' A.  Brummelkamp jr.'"
"59","Veendam(09/07/1891)","AR","317","17.2002%","' A.  Brummelkamp jr.'"
"60","Gouda(30/05/1893)","","675","30.5568%","' A.  Brummelkamp jr.'"
"61","Franeker(10/04/1894)","AR(VT)","806","37.4884%","' A.  Brummelkamp jr.'"
"62","Zwolle(10/04/1894)","AR(VT)","885","38.0482%","' A.  Brummelkamp jr.'"
"63","Groningen(10/04/1894)","AR(VT)","582","8.7558%","' A.  Brummelkamp jr.'"
"64","Rotterdam(10/04/1894)","AR(VT)","543","2.1834%","' A.  Brummelkamp jr.'"
"65","Utrecht(10/04/1894)","AR(VT)","1029","28.3706%","' A.  Brummelkamp jr.'"
"66","Utrecht(15/05/1894)","AR(VT)","556","22.2133%","' A.  Brummelkamp jr.'"
"67","Zwolle(15/06/1897)","AR","545","11.6007%","' A.  Brummelkamp jr.'"
"68","Loosduinen(15/06/1897)","AR","1603","27.0229%","' A.  Brummelkamp jr.'"
"69","Utrecht II(15/06/1897)","AR","396","11.5891%","' A.  Brummelkamp jr.'"
"70","Groningen(15/06/1897)","AR(Ka)","1005","23.2908%","' A.  Brummelkamp jr.'"
"71","Loosduinen(25/06/1897)","AR","3017","55.5822%","' A.  Brummelkamp jr.'"
"72","Loosduinen(14/06/1901)","AR","1817","33.8866%","' A.  Brummelkamp jr.'"
"73","Loosduinen(27/06/1901)","AR(VA)","2642","51.4709%","' A.  Brummelkamp jr.'"
"74","Amsterdam(06/03/1888)","Rad","488","0.3481%","' J.A.  Nieuwenhuis'"
"75","Dokkum(06/03/1888)","Rad","64","2.2695%","' J.A.  Nieuwenhuis'"
"76","Groningen(06/03/1888)","Rad","935","9.2924%","' J.A.  Nieuwenhuis'"
"77","Groningen(09/06/1891)","Rad","904","11.719%","'dr. A.L.  Poelman'"
"78","Veendam(09/07/1891)","","983","53.337%","'dr. A.L.  Poelman'"
"79","Amsterdam(09/06/1891)","AKS","504","0.4226%","' F. van der Goes'"
"80","Groningen(09/06/1891)","V","92","1.1926%","' F. van der Goes'"
"81","Amsterdam III(15/06/1897)","SDAP","270","9.6636%","' F. van der Goes'"
"82","Rotterdam V(15/06/1897)","SDAP","61","2.2993%","' F. van der Goes'"
"83","Groningen(15/06/1897)","SDAP","215","4.9826%","' F. van der Goes'"
"84","Zutphen(16/06/1905)","SDAP","623","8.3289%","' F. van der Goes'"
"85","Rotterdam III(16/06/1905)","SDAP","204","5.2987%","' F. van der Goes'"
"86","Deventer(16/06/1905)","SDAP","222","3.4606%","' F. van der Goes'"
"87","Leiden(16/06/1905)","SDAP","194","3.6187%","' F. van der Goes'"
"88","Amersfoort(16/06/1905)","SDAP","330","3.8751%","' F. van der Goes'"
"89","Groningen(10/04/1894)","AR(VT)","508","7.6425%","' J.  Haspers'"
"90","Appingedam(06/03/1888)","Prot","137","4.4208%","' A.M.  Prins'"
"91","Groningen(06/03/1888)","Prot","103","1.0237%","' A.M.  Prins'"
"92","Zuidhorn(06/03/1888)","Rad","341","12.2004%","'dr. J.H.  Smit'"
"93","Zuidhorn(06/03/1888)","Lib","129","4.6154%","' E.  Warmolts'"
"94","Zuidhorn(12/02/1891)","","1252","52.738%","' G.  Zijlma'"
"95","Zuidhorn(09/06/1891)","Lib","1265","55.8499%","' G.  Zijlma'"
"96","Zuidhorn(10/04/1894)","Lib(VT)","1015","96.9436%","' G.  Zijlma'"
"97","Zuidhorn(15/06/1897)","Lib","1373","30.0372%","' G.  Zijlma'"
"98","Zuidhorn(25/06/1897)","Lib(CHK)","3022","56.6342%","' G.  Zijlma'"
"99","Zuidhorn(14/06/1901)","Lib(VL)","1880","39.4958%","' G.  Zijlma'"
"100","Zuidhorn(27/06/1901)","Lib(VL/VD/SDAP)","2811","53.9125%","' G.  Zijlma'"
"101","Zuidhorn(16/06/1905)","Lib","2726","38.6831%","' G.  Zijlma'"
"102","Zuidhorn(28/06/1905)","Lib(VL)","3950","54.3105%","' G.  Zijlma'"
"103","Meppel(06/03/1888)","AR","873","40.0275%","' M.  Noordtzij'"
"104","Amsterdam(09/06/1891)","AR(Ka)","2240","1.8782%","' M.  Noordtzij'"
"105","Zuidhorn(09/06/1891)","AR","882","38.9404%","' M.  Noordtzij'"
"106","Kampen(09/06/1891)","AR","1475","62.4471%","' M.  Noordtzij'"
"107","Kampen(16/06/1905)","AR(Ka)","2358","39.1825%","' M.  Noordtzij'"
"108","Kampen(28/06/1905)","AR(Ka/CHP/FCH)","3127","49.3451%","' M.  Noordtzij'"
"109","Winschoten(06/03/1888)","AR","512","20.3417%","' P.  Dijkhuis'"
"110","Winschoten(27/07/1897)","AR","436","11.2516%","' P.  Dijkhuis'"
"111","Winschoten(09/06/1891)","Rad","725","32.4821%","' B.L.  Tijdens'"
"112","Winschoten(23/06/1891)","","1514","59.8656%","' B.L.  Tijdens'"
"113","Winschoten(10/04/1894)","Lib(VT)","995","89.6396%","' B.L.  Tijdens'"
"114","Winschoten(15/06/1897)","Rad","1032","24.1065%","' B.L.  Tijdens'"
"115","Winschoten(27/07/1897)","Rad","1208","31.1742%","' B.L.  Tijdens'"
"116","Winschoten(03/08/1897)","Rad","2233","50.7269%","' B.L.  Tijdens'"
"117","Winschoten(14/06/1901)","Lib","335","8.6273%","' B.L.  Tijdens'"
"118","Amsterdam(06/03/1888)","Soc","547","0.3902%","' W.P.G.  Helsdingen'"
"119","Hoorn(06/03/1888)","Soc","110","3.5245%","' W.P.G.  Helsdingen'"
"120","Assen(09/06/1891)","V","77","6.7544%","' W.P.G.  Helsdingen'"
"121","Hoorn(09/06/1891)","V","245","11.6334%","' W.P.G.  Helsdingen'"
"122","Veendam(09/06/1891)","V","240","14.9533%","' W.P.G.  Helsdingen'"
"123","Breda(09/06/1891)","V","37","2.3183%","' W.P.G.  Helsdingen'"
"124","Middelburg(09/06/1891)","","56","1.4418%","' W.P.G.  Helsdingen'"
"125","Veendam(15/06/1897)","SDAP","465","10.3911%","' W.P.G.  Helsdingen'"
"126","Amsterdam II(15/06/1897)","SDAP","86","5.8543%","' W.P.G.  Helsdingen'"
"127","Almelo(15/06/1897)","SDAP","435","6.5999%","' W.P.G.  Helsdingen'"
"128","Zuidhorn(15/06/1897)","SDAP","208","4.5504%","' W.P.G.  Helsdingen'"
"129","Rotterdam IV(15/06/1897)","SDAP","98","3.0406%","' W.P.G.  Helsdingen'"
"130","Rotterdam IV(18/01/1898)","","284","10.2453%","' W.P.G.  Helsdingen'"
"131","Schiedam(14/06/1901)","SDAP","518","11.6877%","' W.P.G.  Helsdingen'"
"132","Lochem(14/06/1901)","SDAP","792","13.2663%","' W.P.G.  Helsdingen'"
"133","Rotterdam IV(14/06/1901)","SDAP","210","6.654%","' W.P.G.  Helsdingen'"
"134","Doetinchem(14/06/1901)","SDAP","312","4.0227%","' W.P.G.  Helsdingen'"
"135","Groningen(14/06/1901)","SDAP","704","13.5802%","' W.P.G.  Helsdingen'"
"136","Rotterdam III(14/06/1901)","SDAP","166","6.5124%","' W.P.G.  Helsdingen'"
"137","Lochem(13/08/1901)","SDAP","1650","46.5707%","' W.P.G.  Helsdingen'"
"138","Lochem(20/08/1901)","SDAP","2518","50.2294%","' W.P.G.  Helsdingen'"
"139","Lochem(16/06/1905)","SDAP","2198","27.0856%","' W.P.G.  Helsdingen'"
"140","Arnhem(16/06/1905)","SDAP","612","10.217%","' W.P.G.  Helsdingen'"
"141","Zutphen(01/08/1905)","SDAP","925","13.613%","' W.P.G.  Helsdingen'"
"142","Arnhem(07/09/1905)","SDAP","960","19.1349%","' W.P.G.  Helsdingen'"
"143","Veendam(09/06/1891)",NA,"77","4.7975%","' J.  Cremer'"
"144","Amsterdam(09/06/1891)","Am","2267","1.9008%","'mr. M.W.F.  Treub'"
"145","Schoterland(09/06/1891)","Lib","607","27.1224%","'mr. M.W.F.  Treub'"
"146","Schoterland(23/06/1891)","Lib","1114","54.7959%","'mr. M.W.F.  Treub'"
"147","Veendam(09/07/1891)","","59","3.2013%","'mr. M.W.F.  Treub'"
"148","Hoorn(10/09/1891)","Rad","860","35.0591%","'mr. M.W.F.  Treub'"
"149","Hoorn(24/09/1891)","Rad(Ka)","1516","45.5666%","'mr. M.W.F.  Treub'"
"150","Harlingen(04/04/1893)","","323","12.471%","'mr. M.W.F.  Treub'"
"151","Veendam(07/11/1893)","","515","39.1635%","'mr. M.W.F.  Treub'"
"152","Veendam(21/11/1893)","","965","49.9482%","'mr. M.W.F.  Treub'"
"153","Amsterdam(10/04/1894)","Rad(VT)
               Rad(VT)","4139","5.0466%","'mr. M.W.F.  Treub'"
"154","Alkmaar(10/04/1894)","Rad(VT)
               Rad(VT)","1205","38.4493%","'mr. M.W.F.  Treub'"
"155","Assen(10/04/1894)","Rad(VT)","486","35.2429%","'mr. M.W.F.  Treub'"
"156","Amsterdam(24/04/1894)","","5205","12.5434%","'mr. M.W.F.  Treub'"
"157","Alkmaar(24/04/1894)","","1537","40.1096%","'mr. M.W.F.  Treub'"
"158","Assen(04/10/1904)","","1654","46.8954%","'mr. M.W.F.  Treub'"
"159","Assen(11/10/1904)","","2521","58.3295%","'mr. M.W.F.  Treub'"
"160","Utrecht II(16/06/1905)","VD","507","9.67%","'mr. M.W.F.  Treub'"
"161","Assen(16/06/1905)","VD","2869","68.2445%","'mr. M.W.F.  Treub'"
"162","Leiden(16/06/1905)","VD","151","2.8166%","'mr. M.W.F.  Treub'"
"163","Leeuwarden(16/06/1905)","VD","343","5.4618%","'mr. M.W.F.  Treub'"
"164","Assen(11/06/1909)","VD","1892","43.1865%","'mr. M.W.F.  Treub'"
"165","Assen(23/06/1909)","VD(Lib/SDAP/Ka)","3343","69.4145%","'mr. M.W.F.  Treub'"
"166","Veendam(07/11/1893)","","378","28.7452%","'mr. E.A.  Smidt'"
"167","Veendam(21/11/1893)","","967","50.0518%","'mr. E.A.  Smidt'"
"168","Veendam(10/04/1894)","Lib(VT)","876","93.4899%","'mr. E.A.  Smidt'"
"169","Veendam(15/06/1897)","Lib","2325","51.9553%","'mr. E.A.  Smidt'"
"170","Veendam(17/03/1899)","","1426","47.2812%","'mr. E.A.  Smidt'"
"171","Amsterdam III(14/06/1901)","VD","482","11.3599%","'mr. E.A.  Smidt'"
"172","Utrecht II(14/06/1901)","VD","151","4.3081%","'mr. E.A.  Smidt'"
"173","Utrecht I(14/06/1901)","VD","672","13.4588%","'mr. E.A.  Smidt'"
"174","Veendam(30/07/1901)","VD","1357","33.3579%","'mr. E.A.  Smidt'"
"175","Veendam(07/08/1901)","VD(AR)","2687","53.9667%","'mr. E.A.  Smidt'"
"176","Veendam(16/06/1905)","VD","2340","38.43%","'mr. E.A.  Smidt'"
"177","Veendam(28/06/1905)","VD(VL/Lib)","4220","66.1028%","'mr. E.A.  Smidt'"
"178","Veendam(11/06/1909)","VD","2037","32.9452%","'mr. E.A.  Smidt'"
"179","Veendam(23/06/1909)","VD(VL/Lib/SDAP)","3826","63.2606%","'mr. E.A.  Smidt'"
"180","Franeker(09/06/1891)","AR","1011","32.878%","' P. van Vliet'"
"181","Leeuwarden(09/06/1891)","AR","455","18.5639%","' P. van Vliet'"
"182","Franeker(23/06/1891)","AR","1527","45.9525%","' P. van Vliet'"
"183","Schoterland(09/07/1891)","AR","771","43.1208%","' P. van Vliet'"
"184","Schoterland(21/07/1891)","AR","1062","48.9852%","' P. van Vliet'"
"185","Hoorn(10/09/1891)","AR","91","3.7097%","' P. van Vliet'"
"186","Leeuwarden(24/01/1893)","","332","15.3137%","' P. van Vliet'"
"187","Veendam(07/11/1893)","","135","10.2662%","' P. van Vliet'"
"188","Dokkum(10/04/1894)","AR(VT)","1008","41.6185%","' P. van Vliet'"
"189","Dokkum(24/04/1894)","AR(VT)","1157","46.5406%","' P. van Vliet'"
"190","Weststellingwerf(15/06/1897)","AR(Ka)","948","31.0718%","' P. van Vliet'"
"191","Assen(15/06/1897)","AR","581","15.2373%","' P. van Vliet'"
"192","Rheden(15/06/1897)","AR","1152","23.3482%","' P. van Vliet'"
"193","Almelo(15/06/1897)","AR","1295","19.648%","' P. van Vliet'"
"194","Weststellingwerf(25/06/1897)","AR(Ka)","1404","39.2398%","' P. van Vliet'"
"195","Enschede(17/08/1897)","AR","256","3.2262%","' P. van Vliet'"
"196","Assen(14/06/1901)","AR(Ka/VA)","481","24.6793%","' P. van Vliet'"
"197","Doetinchem(14/06/1901)","AR(Ka)","4354","56.1372%","' P. van Vliet'"
"198","Doetinchem(16/06/1905)","AR(Ka/CHP)","5858","56.7196%","' P. van Vliet'"
"199","Doetinchem(11/06/1909)","AR(Ka/CHU)","6181","61.1254%","' P. van Vliet'"
"200","Doetinchem(17/06/1913)","AR(Ka/CHU)","6078","50.6078%","' P. van Vliet'"
"201","Doetinchem(15/06/1917)","AR","None","None%","' P. van Vliet'"
"202","Assen(10/04/1894)","Lib(VT)","711","51.5591%","'mr. J.J.  Willinge'"
"203","Assen(15/06/1897)","Lib","2200","57.6974%","'mr. J.J.  Willinge'"
"204","Assen(14/06/1901)","Lib(VL)","1468","75.3207%","'mr. J.J.  Willinge'"
"205",NA,NA,NA,NA,NA
"206","Assen(10/04/1894)","Lib(TT)","159","11.5301%","' J.  Doornbos'"
"207","Emmen(06/03/1888)","AR","502","35.9857%","'jhr.mr. H.M.J. van Asch van Wijck'"
"208","Utrecht(09/06/1891)","AR(Ka)","1574","44.1639%","'jhr.mr. H.M.J. van Asch van Wijck'"
"209","Wijk bij Duurstede(15/06/1897)","AR(Ka)","3517","59.1391%","'jhr.mr. H.M.J. van Asch van Wijck'"
"210","Wijk bij Duurstede(14/06/1901)","AR(Ka)","3091","69.0881%","'jhr.mr. H.M.J. van Asch van Wijck'"
"211","Emmen(10/09/1891)","Lib","599","58.439%","'dr. P.H.  Roessingh'"
"212","Emmen(10/04/1894)","Lib(VT)","492","97.0414%","'dr. P.H.  Roessingh'"
"213","Emmen(15/06/1897)","Lib","2769","79.341%","'dr. P.H.  Roessingh'"
"214","Emmen(14/06/1901)","Lib(VL)","1854","82.8048%","'dr. P.H.  Roessingh'"
"215","Emmen(16/06/1905)","Lib","4140","67.7245%","'dr. P.H.  Roessingh'"
"216","Emmen(11/06/1909)","Lib(VL)","4116","63.3426%","'dr. P.H.  Roessingh'"
"217","Emmen(10/09/1891)","AR","177","17.2683%","' J.P.  Havelaar'"
"218","Gouda(24/11/1891)","","1320","53.7241%","' J.P.  Havelaar'"
"219","Emmen(10/09/1891)",NA,"136","13.2683%","' J.E.  Scholten'"
"220","Emmen(10/09/1891)","Lib","107","10.439%","' W.  Tijmes'"
"221","Leeuwarden(06/03/1888)","AR(Ka)","702","27.6269%","' W.C. van Munster'"
"222","Leeuwarden(15/06/1897)","AR","580","14.6835%","' W.C. van Munster'"
"223","Leeuwarden(27/07/1897)","AR(Ka)","856","23.3306%","' W.C. van Munster'"
"224","Leeuwarden(09/06/1891)","V","620","25.2958%","' D. de Clercq'"
"225","Den Helder(09/06/1891)","V","62","4.3754%","' D. de Clercq'"
"226","Beverwijk(22/02/1901)","","264","4.5596%","' D. de Clercq'"
"227","Amsterdam(06/03/1888)","Rad","2476","1.7664%","' C.V.  Gerritsen'"
"228","Alkmaar(09/06/1891)","V","453","13.304%","' C.V.  Gerritsen'"
"229","Amsterdam(09/06/1891)","Am(AKS)","2416","2.0258%","' C.V.  Gerritsen'"
"230","Leeuwarden(24/01/1893)","","689","31.7804%","' C.V.  Gerritsen'"
"231","Leeuwarden(07/02/1893)","","1332","51.0149%","' C.V.  Gerritsen'"
"232","Leeuwarden(10/04/1894)","Rad(VT)","1136","66.9811%","' C.V.  Gerritsen'"
"233","Wijk bij Duurstede(15/06/1897)","Rad","145","2.4382%","' C.V.  Gerritsen'"
"234","Leeuwarden(15/06/1897)","Rad","1213","30.7089%","' C.V.  Gerritsen'"
"235","Amsterdam III(15/06/1897)","Rad","626","22.4052%","' C.V.  Gerritsen'"
"236","Leeuwarden(25/06/1897)","Rad(Lib)","1803","49.0612%","' C.V.  Gerritsen'"
"237","Winschoten(27/07/1897)","Rad","1050","27.0968%","' C.V.  Gerritsen'"
"238","Amsterdam VI(17/08/1897)","Rad","679","28.7225%","' C.V.  Gerritsen'"
"239","Enkhuizen(19/10/1897)","","1386","20.3554%","' C.V.  Gerritsen'"
"240","Amsterdam IX(11/09/1902)","","1016","18.4325%","' C.V.  Gerritsen'"
"241","Schoterland(16/06/1905)","VD","1330","27.9588%","' C.V.  Gerritsen'"
"242","Den Helder(16/06/1905)","VD","3111","51.0335%","' C.V.  Gerritsen'"
"243","Leeuwarden(24/01/1893)",NA,"896","41.3284%","' J.  Troelstra'"
"244","Leeuwarden(07/02/1893)",NA,"1279","48.9851%","' J.  Troelstra'"
"245","Wolvega(09/06/1891)","V","535","25.5858%","' G.L. van der Zwaag'"
"246","Leeuwarden(24/01/1893)","","231","10.655%","' G.L. van der Zwaag'"
"247","Wolvega(10/04/1894)","Rad(VT)","206","21.7759%","' G.L. van der Zwaag'"
"248","Schoterland(10/04/1894)","Rad(VT)","76","8.1458%","' G.L. van der Zwaag'"
"249","Weststellingwerf(15/06/1897)","SDAP","694","22.7466%","' G.L. van der Zwaag'"
"250","Schoterland(15/06/1897)","SDAP","1344","39.1494%","' G.L. van der Zwaag'"
"251","Schoterland(25/06/1897)","SDAP","1941","54.0367%","' G.L. van der Zwaag'"
"252","Weststellingwerf(14/06/1901)","SDAP","1222","37.3016%","' G.L. van der Zwaag'"
"253","Schoterland(14/06/1901)","SDAP","1704","46.6849%","' G.L. van der Zwaag'"
"254","Schoterland(27/06/1901)","SDAP(VD)","2168","59.9392%","' G.L. van der Zwaag'"
"255","Weststellingwerf(27/06/1901)","SDAP(VD)","1984","56.2199%","' G.L. van der Zwaag'"
"256","Schoterland(16/06/1905)","SDAP","2085","43.8301%","' G.L. van der Zwaag'"
"257","Schoterland(28/06/1905)","SDAP(Lib/VD)","3172","63.8872%","' G.L. van der Zwaag'"
"258","Bergum(06/03/1888)","Rad","95","3.4811%","' O.  Stellingwerf'"
"259","Harlingen(09/06/1891)","V","204","7.0662%","' O.  Stellingwerf'"
"260","Harlingen(04/04/1893)","","883","34.0927%","' A.  Bouman'"
"261","Harlingen(18/04/1893)","","1310","48.9537%","' A.  Bouman'"
"262","Harlingen(10/04/1894)","Lib(VT)","925","37.3888%","' A.  Bouman'"
"263","Harlingen(24/04/1894)","Lib(VT)","1335","54.0049%","' A.  Bouman'"
"264","Harlingen(15/06/1897)","Lib","1019","23.4847%","' A.  Bouman'"
"265","Harlingen(25/06/1897)","Lib(CHK)","2472","52.3396%","' A.  Bouman'"
"266","Harlingen(14/06/1901)","Lib(VL)","2332","43.9337%","' A.  Bouman'"
"267","Franeker(06/03/1888)","AR(Ka)","1342","43.4304%","' L.W. de Vries'"
"268","Schoterland(06/03/1888)","AR(Ka)","587","24.1068%","' L.W. de Vries'"
"269","Franeker(20/03/1888)","AR(Ka)","1511","44.3238%","' L.W. de Vries'"
"270","Bergum(18/09/1888)","","1340","51.6179%","' L.W. de Vries'"
"271","Bergum(09/06/1891)","AR","1294","49.1082%","' L.W. de Vries'"
"272","Bergum(23/06/1891)","AR","1363","47.3593%","' L.W. de Vries'"
"273","Harlingen(04/04/1893)","","86","3.3205%","' L.W. de Vries'"
"274","Tietjerksteradeel(15/06/1897)","CHK(VA)","392","9.2235%","' L.W. de Vries'"
"275","Franeker(15/06/1897)","VA","532","14.4526%","' L.W. de Vries'"
"276","Sneek(09/06/1891)","Lib","892","32.6023%","' H.  Pyttersen'"
"277","Schoterland(09/07/1891)","","800","44.7427%","' H.  Pyttersen'"
"278","Schoterland(21/07/1891)","","1106","51.0148%","' H.  Pyttersen'"
"279","Schoterland(10/04/1894)","Lib(VT)","834","89.3891%","' H.  Pyttersen'"
"280","Schoterland(15/06/1897)","Lib","994","28.9543%","' H.  Pyttersen'"
"281","Schoterland(25/06/1897)","Lib","1651","45.9633%","' H.  Pyttersen'"
"282","Leeuwarden(27/07/1897)","Lib","1399","38.1303%","' H.  Pyttersen'"
"283","Leeuwarden(03/08/1897)","Lib(CHK)","1941","53.7822%","' H.  Pyttersen'"
"284","Leeuwarden(14/06/1901)","Lib(VL)","1439","30.4679%","' H.  Pyttersen'"
"285","Leeuwarden(27/06/1901)","Lib(VL/Ka/VA)","2148","47.5326%","' H.  Pyttersen'"
"286","Elst(01/03/1904)","","1089","24.7669%","' H.  Pyttersen'"
"287","Amsterdam(09/06/1891)","AKS","578","0.4846%","' A.H.  Gerhard'"
"288","Zwolle(09/06/1891)","AKS","116","4.2274%","' A.H.  Gerhard'"
"289","Arnhem(09/06/1891)","AKS","170","8.2484%","' A.H.  Gerhard'"
"290","Sneek(09/06/1891)","V","192","7.0175%","' A.H.  Gerhard'"
"291","Haarlem(09/06/1891)","AKS","80","4.0942%","' A.H.  Gerhard'"
"292","Enschede(09/06/1891)","Soc","54","2.5%","' A.H.  Gerhard'"
"293","Enkhuizen(14/06/1901)","SDAP","244","3.322%","' A.H.  Gerhard'"
"294","Amsterdam IX(14/06/1901)","SDAP","877","19.5019%","' A.H.  Gerhard'"
"295","Amsterdam V(16/06/1905)","SDAP","1476","18.5334%","' A.H.  Gerhard'"
"296","Den Haag II(16/06/1905)","SDAP","537","7.1457%","' A.H.  Gerhard'"
"297","Den Helder(16/06/1905)","SDAP","218","3.5761%","' A.H.  Gerhard'"
"298","Nijmegen(16/06/1905)","SDAP","763","20.5994%","' A.H.  Gerhard'"
"299","Amsterdam VI(11/06/1909)","SDAP","402","9.4677%","' A.H.  Gerhard'"
"300","Alkmaar(17/06/1913)","SDAP","1603","14.9408%","' A.H.  Gerhard'"
"301","Amsterdam V(17/06/1913)","SDAP","3995","31.2207%","' A.H.  Gerhard'"
"302","Deventer(17/06/1913)","SDAP","935","13.8642%","' A.H.  Gerhard'"
"303","Amsterdam I(17/06/1913)","SDAP","768","19.7024%","' A.H.  Gerhard'"
"304","Amsterdam V(25/06/1913)","SDAP","4753","44.9882%","' A.H.  Gerhard'"
"305","Amsterdam II(22/07/1913)","SDAP","1532","45.9784%","' A.H.  Gerhard'"
"306","Amsterdam II(29/07/1913)","SDAP","1675","60.9756%","' A.H.  Gerhard'"
