"","District","Aanbevolen.door","Aantal.stemmen","Percentage","V5"
"141","Haarlem(29/07/1884)",NA,"639","38.4245%","'mr. J.  Kappeyne van de Coppello'"
"142","Haarlem(22/01/1868)","","159","9.7426%","'jhr.mr. J.L.C. van den Berch van Heemstede'"
"143","Haarlemmermeer(08/06/1869)","","148","16.408%","'jhr.mr. J.L.C. van den Berch van Heemstede'"
"144","Rotterdam(13/06/1871)","(DZH)*","697","40.359%","'jhr.mr. J.L.C. van den Berch van Heemstede'"
"145","Haarlemmermeer(13/06/1871)","","233","26.2092%","'jhr.mr. J.L.C. van den Berch van Heemstede'"
"146","Haarlem(06/07/1871)","","42","2.9268%","'jhr.mr. J.L.C. van den Berch van Heemstede'"
"147","Rotterdam(01/08/1872)","","383","31.1635%","'jhr.mr. J.L.C. van den Berch van Heemstede'"
"148","Leiden(18/03/1873)","","462","26.4756%","'jhr.mr. J.L.C. van den Berch van Heemstede'"
"149","Leiden(01/04/1873)","","977","57.9135%","'jhr.mr. J.L.C. van den Berch van Heemstede'"
"150","Leiden(10/06/1873)","AR","730","44.4851%","'jhr.mr. J.L.C. van den Berch van Heemstede'"
"151","Leiden(24/06/1873)","AR(DZH)","978","67.4483%","'jhr.mr. J.L.C. van den Berch van Heemstede'"
"152","Leiden(12/06/1877)","AR(DT)","1125","54.6913%","'jhr.mr. J.L.C. van den Berch van Heemstede'"
"153","Haarlem(10/06/1873)","","69","5.2312%","' A.  Brummelkamp sr.'"
"154","Hoorn(08/06/1875)","","318","16.5195%","' A.  Brummelkamp sr.'"
"155","Assen(08/06/1875)","","255","22.829%","' A.  Brummelkamp sr.'"
"156","Alkmaar(12/06/1877)","","69","4.007%","' A.  Brummelkamp sr.'"
"157","Sneek(12/06/1877)","AR","929","15.9485%","' A.  Brummelkamp sr.'"
"158","Appingedam(12/06/1877)","","272","21.6388%","' A.  Brummelkamp sr.'"
"159","Alkmaar(12/06/1877)","AR","76","3.5985%","' A.  Brummelkamp sr.'"
"160","Assen(12/06/1877)","","32","3.9072%","' A.  Brummelkamp sr.'"
"161","Haarlem(12/06/1877)","AR","60","4.8622%","' A.  Brummelkamp sr.'"
"162","Dokkum(12/06/1877)","AR","704","39.4177%","' A.  Brummelkamp sr.'"
"163","Rotterdam(08/06/1869)","","53","1.718%","'mr. M.J. van Lennep'"
"164","Haarlem(08/06/1875)","DZH(AR/DT)","399","29.3814%","'mr. M.J. van Lennep'"
"165","Haarlem(27/11/1877)","","160","14.0721%","'mr. M.J. van Lennep'"
"166","Amsterdam(26/02/1878)","","452","23.0025%","'mr. M.J. van Lennep'"
"167","Amsterdam(14/06/1881)","","120","1.39%","'mr. M.J. van Lennep'"
"168","Amsterdam(06/03/1888)","GV","581","0.4145%","'mr. M.J. van Lennep'"
"169","Haarlem(08/06/1875)","","96","7.0692%","'dr. C.G. von Reeken'"
"170","Haarlem(10/06/1879)","(AH)*","395","32.2449%","'dr. C.G. von Reeken'"
"171","Haarlem(12/06/1877)","","224","18.1524%","'mr. C.A.H.  Barge'"
"172","Eindhoven(25/09/1877)","","722","59.0352%","'mr. C.A.H.  Barge'"
"173","Eindhoven(10/06/1879)","(DT)*","867","53.3867%","'mr. C.A.H.  Barge'"
"174","Gouda(10/06/1879)","(DT)*","445","19.39%","'mr. C.A.H.  Barge'"
"175","Rotterdam III(14/06/1901)","Ka(AR)","826","32.4049%","'mr. C.A.H.  Barge'"
"176","Haarlem(27/11/1877)","","785","69.0413%","' W. de Meyier'"
"177","Haarlem(10/06/1879)","(AH)*","723","59.0204%","' W. de Meyier'"
"178","Haarlem(12/06/1883)","(AH)*","749","55.5226%","' W. de Meyier'"
"179","Haarlem(28/10/1884)","","863","21.4783%","' W. de Meyier'"
"180","Haarlem(11/11/1884)","AH(AR/DT)","899","52.9135%","' W. de Meyier'"
"181","Haarlem(15/06/1886)","(AH)*","1334","29.4937%","' W. de Meyier'"
"182","Haarlem(01/09/1887)","","758","45.8283%","' W. de Meyier'"
"183","Zaandam(06/03/1888)","Lib","1462","59.5277%","' W. de Meyier'"
"184","Zaandam(09/06/1891)","Lib","1180","48.4799%","' W. de Meyier'"
"185","Zaandam(23/06/1891)","Lib","1704","60.4684%","' W. de Meyier'"
"186","Zaandam(10/04/1894)","Lib(TT)","1105","41.7139%","' W. de Meyier'"
"187","Haarlem(15/07/1884)",NA,"36","1.8653%","' L.  Lindeboom'"
"188","Zaandam(09/06/1891)",NA,"55","2.2597%","' L.  Lindeboom'"
"189","Haarlem(28/10/1884)","","550","13.6884%","'jhr.mr. A.J.  Rethaan Macaré'"
"190","Haarlem(11/11/1884)","","798","46.9688%","'jhr.mr. A.J.  Rethaan Macaré'"
"191","Haarlem(06/10/1896)","","959","66.551%","'jhr.mr. A.J.  Rethaan Macaré'"
"192","Haarlem(15/06/1897)","Lib","2295","58.8009%","'jhr.mr. A.J.  Rethaan Macaré'"
"193","Haarlem(28/10/1884)","(DT)*","428","10.6521%","' M.W. van der Aa'"
"194","Haarlem(15/06/1886)","(DT)*","689","15.2333%","' M.W. van der Aa'"
"195","Delft(28/10/1884)","(AH)*","984","21.5459%","'mr. A.J.W.  Farncombe Sanders'"
"196","Delft(11/11/1884)","","1036","17.4264%","'mr. A.J.W.  Farncombe Sanders'"
"197","Haarlem(15/06/1886)","(AH)*","1344","29.7148%","'mr. A.J.W.  Farncombe Sanders'"
"198","Haarlem(01/09/1887)","","721","43.5913%","'mr. A.J.W.  Farncombe Sanders'"
"199","Haarlem(06/03/1888)","Lib","1289","61.2934%","'mr. A.J.W.  Farncombe Sanders'"
"200","Haarlem(09/06/1891)","Lib(Ka)","1041","53.2753%","'mr. A.J.W.  Farncombe Sanders'"
"201","Haarlem(10/04/1894)","Lib(VT)","652","44.9655%","'mr. A.J.W.  Farncombe Sanders'"
"202","Haarlem(16/05/1894)","Lib(VT)","1221","58.505%","'mr. A.J.W.  Farncombe Sanders'"
"203","Edam(30/11/1848)",NA,"74","10.3787%","'jhr.mr. C.  Backer'"
"204","Amsterdam V(30/11/1848)",NA,"10","2.3641%","'jhr.mr. C.  Backer'"
"205","Amsterdam II(30/11/1848)",NA,"269","73.9011%","'jhr.mr. C.  Backer'"
"206","Amsterdam(27/08/1850)",NA,"2254","19.6359%","'jhr.mr. C.  Backer'"
"207","Amsterdam II(30/11/1848)","","52","14.2857%","'mr. M.H.  Godefroi'"
"208","Amsterdam I(30/11/1848)","","204","57.9545%","'mr. M.H.  Godefroi'"
"209","Amsterdam(27/08/1850)","","1926","16.7785%","'mr. M.H.  Godefroi'"
"210","Amsterdam(08/06/1852)","","1304","30.4744%","'mr. M.H.  Godefroi'"
"211","Amsterdam(17/05/1853)","","2143","18.1934%","'mr. M.H.  Godefroi'"
"212","Amsterdam(10/06/1856)","","970","33.5408%","'mr. M.H.  Godefroi'"
"213","Amsterdam(10/06/1862)","","1198","28.3752%","'mr. M.H.  Godefroi'"
"214","Amsterdam(12/06/1866)","","1491","30.3419%","'mr. M.H.  Godefroi'"
"215","Amsterdam(30/10/1866)","","1881","9.4661%","'mr. M.H.  Godefroi'"
"216","Amsterdam(22/01/1868)","","1490","8.5426%","'mr. M.H.  Godefroi'"
"217","Amsterdam(05/12/1871)","","1020","56.7297%","'mr. M.H.  Godefroi'"
"218","Amsterdam(08/06/1875)","AH(DZH)","1880","25.8918%","'mr. M.H.  Godefroi'"
"219","Amsterdam(10/06/1879)","(AH)*","1092","20.8278%","'mr. M.H.  Godefroi'"
"220","Amsterdam(27/08/1850)",NA,"1671","14.557%","' H.  Stolte'"
"221","Amsterdam(08/06/1852)",NA,"702","16.4057%","' H.  Stolte'"
"222","Amsterdam(22/06/1852)",NA,"645","53.9749%","' H.  Stolte'"
"223","Amsterdam(17/05/1853)",NA,"1174","9.9669%","' H.  Stolte'"
"224","Amsterdam(31/05/1853)",NA,"1403","22.1433%","' H.  Stolte'"
"225","Amsterdam(10/06/1856)",NA,"819","28.3195%","' H.  Stolte'"
"226","Amsterdam(27/08/1850)",NA,"478","4.1641%","'dr. E.C.  Büchner'"
"227","Gouda(27/08/1850)",NA,"185","4.8089%","'dr. E.C.  Büchner'"
"228","Gouda(13/09/1850)",NA,"148","8.2774%","'dr. E.C.  Büchner'"
"229","Amsterdam(13/06/1854)",NA,"259","5.4446%","'dr. E.C.  Büchner'"
"230","Amsterdam(27/08/1850)",NA,"276","2.4044%","'mr. J.W. van Romunde'"
"231","Amsterdam(31/10/1850)",NA,"760","58.1484%","'mr. H.  Provo Kluit'"
"232","Amsterdam(31/10/1850)",NA,"152","11.6297%","'mr. L.A.  Ligtenvelt'"
"233","Tilburg(19/12/1850)",NA,"154","12.5305%","'mr. L.A.  Ligtenvelt'"
"234","Tilburg(02/01/1851)",NA,"278","24.7551%","'mr. L.A.  Ligtenvelt'"
"235","Amsterdam(17/05/1853)",NA,"1427","12.1148%","' S.R. van Franck'"
"236","Amsterdam(13/06/1854)",NA,"974","20.4751%","' S.R. van Franck'"
"237","Amsterdam(08/06/1858)",NA,"706","19.4063%","' S.R. van Franck'"
"238","Amsterdam(10/06/1862)",NA,"320","7.5793%","' S.R. van Franck'"
"239","Amsterdam(17/05/1853)",NA,"1033","8.7698%","'dr. J.  Bosscha'"
"240","Amsterdam(31/05/1853)",NA,"1259","19.8706%","'dr. J.  Bosscha'"
"241","Amsterdam(13/06/1854)",NA,"874","18.3729%","'dr. J.  Bosscha'"
"242","Amsterdam(17/05/1853)",NA,"662","5.6202%","'jhr. J.P.  Cornets de Groot van Kraayenburg'"
"243","Den Haag(23/05/1854)",NA,"29","3.0688%","'jhr. J.P.  Cornets de Groot van Kraayenburg'"
"244","Amsterdam(13/06/1854)",NA,"600","12.613%","'jhr. J.P.  Cornets de Groot van Kraayenburg'"
"245","Amsterdam(27/06/1854)",NA,"599","35.5279%","'jhr. J.P.  Cornets de Groot van Kraayenburg'"
"246","Amsterdam(17/05/1853)",NA,"53","0.45%","' A. van Geuns'"
"247","Amsterdam(17/05/1853)",NA,"49","0.416%","' W.C. van Vollenhoven'"
"248","Amsterdam(13/06/1854)",NA,"370","7.778%","' S.  Cool'"
"249","Amsterdam(10/06/1856)",NA,"460","15.9059%","' S.  Cool'"
"250","Amsterdam(12/06/1860)",NA,"688","50.6627%","' S.  Cool'"
"251","Amsterdam(14/06/1864)",NA,"1118","21.3359%","' S.  Cool'"
"252","Amsterdam(10/06/1856)",NA,"341","11.7911%","' R.D.  Wolterbeek'"
"253","Leiden(15/07/1856)","","757","42.552%","'jhr.mr. G.C.J. van Reenen'"
"254","Leiden(29/07/1856)","","988","94.7267%","'jhr.mr. G.C.J. van Reenen'"
"255","Leiden(29/07/1856)","","1076","49.9304%","'jhr.mr. G.C.J. van Reenen'"
"256","Amsterdam(27/04/1858)","","839","95.1247%","'jhr.mr. G.C.J. van Reenen'"
"257","Amsterdam(08/06/1858)","","1156","31.7757%","'jhr.mr. G.C.J. van Reenen'"
"258","Amsterdam(10/06/1862)","","1376","32.5912%","'jhr.mr. G.C.J. van Reenen'"
"259","Amsterdam(12/06/1866)","","1597","32.499%","'jhr.mr. G.C.J. van Reenen'"
"260","Amsterdam(30/10/1866)","","3032","15.2584%","'jhr.mr. G.C.J. van Reenen'"
"261","Amsterdam(22/01/1868)","","2785","15.9672%","'jhr.mr. G.C.J. van Reenen'"
"262","Amsterdam(08/02/1870)","","1216","59.346%","'jhr.mr. G.C.J. van Reenen'"
"263","Amsterdam(08/02/1870)","","1039","50.7077%","'jhr.mr. G.C.J. van Reenen'"
"264","Amsterdam(13/06/1871)","DT/DZH","1216","16.8351%","'jhr.mr. G.C.J. van Reenen'"
"265","Amsterdam(08/06/1875)","DZH(DT)","926","12.7531%","'jhr.mr. G.C.J. van Reenen'"
"266","Amsterdam(25/01/1859)","","616","40.9574%","'mr. C. van Heukelom'"
"267","Amsterdam(08/02/1859)","","1157","55.8937%","'mr. C. van Heukelom'"
"268","Amsterdam(12/06/1860)","","1190","87.6289%","'mr. C. van Heukelom'"
"269","Amsterdam(14/06/1864)","","828","15.8015%","'mr. C. van Heukelom'"
"270","Amsterdam(28/06/1864)","","1332","26.4653%","'mr. C. van Heukelom'"
"271","Amsterdam(30/10/1866)","","1259","6.3359%","'mr. C. van Heukelom'"
"272","Amsterdam(17/04/1877)","","481","71.791%","'mr. C. van Heukelom'"
"273","Amsterdam(10/06/1879)","(AH)*","1070","20.4082%","'mr. C. van Heukelom'"
"274","Amsterdam(27/12/1859)",NA,"515","40.203%","' W.  Poolman'"
"275","Amsterdam(20/03/1860)",NA,"449","32.5127%","' W.  Poolman'"
"276","Amsterdam(03/04/1860)",NA,"1095","58.1828%","' W.  Poolman'"
"277","Amsterdam(12/06/1860)",NA,"627","46.1708%","' W.  Poolman'"
"278","Amsterdam(20/03/1860)",NA,"509","36.8573%","' J.G.  Rijnders'"
"279","Amsterdam(03/04/1860)",NA,"787","41.8172%","' J.G.  Rijnders'"
"280","Amsterdam(12/06/1860)",NA,"143","10.5302%","' E.W.  Cramerus'"
"281","Amsterdam(14/06/1864)",NA,"842","16.0687%","' J. van Swieten'"
"282","Amsterdam(28/06/1864)",NA,"1331","26.4455%","' J. van Swieten'"
"283","Amsterdam(30/10/1866)",NA,"1332","6.7032%","' J. van Swieten'"
"284","Amsterdam(13/11/1866)",NA,"1294","16.1286%","' J. van Swieten'"
"285","Amsterdam(14/06/1864)",NA,"695","13.2634%","' J.J.A.  Santhagens'"
"286","Amsterdam(28/06/1864)",NA,"1152","22.8889%","' J.J.A.  Santhagens'"
"287","Amsterdam(03/11/1864)",NA,"553","35.0444%","' D.A. van Heemskerk Veeckens'"
"288","Amsterdam(30/10/1866)","","1279","6.4365%","'mr. J.J.W. van den Biesen'"
"289","Haarlemmermeer(08/06/1869)","(DT)*","383","42.4612%","'mr. J.J.W. van den Biesen'"
"290","Haarlemmermeer(22/06/1869)","DT/DZH","487","44.1924%","'mr. J.J.W. van den Biesen'"
"291","Haarlemmermeer(13/06/1871)","","100","11.2486%","'mr. J.J.W. van den Biesen'"
"292","Amsterdam(15/02/1881)","","158","15.4599%","'mr. J.J.W. van den Biesen'"
"293","Amsterdam(28/10/1884)","(DT)*","612","2.5954%","'mr. J.J.W. van den Biesen'"
"294","Breda(14/07/1885)","","1747","86.3142%","'mr. J.J.W. van den Biesen'"
"295","Amsterdam(15/06/1886)","(DT)*","635","2.7526%","'mr. J.J.W. van den Biesen'"
"296","Breda(15/06/1886)","(DT)*","1998","39.2149%","'mr. J.J.W. van den Biesen'"
"297","Breda(01/09/1887)","(DT)*","1525","48.0466%","'mr. J.J.W. van den Biesen'"
"298","Amsterdam(30/10/1866)",NA,"277","1.394%","'mr. C.F.  Gülcher'"
