"","District","Aanbevolen.door","Aantal.stemmen","Percentage","V5"
"33","Amsterdam IV(16/06/1905)","SDAP","683","24.1684%","' J.  Loopuit'"
"34","Kampen(16/06/1905)","SDAP","75","1.2463%","' J.  Loopuit'"
"35","Hoorn(16/06/1905)","SDAP","825","12.7413%","' J.  Loopuit'"
"36","Rotterdam III(17/06/1913)","SDAP","446","9.4934%","' J.  Loopuit'"
"37","Amsterdam VI(17/06/1913)","SDAP","583","11.9836%","' J.  Loopuit'"
"38","Amsterdam IV(17/06/1913)","SDAP","1351","35.703%","' J.  Loopuit'"
"39","Amsterdam IV(03/04/1917)","","924","39.4703%","' J.  Loopuit'"
"40","Amsterdam IV(15/06/1897)","AR","116","5.8734%","' F.H. van Eeghen'"
"41","Amsterdam I(14/06/1901)","Lib(VL)","1262","45.8576%","'dr. H.F.R.  Hubrecht'"
"42","Amsterdam I(27/06/1901)","Lib(VL/VD)","1696","61.3382%","'dr. H.F.R.  Hubrecht'"
"43","Amsterdam IV(11/07/1901)","","1197","80.0134%","'dr. H.F.R.  Hubrecht'"
"44","Amsterdam I(16/06/1905)","Lib","2085","56.874%","'dr. H.F.R.  Hubrecht'"
"45","Amsterdam I(11/06/1909)","Lib(VL)","1862","52.0694%","'dr. H.F.R.  Hubrecht'"
"46","Amsterdam I(17/06/1913)","Lib","1944","49.8717%","'dr. H.F.R.  Hubrecht'"
"47","Amsterdam I(25/06/1913)","Lib(VL/VD/SDAP)","2583","68.0812%","'dr. H.F.R.  Hubrecht'"
"48","Amsterdam I(15/06/1917)","Lib","1121","69.2831%","'dr. H.F.R.  Hubrecht'"
"49","Amsterdam IV(11/07/1901)",NA,"299","19.9866%","' F.A. van Hall'"
"50","Amsterdam V(15/06/1897)","Rad","911","25.9249%","' T.M.  Ketelaar'"
"51","Amsterdam V(25/06/1897)","Rad(AR/Ka)","2081","53.7726%","' T.M.  Ketelaar'"
"52","Amsterdam V(14/06/1901)","VD","2300","42.64%","' T.M.  Ketelaar'"
"53","Amsterdam V(27/06/1901)","VD(SDAP)","2939","51.1575%","' T.M.  Ketelaar'"
"54","Amsterdam V(16/06/1905)","VD(Lib)","3993","50.1381%","' T.M.  Ketelaar'"
"55","Amsterdam V(11/06/1909)","VD","3294","36.2336%","' T.M.  Ketelaar'"
"56","Amsterdam V(23/06/1909)","VD(VL/Lib/SDAP)","5988","66.6667%","' T.M.  Ketelaar'"
"57","Amsterdam V(17/06/1913)","VD","5304","41.4505%","' T.M.  Ketelaar'"
"58","Amsterdam V(25/06/1913)","VD(VL/Lib)","5812","55.0118%","' T.M.  Ketelaar'"
"59","Amsterdam V(15/06/1917)","VD","4077","57.3579%","' T.M.  Ketelaar'"
"60","Amsterdam VII(15/06/1897)","Ka","622","25.7877%","' W.C.J.  Passtoors'"
"61","Amsterdam VIII(15/06/1897)","Ka","355","21.4372%","' W.C.J.  Passtoors'"
"62","Amsterdam V(15/06/1897)","Ka","545","15.5094%","' W.C.J.  Passtoors'"
"63","Amsterdam VII(25/06/1897)","Ka(AR)","1065","40.556%","' W.C.J.  Passtoors'"
"64","Beverwijk(22/02/1901)","","2977","51.4162%","' W.C.J.  Passtoors'"
"65","Beverwijk(14/06/1901)","Ka(AR/VA)","3885","50.4611%","' W.C.J.  Passtoors'"
"66","Beverwijk(16/06/1905)","Ka(AR/CHP)","5374","53.4089%","' W.C.J.  Passtoors'"
"67","Beverwijk(11/06/1909)","Ka(AR/CHU)","6228","55.5328%","' W.C.J.  Passtoors'"
"68","Beverwijk(17/06/1913)","Ka(AR/CHU)","6875","46.4747%","' W.C.J.  Passtoors'"
"69","Beverwijk(25/06/1913)","Ka(AR/CHU)","6973","46.9309%","' W.C.J.  Passtoors'"
"70","Amsterdam VI(15/06/1897)","Ka","789","25.1514%","'dr. P.J.H.  Cuypers'"
"71","Amsterdam VI(25/06/1897)","Ka(AR)","1095","31.8777%","'dr. P.J.H.  Cuypers'"
"72","Amsterdam VI(15/06/1897)","AR","442","14.0899%","' J.D.  Root jr.'"
"73","Amsterdam VII(15/06/1897)","AR","438","18.1592%","' G.H.  Wagenaar'"
"74","Amsterdam VIII(15/06/1897)","CHK","205","12.3792%","' A.  Harmsen jr.'"
"75","Rotterdam IV(15/06/1897)","CHK","448","13.9001%","'dr. J.T. de Visser'"
"76","Rotterdam I(15/06/1897)","CHK","671","25.4456%","'dr. J.T. de Visser'"
"77","Gouda(15/06/1897)","CHK","77","1.7207%","'dr. J.T. de Visser'"
"78","Rotterdam II(15/06/1897)","CHK","543","19.6171%","'dr. J.T. de Visser'"
"79","Ommen(15/06/1897)","CHK","1534","29.1192%","'dr. J.T. de Visser'"
"80","Amsterdam IX(15/06/1897)","CHK","472","13.9439%","'dr. J.T. de Visser'"
"81","Harlingen(15/06/1897)","CHK","999","23.0237%","'dr. J.T. de Visser'"
"82","Rotterdam I(25/06/1897)","CHK(Ka/AR)","1460","52.9369%","'dr. J.T. de Visser'"
"83","Amsterdam II(14/06/1901)","CHK(AR)","521","35.037%","'dr. J.T. de Visser'"
"84","Rotterdam I(14/06/1901)","CHK(AR)","1023","36.6404%","'dr. J.T. de Visser'"
"85","Rotterdam V(14/06/1901)","CHK(VA)","281","10.2293%","'dr. J.T. de Visser'"
"86","Amsterdam II(27/06/1901)","CHK(Ka/AR/VA)","929","54.264%","'dr. J.T. de Visser'"
"87","Rotterdam I(27/06/1901)","","1394","47.0469%","'dr. J.T. de Visser'"
"88","Rotterdam II(16/06/1905)","CHP(Ka/AR)","3151","46.1212%","'dr. J.T. de Visser'"
"89","Amsterdam II(16/06/1905)","CHP(Ka/AR)","1177","46.9298%","'dr. J.T. de Visser'"
"90","Den Haag II(16/06/1905)","CHP(Ka/AR)","3244","43.167%","'dr. J.T. de Visser'"
"91","Amsterdam II(28/06/1905)","CHP(Ka/AR)","1346","46.2543%","'dr. J.T. de Visser'"
"92","Den Haag II(28/06/1905)","CHP(Ka/AR)","3422","43.0386%","'dr. J.T. de Visser'"
"93","Rotterdam II(28/06/1905)","CHP(Ka/AR)","3328","46.4999%","'dr. J.T. de Visser'"
"94","Leiden(26/10/1906)","","2757","53.2137%","'dr. J.T. de Visser'"
"95","Harlingen(11/06/1909)","CHU(Ka/AR)","3728","59.2028%","'dr. J.T. de Visser'"
"96","Leiden(11/06/1909)","CHU(Ka/AR)","2976","53.6506%","'dr. J.T. de Visser'"
"97","Ommen(17/06/1913)","CHU(Ka/AR)","4337","47.8012%","'dr. J.T. de Visser'"
"98","Ommen(25/06/1913)","CHU(Ka/AR)","4504","47.0048%","'dr. J.T. de Visser'"
"99","Katwijk(12/06/1914)","","6176","83.7537%","'dr. J.T. de Visser'"
"100","Katwijk(15/06/1917)","CHU","4290","85.9375%","'dr. J.T. de Visser'"
"101","Amsterdam IX(28/07/1897)",NA,"33","1.3854%","' W.J. den Boer'"
"102","Appingedam(15/06/1897)","AR","1923","34.4438%","' J.  Bouwes'"
"103","Appingedam(25/06/1897)","AR","2238","37.5629%","' J.  Bouwes'"
"104","Appingedam(15/06/1897)","SDAP","860","15.4039%","' J.  Schoonbeek'"
"105","Dokkum(15/06/1897)","Lib + protectionist","203","5.0161%","' J.  Doornbosch'"
"106","Appingedam(15/06/1897)","Lib + protectionist","621","11.1231%","' J.  Doornbosch'"
"107",NA,NA,NA,NA,NA
"108","Zwolle(15/06/1897)","SDAP","200","4.2571%","' H.H. van Kol'"
"109","Enschede(15/06/1897)","SDAP","1337","16.3989%","' H.H. van Kol'"
"110","Zutphen(15/06/1897)","SDAP","291","4.8267%","' H.H. van Kol'"
"111","Arnhem(15/06/1897)","SDAP","337","8.02%","' H.H. van Kol'"
"112","Winschoten(27/07/1897)","SDAP","1181","30.4774%","' H.H. van Kol'"
"113","Winschoten(03/08/1897)","SDAP","2169","49.2731%","' H.H. van Kol'"
"114","Enschede(17/08/1897)","SDAP","2589","32.6276%","' H.H. van Kol'"
"115","Enschede(24/08/1897)","SDAP(Lib)","4333","52.7771%","' H.H. van Kol'"
"116","Enschede(14/06/1901)","SDAP","3321","33.7226%","' H.H. van Kol'"
"117","Winschoten(14/06/1901)","SDAP","1254","32.2946%","' H.H. van Kol'"
"118","Enschede(27/06/1901)","SDAP(VD)","5165","52.9309%","' H.H. van Kol'"
"119","Winschoten(27/06/1901)","SDAP","2104","45.7491%","' H.H. van Kol'"
"120","Enschede(16/06/1905)","SDAP","4118","30.5422%","' H.H. van Kol'"
"121","Gulpen(16/06/1905)","SDAP","178","3.5032%","' H.H. van Kol'"
"122","Enschede(28/06/1905)","SDAP(Lib/VD)","7310","53.1636%","' H.H. van Kol'"
"123","Enschede(11/06/1909)","SDAP","4882","34.6782%","' H.H. van Kol'"
"124","Gulpen(11/06/1909)","SDAP","97","1.3893%","' H.H. van Kol'"
"125","Assen(15/06/1897)","Lib","1032","27.0653%","' H.J.  Timmerman'"
"126","Beverwijk(15/06/1897)","AR","344","5.7477%","' P.  Vermeulen'"
"127","Bodegraven(15/06/1897)","VA","629","11.7329%","' N.D.  Kemink'"
"128","Bodegraven(15/06/1897)","CHK","452","8.4313%","'jhr. J.  Ortt'"
"129","Breda(15/06/1897)",NA,"615","20.6237%","' J.H.H.  Dommers'"
"130","Deventer(15/06/1897)","AR","458","7.7091%","' J.W.  Koer'"
"131","Deventer(15/06/1897)","Lib","269","4.5279%","' T. van der Zee'"
"132","Deventer(30/11/1898)",NA,"417","9.9286%","'jhr.mr. R.E.W. van Weede'"
"133","Deventer(30/11/1898)",NA,"107","2.5476%","' G.J.  Bieleman'"
"134","Deventer(30/05/1900)","","2860","77.7597%","'mr. H.P.  Marchant'"
"135","Deventer(14/06/1901)","VD(Ka)","2892","76.0252%","'mr. H.P.  Marchant'"
"136","Deventer(16/06/1905)","VD","3846","59.9532%","'mr. H.P.  Marchant'"
"137","Deventer(11/06/1909)","VD","2999","50.8305%","'mr. H.P.  Marchant'"
"138","Deventer(17/06/1913)","VD","3573","52.9804%","'mr. H.P.  Marchant'"
"139","Deventer(15/06/1917)","VD","3121","67.1761%","'mr. H.P.  Marchant'"
"140","Doetinchem(15/06/1897)","Ka","2380","30.833%","' H.A.  Pauwen'"
"141","Doetinchem(25/06/1897)","AR(Ka)","3808","49.009%","' H.A.  Pauwen'"
"142","Doetinchem(15/06/1897)","AR(VA)","1807","23.4098%","'dr. M.A.  Brants'"
"143","Zutphen(14/06/1901)","AR","556","11.34%","'dr. M.A.  Brants'"
"144","Ede(25/02/1903)","","2437","65.3526%","'dr. M.A.  Brants'"
"145","Ede(16/06/1905)","AR(Ka/CHP)","3075","67.3604%","'dr. M.A.  Brants'"
"146",NA,NA,NA,NA,NA
"147","Dordrecht(15/06/1897)","AR(Ka/VA)","1839","47.0935%","'mr. J.M.  Rens'"
"148","Dordrecht(25/06/1897)","AR","2166","48.5433%","'mr. J.M.  Rens'"
"149","Dordrecht(14/06/1901)","AR(Ka)","1804","38.6544%","'mr. J.M.  Rens'"
"150","Dordrecht(27/06/1901)","AR(Ka/VA)","2415","48.494%","'mr. J.M.  Rens'"
"151","Enschede(15/06/1897)","CHK","473","5.8015%","'jhr. J.D.  Six'"
"152","Druten(15/06/1897)","CHK","1154","27.4435%","'jhr. J.D.  Six'"
"153","Enschede(17/08/1897)","CHK","199","2.5079%","'jhr. J.D.  Six'"
"154","Loosduinen(14/06/1901)","VA","423","7.8888%","'jhr. J.D.  Six'"
"155","Den Haag II(16/06/1905)","VL","372","4.9501%","'jhr. J.D.  Six'"
"156","Ede(15/06/1897)","AR(VA)","2744","60.6945%","'jhr.mr. L.H.J.M. van Asch van Wijck'"
"157","Ede(14/06/1901)","AR","None","None%","'jhr.mr. L.H.J.M. van Asch van Wijck'"
"158","Ede(15/06/1897)","Lib","1245","27.5382%","' A.W.J.J. baron van Nagell'"
"159","Eindhoven(16/11/1898)","","1725","60.0209%","' V.A.M. van den Heuvel'"
"160","Eindhoven(14/06/1901)","Ka","2388","66.4071%","' V.A.M. van den Heuvel'"
"161","Eindhoven(16/06/1905)","Ka(AR)","4425","90.9558%","' V.A.M. van den Heuvel'"
"162","Eindhoven(11/06/1909)","Ka","4759","90.3036%","' V.A.M. van den Heuvel'"
"163","Elst(15/06/1897)","AR","1253","19.7013%","' A.D.  Duys'"
"164","Elst(14/06/1901)","AR","890","16.4449%","' A.D.  Duys'"
"165","Elst(15/06/1897)","CHK","284","4.4654%","' F.F. baron van Lynden van Hemmen'"
"166",NA,NA,NA,NA,NA
"167","Enkhuizen(15/06/1897)",NA,"2710","38.4452%","' H.  Raat 2'"
"168","Enkhuizen(19/10/1897)",NA,"2624","38.5372%","' H.  Raat 2'"
"169","Enkhuizen(26/10/1897)",NA,"3060","44.0859%","' H.  Raat 2'"
"170","Enkhuizen(15/06/1897)",NA,"629","8.9233%","' N.  Sluis Pzn.'"
"171","Enkhuizen(19/10/1897)",NA,"491","7.211%","' N.  Sluis Pzn.'"
"172","Enkhuizen(14/06/1901)",NA,"3686","50.1838%","' N.  Sluis Pzn.'"
"173","Enkhuizen(15/06/1897)","Lib + protectionist","84","1.1917%","' H. de Boer'"
"174","Enkhuizen(19/10/1897)",NA,"2308","33.8963%","' A.  Kool 2'"
"175","Enkhuizen(26/10/1897)",NA,"3881","55.9141%","' A.  Kool 2'"
"176","Enkhuizen(14/06/1901)",NA,"3415","46.4942%","' A.  Kool 2'"
"177","Enschede(17/08/1897)","Ka","3238","40.8066%","' J.H. ter Veer'"
"178","Enschede(24/08/1897)","Ka","3877","47.2229%","' J.H. ter Veer'"
"179","Enschede(17/08/1897)","Lib","1653","20.8318%","'mr. G.  Jannink'"
"180","Lochem(16/06/1905)","Lib(VL)","2848","35.0955%","'mr. G.  Jannink'"
"181","Lochem(28/06/1905)","Lib(VL/VD)","4848","59.5724%","'mr. G.  Jannink'"
"182","Lochem(11/06/1909)","Lib(VL)","2745","34.524%","'mr. G.  Jannink'"
"183","Lochem(23/06/1909)","Lib(VL/VD/SDAP)","4049","53.4875%","'mr. G.  Jannink'"
"184","Lochem(17/06/1913)","Lib","3911","42.3589%","'mr. G.  Jannink'"
"185","Lochem(25/06/1913)","Lib(VL/VD/SDAP)","5889","63.8928%","'mr. G.  Jannink'"
"186","Lochem(15/06/1917)","Lib","4579","89.155%","'mr. G.  Jannink'"
"187","Franeker(15/06/1897)","AR","1098","29.8289%","' H.  Kamstra'"
"188","Franeker(25/06/1897)","AR(Ka)","1961","44.1965%","' H.  Kamstra'"
"189","Franeker(15/06/1897)","Rad","778","21.1356%","' Z.  Middelkoop'"
"190","Leeuwarden(27/07/1897)","Rad","333","9.076%","' Z.  Middelkoop'"
"191","Rotterdam V(15/06/1897)","CHK(VA)","387","14.5873%","' G. van Herwaarden'"
"192","Loosduinen(15/06/1897)","CHK","808","13.621%","' G. van Herwaarden'"
"193","Gorinchem(15/06/1897)","CHK","241","5.0855%","' G. van Herwaarden'"
"194","Sliedrecht(15/06/1897)","CHK","950","21.769%","' G. van Herwaarden'"
"195","Rotterdam III(15/06/1897)","CHK(VA)","314","12.1989%","' G. van Herwaarden'"
"196","Rotterdam IV(18/01/1898)","","232","8.3694%","' G. van Herwaarden'"
"197","Gouda(15/06/1897)","AR","2084","46.5698%","' L.F.  Duymaer van Twist'"
"198","Gouda(25/06/1897)","AR(Ka)","2554","49.7081%","' L.F.  Duymaer van Twist'"
"199","Steenwijk(14/06/1901)","AR(Ka)","2545","58.385%","' L.F.  Duymaer van Twist'"
"200","Steenwijk(16/06/1905)","AR(Ka/CHP)","3231","50.2254%","' L.F.  Duymaer van Twist'"
"201","Steenwijk(11/07/1905)","","None","None%","' L.F.  Duymaer van Twist'"
"202","Zaandam(11/06/1909)","AR(Ka/CHU)","2296","27.5862%","' L.F.  Duymaer van Twist'"
"203","Steenwijk(11/06/1909)","AR(Ka/CHU)","3826","56.4723%","' L.F.  Duymaer van Twist'"
"204","Steenwijk(17/06/1913)","AR(Ka/CHU)","3721","51.197%","' L.F.  Duymaer van Twist'"
"205","Steenwijk(15/06/1917)","AR","None","None%","' L.F.  Duymaer van Twist'"
"206","Rotterdam II(15/06/1897)","Lib","1135","41.0043%","' D. de Klerk'"
"207","Gouda(15/06/1897)","Rad","495","11.0615%","' D. de Klerk'"
"208","Rotterdam II(25/06/1897)","Lib(CHK)","1649","73.5176%","' D. de Klerk'"
"209","Sliedrecht(14/06/1901)","Lib(VL)","1357","36.9956%","' D. de Klerk'"
"210","Ridderkerk(14/06/1901)","Lib(VL)","1803","39.2127%","' D. de Klerk'"
"211","Gorinchem(14/06/1901)","Lib(VL)","1210","31.2339%","' D. de Klerk'"
"212","Rotterdam II(14/06/1901)","Lib(VL)","1637","43.5372%","' D. de Klerk'"
"213","Den Bosch(14/06/1901)","Lib(VL)","487","22.9392%","' D. de Klerk'"
"214","Rotterdam II(27/06/1901)","Lib(VL/VD)","2298","53.9563%","' D. de Klerk'"
"215","Rotterdam II(16/06/1905)","Lib","3124","45.726%","' D. de Klerk'"
"216","Rotterdam II(28/06/1905)","Lib(VL/VD)","3829","53.5001%","' D. de Klerk'"
"217","Rotterdam II(11/06/1909)","Lib(VL)","3200","37.9417%","' D. de Klerk'"
"218","Rotterdam II(23/06/1909)","Lib(VL/VD/SDAP)","4508","50.3912%","' D. de Klerk'"
"219","Rotterdam II(17/06/1913)","Lib","3349","29.9687%","' D. de Klerk'"
"220","Rotterdam I(01/08/1913)","Lib","2343","26.4387%","' D. de Klerk'"
"221","Rotterdam II(14/12/1917)","","2035","21.9905%","' D. de Klerk'"
"222","Gouda(15/06/1897)","Lib","291","6.5028%","' P. van der Hoog'"
"223","Tiel(15/06/1897)","Rad","441","9.1818%","' F.  Mol'"
"224","Den Haag II(15/06/1897)","Rad","348","7.7957%","' F.  Mol'"
"225","Den Haag I(15/06/1897)","Rad","507","13.3001%","' F.  Mol'"
"226","Amsterdam II(14/06/1901)","VD","100","6.7249%","' F.  Mol'"
"227","Den Haag I(14/06/1901)","VD","81","1.997%","' F.  Mol'"
"228","Gouda(14/06/1901)","VD","508","10.498%","' F.  Mol'"
"229","Den Haag I(15/06/1897)",NA,"46","1.2067%","' J.P.  Crombet'"
"230","Den Haag II(15/06/1897)","Ka","1562","34.991%","' H.A. le Bron de Vexela'"
"231","Den Haag II(25/06/1897)","Ka(AR)","2096","43.7578%","' H.A. le Bron de Vexela'"
"232","Schiedam(15/06/1897)","AR","802","15.2849%","' A.W.F.  Idenburg'"
"233","Den Haag II(15/06/1897)","AR(VA)","588","13.172%","' A.W.F.  Idenburg'"
"234","Schiedam(14/06/1901)","AR(Ka)","2088","47.1119%","' A.W.F.  Idenburg'"
"235","Utrecht I(14/06/1901)","AR(Ka)","1534","30.723%","' A.W.F.  Idenburg'"
"236","Utrecht I(27/06/1901)","AR(Ka/VA)","2088","43.5181%","' A.W.F.  Idenburg'"
"237","Schiedam(27/06/1901)","AR(Ka)","2142","49.151%","' A.W.F.  Idenburg'"
"238","Gouda(30/07/1901)","AR","2558","54.2524%","' A.W.F.  Idenburg'"
"239","Schiedam(09/10/1907)","","421","6.8544%","' A.W.F.  Idenburg'"
"240","Den Haag II(15/06/1897)",NA,"121","2.7106%","'jhr.mr. A.M.W.L.P.C. van Daehne van Varick'"
"241","Den Haag II(15/06/1897)","Lib","68","1.5233%","' W.J.D. van Meeteren Brouwer'"
"242","Den Haag III(15/06/1897)","VA(AR)","961","23.8639%","' J.D. baron van Wassenaer van Rosande'"
"243","Den Haag III(25/06/1897)","VA(Ka/AR)","1836","43.2713%","' J.D. baron van Wassenaer van Rosande'"
"244","Den Haag III(15/06/1897)","Ka","885","21.9767%","' H.J.G. van Hoogstraten'"
"245","Den Haag I(15/06/1897)","AR(Ka/VA)","1967","51.6002%","' J.  Krap'"
"246","Den Haag I(14/06/1901)","AR(Ka)","1643","40.5079%","' J.  Krap'"
"247","Den Haag I(27/06/1901)","AR(Ka/VA)","2172","50.0923%","' J.  Krap'"
"248","Den Haag I(16/06/1905)","AR(Ka/CHP)","2736","40.9152%","' J.  Krap'"
"249","Den Haag I(28/06/1905)","AR(Ka/CHP)","3131","43.2877%","' J.  Krap'"
"250","Den Haag I(11/06/1909)","AR(Ka/CHU)","3035","42.0244%","' J.  Krap'"
"251","Den Haag I(23/06/1909)","AR(Ka/CHU)","3919","47.2966%","' J.  Krap'"
"252","Groningen(15/06/1897)","CHK","362","8.3893%","'mr. J.  Domela Nieuwenhuis'"
"253","Gulpen(15/06/1897)","Ka","1828","51.1472%","' J.M.M.H.  Merkelbach'"
"254","Gulpen(14/06/1901)","Ka","1695","82.4818%","' J.M.M.H.  Merkelbach'"
"255","Gulpen(15/06/1897)","Ka","1552","43.4247%","'mr. L.H.W.  Regout'"
"256","Gulpen(15/06/1897)","Ka","194","5.4281%","'mr. A.P.E.A.  Wijnans'"
"257","Haarlem(15/06/1897)","Rad","156","3.9969%","' T.  Vallentgoed'"
"258","Haarlem(11/05/1900)","","728","22.0073%","'jhr.mr. F.W. van Styrum'"
"259","Haarlem(18/05/1900)","","1852","55.1355%","'jhr.mr. F.W. van Styrum'"
"260","Haarlem(14/06/1901)","VL(Lib)","1778","35.2079%","'jhr.mr. F.W. van Styrum'"
"261","Haarlem(27/06/1901)","VL(Lib/VD)","3135","63.142%","'jhr.mr. F.W. van Styrum'"
"262","Haarlem(16/06/1905)","VL","2125","32.0852%","'jhr.mr. F.W. van Styrum'"
"263","Haarlem(28/06/1905)","VL(Lib/VD)","4040","52.9558%","'jhr.mr. F.W. van Styrum'"
"264","Haarlem(11/06/1909)","VL","1390","17.0846%","'jhr.mr. F.W. van Styrum'"
"265","Haarlem(11/05/1900)",NA,"633","19.1354%","' L.  Modoo'"
"266","Haarlem(11/05/1900)","","268","8.1016%","' W.A.J. van de Kamp'"
"267","Haarlem(14/06/1901)","Ka","1480","29.3069%","' W.A.J. van de Kamp'"
"268","Haarlem(27/06/1901)","Ka(AR/VA)","1830","36.858%","' W.A.J. van de Kamp'"
"269","Haarlem(11/05/1900)","","246","7.4365%","'dr. P.J.  Muller'"
"270","Elst(17/06/1913)","NBPK","2906","32.5858%","'dr. P.J.  Muller'"
"271","Katwijk(17/06/1913)","NBPK","135","1.6498%","'dr. P.J.  Muller'"
"272","Apeldoorn(17/06/1913)","NBPK","530","6.2404%","'dr. P.J.  Muller'"
"273","Den Haag III(17/06/1913)","NBPK","502","4.5434%","'dr. P.J.  Muller'"
"274","Haarlemmermeer(15/06/1897)","Lib","1532","22.4108%","'mr. G.C.  Everwijn Lange'"
"275","Haarlemmermeer(15/06/1897)","CHK","414","6.0562%","'mr. F.R.  Crommelin'"
"276",NA,NA,NA,NA,NA
"277","Hilversum(15/06/1897)","Lib","1420","23.7936%","' J.  Baron'"
"278","Hoorn(15/06/1897)","AR","325","5.5928%","' N.  Oosterbaan'"
"279","Alkmaar(14/06/1901)","AR(Ka)","2175","35.4639%","' N.  Oosterbaan'"
"280","Haarlem(14/06/1901)","AR","491","9.7228%","' N.  Oosterbaan'"
"281","Alkmaar(27/06/1901)","AR(Ka/VA)","2911","42.8151%","' N.  Oosterbaan'"
"282","Lochem(16/06/1905)","AR(Ka/CHP)","3069","37.8189%","' N.  Oosterbaan'"
"283","Lochem(28/06/1905)","AR(Ka/CHP)","3290","40.4276%","' N.  Oosterbaan'"
"284","Enkhuizen(11/06/1909)","AR(Ka/CHU)","5074","51.0925%","' N.  Oosterbaan'"
"285","Enkhuizen(17/06/1913)","AR(Ka/CHU)","5463","51.2717%","' N.  Oosterbaan'"
"286","Enkhuizen(15/06/1917)","AR","None","None%","' N.  Oosterbaan'"
"287","Katwijk(15/06/1897)","Ka","2297","43.8192%","'jhr. J.W.J.C.M. van Nispen tot Sevenaer'"
"288","Katwijk(25/06/1897)","Ka","2359","46.4187%","'jhr. J.W.J.C.M. van Nispen tot Sevenaer'"
"289","Loosduinen(14/06/1901)","Ka","2106","39.2764%","'jhr. J.W.J.C.M. van Nispen tot Sevenaer'"
"290","Loosduinen(27/06/1901)","Ka","2491","48.5291%","'jhr. J.W.J.C.M. van Nispen tot Sevenaer'"
"291","Druten(16/06/1905)","Ka","1295","32.7185%","'jhr. J.W.J.C.M. van Nispen tot Sevenaer'"
"292","Rheden(03/03/1908)","","None","None%","'jhr. J.W.J.C.M. van Nispen tot Sevenaer'"
"293","Rheden(11/06/1909)","Ka","None","None%","'jhr. J.W.J.C.M. van Nispen tot Sevenaer'"
"294","Rheden(17/06/1913)","Ka(AR/CHU)","4564","79.526%","'jhr. J.W.J.C.M. van Nispen tot Sevenaer'"
"295","Katwijk(15/06/1897)","CHK","933","17.7986%","'jhr. M. van den Brandeler'"
"296","Utrecht(10/04/1894)","","40","1.1028%","'mr. P.J.  Troelstra'"
