"","District","Aanbevolen.door","Aantal.stemmen","Percentage","V5"
"272","Wijk bij Duurstede(17/06/1913)","SDAP","284","3.2442%","'dr. J. van Leeuwen'"
"273","Utrecht II(25/06/1913)","SDAP(VL/Lib/VD)","4142","52.384%","'dr. J. van Leeuwen'"
"274","Utrecht II(15/06/1917)","SDAP","2555","83.279%","'dr. J. van Leeuwen'"
"275","Rotterdam IV(16/06/1905)","AR(Ka/CHP)","2858","46.0893%","' J.M.  Voorhoeve 2'"
"276","Rotterdam IV(28/06/1905)","AR(Ka/CHP)","3057","47.1832%","' J.M.  Voorhoeve 2'"
"277","Amsterdam VIII(16/06/1905)","CD","53","1.7702%","' H. van Munster'"
"278","Den Haag III(16/06/1905)","CD","56","0.774%","' H. van Munster'"
"279","Schiedam(16/06/1905)","VD","1642","25.215%","' M.C.M. de Groot'"
"280","Sliedrecht(16/06/1905)","FCH","750","12.7594%","'mr. J.  Ankerman'"
"281","Franeker(16/06/1905)","FCH(Ka/AR/CHP)","2880","41.8605%","'mr. J.  Ankerman'"
"282","Franeker(28/06/1905)","FCH(Ka/AR/CHP/VL)","3179","44.6363%","'mr. J.  Ankerman'"
"283","Schoterland(11/06/1909)","CHU(Ka/AR)","1513","31.4161%","'mr. J.  Ankerman'"
"284","Harlingen(23/07/1909)","CHU(AR)","3331","58.3158%","'mr. J.  Ankerman'"
"285","Groningen(17/06/1913)","CHU(Ka/AR)","2406","27.5255%","'mr. J.  Ankerman'"
"286","Harlingen(17/06/1913)","CHU(Ka/AR)","3697","51.9169%","'mr. J.  Ankerman'"
"287","Harlingen(15/06/1917)","CHU","None","None%","'mr. J.  Ankerman'"
"288","Sliedrecht(16/06/1905)","VL","2046","34.8078%","'jhr.mr. H.  Smissaert'"
"289","Sliedrecht(28/06/1905)","VL(Lib/VD)","3092","48.6011%","'jhr.mr. H.  Smissaert'"
"290","Leiden(26/10/1906)","","119","2.2969%","'jhr.mr. H.  Smissaert'"
"291","Sliedrecht(13/03/1908)","","2414","37.9023%","'jhr.mr. H.  Smissaert'"
