,amco,name,year,Alfabetisme,Onderwijsuitgaven in guldens
5402,11066,Purmerend,1869,,10515.0
5403,11066,Purmerend,1870,,10923.0
5404,11066,Purmerend,1887,97.0,22768.0
5405,11066,Purmerend,1888,100.0,22477.0
5406,11066,Purmerend,1889,93.0,
5407,11066,Purmerend,1890,98.0,
5408,11067,Middelharnis,1869,,3506.0
5409,11067,Middelharnis,1870,,3464.0
5410,11067,Middelharnis,1887,,13299.0
5411,11067,Middelharnis,1888,,12820.0
5412,11067,Middelharnis,1889,,
5413,11067,Middelharnis,1890,,
5414,11069,Ambt-Ommen,1869,,2684.0
5415,11069,Ambt-Ommen,1870,,3292.0
5416,11069,Ambt-Ommen,1887,,7987.0
5417,11069,Ambt-Ommen,1888,,7927.0
5418,11069,Ambt-Ommen,1889,,
5419,11069,Ambt-Ommen,1890,,
5420,11069,Ommen,1869,,
5421,11069,Ommen,1870,,
5422,11069,Ommen,1887,,
5423,11069,Ommen,1888,,
5424,11069,Ommen,1889,,
5425,11069,Ommen,1890,,
5426,11070,Mesch,1869,,486.0
5427,11070,Mesch,1870,,492.0
5428,11070,Mesch,1887,,813.0
5429,11070,Mesch,1888,,806.0
5430,11070,Mesch,1889,,
5431,11070,Mesch,1890,,
5432,11071,Valburg,1869,,5163.0
5433,11071,Valburg,1870,,4175.0
5434,11071,Valburg,1887,,7834.0
5435,11071,Valburg,1888,,7889.0
5436,11071,Valburg,1889,,
5437,11071,Valburg,1890,,
5438,11072,Hoedekenskerke,1869,,957.0
5439,11072,Hoedekenskerke,1870,,910.0
5440,11072,Hoedekenskerke,1887,,1568.0
5441,11072,Hoedekenskerke,1888,,1583.0
5442,11072,Hoedekenskerke,1889,,
5443,11072,Hoedekenskerke,1890,,
5444,11073,Warder,1869,,712.0
5445,11073,Warder,1870,,708.0
5446,11073,Warder,1887,,1806.0
5447,11073,Warder,1888,,1918.0
5448,11073,Warder,1889,,
5449,11073,Warder,1890,,
5450,11074,Zoeterwoude,1869,,1446.0
5451,11074,Zoeterwoude,1870,,2683.0
5452,11074,Zoeterwoude,1887,,4572.0
5453,11074,Zoeterwoude,1888,,4615.0
5454,11074,Zoeterwoude,1889,,
5455,11074,Zoeterwoude,1890,,
5456,11075,Apeldoorn,1869,,15604.0
5457,11075,Apeldoorn,1870,,13970.0
5458,11075,Apeldoorn,1887,96.0,35373.0
5459,11075,Apeldoorn,1888,91.0,33410.0
5460,11075,Apeldoorn,1889,90.0,
5461,11075,Apeldoorn,1890,94.0,
5462,11076,Schimmert,1869,,845.0
5463,11076,Schimmert,1870,,1027.0
5464,11076,Schimmert,1887,,1566.0
5465,11076,Schimmert,1888,,1577.0
5466,11076,Schimmert,1889,,
5467,11076,Schimmert,1890,,
5468,11077,Valkenburg Aan De Geul,1869,,
5469,11077,Valkenburg Aan De Geul,1870,,
5470,11077,Valkenburg Aan De Geul,1887,,
5471,11077,Valkenburg Aan De Geul,1888,,
5472,11077,Valkenburg Aan De Geul,1889,,
5473,11077,Valkenburg Aan De Geul,1890,,
5474,11077,Valkenburg Houthem L,1869,,829.0
5475,11077,Valkenburg Houthem L,1870,,652.0
5476,11077,Valkenburg Houthem L,1887,,1656.0
5477,11077,Valkenburg Houthem L,1888,,1645.0
5478,11077,Valkenburg Houthem L,1889,,
5479,11077,Valkenburg Houthem L,1890,,
5480,11078,Hellevoetsluis,1869,,8494.0
5481,11078,Hellevoetsluis,1870,,8637.0
5482,11078,Hellevoetsluis,1887,,16310.0
5483,11078,Hellevoetsluis,1888,,16377.0
5484,11078,Hellevoetsluis,1889,,
5485,11078,Hellevoetsluis,1890,,
5486,11079,Ootmarsum,1869,,1904.0
5487,11079,Ootmarsum,1870,,2046.0
5488,11079,Ootmarsum,1887,82.0,2944.0
5489,11079,Ootmarsum,1888,88.0,3062.0
5490,11079,Ootmarsum,1889,91.0,
5491,11079,Ootmarsum,1890,88.0,
5492,11080,Grootegast,1869,,3868.0
5493,11080,Grootegast,1870,,4110.0
5494,11080,Grootegast,1887,,9970.0
5495,11080,Grootegast,1888,,9529.0
5496,11080,Grootegast,1889,,
5497,11080,Grootegast,1890,,
5498,11081,Weert,1869,,17602.0
5499,11081,Weert,1870,,4316.0
5500,11081,Weert,1887,92.0,10164.0
5501,11081,Weert,1888,89.0,11424.0
5502,11081,Weert,1889,91.0,
5503,11081,Weert,1890,94.0,
5504,11083,Bokhoven,1869,,725.0
5505,11083,Bokhoven,1870,,1303.0
5506,11083,Bokhoven,1887,,969.0
5507,11083,Bokhoven,1888,,1033.0
5508,11083,Bokhoven,1889,,
5509,11083,Bokhoven,1890,,
5510,11084,Aalburg,1869,,1793.0
5511,11084,Aalburg,1870,,1784.0
5512,11084,Aalburg,1887,,4256.0
5513,11084,Aalburg,1888,,4144.0
5514,11084,Aalburg,1889,,
5515,11084,Aalburg,1890,,
5516,11084,Wijk En Aalburg Nb,1869,,
5517,11084,Wijk En Aalburg Nb,1870,,
5518,11084,Wijk En Aalburg Nb,1887,,
5519,11084,Wijk En Aalburg Nb,1888,,
5520,11084,Wijk En Aalburg Nb,1889,,
5521,11084,Wijk En Aalburg Nb,1890,,
5522,11085,Westervoort,1869,,1408.0
5523,11085,Westervoort,1870,,1343.0
5524,11085,Westervoort,1887,,3567.0
5525,11085,Westervoort,1888,,3437.0
5526,11085,Westervoort,1889,,
5527,11085,Westervoort,1890,,
5528,11086,Nisse,1869,,688.0
5529,11086,Nisse,1870,,684.0
5530,11086,Nisse,1887,,6006.0
5531,11086,Nisse,1888,,1912.0
5532,11086,Nisse,1889,,
5533,11086,Nisse,1890,,
5534,11087,Zuiddorpe,1869,,863.0
5535,11087,Zuiddorpe,1870,,907.0
5536,11087,Zuiddorpe,1887,,1973.0
5537,11087,Zuiddorpe,1888,,2057.0
5538,11087,Zuiddorpe,1889,,
5539,11087,Zuiddorpe,1890,,
5540,11088,Ambt-Vollenhove,1869,,1821.0
5541,11088,Ambt-Vollenhove,1870,,1879.0
5542,11088,Ambt-Vollenhove,1887,,4603.0
5543,11088,Ambt-Vollenhove,1888,,4560.0
5544,11088,Ambt-Vollenhove,1889,,
5545,11088,Ambt-Vollenhove,1890,,
5546,11088,Brederwiede,1869,,
5547,11088,Brederwiede,1870,,
5548,11088,Brederwiede,1887,,
5549,11088,Brederwiede,1888,,
5550,11088,Brederwiede,1889,,
5551,11088,Brederwiede,1890,,
5552,11088,Vollenhove,1869,,
5553,11088,Vollenhove,1870,,
5554,11088,Vollenhove,1887,,
5555,11088,Vollenhove,1888,,
5556,11088,Vollenhove,1889,,
5557,11088,Vollenhove,1890,,
5558,11089,Beegden,1869,,543.0
5559,11089,Beegden,1870,,647.0
5560,11089,Beegden,1887,,1502.0
5561,11089,Beegden,1888,,1381.0
5562,11089,Beegden,1889,,
5563,11089,Beegden,1890,,
5564,11090,Oudendijk,1869,,1454.0
5565,11090,Oudendijk,1870,,1405.0
5566,11090,Oudendijk,1887,,2896.0
5567,11090,Oudendijk,1888,,2633.0
5568,11090,Oudendijk,1889,,
5569,11090,Oudendijk,1890,,
5570,11091,Bodegraven,1869,,2541.0
5571,11091,Bodegraven,1870,,2758.0
5572,11091,Bodegraven,1887,,7426.0
5573,11091,Bodegraven,1888,,13726.0
5574,11091,Bodegraven,1889,,
5575,11091,Bodegraven,1890,,
5576,11092,Est En Opijnen,1869,,1087.0
5577,11092,Est En Opijnen,1870,,1116.0
5578,11092,Est En Opijnen,1887,,2964.0
5579,11092,Est En Opijnen,1888,,2780.0
5580,11092,Est En Opijnen,1889,,
5581,11092,Est En Opijnen,1890,,
5582,11093,Lienden,1869,,3780.0
5583,11093,Lienden,1870,,3981.0
5584,11093,Lienden,1887,,10130.0
5585,11093,Lienden,1888,,8067.0
5586,11093,Lienden,1889,,
5587,11093,Lienden,1890,,
5588,11094,Groenlo,1869,,934.0
5589,11094,Groenlo,1870,,948.0
5590,11094,Groenlo,1887,89.0,5746.0
5591,11094,Groenlo,1888,91.0,5787.0
5592,11094,Groenlo,1889,95.0,
5593,11094,Groenlo,1890,94.0,
5594,11095,Westerbork,1869,,2334.0
5595,11095,Westerbork,1870,,2327.0
5596,11095,Westerbork,1887,,4962.0
5597,11095,Westerbork,1888,,5771.0
5598,11095,Westerbork,1889,,
5599,11095,Westerbork,1890,,
5600,11097,Sommelsdijk,1869,,3155.0
5601,11097,Sommelsdijk,1870,,3472.0
5602,11097,Sommelsdijk,1887,88.0,7136.0
5603,11097,Sommelsdijk,1888,90.0,7228.0
5604,11097,Sommelsdijk,1889,94.0,
5605,11097,Sommelsdijk,1890,93.0,
5606,11099,Gasselte,1869,,1877.0
5607,11099,Gasselte,1870,,2091.0
5608,11099,Gasselte,1887,,5370.0
5609,11099,Gasselte,1888,,5224.0
5610,11099,Gasselte,1889,,
5611,11099,Gasselte,1890,,
5612,11100,Oldenzaal,1869,,2672.0
5613,11100,Oldenzaal,1870,,2619.0
5614,11100,Oldenzaal,1887,,7894.0
5615,11100,Oldenzaal,1888,,8171.0
5616,11100,Oldenzaal,1889,,
5617,11100,Oldenzaal,1890,,
5618,11101,Westwoud,1869,,1912.0
5619,11101,Westwoud,1870,,2014.0
5620,11101,Westwoud,1887,,2216.0
5621,11101,Westwoud,1888,,2161.0
5622,11101,Westwoud,1889,,
5623,11101,Westwoud,1890,,
5624,11102,Oostdongeradeel,1869,,11633.0
5625,11102,Oostdongeradeel,1870,,12697.0
5626,11102,Oostdongeradeel,1887,,16128.0
5627,11102,Oostdongeradeel,1888,,15589.0
5628,11102,Oostdongeradeel,1889,,
5629,11102,Oostdongeradeel,1890,,
5630,11103,Voorburg,1869,,2753.0
5631,11103,Voorburg,1870,,2446.0
5632,11103,Voorburg,1887,,3766.0
5633,11103,Voorburg,1888,,4201.0
5634,11103,Voorburg,1889,,
5635,11103,Voorburg,1890,,
5636,11104,Ter Aar,1869,,1460.0
5637,11104,Ter Aar,1870,,1539.0
5638,11104,Ter Aar,1887,,2326.0
5639,11104,Ter Aar,1888,,2262.0
5640,11104,Ter Aar,1889,,
5641,11104,Ter Aar,1890,,
5642,11105,Streefkerk,1869,,1643.0
5643,11105,Streefkerk,1870,,1723.0
5644,11105,Streefkerk,1887,,3949.0
5645,11105,Streefkerk,1888,,3829.0
5646,11105,Streefkerk,1889,,
5647,11105,Streefkerk,1890,,
5648,11106,Oldebroek,1869,,2335.0
5649,11106,Oldebroek,1870,,2530.0
5650,11106,Oldebroek,1887,,4211.0
5651,11106,Oldebroek,1888,,4367.0
5652,11106,Oldebroek,1889,,
5653,11106,Oldebroek,1890,,
5654,11107,Noordgouwe,1869,,1115.0
5655,11107,Noordgouwe,1870,,1107.0
5656,11107,Noordgouwe,1887,,2470.0
5657,11107,Noordgouwe,1888,,2385.0
5658,11107,Noordgouwe,1889,,
5659,11107,Noordgouwe,1890,,
5660,11108,Horst,1869,,2379.0
5661,11108,Horst,1870,,3112.0
5662,11108,Horst,1887,,11906.0
5663,11108,Horst,1888,,5884.0
5664,11108,Horst,1889,,
5665,11108,Horst,1890,,
5666,11109,Putten,1869,,2686.0
5667,11109,Putten,1870,,2884.0
5668,11109,Putten,1887,,8078.0
5669,11109,Putten,1888,,8142.0
5670,11109,Putten,1889,,
5671,11109,Putten,1890,,
5672,11111,Houthem L,1869,,636.0
5673,11111,Houthem L,1870,,544.0
5674,11111,Houthem L,1887,,1450.0
5675,11111,Houthem L,1888,,1519.0
5676,11111,Houthem L,1889,,
5677,11111,Houthem L,1890,,
5678,11112,Mijnsheerenland,1869,,1235.0
5679,11112,Mijnsheerenland,1870,,1193.0
5680,11112,Mijnsheerenland,1887,,4492.0
5681,11112,Mijnsheerenland,1888,,4457.0
5682,11112,Mijnsheerenland,1889,,
5683,11112,Mijnsheerenland,1890,,
5684,11113,Elburg,1869,,3734.0
5685,11113,Elburg,1870,,2483.0
5686,11113,Elburg,1887,,7392.0
5687,11113,Elburg,1888,,5011.0
5688,11113,Elburg,1889,,
5689,11113,Elburg,1890,,
5690,11115,Driewegen,1869,,873.0
5691,11115,Driewegen,1870,,858.0
5692,11115,Driewegen,1887,,1823.0
5693,11115,Driewegen,1888,,1786.0
5694,11115,Driewegen,1889,,
5695,11115,Driewegen,1890,,
5696,11116,Wehl,1869,,908.0
5697,11116,Wehl,1870,,953.0
5698,11116,Wehl,1887,,3084.0
5699,11116,Wehl,1888,,2989.0
5700,11116,Wehl,1889,,
5701,11116,Wehl,1890,,
5702,11118,Rijnsburg,1869,,2044.0
5703,11118,Rijnsburg,1870,,2102.0
5704,11118,Rijnsburg,1887,,5693.0
5705,11118,Rijnsburg,1888,,5790.0
5706,11118,Rijnsburg,1889,,
5707,11118,Rijnsburg,1890,,
5708,11119,Winterswijk,1869,,9050.0
5709,11119,Winterswijk,1870,,9307.0
5710,11119,Winterswijk,1887,,37589.0
5711,11119,Winterswijk,1888,,29284.0
5712,11119,Winterswijk,1889,,
5713,11119,Winterswijk,1890,,
5714,11120,Vledder,1869,,1210.0
5715,11120,Vledder,1870,,1179.0
5716,11120,Vledder,1887,,3351.0
5717,11120,Vledder,1888,,3314.0
5718,11120,Vledder,1889,,
5719,11120,Vledder,1890,,
5720,11121,Oosthuizen,1869,,2439.0
5721,11121,Oosthuizen,1870,,2549.0
5722,11121,Oosthuizen,1887,,6759.0
5723,11121,Oosthuizen,1888,,6752.0
5724,11121,Oosthuizen,1889,,
5725,11121,Oosthuizen,1890,,
5726,11121,Zeevang,1869,,
5727,11121,Zeevang,1870,,
5728,11121,Zeevang,1887,,
5729,11121,Zeevang,1888,,
5730,11121,Zeevang,1889,,
5731,11121,Zeevang,1890,,
5732,11122,Watergraafsmeer,1869,,1385.0
5733,11122,Watergraafsmeer,1870,,1342.0
5734,11122,Watergraafsmeer,1887,,4416.0
5735,11122,Watergraafsmeer,1888,,4764.0
5736,11122,Watergraafsmeer,1889,,
5737,11122,Watergraafsmeer,1890,,
5738,11123,Hontenisse,1869,,4525.0
5739,11123,Hontenisse,1870,,4917.0
5740,11123,Hontenisse,1887,,10388.0
5741,11123,Hontenisse,1888,,11169.0
5742,11123,Hontenisse,1889,,
5743,11123,Hontenisse,1890,,
5744,11124,Limbricht,1869,,1100.0
5745,11124,Limbricht,1870,,1764.0
5746,11124,Limbricht,1887,,2424.0
5747,11124,Limbricht,1888,,2380.0
5748,11124,Limbricht,1889,,
5749,11124,Limbricht,1890,,
5750,11125,Brakel,1869,,858.0
5751,11125,Brakel,1870,,916.0
5752,11125,Brakel,1887,,2265.0
5753,11125,Brakel,1888,,1946.0
5754,11125,Brakel,1889,,
5755,11125,Brakel,1890,,
5756,11126,Ouddorp Zh,1869,,2494.0
5757,11126,Ouddorp Zh,1870,,2393.0
5758,11126,Ouddorp Zh,1887,,4971.0
5759,11126,Ouddorp Zh,1888,,4414.0
5760,11126,Ouddorp Zh,1889,,
5761,11126,Ouddorp Zh,1890,,
5762,11127,Langerak,1869,,974.0
5763,11127,Langerak,1870,,995.0
5764,11127,Langerak,1887,,1607.0
5765,11127,Langerak,1888,,1819.0
5766,11127,Langerak,1889,,
5767,11127,Langerak,1890,,
5768,11128,Eede,1869,,1048.0
5769,11128,Eede,1870,,1059.0
5770,11128,Eede,1887,,2070.0
5771,11128,Eede,1888,,2191.0
5772,11128,Eede,1889,,
5773,11128,Eede,1890,,
5774,11129,Rijnsaterwoude,1869,,869.0
5775,11129,Rijnsaterwoude,1870,,985.0
5776,11129,Rijnsaterwoude,1887,,1199.0
5777,11129,Rijnsaterwoude,1888,,1620.0
5778,11129,Rijnsaterwoude,1889,,
5779,11129,Rijnsaterwoude,1890,,
5780,11130,Hedikhuizen,1869,,1718.0
5781,11130,Hedikhuizen,1870,,1704.0
5782,11130,Hedikhuizen,1887,,3743.0
5783,11130,Hedikhuizen,1888,,3560.0
5784,11130,Hedikhuizen,1889,,
5785,11130,Hedikhuizen,1890,,
5786,11131,Angerlo,1869,,1550.0
5787,11131,Angerlo,1870,,1420.0
5788,11131,Angerlo,1887,,5860.0
5789,11131,Angerlo,1888,,5807.0
5790,11131,Angerlo,1889,,
5791,11131,Angerlo,1890,,
5792,11132,Berkel Enschot,1869,,581.0
5793,11132,Berkel Enschot,1870,,600.0
5794,11132,Berkel Enschot,1887,,2451.0
5795,11132,Berkel Enschot,1888,,2414.0
5796,11132,Berkel Enschot,1889,,
5797,11132,Berkel Enschot,1890,,
5798,11133,Rijswijk,1869,,2428.0
5799,11133,Rijswijk,1870,,2563.0
5800,11133,Rijswijk,1887,,6738.0
5801,11133,Rijswijk,1888,,7196.0
5802,11133,Rijswijk,1889,,
5803,11133,Rijswijk,1890,,
5804,11134,Noordwijkerhout,1869,,1791.0
5805,11134,Noordwijkerhout,1870,,1961.0
5806,11134,Noordwijkerhout,1887,,3450.0
5807,11134,Noordwijkerhout,1888,,3347.0
5808,11134,Noordwijkerhout,1889,,
5809,11134,Noordwijkerhout,1890,,
5810,11135,Winsum,1869,,2279.0
5811,11135,Winsum,1870,,2019.0
5812,11135,Winsum,1887,,5497.0
5813,11135,Winsum,1888,,5498.0
5814,11135,Winsum,1889,,
5815,11135,Winsum,1890,,
5816,11136,Katwoude,1869,,518.0
5817,11136,Katwoude,1870,,545.0
5818,11136,Katwoude,1887,,1271.0
5819,11136,Katwoude,1888,,1214.0
5820,11136,Katwoude,1889,,
5821,11136,Katwoude,1890,,
5822,11137,Uithuizen,1869,,3741.0
5823,11137,Uithuizen,1870,,3628.0
5824,11137,Uithuizen,1887,,6687.0
5825,11137,Uithuizen,1888,,6557.0
5826,11137,Uithuizen,1889,,
5827,11137,Uithuizen,1890,,
5828,11138,"Dieden, Demen En Langel",1869,,852.0
5829,11138,"Dieden, Demen En Langel",1870,,866.0
5830,11138,"Dieden, Demen En Langel",1887,,1051.0
5831,11138,"Dieden, Demen En Langel",1888,,972.0
5832,11138,"Dieden, Demen En Langel",1889,,
5833,11138,"Dieden, Demen En Langel",1890,,
5834,11139,Oudelande,1869,,842.0
5835,11139,Oudelande,1870,,912.0
5836,11139,Oudelande,1887,,2422.0
5837,11139,Oudelande,1888,,2272.0
5838,11139,Oudelande,1889,,
5839,11139,Oudelande,1890,,
5840,11140,Nieuwstadt,1869,,503.0
5841,11140,Nieuwstadt,1870,,519.0
5842,11140,Nieuwstadt,1887,,1434.0
5843,11140,Nieuwstadt,1888,,1384.0
5844,11140,Nieuwstadt,1889,,
5845,11140,Nieuwstadt,1890,,
5846,11141,Uden,1869,,3157.0
5847,11141,Uden,1870,,3082.0
5848,11141,Uden,1887,,5500.0
5849,11141,Uden,1888,,5064.0
5850,11141,Uden,1889,,
5851,11141,Uden,1890,,
5852,11142,Leersum,1869,,1238.0
5853,11142,Leersum,1870,,1366.0
5854,11142,Leersum,1887,,2294.0
5855,11142,Leersum,1888,,2335.0
5856,11142,Leersum,1889,,
5857,11142,Leersum,1890,,
5858,11143,Maarheeze,1869,,431.0
5859,11143,Maarheeze,1870,,484.0
5860,11143,Maarheeze,1887,,1397.0
5861,11143,Maarheeze,1888,,1443.0
5862,11143,Maarheeze,1889,,
5863,11143,Maarheeze,1890,,
5864,11144,Menaldumadeel,1869,,9956.0
5865,11144,Menaldumadeel,1870,,9688.0
5866,11144,Menaldumadeel,1887,,35676.0
5867,11144,Menaldumadeel,1888,,28063.0
5868,11144,Menaldumadeel,1889,,
5869,11144,Menaldumadeel,1890,,
5870,11145,Wemeldinge,1869,,1350.0
5871,11145,Wemeldinge,1870,,1634.0
5872,11145,Wemeldinge,1887,,4844.0
5873,11145,Wemeldinge,1888,,5042.0
5874,11145,Wemeldinge,1889,,
5875,11145,Wemeldinge,1890,,
5876,11146,Scherpenzeel,1869,,2064.0
5877,11146,Scherpenzeel,1870,,2340.0
5878,11146,Scherpenzeel,1887,,2659.0
5879,11146,Scherpenzeel,1888,,2517.0
5880,11146,Scherpenzeel,1889,,
5881,11146,Scherpenzeel,1890,,
5882,11147,Avenhorn,1869,,2698.0
5883,11147,Avenhorn,1870,,2996.0
5884,11147,Avenhorn,1887,,1951.0
5885,11147,Avenhorn,1888,,5941.0
5886,11147,Avenhorn,1889,,
5887,11147,Avenhorn,1890,,
5888,11148,Kuinre,1869,,1395.0
5889,11148,Kuinre,1870,,1496.0
5890,11148,Kuinre,1887,,2704.0
5891,11148,Kuinre,1888,,2839.0
5892,11148,Kuinre,1889,,
5893,11148,Kuinre,1890,,
5894,11149,Breukelen-Sint Pieters,1869,,749.0
5895,11149,Breukelen-Sint Pieters,1870,,760.0
5896,11149,Breukelen-Sint Pieters,1887,,1663.0
5897,11149,Breukelen-Sint Pieters,1888,,1767.0
5898,11149,Breukelen-Sint Pieters,1889,,
5899,11149,Breukelen-Sint Pieters,1890,,
5900,11150,Amsterdam,1869,,367523.0
5901,11150,Amsterdam,1870,,528383.0
5902,11150,Amsterdam,1887,95.0,1606102.0
5903,11150,Amsterdam,1888,96.0,1601392.0
5904,11150,Amsterdam,1889,95.0,
5905,11150,Amsterdam,1890,95.0,
5906,11152,Rucphen,1869,,2903.0
5907,11152,Rucphen,1870,,4615.0
5908,11152,Rucphen,1887,,16859.0
5909,11152,Rucphen,1888,,7097.0
5910,11152,Rucphen,1889,,
5911,11152,Rucphen,1890,,
5912,11153,Ameland,1869,,3062.0
5913,11153,Ameland,1870,,3215.0
5914,11153,Ameland,1887,,6329.0
5915,11153,Ameland,1888,,6813.0
5916,11153,Ameland,1889,,
5917,11153,Ameland,1890,,
5918,11154,Dinxperlo,1869,,2073.0
5919,11154,Dinxperlo,1870,,2176.0
5920,11154,Dinxperlo,1887,,7436.0
5921,11154,Dinxperlo,1888,,17412.0
5922,11154,Dinxperlo,1889,,
5923,11154,Dinxperlo,1890,,
5924,11155,Haaren,1869,,1062.0
5925,11155,Haaren,1870,,1168.0
5926,11155,Haaren,1887,,1561.0
5927,11155,Haaren,1888,,1437.0
5928,11155,Haaren,1889,,
5929,11155,Haaren,1890,,
5930,11157,Dordrecht,1869,,29336.0
5931,11157,Dordrecht,1870,,30114.0
5932,11157,Dordrecht,1887,92.0,70703.0
5933,11157,Dordrecht,1888,97.0,82050.0
5934,11157,Dordrecht,1889,95.0,
5935,11157,Dordrecht,1890,91.0,
5936,11159,Zelhem,1869,,2399.0
5937,11159,Zelhem,1870,,2507.0
5938,11159,Zelhem,1887,,4624.0
5939,11159,Zelhem,1888,,4640.0
5940,11159,Zelhem,1889,,
5941,11159,Zelhem,1890,,
5942,11160,Bergeyk,1869,,1570.0
5943,11160,Bergeyk,1870,,1482.0
5944,11160,Bergeyk,1887,,2504.0
5945,11160,Bergeyk,1888,,2769.0
5946,11160,Bergeyk,1889,,
5947,11160,Bergeyk,1890,,
5948,11162,Hemmen,1869,,80.0
5949,11162,Hemmen,1870,,40.0
5950,11162,Hemmen,1887,,40.0
5951,11162,Hemmen,1888,,40.0
5952,11162,Hemmen,1889,,
5953,11162,Hemmen,1890,,
5954,11163,Ooltgensplaat,1869,,2566.0
5955,11163,Ooltgensplaat,1870,,2632.0
5956,11163,Ooltgensplaat,1887,,6113.0
5957,11163,Ooltgensplaat,1888,,16351.0
5958,11163,Ooltgensplaat,1889,,
5959,11163,Ooltgensplaat,1890,,
5960,11164,Wieringerwaard,1869,,1940.0
5961,11164,Wieringerwaard,1870,,2278.0
5962,11164,Wieringerwaard,1887,,4890.0
5963,11164,Wieringerwaard,1888,,4836.0
5964,11164,Wieringerwaard,1889,,
5965,11164,Wieringerwaard,1890,,
5966,11165,Nieuwvliet,1869,,650.0
5967,11165,Nieuwvliet,1870,,798.0
5968,11165,Nieuwvliet,1887,,1774.0
5969,11165,Nieuwvliet,1888,,1768.0
5970,11165,Nieuwvliet,1889,,
5971,11165,Nieuwvliet,1890,,
5972,11166,Losser,1869,,2752.0
5973,11166,Losser,1870,,5498.0
5974,11166,Losser,1887,,9103.0
5975,11166,Losser,1888,,9529.0
5976,11166,Losser,1889,,
5977,11166,Losser,1890,,
5978,11167,Sijbekarspel,1869,,2225.0
5979,11167,Sijbekarspel,1870,,2836.0
5980,11167,Sijbekarspel,1887,,4764.0
5981,11167,Sijbekarspel,1888,,4884.0
5982,11167,Sijbekarspel,1889,,
5983,11167,Sijbekarspel,1890,,
5984,11169,Stad-Hardenberg,1869,,1265.0
5985,11169,Stad-Hardenberg,1870,,1187.0
5986,11169,Stad-Hardenberg,1887,,2248.0
5987,11169,Stad-Hardenberg,1888,,2385.0
5988,11169,Stad-Hardenberg,1889,,
5989,11169,Stad-Hardenberg,1890,,
5990,11170,Huizen,1869,,2015.0
5991,11170,Huizen,1870,,1991.0
5992,11170,Huizen,1887,,5195.0
5993,11170,Huizen,1888,,4765.0
5994,11170,Huizen,1889,,
5995,11170,Huizen,1890,,
5996,11173,Zaamslag,1869,,1841.0
5997,11173,Zaamslag,1870,,2178.0
5998,11173,Zaamslag,1887,,6249.0
5999,11173,Zaamslag,1888,,6392.0
6000,11173,Zaamslag,1889,,
6001,11173,Zaamslag,1890,,
6002,11174,Vlist,1869,,489.0
6003,11174,Vlist,1870,,396.0
6004,11174,Vlist,1887,,924.0
6005,11174,Vlist,1888,,938.0
6006,11174,Vlist,1889,,
6007,11174,Vlist,1890,,
6008,11176,Horn,1869,,685.0
6009,11176,Horn,1870,,652.0
6010,11176,Horn,1887,,1988.0
6011,11176,Horn,1888,,2036.0
6012,11176,Horn,1889,,
6013,11176,Horn,1890,,
6014,11177,Hoensbroek,1869,,662.0
6015,11177,Hoensbroek,1870,,760.0
6016,11177,Hoensbroek,1887,,1473.0
6017,11177,Hoensbroek,1888,,1470.0
6018,11177,Hoensbroek,1889,,
6019,11177,Hoensbroek,1890,,
6020,11178,Schijndel,1869,,1932.0
6021,11178,Schijndel,1870,,2156.0
6022,11178,Schijndel,1887,,4515.0
6023,11178,Schijndel,1888,,14043.0
6024,11178,Schijndel,1889,,
6025,11178,Schijndel,1890,,
6026,11180,Emmen,1869,,4803.0
6027,11180,Emmen,1870,,4901.0
6028,11180,Emmen,1887,78.0,15832.0
6029,11180,Emmen,1888,86.0,18131.0
6030,11180,Emmen,1889,83.0,
6031,11180,Emmen,1890,86.0,
6032,11181,Poortvliet,1869,,1443.0
6033,11181,Poortvliet,1870,,1418.0
6034,11181,Poortvliet,1887,,4068.0
6035,11181,Poortvliet,1888,,3854.0
6036,11181,Poortvliet,1889,,
6037,11181,Poortvliet,1890,,
6038,11182,Beusichem,1869,,2757.0
6039,11182,Beusichem,1870,,2910.0
6040,11182,Beusichem,1887,,4891.0
6041,11182,Beusichem,1888,,4949.0
6042,11182,Beusichem,1889,,
6043,11182,Beusichem,1890,,
6044,11183,Stad-Vollenhove,1869,,2947.0
6045,11183,Stad-Vollenhove,1870,,3026.0
6046,11183,Stad-Vollenhove,1887,,4876.0
6047,11183,Stad-Vollenhove,1888,,5015.0
6048,11183,Stad-Vollenhove,1889,,
6049,11183,Stad-Vollenhove,1890,,
6050,11184,Abcoude-Baambrugge,1869,,1721.0
6051,11184,Abcoude-Baambrugge,1870,,1763.0
6052,11184,Abcoude-Baambrugge,1887,,3375.0
6053,11184,Abcoude-Baambrugge,1888,,3371.0
6054,11184,Abcoude-Baambrugge,1889,,
6055,11184,Abcoude-Baambrugge,1890,,
6056,11185,Diessen,1869,,662.0
6057,11185,Diessen,1870,,673.0
6058,11185,Diessen,1887,,1453.0
6059,11185,Diessen,1888,,1464.0
6060,11185,Diessen,1889,,
6061,11185,Diessen,1890,,
6062,11186,Stramproy,1869,,733.0
6063,11186,Stramproy,1870,,644.0
6064,11186,Stramproy,1887,,1271.0
6065,11186,Stramproy,1888,,1250.0
6066,11186,Stramproy,1889,,
6067,11186,Stramproy,1890,,
6068,11187,Elsloo,1869,,574.0
6069,11187,Elsloo,1870,,550.0
6070,11187,Elsloo,1887,,2008.0
