,amco,name,year,category,total_profession_count,total_inhabitants,prof_count_per_cap
0,10002,Zuidlaren,1889,agriculture,0.0,1125.0,0.0
1,10002,Zuidlaren,1889,industry,0.0,1125.0,0.0
2,10002,Zuidlaren,1889,services,0.0,1125.0,0.0
3,10004,Zijpe,1889,agriculture,0.0,2282.0,0.0
4,10004,Zijpe,1889,industry,0.0,2282.0,0.0
5,10004,Zijpe,1889,services,0.0,2282.0,0.0
6,10005,Opsterland,1889,agriculture,2734.0,7509.0,0.3640964176321747
7,10005,Opsterland,1889,industry,1181.0,7509.0,0.1572779331468904
8,10005,Opsterland,1889,services,1295.0,7509.0,0.17245971500865628
9,10006,Baardwijk,1889,agriculture,0.0,812.0,0.0
10,10006,Baardwijk,1889,industry,0.0,812.0,0.0
11,10006,Baardwijk,1889,services,0.0,812.0,0.0
12,10007,Vaals,1889,agriculture,0.0,2446.0,0.0
13,10007,Vaals,1889,industry,0.0,2446.0,0.0
14,10007,Vaals,1889,services,0.0,2446.0,0.0
15,10008,Nieuweschans,1889,agriculture,134.0,724.0,0.1850828729281768
16,10008,Nieuweschans,1889,industry,102.0,724.0,0.1408839779005525
17,10008,Nieuweschans,1889,services,247.0,724.0,0.3411602209944751
18,10009,Oostvoorne,1889,agriculture,0.0,965.0,0.0
19,10009,Oostvoorne,1889,industry,0.0,965.0,0.0
20,10009,Oostvoorne,1889,services,0.0,965.0,0.0
21,10009,Westvoorne,1889,agriculture,0.0,0.0,
22,10009,Westvoorne,1889,industry,0.0,0.0,
23,10009,Westvoorne,1889,services,0.0,0.0,
24,10010,Eethen,1889,agriculture,0.0,0.0,
25,10010,Eethen,1889,industry,0.0,0.0,
26,10010,Eethen,1889,services,0.0,0.0,
27,10011,Luyksgestel,1889,agriculture,0.0,431.0,0.0
28,10011,Luyksgestel,1889,industry,0.0,431.0,0.0
29,10011,Luyksgestel,1889,services,0.0,431.0,0.0
30,10015,Veen,1889,agriculture,0.0,492.0,0.0
31,10015,Veen,1889,industry,0.0,492.0,0.0
32,10015,Veen,1889,services,0.0,492.0,0.0
33,10017,Voorhout,1889,agriculture,0.0,743.0,0.0
34,10017,Voorhout,1889,industry,0.0,743.0,0.0
35,10017,Voorhout,1889,services,0.0,743.0,0.0
36,10019,Monster,1889,agriculture,0.0,2264.0,0.0
37,10019,Monster,1889,industry,0.0,2264.0,0.0
38,10019,Monster,1889,services,0.0,2264.0,0.0
39,10021,Zuidhorn,1889,agriculture,460.0,1403.0,0.32786885245901637
40,10021,Zuidhorn,1889,industry,188.0,1403.0,0.13399857448325017
41,10021,Zuidhorn,1889,services,376.0,1403.0,0.26799714896650034
42,10022,Haskerland,1889,agriculture,755.0,3791.0,0.19915589554207333
43,10022,Haskerland,1889,industry,796.0,3791.0,0.20997098390925878
44,10022,Haskerland,1889,services,1176.0,3791.0,0.31020838828805064
45,10022,Scharsterland,1889,agriculture,0.0,0.0,
46,10022,Scharsterland,1889,industry,0.0,0.0,
47,10022,Scharsterland,1889,services,0.0,0.0,
48,10022,Skarsterlan,1889,agriculture,0.0,0.0,
49,10022,Skarsterlan,1889,industry,0.0,0.0,
50,10022,Skarsterlan,1889,services,0.0,0.0,
51,10023,Cuijk En St Agatha,1889,agriculture,0.0,1318.0,0.0
52,10023,Cuijk En St Agatha,1889,industry,0.0,1318.0,0.0
53,10023,Cuijk En St Agatha,1889,services,0.0,1318.0,0.0
54,10024,Lithoijen,1889,agriculture,0.0,359.0,0.0
55,10024,Lithoijen,1889,industry,0.0,359.0,0.0
56,10024,Lithoijen,1889,services,0.0,359.0,0.0
57,10027,Tiel,1889,agriculture,246.0,5126.0,0.047990635973468594
58,10027,Tiel,1889,industry,1202.0,5126.0,0.23449083105735466
59,10027,Tiel,1889,services,2049.0,5126.0,0.39972688255950056
60,10028,Valkenburg Zh,1889,agriculture,0.0,287.0,0.0
61,10028,Valkenburg Zh,1889,industry,0.0,287.0,0.0
62,10028,Valkenburg Zh,1889,services,0.0,287.0,0.0
63,10029,Koudekerk Aan Den Rijn,1889,agriculture,0.0,736.0,0.0
64,10029,Koudekerk Aan Den Rijn,1889,industry,0.0,736.0,0.0
65,10029,Koudekerk Aan Den Rijn,1889,services,0.0,736.0,0.0
66,10030,Brouwershaven,1889,agriculture,0.0,731.0,0.0
67,10030,Brouwershaven,1889,industry,0.0,731.0,0.0
68,10030,Brouwershaven,1889,services,0.0,731.0,0.0
69,10031,Pijnacker,1889,agriculture,0.0,793.0,0.0
70,10031,Pijnacker,1889,industry,0.0,793.0,0.0
71,10031,Pijnacker,1889,services,0.0,793.0,0.0
72,10033,Montfoort,1889,agriculture,186.0,985.0,0.18883248730964466
73,10033,Montfoort,1889,industry,201.0,985.0,0.20406091370558377
74,10033,Montfoort,1889,services,307.0,985.0,0.3116751269035533
75,10035,Tienhoven U,1889,agriculture,69.0,275.0,0.2509090909090909
76,10035,Tienhoven U,1889,industry,74.0,275.0,0.2690909090909091
77,10035,Tienhoven U,1889,services,32.0,275.0,0.11636363636363636
78,10036,Gaasterlan-Sleat,1889,agriculture,0.0,0.0,
79,10036,Gaasterlan-Sleat,1889,industry,0.0,0.0,
80,10036,Gaasterlan-Sleat,1889,services,0.0,0.0,
81,10036,Gaasterland,1889,agriculture,1056.0,2813.0,0.3753999289015286
82,10036,Gaasterland,1889,industry,271.0,2813.0,0.09633842872378244
83,10036,Gaasterland,1889,services,531.0,2813.0,0.1887664415215073
84,10037,Gameren,1889,agriculture,0.0,881.0,0.0
85,10037,Gameren,1889,industry,0.0,881.0,0.0
86,10037,Gameren,1889,services,0.0,881.0,0.0
87,10038,Hoek,1889,agriculture,0.0,1015.0,0.0
88,10038,Hoek,1889,industry,0.0,1015.0,0.0
89,10038,Hoek,1889,services,0.0,1015.0,0.0
90,10040,Zonnemaire,1889,agriculture,0.0,527.0,0.0
91,10040,Zonnemaire,1889,industry,0.0,527.0,0.0
92,10040,Zonnemaire,1889,services,0.0,527.0,0.0
93,10042,Wamel,1889,agriculture,0.0,2539.0,0.0
94,10042,Wamel,1889,industry,0.0,2539.0,0.0
95,10042,Wamel,1889,services,0.0,2539.0,0.0
96,10042,West Maas En Waal,1889,agriculture,0.0,0.0,
97,10042,West Maas En Waal,1889,industry,0.0,0.0,
98,10042,West Maas En Waal,1889,services,0.0,0.0,
99,10043,Borsele,1889,agriculture,0.0,528.0,0.0
100,10043,Borsele,1889,industry,0.0,528.0,0.0
101,10043,Borsele,1889,services,0.0,528.0,0.0
102,10045,Sevenum,1889,agriculture,0.0,1060.0,0.0
103,10045,Sevenum,1889,industry,0.0,1060.0,0.0
104,10045,Sevenum,1889,services,0.0,1060.0,0.0
105,10046,Zevenbergen,1889,agriculture,873.0,3372.0,0.25889679715302494
106,10046,Zevenbergen,1889,industry,838.0,3372.0,0.24851720047449585
107,10046,Zevenbergen,1889,services,721.0,3372.0,0.2138196915776987
108,10047,"Soerendonk, Sterksel En Gastel",1889,agriculture,0.0,527.0,0.0
109,10047,"Soerendonk, Sterksel En Gastel",1889,industry,0.0,527.0,0.0
110,10047,"Soerendonk, Sterksel En Gastel",1889,services,0.0,527.0,0.0
111,10048,Geleen,1889,agriculture,0.0,1220.0,0.0
112,10048,Geleen,1889,industry,0.0,1220.0,0.0
113,10048,Geleen,1889,services,0.0,1220.0,0.0
114,10049,Huisseling En Neerloon,1889,agriculture,0.0,319.0,0.0
115,10049,Huisseling En Neerloon,1889,industry,0.0,319.0,0.0
116,10049,Huisseling En Neerloon,1889,services,0.0,319.0,0.0
117,10050,Lekkerkerk,1889,agriculture,0.0,1694.0,0.0
118,10050,Lekkerkerk,1889,industry,0.0,1694.0,0.0
119,10050,Lekkerkerk,1889,services,0.0,1694.0,0.0
120,10050,Nederlek,1889,agriculture,0.0,0.0,
121,10050,Nederlek,1889,industry,0.0,0.0,
122,10050,Nederlek,1889,services,0.0,0.0,
123,10052,'S Gravendeel,1889,agriculture,0.0,2029.0,0.0
124,10052,'S Gravendeel,1889,industry,0.0,2029.0,0.0
125,10052,'S Gravendeel,1889,services,0.0,2029.0,0.0
126,10053,Cromvoirt,1889,agriculture,0.0,267.0,0.0
127,10053,Cromvoirt,1889,industry,0.0,267.0,0.0
128,10053,Cromvoirt,1889,services,0.0,267.0,0.0
129,10054,Den Bosch,1889,agriculture,229.0,14248.0,0.01607243121841662
130,10054,Den Bosch,1889,industry,4032.0,14248.0,0.28298708590679394
131,10054,Den Bosch,1889,services,6282.0,14248.0,0.4409039865244245
132,10055,Noordwelle,1889,agriculture,0.0,277.0,0.0
133,10055,Noordwelle,1889,industry,0.0,277.0,0.0
134,10055,Noordwelle,1889,services,0.0,277.0,0.0
135,10056,Besoijen,1889,agriculture,0.0,759.0,0.0
136,10056,Besoijen,1889,industry,0.0,759.0,0.0
137,10056,Besoijen,1889,services,0.0,759.0,0.0
138,10057,Deil,1889,agriculture,0.0,1174.0,0.0
139,10057,Deil,1889,industry,0.0,1174.0,0.0
140,10057,Deil,1889,services,0.0,1174.0,0.0
141,10058,Leiderdorp,1889,agriculture,0.0,1948.0,0.0
142,10058,Leiderdorp,1889,industry,0.0,1948.0,0.0
143,10058,Leiderdorp,1889,services,0.0,1948.0,0.0
144,10059,Zuilen,1889,agriculture,90.0,576.0,0.15625
145,10059,Zuilen,1889,industry,192.0,576.0,0.3333333333333333
146,10059,Zuilen,1889,services,134.0,576.0,0.2326388888888889
147,10060,Baarle Nassau,1889,agriculture,0.0,1127.0,0.0
148,10060,Baarle Nassau,1889,industry,0.0,1127.0,0.0
149,10060,Baarle Nassau,1889,services,0.0,1127.0,0.0
150,10062,Amstenrade,1889,agriculture,0.0,260.0,0.0
151,10062,Amstenrade,1889,industry,0.0,260.0,0.0
152,10062,Amstenrade,1889,services,0.0,260.0,0.0
153,10063,Spanbroek,1889,agriculture,0.0,748.0,0.0
154,10063,Spanbroek,1889,industry,0.0,748.0,0.0
155,10063,Spanbroek,1889,services,0.0,748.0,0.0
156,10064,Schoonebeek,1889,agriculture,0.0,899.0,0.0
157,10064,Schoonebeek,1889,industry,0.0,899.0,0.0
158,10064,Schoonebeek,1889,services,0.0,899.0,0.0
159,10065,Hoeven,1889,agriculture,0.0,1333.0,0.0
160,10065,Hoeven,1889,industry,0.0,1333.0,0.0
161,10065,Hoeven,1889,services,0.0,1333.0,0.0
162,10066,Vierlingsbeek,1889,agriculture,0.0,688.0,0.0
163,10066,Vierlingsbeek,1889,industry,0.0,688.0,0.0
164,10066,Vierlingsbeek,1889,services,0.0,688.0,0.0
165,10067,Heerewaarden,1889,agriculture,0.0,483.0,0.0
166,10067,Heerewaarden,1889,industry,0.0,483.0,0.0
167,10067,Heerewaarden,1889,services,0.0,483.0,0.0
168,10068,Druten,1889,agriculture,0.0,2270.0,0.0
169,10068,Druten,1889,industry,0.0,2270.0,0.0
170,10068,Druten,1889,services,0.0,2270.0,0.0
171,10069,Doornspijk,1889,agriculture,0.0,1562.0,0.0
172,10069,Doornspijk,1889,industry,0.0,1562.0,0.0
173,10069,Doornspijk,1889,services,0.0,1562.0,0.0
174,10071,Veldhoven,1889,agriculture,0.0,0.0,
175,10071,Veldhoven,1889,industry,0.0,0.0,
176,10071,Veldhoven,1889,services,0.0,0.0,
177,10071,Veldhoven En Meerveldhoven,1889,agriculture,0.0,680.0,0.0
178,10071,Veldhoven En Meerveldhoven,1889,industry,0.0,680.0,0.0
179,10071,Veldhoven En Meerveldhoven,1889,services,0.0,680.0,0.0
180,10072,Millingen Aan De Rijn,1889,agriculture,0.0,1378.0,0.0
181,10072,Millingen Aan De Rijn,1889,industry,0.0,1378.0,0.0
182,10072,Millingen Aan De Rijn,1889,services,0.0,1378.0,0.0
183,10073,Nieuwe Niedorp,1889,agriculture,0.0,786.0,0.0
184,10073,Nieuwe Niedorp,1889,industry,0.0,786.0,0.0
185,10073,Nieuwe Niedorp,1889,services,0.0,786.0,0.0
186,10075,Noord-Scharwoude,1889,agriculture,0.0,500.0,0.0
187,10075,Noord-Scharwoude,1889,industry,0.0,500.0,0.0
188,10075,Noord-Scharwoude,1889,services,0.0,500.0,0.0
189,10076,Goor,1889,agriculture,0.0,1426.0,0.0
190,10076,Goor,1889,industry,0.0,1426.0,0.0
191,10076,Goor,1889,services,0.0,1426.0,0.0
192,10077,Kruiningen,1889,agriculture,0.0,1485.0,0.0
193,10077,Kruiningen,1889,industry,0.0,1485.0,0.0
194,10077,Kruiningen,1889,services,0.0,1485.0,0.0
195,10077,Reimerswaal,1889,agriculture,0.0,0.0,
196,10077,Reimerswaal,1889,industry,0.0,0.0,
197,10077,Reimerswaal,1889,services,0.0,0.0,
198,10078,Werkendam,1889,agriculture,0.0,1337.0,0.0
199,10078,Werkendam,1889,industry,0.0,1337.0,0.0
200,10078,Werkendam,1889,services,0.0,1337.0,0.0
201,10079,Arkel,1889,agriculture,0.0,413.0,0.0
202,10079,Arkel,1889,industry,0.0,413.0,0.0
203,10079,Arkel,1889,services,0.0,413.0,0.0
204,10080,Sappemeer,1889,agriculture,297.0,2554.0,0.11628817541111981
205,10080,Sappemeer,1889,industry,698.0,2554.0,0.27329678935003915
206,10080,Sappemeer,1889,services,747.0,2554.0,0.29248238057948317
207,10081,Waddinxveen,1889,agriculture,0.0,2204.0,0.0
208,10081,Waddinxveen,1889,industry,0.0,2204.0,0.0
209,10081,Waddinxveen,1889,services,0.0,2204.0,0.0
210,10081,Zuid-Waddinxveen,1889,agriculture,0.0,0.0,
211,10081,Zuid-Waddinxveen,1889,industry,0.0,0.0,
212,10081,Zuid-Waddinxveen,1889,services,0.0,0.0,
213,10082,Waarde,1889,agriculture,0.0,390.0,0.0
214,10082,Waarde,1889,industry,0.0,390.0,0.0
215,10082,Waarde,1889,services,0.0,390.0,0.0
216,10083,Boxtel,1889,agriculture,1089.0,3065.0,0.35530179445350735
217,10083,Boxtel,1889,industry,745.0,3065.0,0.24306688417618272
218,10083,Boxtel,1889,services,739.0,3065.0,0.24110929853181076
219,10085,Gorssel,1889,agriculture,0.0,2471.0,0.0
220,10085,Gorssel,1889,industry,0.0,2471.0,0.0
221,10085,Gorssel,1889,services,0.0,2471.0,0.0
222,10086,Doniawerstal,1889,agriculture,0.0,2389.0,0.0
223,10086,Doniawerstal,1889,industry,0.0,2389.0,0.0
224,10086,Doniawerstal,1889,services,0.0,2389.0,0.0
225,10087,Stellendam,1889,agriculture,0.0,519.0,0.0
226,10087,Stellendam,1889,industry,0.0,519.0,0.0
227,10087,Stellendam,1889,services,0.0,519.0,0.0
228,10088,Nieuwenhagen,1889,agriculture,0.0,594.0,0.0
229,10088,Nieuwenhagen,1889,industry,0.0,594.0,0.0
230,10088,Nieuwenhagen,1889,services,0.0,594.0,0.0
231,10089,Hof Van Delft,1889,agriculture,0.0,1323.0,0.0
232,10089,Hof Van Delft,1889,industry,0.0,1323.0,0.0
233,10089,Hof Van Delft,1889,services,0.0,1323.0,0.0
234,10091,Nibbixwoud,1889,agriculture,0.0,550.0,0.0
235,10091,Nibbixwoud,1889,industry,0.0,550.0,0.0
236,10091,Nibbixwoud,1889,services,0.0,550.0,0.0
237,10092,Nieuw Beijerland,1889,agriculture,0.0,825.0,0.0
238,10092,Nieuw Beijerland,1889,industry,0.0,825.0,0.0
239,10092,Nieuw Beijerland,1889,services,0.0,825.0,0.0
240,10093,Zwolle,1889,agriculture,636.0,13608.0,0.04673721340388007
241,10093,Zwolle,1889,industry,3695.0,13608.0,0.27153145208700763
242,10093,Zwolle,1889,services,5482.0,13608.0,0.4028512639623751
243,10094,Nistelrode,1889,agriculture,0.0,1117.0,0.0
244,10094,Nistelrode,1889,industry,0.0,1117.0,0.0
245,10094,Nistelrode,1889,services,0.0,1117.0,0.0
246,10095,Ouderkerk,1889,agriculture,0.0,0.0,
247,10095,Ouderkerk,1889,industry,0.0,0.0,
248,10095,Ouderkerk,1889,services,0.0,0.0,
249,10095,Ouderkerk Aan Den Ijssel,1889,agriculture,0.0,1385.0,0.0
250,10095,Ouderkerk Aan Den Ijssel,1889,industry,0.0,1385.0,0.0
251,10095,Ouderkerk Aan Den Ijssel,1889,services,0.0,1385.0,0.0
252,10096,Zeelst,1889,agriculture,0.0,630.0,0.0
253,10096,Zeelst,1889,industry,0.0,630.0,0.0
254,10096,Zeelst,1889,services,0.0,630.0,0.0
255,10097,Ottoland,1889,agriculture,0.0,321.0,0.0
256,10097,Ottoland,1889,industry,0.0,321.0,0.0
257,10097,Ottoland,1889,services,0.0,321.0,0.0
258,10098,Laren Gld,1889,agriculture,0.0,2024.0,0.0
259,10098,Laren Gld,1889,industry,0.0,2024.0,0.0
260,10098,Laren Gld,1889,services,0.0,2024.0,0.0
261,10099,Putte,1889,agriculture,0.0,565.0,0.0
262,10099,Putte,1889,industry,0.0,565.0,0.0
263,10099,Putte,1889,services,0.0,565.0,0.0
264,10100,Stoppeldijk,1889,agriculture,0.0,829.0,0.0
265,10100,Stoppeldijk,1889,industry,0.0,829.0,0.0
266,10100,Stoppeldijk,1889,services,0.0,829.0,0.0
267,10100,Vogelwaarde,1889,agriculture,0.0,0.0,
268,10100,Vogelwaarde,1889,industry,0.0,0.0,
269,10100,Vogelwaarde,1889,services,0.0,0.0,
270,10101,Geertruidenberg,1889,agriculture,0.0,995.0,0.0
271,10101,Geertruidenberg,1889,industry,0.0,995.0,0.0
272,10101,Geertruidenberg,1889,services,0.0,995.0,0.0
273,10102,Ellemeet,1889,agriculture,0.0,261.0,0.0
274,10102,Ellemeet,1889,industry,0.0,261.0,0.0
275,10102,Ellemeet,1889,services,0.0,261.0,0.0
276,10103,Oisterwijk,1889,agriculture,0.0,1526.0,0.0
277,10103,Oisterwijk,1889,industry,0.0,1526.0,0.0
278,10103,Oisterwijk,1889,services,0.0,1526.0,0.0
279,10104,Nuth,1889,agriculture,0.0,629.0,0.0
280,10104,Nuth,1889,industry,0.0,629.0,0.0
281,10104,Nuth,1889,services,0.0,629.0,0.0
282,10105,Wanneperveen,1889,agriculture,0.0,807.0,0.0
283,10105,Wanneperveen,1889,industry,0.0,807.0,0.0
284,10105,Wanneperveen,1889,services,0.0,807.0,0.0
285,10106,Sint Laurens,1889,agriculture,0.0,276.0,0.0
286,10106,Sint Laurens,1889,industry,0.0,276.0,0.0
287,10106,Sint Laurens,1889,services,0.0,276.0,0.0
288,10111,Drongelen,1889,agriculture,0.0,223.0,0.0
289,10111,Drongelen,1889,industry,0.0,223.0,0.0
290,10111,Drongelen,1889,services,0.0,223.0,0.0
291,10114,Oudenrijn,1889,agriculture,184.0,271.0,0.6789667896678967
292,10114,Oudenrijn,1889,industry,13.0,271.0,0.04797047970479705
293,10114,Oudenrijn,1889,services,41.0,271.0,0.15129151291512916
294,10115,Hasselt,1889,agriculture,0.0,1256.0,0.0
295,10115,Hasselt,1889,industry,0.0,1256.0,0.0
296,10115,Hasselt,1889,services,0.0,1256.0,0.0
297,10116,De Werken En Sleeuwijk,1889,agriculture,0.0,1335.0,0.0
298,10116,De Werken En Sleeuwijk,1889,industry,0.0,1335.0,0.0
299,10116,De Werken En Sleeuwijk,1889,services,0.0,1335.0,0.0
300,10118,Nuland,1889,agriculture,0.0,525.0,0.0
301,10118,Nuland,1889,industry,0.0,525.0,0.0
302,10118,Nuland,1889,services,0.0,525.0,0.0
303,10119,Oerle,1889,agriculture,0.0,336.0,0.0
304,10119,Oerle,1889,industry,0.0,336.0,0.0
305,10119,Oerle,1889,services,0.0,336.0,0.0
306,10120,Moordrecht,1889,agriculture,0.0,1085.0,0.0
307,10120,Moordrecht,1889,industry,0.0,1085.0,0.0
308,10120,Moordrecht,1889,services,0.0,1085.0,0.0
309,10121,Colijnsplaat,1889,agriculture,0.0,1001.0,0.0
310,10121,Colijnsplaat,1889,industry,0.0,1001.0,0.0
311,10121,Colijnsplaat,1889,services,0.0,1001.0,0.0
312,10122,Middelburg,1889,agriculture,417.0,9312.0,0.04478092783505155
313,10122,Middelburg,1889,industry,1885.0,9312.0,0.20242697594501718
314,10122,Middelburg,1889,services,4141.0,9312.0,0.44469501718213056
315,10125,Haaften,1889,agriculture,0.0,1234.0,0.0
316,10125,Haaften,1889,industry,0.0,1234.0,0.0
317,10125,Haaften,1889,services,0.0,1234.0,0.0
318,10125,Neerijnen,1889,agriculture,0.0,0.0,
319,10125,Neerijnen,1889,industry,0.0,0.0,
320,10125,Neerijnen,1889,services,0.0,0.0,
321,10126,Nieuwolda,1889,agriculture,406.0,1134.0,0.35802469135802467
322,10126,Nieuwolda,1889,industry,88.0,1134.0,0.07760141093474426
323,10126,Nieuwolda,1889,services,254.0,1134.0,0.2239858906525573
324,10127,Wessem,1889,agriculture,0.0,527.0,0.0
325,10127,Wessem,1889,industry,0.0,527.0,0.0
326,10127,Wessem,1889,services,0.0,527.0,0.0
327,10128,Het Bildt F,1889,agriculture,2137.0,4433.0,0.4820663207759982
328,10128,Het Bildt F,1889,industry,348.0,4433.0,0.07850214301827205
329,10128,Het Bildt F,1889,services,699.0,4433.0,0.1576810286487706
330,10129,Westdongeradeel,1889,agriculture,1634.0,4125.0,0.3961212121212121
331,10129,Westdongeradeel,1889,industry,296.0,4125.0,0.07175757575757576
332,10129,Westdongeradeel,1889,services,920.0,4125.0,0.22303030303030302
333,10130,Schipluiden,1889,agriculture,0.0,515.0,0.0
334,10130,Schipluiden,1889,industry,0.0,515.0,0.0
335,10130,Schipluiden,1889,services,0.0,515.0,0.0
336,10131,Wijlre,1889,agriculture,0.0,867.0,0.0
337,10131,Wijlre,1889,industry,0.0,867.0,0.0
338,10131,Wijlre,1889,services,0.0,867.0,0.0
339,10132,Schinnen,1889,agriculture,0.0,1065.0,0.0
340,10132,Schinnen,1889,industry,0.0,1065.0,0.0
341,10132,Schinnen,1889,services,0.0,1065.0,0.0
342,10133,Oterleek,1889,agriculture,0.0,397.0,0.0
343,10133,Oterleek,1889,industry,0.0,397.0,0.0
344,10133,Oterleek,1889,services,0.0,397.0,0.0
345,10134,Oud-Vossemeer,1889,agriculture,0.0,965.0,0.0
346,10134,Oud-Vossemeer,1889,industry,0.0,965.0,0.0
347,10134,Oud-Vossemeer,1889,services,0.0,965.0,0.0
348,10135,Poederoijen,1889,agriculture,0.0,495.0,0.0
349,10135,Poederoijen,1889,industry,0.0,495.0,0.0
350,10135,Poederoijen,1889,services,0.0,495.0,0.0
351,10136,Ezinge,1889,agriculture,463.0,1015.0,0.45615763546798027
352,10136,Ezinge,1889,industry,99.0,1015.0,0.09753694581280788
353,10136,Ezinge,1889,services,221.0,1015.0,0.21773399014778325
354,10137,Sint Pieter,1889,agriculture,0.0,574.0,0.0
355,10137,Sint Pieter,1889,industry,0.0,574.0,0.0
356,10137,Sint Pieter,1889,services,0.0,574.0,0.0
357,10138,Herten,1889,agriculture,0.0,581.0,0.0
358,10138,Herten,1889,industry,0.0,581.0,0.0
359,10138,Herten,1889,services,0.0,581.0,0.0
360,10139,Berkel En Rodenrijs,1889,agriculture,0.0,781.0,0.0
361,10139,Berkel En Rodenrijs,1889,industry,0.0,781.0,0.0
362,10139,Berkel En Rodenrijs,1889,services,0.0,781.0,0.0
363,10140,Utingeradeel,1889,agriculture,578.0,2602.0,0.22213681783243658
364,10140,Utingeradeel,1889,industry,365.0,2602.0,0.14027671022290547
365,10140,Utingeradeel,1889,services,725.0,2602.0,0.2786318216756341
366,10142,Lemsterland,1889,agriculture,775.0,2913.0,0.26604874699622383
367,10142,Lemsterland,1889,industry,485.0,2913.0,0.16649502231376587
368,10142,Lemsterland,1889,services,825.0,2913.0,0.28321318228630277
369,10145,Westbroek,1889,agriculture,240.0,529.0,0.45368620037807184
370,10145,Westbroek,1889,industry,41.0,529.0,0.07750472589792061
371,10145,Westbroek,1889,services,74.0,529.0,0.13988657844990549
372,10146,Ubach Over Worms,1889,agriculture,0.0,824.0,0.0
373,10146,Ubach Over Worms,1889,industry,0.0,824.0,0.0
374,10146,Ubach Over Worms,1889,services,0.0,824.0,0.0
375,10147,Hoofdplaat,1889,agriculture,0.0,728.0,0.0
376,10147,Hoofdplaat,1889,industry,0.0,728.0,0.0
377,10147,Hoofdplaat,1889,services,0.0,728.0,0.0
378,10148,Sloten Nh,1889,agriculture,1084.0,3733.0,0.2903830699169569
379,10148,Sloten Nh,1889,industry,438.0,3733.0,0.11733190463434236
380,10148,Sloten Nh,1889,services,849.0,3733.0,0.22743102062684167
381,10149,Heesch,1889,agriculture,0.0,1103.0,0.0
382,10149,Heesch,1889,industry,0.0,1103.0,0.0
383,10149,Heesch,1889,services,0.0,1103.0,0.0
384,10151,Ammerzoden,1889,agriculture,0.0,1082.0,0.0
385,10151,Ammerzoden,1889,industry,0.0,1082.0,0.0
386,10151,Ammerzoden,1889,services,0.0,1082.0,0.0
387,10152,Ijsselstein,1889,agriculture,441.0,1769.0,0.24929338609383833
388,10152,Ijsselstein,1889,industry,456.0,1769.0,0.2577727529677784
389,10152,Ijsselstein,1889,services,410.0,1769.0,0.23176936122102884
390,10153,Didam,1889,agriculture,0.0,2048.0,0.0
391,10153,Didam,1889,industry,0.0,2048.0,0.0
392,10153,Didam,1889,services,0.0,2048.0,0.0
393,10154,Breda,1889,agriculture,207.0,11491.0,0.018014097989731095
394,10154,Breda,1889,industry,2860.0,11491.0,0.24889043599338612
395,10154,Breda,1889,services,5342.0,11491.0,0.4648855626142198
396,10155,Kloetinge,1889,agriculture,0.0,636.0,0.0
397,10155,Kloetinge,1889,industry,0.0,636.0,0.0
398,10155,Kloetinge,1889,services,0.0,636.0,0.0
399,10156,Barradeel,1889,agriculture,1945.0,3913.0,0.4970610784564273
400,10156,Barradeel,1889,industry,318.0,3913.0,0.08126756963966267
401,10156,Barradeel,1889,services,587.0,3913.0,0.15001277791975468
402,10157,Aengwirden,1889,agriculture,0.0,2122.0,0.0
403,10157,Aengwirden,1889,industry,0.0,2122.0,0.0
404,10157,Aengwirden,1889,services,0.0,2122.0,0.0
405,10159,Zuid-Scharwoude,1889,agriculture,0.0,685.0,0.0
406,10159,Zuid-Scharwoude,1889,industry,0.0,685.0,0.0
407,10159,Zuid-Scharwoude,1889,services,0.0,685.0,0.0
408,10160,Nigtevecht,1889,agriculture,53.0,400.0,0.1325
409,10160,Nigtevecht,1889,industry,122.0,400.0,0.305
410,10160,Nigtevecht,1889,services,91.0,400.0,0.2275
411,10162,Reusel,1889,agriculture,0.0,632.0,0.0
412,10162,Reusel,1889,industry,0.0,632.0,0.0
413,10162,Reusel,1889,services,0.0,632.0,0.0
414,10164,Wassenaar,1889,agriculture,0.0,1709.0,0.0
415,10164,Wassenaar,1889,industry,0.0,1709.0,0.0
416,10164,Wassenaar,1889,services,0.0,1709.0,0.0
417,10165,Grave,1889,agriculture,0.0,1320.0,0.0
418,10165,Grave,1889,industry,0.0,1320.0,0.0
419,10165,Grave,1889,services,0.0,1320.0,0.0
420,10166,Molenaarsgraaf,1889,agriculture,0.0,258.0,0.0
421,10166,Molenaarsgraaf,1889,industry,0.0,258.0,0.0
422,10166,Molenaarsgraaf,1889,services,0.0,258.0,0.0
423,10167,Hardinxveld,1889,agriculture,0.0,2490.0,0.0
424,10167,Hardinxveld,1889,industry,0.0,2490.0,0.0
425,10167,Hardinxveld,1889,services,0.0,2490.0,0.0
426,10167,Hardinxveld-Giessendam,1889,agriculture,0.0,0.0,
427,10167,Hardinxveld-Giessendam,1889,industry,0.0,0.0,
428,10167,Hardinxveld-Giessendam,1889,services,0.0,0.0,
429,10168,De Bilt,1889,agriculture,376.0,1387.0,0.27108868060562363
430,10168,De Bilt,1889,industry,265.0,1387.0,0.1910598413842826
431,10168,De Bilt,1889,services,358.0,1387.0,0.2581110310021629
432,10169,Brandwijk,1889,agriculture,0.0,458.0,0.0
433,10169,Brandwijk,1889,industry,0.0,458.0,0.0
