,amco,year,name,totaal personele belastingen,total_inhabitants,taxes_percap
2043,10340,1889,Bellingwolde,5645.0,2230.0,2.531390134529148
2044,10340,1933,Bellingwedde,,0.0,
2045,10340,1933,Bellingwolde,,6322.0,
2046,10340,1934,Bellingwedde,,0.0,
2047,10340,1934,Bellingwolde,,6299.0,
2048,10341,1859,Driel,1963.0,2167.3333333333335,0.9057213165179944
2049,10341,1859,Maasdriel,,0.0,
2050,10341,1869,Driel,2503.0,3367.0,0.7433917433917434
2051,10341,1869,Maasdriel,,0.0,
2052,10341,1870,Driel,2063.0,3426.0,0.6021599532983071
2053,10341,1870,Maasdriel,,0.0,
2054,10341,1879,Driel,2987.0,3378.0,0.8842510361160449
2055,10341,1879,Maasdriel,,0.0,
2056,10341,1889,Driel,3141.0,1630.5,1.9264029438822448
2057,10341,1889,Maasdriel,,0.0,
2058,10341,1933,Driel,,4026.0,
2059,10341,1933,Maasdriel,,0.0,
2060,10341,1934,Driel,,4098.0,
2061,10341,1934,Maasdriel,,0.0,
2062,10342,1859,Culemborg,6649.0,3626.6666666666665,1.8333639705882354
2063,10342,1869,Culemborg,7729.0,6229.0,1.2408091186386259
2064,10342,1870,Culemborg,7299.0,6241.0,1.1695241147252042
2065,10342,1879,Culemborg,7319.0,6725.0,1.0883271375464685
2066,10342,1889,Culemborg,8117.0,3827.5,2.1207054212932723
2067,10342,1933,Culemborg,,9452.0,
2068,10342,1934,Culemborg,,9546.0,
2069,10344,1879,Anna Paulowna,4339.0,2723.0,1.593463092177745
2070,10344,1889,Anna Paulowna,4149.0,1398.0,2.967811158798283
2071,10344,1933,Anna Paulowna,,5851.0,
2072,10344,1934,Anna Paulowna,,5868.0,
2073,10345,1859,Rotterdam,370682.0,70748.0,5.239469666987053
2074,10345,1869,Rotterdam,407946.0,116579.0,3.4993094811243877
2075,10345,1870,Rotterdam,417461.0,118634.0,3.518898460812246
2076,10345,1879,Rotterdam,541756.0,148102.0,3.6579924646527395
2077,10345,1889,Rotterdam,511721.0,100929.0,5.070108690267416
2078,10345,1933,Rotterdam,,587901.0,
2079,10345,1934,Rotterdam,,594951.0,
2080,10346,1859,Akersloot,2141.0,792.0,2.7032828282828283
2081,10346,1869,Akersloot,2832.0,1299.0,2.18013856812933
2082,10346,1870,Akersloot,2903.0,1317.0,2.2042520880789676
2083,10346,1879,Akersloot,4560.0,1543.0,2.9552819183408943
2084,10346,1889,Akersloot,4926.0,817.5,6.0256880733944955
2085,10346,1933,Akersloot,,2079.0,
2086,10346,1934,Akersloot,,2072.0,
2087,10348,1859,Hoogvliet,707.0,572.0,1.236013986013986
2088,10348,1869,Hoogvliet,773.0,962.0,0.8035343035343036
2089,10348,1870,Hoogvliet,797.0,972.0,0.8199588477366255
2090,10348,1879,Hoogvliet,1057.0,1085.0,0.9741935483870968
2091,10348,1889,Hoogvliet,1039.0,570.5,1.8212094653812445
2092,10348,1933,Hoogvliet,,1315.0,
2093,10348,1934,Hoogvliet,,0.0,
2094,10349,1859,Alkemade,4097.0,2377.3333333333335,1.7233595064498035
2095,10349,1869,Alkemade,5365.0,3753.0,1.4295230482280843
2096,10349,1870,Alkemade,5910.0,3751.0,1.5755798453745669
2097,10349,1879,Alkemade,7371.0,4062.0,1.8146233382570163
2098,10349,1889,Alkemade,7410.0,2183.0,3.3944113605130553
2099,10349,1933,Alkemade,,6269.0,
2100,10349,1934,Alkemade,,6363.0,
2101,10350,1859,Bergh,4970.0,3796.6666666666665,1.309043020193152
2102,10350,1869,Bergh,4821.0,5199.0,0.9272937103289094
2103,10350,1870,Bergh,4843.0,5210.0,0.9295585412667946
2104,10350,1879,Bergh,4865.0,5478.0,0.8880978459291712
2105,10350,1889,Bergh,5135.0,2949.5,1.7409730462790303
2106,10350,1933,Bergh,,11225.0,
2107,10350,1934,Bergh,,11214.0,
2108,10352,1859,Waterlandkerkje,979.0,369.3333333333333,2.6507220216606497
2109,10352,1869,Waterlandkerkje,1063.0,583.0,1.8233276157804459
2110,10352,1870,Waterlandkerkje,1072.0,597.0,1.795644891122278
2111,10352,1879,Waterlandkerkje,1046.0,689.0,1.518142235123367
2112,10352,1889,Waterlandkerkje,1011.0,324.0,3.1203703703703702
2113,10352,1933,Waterlandkerkje,,549.0,
2114,10352,1934,Waterlandkerkje,,543.0,
2115,10354,1859,Berkhout,3372.0,1191.6666666666667,2.8296503496503496
2116,10354,1859,Wester-Koggenland,,0.0,
2117,10354,1869,Berkhout,4712.0,2043.0,2.306412139011258
2118,10354,1869,Wester-Koggenland,,0.0,
2119,10354,1870,Berkhout,5054.0,2034.0,2.4847590953785645
2120,10354,1870,Wester-Koggenland,,0.0,
2121,10354,1879,Berkhout,6693.0,2311.0,2.8961488533102555
2122,10354,1879,Wester-Koggenland,,0.0,
2123,10354,1889,Berkhout,6885.0,1183.0,5.819949281487743
2124,10354,1889,Wester-Koggenland,,0.0,
2125,10354,1933,Berkhout,,2846.0,
2126,10354,1933,Wester-Koggenland,,0.0,
2127,10354,1934,Berkhout,,2876.0,
2128,10354,1934,Wester-Koggenland,,0.0,
2129,10355,1859,Schiermonnikoog,353.0,628.0,0.5621019108280255
2130,10355,1869,Schiermonnikoog,623.0,1067.0,0.5838800374882849
2131,10355,1870,Schiermonnikoog,650.0,1087.0,0.5979760809567617
2132,10355,1879,Schiermonnikoog,753.0,1010.0,0.7455445544554455
2133,10355,1889,Schiermonnikoog,689.0,438.5,1.571265678449259
2134,10355,1933,Schiermonnikoog,,723.0,
2135,10355,1934,Schiermonnikoog,,646.0,
2136,10356,1859,Midwolda,4971.0,2236.0,2.223166368515206
2137,10356,1869,Midwolda,5757.0,3692.0,1.55931744312026
2138,10356,1870,Midwolda,5875.0,3712.0,1.5827047413793103
2139,10356,1879,Midwolda,6788.0,3949.0,1.7189161813117244
2140,10356,1889,Midwolda,6729.0,2235.5,3.01006486244688
2141,10356,1933,Midwolda,,4579.0,
2142,10356,1934,Midwolda,,4594.0,
2143,10357,1859,Haarlem,79823.0,18479.333333333332,4.3195822360114
2144,10357,1869,Haarlem,89086.0,30734.0,2.8986139129303052
2145,10357,1870,Haarlem,92936.0,31442.0,2.955791616309395
2146,10357,1879,Haarlem,116338.0,36976.0,3.146311120726958
2147,10357,1889,Haarlem,125812.0,25250.0,4.982653465346535
2148,10357,1933,Haarlem,,126740.0,
2149,10357,1934,Haarlem,,129127.0,
2150,10358,1859,Rijssen,2109.0,2117.0,0.9962210675484175
2151,10358,1869,Rijssen,2547.0,3462.0,0.7357019064124783
2152,10358,1870,Rijssen,2548.0,3511.0,0.7257191683281117
2153,10358,1879,Rijssen,2405.0,3894.0,0.6176168464304057
2154,10358,1889,Rijssen,2533.0,2389.5,1.0600544046871732
2155,10358,1933,Rijssen,,9946.0,
2156,10358,1934,Rijssen,,10088.0,
2157,10359,1859,Hengelo Gld,2976.0,2200.0,1.3527272727272728
2158,10359,1869,Hengelo Gld,3387.0,3429.0,0.9877515310586177
2159,10359,1870,Hengelo Gld,3459.0,3454.0,1.0014475969889982
2160,10359,1879,Hengelo Gld,3257.0,3494.0,0.9321694333142531
2161,10359,1889,Hengelo Gld,3729.0,1740.5,2.142487790864694
2162,10359,1933,Hengelo Gld,,5050.0,
2163,10359,1934,Hengelo Gld,,5124.0,
2164,10360,1859,Oeffelt,822.0,649.6666666666666,1.2652642380708057
2165,10360,1869,Oeffelt,723.0,943.0,0.7667020148462355
2166,10360,1870,Oeffelt,764.0,928.0,0.8232758620689655
2167,10360,1879,Oeffelt,,1008.0,
2168,10360,1889,Oeffelt,1133.0,517.0,2.1914893617021276
2169,10360,1933,Oeffelt,,1346.0,
2170,10360,1934,Oeffelt,,1327.0,
2171,10361,1859,Wormerveer,6175.0,2161.3333333333335,2.857032695866749
2172,10361,1869,Wormerveer,6475.0,3481.0,1.8600976730824477
2173,10361,1870,Wormerveer,6464.0,3563.0,1.8142015155767612
2174,10361,1879,Wormerveer,8559.0,3883.0,2.204223538501159
2175,10361,1889,Wormerveer,8816.0,2486.5,3.5455459481198472
2176,10361,1933,Wormerveer,,8987.0,
2177,10361,1934,Wormerveer,,9138.0,
2178,10362,1859,Berlicum,2216.0,1714.0,1.292882147024504
2179,10362,1869,Berlicum,2388.0,2521.0,0.9472431574771916
2180,10362,1870,Berlicum,2510.0,2528.0,0.992879746835443
2181,10362,1879,Berlicum,2687.0,2518.0,1.067116759332804
2182,10362,1889,Berlicum,2822.0,1299.5,2.171604463255098
2183,10362,1933,Berlicum,,3703.0,
2184,10362,1934,Berlicum,,3752.0,
2185,10363,1859,Oudorp,897.0,335.3333333333333,2.6749502982107356
2186,10363,1869,Oudorp,1292.0,568.0,2.2746478873239435
2187,10363,1870,Oudorp,1389.0,597.0,2.3266331658291457
2188,10363,1879,Oudorp,1831.0,701.0,2.6119828815977177
2189,10363,1889,Oudorp,1949.0,361.0,5.3988919667590025
2190,10363,1933,Oudorp,,1795.0,
2191,10363,1934,Oudorp,,1808.0,
2192,10364,1859,Enschede,6663.0,2881.6666666666665,2.3122035858877967
2193,10364,1869,Enschede,9404.0,5122.0,1.8360015618898868
2194,10364,1870,Enschede,9582.0,5268.0,1.8189066059225512
2195,10364,1879,Enschede,11596.0,5450.0,2.1277064220183486
2196,10364,1889,Enschede,16060.0,7614.5,2.10913388929017
2197,10364,1933,Enschede,,51171.0,
2198,10364,1934,Enschede,,86767.0,
2199,10365,1859,Wilnis,2005.0,1140.6666666666667,1.7577440093512564
2200,10365,1869,Wilnis,2088.0,1863.0,1.1207729468599035
2201,10365,1870,Wilnis,2107.0,1842.0,1.1438653637350706
2202,10365,1879,Wilnis,2852.0,2197.0,1.298133818843878
2203,10365,1889,Wilnis,2814.0,1116.0,2.521505376344086
2204,10365,1933,Wilnis,,2452.0,
2205,10365,1934,Wilnis,,2446.0,
2206,10366,1859,Veur,2522.0,654.0,3.856269113149847
2207,10366,1869,Veur,2460.0,979.0,2.5127681307456586
2208,10366,1870,Veur,2353.0,948.0,2.4820675105485233
2209,10366,1879,Veur,2465.0,1064.0,2.316729323308271
2210,10366,1889,Veur,2224.0,538.5,4.129990714948932
2211,10366,1933,Veur,,3798.0,
2212,10366,1934,Veur,,3796.0,
2213,10367,1859,Neede,1817.0,1833.3333333333333,0.9910909090909091
2214,10367,1869,Neede,2153.0,3081.0,0.6987990912041545
2215,10367,1870,Neede,2232.0,3066.0,0.7279843444227005
2216,10367,1879,Neede,2509.0,3186.0,0.7875078468298807
2217,10367,1889,Neede,2807.0,1751.0,1.603083952027413
2218,10367,1933,Neede,,6051.0,
2219,10367,1934,Neede,,6117.0,
2220,10368,1859,Willige Langerak,827.0,491.0,1.6843177189409368
2221,10368,1869,Willige Langerak,1106.0,798.0,1.3859649122807018
2222,10368,1870,Willige Langerak,1189.0,821.0,1.4482338611449452
2223,10368,1879,Willige Langerak,1746.0,875.0,1.9954285714285713
2224,10368,1889,Willige Langerak,1828.0,483.0,3.7846790890269153
2225,10368,1933,Willige Langerak,,915.0,
2226,10368,1934,Willige Langerak,,927.0,
2227,10369,1859,Veere,1520.0,611.3333333333334,2.486368593238822
2228,10369,1869,Veere,1720.0,1349.0,1.2750185322461083
2229,10369,1870,Veere,1934.0,1353.0,1.4294161123429416
2230,10369,1879,Veere,1772.0,955.0,1.8554973821989529
2231,10369,1889,Veere,1499.0,403.0,3.7196029776674937
2232,10369,1933,Veere,,963.0,
2233,10369,1934,Veere,,980.0,
2234,10370,1859,Geffen,966.0,812.3333333333334,1.1891670086171522
2235,10370,1869,Geffen,1082.0,1278.0,0.8466353677621283
2236,10370,1870,Geffen,1090.0,1273.0,0.8562450903377847
2237,10370,1879,Geffen,1125.0,1319.0,0.8529188779378317
2238,10370,1889,Geffen,1111.0,688.5,1.6136528685548293
2239,10370,1933,Geffen,,2014.0,
2240,10370,1934,Geffen,,2031.0,
2241,10371,1859,Twisk,1802.0,463.0,3.8920086393088553
2242,10371,1869,Twisk,2400.0,772.0,3.1088082901554404
2243,10371,1870,Twisk,2468.0,765.0,3.2261437908496733
2244,10371,1879,Twisk,2871.0,841.0,3.413793103448276
2245,10371,1889,Twisk,2796.0,417.0,6.705035971223022
2246,10371,1933,Twisk,,730.0,
2247,10371,1934,Twisk,,725.0,
2248,10372,1859,Kantens,3945.0,1479.0,2.667342799188641
2249,10372,1869,Kantens,3877.0,2201.0,1.761472058155384
2250,10372,1870,Kantens,3973.0,2211.0,1.7969244685662595
2251,10372,1879,Kantens,4946.0,2248.0,2.2001779359430604
2252,10372,1889,Kantens,4637.0,1108.0,4.185018050541516
2253,10372,1933,Kantens,,2172.0,
2254,10372,1934,Kantens,,2161.0,
2255,10373,1859,Krommenie,4329.0,1944.0,2.2268518518518516
2256,10373,1869,Krommenie,4393.0,2831.0,1.5517484987636878
2257,10373,1870,Krommenie,4531.0,2828.0,1.6021923620933523
2258,10373,1879,Krommenie,5083.0,2630.0,1.932699619771863
2259,10373,1889,Krommenie,4683.0,1338.0,3.5
2260,10373,1933,Krommenie,,5770.0,
2261,10373,1934,Krommenie,,5750.0,
2262,10374,1859,Jutphaas,4895.0,1360.3333333333333,3.5983827493261455
2263,10374,1859,Nieuwegein,,0.0,
2264,10374,1869,Jutphaas,5171.0,2331.0,2.2183612183612182
2265,10374,1869,Nieuwegein,,0.0,
2266,10374,1870,Jutphaas,5775.0,2368.0,2.438766891891892
2267,10374,1870,Nieuwegein,,0.0,
2268,10374,1879,Jutphaas,5469.0,2533.0,2.1590998815633635
2269,10374,1879,Nieuwegein,,0.0,
2270,10374,1889,Jutphaas,5170.0,1314.5,3.933054393305439
2271,10374,1889,Nieuwegein,,0.0,
2272,10374,1933,Jutphaas,,4602.0,
2273,10374,1933,Nieuwegein,,0.0,
2274,10374,1934,Jutphaas,,5188.0,
2275,10374,1934,Nieuwegein,,0.0,
2276,10375,1859,Scherpenisse,1493.0,811.6666666666666,1.8394250513347024
2277,10375,1869,Scherpenisse,1372.0,1235.0,1.1109311740890688
2278,10375,1870,Scherpenisse,1539.0,1287.0,1.1958041958041958
2279,10375,1879,Scherpenisse,2072.0,1494.0,1.3868808567603748
2280,10375,1889,Scherpenisse,2036.0,755.0,2.696688741721854
2281,10375,1933,Scherpenisse,,1314.0,
2282,10375,1934,Scherpenisse,,1299.0,
2283,10376,1859,Tholen,5078.0,1665.0,3.0498498498498496
2284,10376,1869,Tholen,5128.0,2683.0,1.9112933283637719
2285,10376,1870,Tholen,5800.0,2689.0,2.156935663815545
2286,10376,1879,Tholen,5793.0,2779.0,2.0845627923713566
2287,10376,1889,Tholen,5473.0,1466.0,3.733287858117326
2288,10376,1933,Tholen,,2998.0,
2289,10376,1934,Tholen,,2992.0,
2290,10377,1859,Weesperkarspel,3513.0,911.6666666666666,3.853382084095064
2291,10377,1869,Weesperkarspel,3542.0,1686.0,2.1008303677342823
2292,10377,1870,Weesperkarspel,3343.0,1715.0,1.949271137026239
2293,10377,1879,Weesperkarspel,4558.0,1936.0,2.354338842975207
2294,10377,1889,Weesperkarspel,4550.0,1140.0,3.991228070175439
2295,10377,1933,Weesperkarspel,,3537.0,
2296,10377,1934,Weesperkarspel,,3565.0,
2297,10378,1859,Schalkwijk,1617.0,748.0,2.161764705882353
2298,10378,1869,Schalkwijk,2013.0,1108.0,1.8167870036101084
2299,10378,1870,Schalkwijk,2085.0,1128.0,1.8484042553191489
2300,10378,1879,Schalkwijk,2512.0,1207.0,2.08119304059652
2301,10378,1889,Schalkwijk,2629.0,593.0,4.433389544688027
2302,10378,1933,Schalkwijk,,1396.0,
2303,10378,1934,Schalkwijk,,1444.0,
2304,10379,1859,Deurne,,0.0,
2305,10379,1859,Deurne En Liessel,1760.0,2564.3333333333335,0.6863382295593397
2306,10379,1869,Deurne,1771.0,0.0,
2307,10379,1869,Deurne En Liessel,,4251.0,
2308,10379,1870,Deurne,1913.0,0.0,
2309,10379,1870,Deurne En Liessel,,4260.0,
2310,10379,1879,Deurne,,0.0,
2311,10379,1879,Deurne En Liessel,2527.0,4986.0,0.5068190934616927
2312,10379,1889,Deurne,2662.0,0.0,
2313,10379,1889,Deurne En Liessel,,2740.5,
2314,10379,1933,Deurne,,11392.0,
2315,10379,1933,Deurne En Liessel,,0.0,
2316,10379,1934,Deurne,,11663.0,
2317,10379,1934,Deurne En Liessel,,0.0,
2318,10380,1859,Oudenhoorn,905.0,504.6666666666667,1.7932628797886394
2319,10380,1869,Oudenhoorn,934.0,765.0,1.2209150326797387
2320,10380,1870,Oudenhoorn,915.0,759.0,1.2055335968379446
2321,10380,1879,Oudenhoorn,1119.0,864.0,1.2951388888888888
2322,10380,1889,Oudenhoorn,1012.0,440.0,2.3
2323,10380,1933,Oudenhoorn,,923.0,
2324,10380,1934,Oudenhoorn,,915.0,
2325,10381,1859,Stad-Ommen,1415.0,2266.6666666666665,0.6242647058823529
2326,10381,1869,Stad-Ommen,1561.0,3240.0,0.4817901234567901
2327,10381,1870,Stad-Ommen,1545.0,2591.0,0.5962948668467773
2328,10381,1879,Stad-Ommen,1794.0,2662.0,0.6739293764087152
2329,10381,1889,Stad-Ommen,1761.0,898.5,1.9599332220367278
2330,10382,1859,Schoten,1582.0,384.6666666666667,4.11265164644714
2331,10382,1869,Schoten,1438.0,591.0,2.4331641285956005
2332,10382,1870,Schoten,1508.0,606.0,2.4884488448844886
2333,10382,1879,Schoten,1713.0,718.0,2.385793871866295
2334,10382,1889,Schoten,1238.0,285.5,4.336252189141856
2335,10383,1859,Coevorden,3107.0,1714.3333333333333,1.81236632315769
2336,10383,1869,Coevorden,2755.0,2708.0,1.0173559822747416
2337,10383,1870,Coevorden,2935.0,2768.0,1.0603323699421965
2338,10383,1879,Coevorden,3110.0,3007.0,1.034253408713003
2339,10383,1889,Coevorden,3532.0,1563.0,2.2597568777991044
2340,10383,1933,Coevorden,,7034.0,
2341,10383,1934,Coevorden,,7081.0,
2342,10384,1859,Nieuwleusen,1093.0,1326.6666666666667,0.8238693467336683
2343,10384,1869,Nieuwleusen,1268.0,2155.0,0.588399071925754
2344,10384,1870,Nieuwleusen,1287.0,2170.0,0.5930875576036866
2345,10384,1879,Nieuwleusen,1359.0,2292.0,0.5929319371727748
2346,10384,1889,Nieuwleusen,1478.0,1188.5,1.2435843500210348
2347,10384,1933,Nieuwleusen,,3919.0,
2348,10384,1934,Nieuwleusen,,3970.0,
2349,10385,1859,Erp,1340.0,1422.0,0.9423347398030942
2350,10385,1869,Erp,1582.0,2084.0,0.7591170825335892
2351,10385,1870,Erp,1592.0,2103.0,0.7570137898240609
2352,10385,1879,Erp,1701.0,2268.0,0.75
2353,10385,1889,Erp,1857.0,1200.0,1.5475
2354,10385,1933,Erp,,3130.0,
2355,10385,1934,Erp,,3161.0,
2356,10387,1859,Halsteren,2498.0,1578.3333333333333,1.5826821541710665
2357,10387,1869,Halsteren,2988.0,2567.0,1.1640046747175692
2358,10387,1870,Halsteren,2935.0,2620.0,1.1202290076335877
2359,10387,1879,Halsteren,3257.0,2838.0,1.1476391825229035
2360,10387,1889,Halsteren,3511.0,1506.5,2.330567540657152
2361,10387,1933,Halsteren,,6070.0,
2362,10387,1934,Halsteren,,6143.0,
2363,10388,1859,Obbicht En Papenhoven,381.0,449.3333333333333,0.8479228486646885
2364,10388,1869,Obbicht En Papenhoven,393.0,687.0,0.5720524017467249
2365,10388,1870,Obbicht En Papenhoven,405.0,699.0,0.5793991416309013
2366,10388,1879,Obbicht En Papenhoven,442.0,769.0,0.5747724317295189
2367,10388,1889,Obbicht En Papenhoven,556.0,395.5,1.4058154235145386
2368,10388,1933,Obbicht En Papenhoven,,1387.0,
2369,10388,1934,Obbicht En Papenhoven,,1394.0,
2370,10389,1859,Helvoirt,1678.0,982.0,1.7087576374745417
2371,10389,1869,Helvoirt,1623.0,1424.0,1.139747191011236
2372,10389,1870,Helvoirt,1478.0,1430.0,1.0335664335664336
2373,10389,1879,Helvoirt,1902.0,1423.0,1.336612789880534
2374,10389,1889,Helvoirt,2194.0,843.5,2.6010669828097215
2375,10389,1933,Helvoirt,,2347.0,
2376,10389,1934,Helvoirt,,2362.0,
2377,10390,1859,Liempde,893.0,905.6666666666666,0.986013986013986
2378,10390,1869,Liempde,847.0,1348.0,0.6283382789317508
2379,10390,1870,Liempde,901.0,1336.0,0.6744011976047904
2380,10390,1879,Liempde,1000.0,1425.0,0.7017543859649122
2381,10390,1889,Liempde,1180.0,731.5,1.6131237183868763
2382,10390,1933,Liempde,,1737.0,
2383,10390,1934,Liempde,,1769.0,
2384,10391,1859,Peursum,661.0,227.33333333333334,2.907624633431085
2385,10391,1869,Peursum,836.0,371.0,2.253369272237197
2386,10391,1870,Peursum,838.0,382.0,2.193717277486911
2387,10391,1879,Peursum,916.0,359.0,2.551532033426184
2388,10391,1889,Peursum,1012.0,196.5,5.150127226463105
2389,10391,1933,Peursum,,370.0,
2390,10391,1934,Peursum,,369.0,
2391,10392,1859,Maarn,574.0,416.0,1.3798076923076923
2392,10392,1869,Maarn,854.0,703.0,1.2147937411095306
2393,10392,1870,Maarn,897.0,690.0,1.3
2394,10392,1879,Maarn,943.0,693.0,1.3607503607503608
2395,10392,1889,Maarn,1075.0,362.5,2.9655172413793105
2396,10392,1933,Maarn,,1998.0,
2397,10392,1934,Maarn,,1979.0,
2398,10393,1859,Maasland,4498.0,1374.0,3.2736535662299855
2399,10393,1869,Maasland,4798.0,2310.0,2.0770562770562773
2400,10393,1870,Maasland,4823.0,2340.0,2.061111111111111
2401,10393,1879,Maasland,6541.0,2533.0,2.582313462297671
2402,10393,1889,Maasland,6167.0,1324.0,4.65785498489426
2403,10393,1933,Maasland,,3636.0,
2404,10393,1934,Maasland,,3653.0,
2405,10394,1859,Sint Philipsland,1258.0,791.3333333333334,1.5897219882055602
2406,10394,1869,Sint Philipsland,1253.0,1359.0,0.9220014716703459
2407,10394,1870,Sint Philipsland,1424.0,1408.0,1.0113636363636365
2408,10394,1879,Sint Philipsland,1668.0,1447.0,1.152729785763649
2409,10394,1889,Sint Philipsland,1651.0,794.0,2.079345088161209
2410,10394,1933,Sint Philipsland,,2154.0,
2411,10394,1934,Sint Philipsland,,2135.0,
2412,10395,1859,Den Ham,1022.0,1977.0,0.5169448659585231
2413,10395,1869,Den Ham,1657.0,3815.0,0.4343381389252949
2414,10395,1870,Den Ham,1677.0,3862.0,0.4342309684101502
2415,10395,1879,Den Ham,2049.0,4420.0,0.4635746606334842
2416,10395,1889,Den Ham,2242.0,2237.5,1.0020111731843575
2417,10395,1933,Den Ham,,6851.0,
2418,10395,1934,Den Ham,,7023.0,
2419,10396,1859,Ambt-Doetinchem,2429.0,2074.6666666666665,1.1707904884318767
2420,10396,1859,Doetinchem,,0.0,
2421,10396,1869,Ambt-Doetinchem,2647.0,3513.0,0.753487048107031
2422,10396,1869,Doetinchem,,0.0,
2423,10396,1870,Ambt-Doetinchem,2604.0,3473.0,0.7497840483731644
2424,10396,1870,Doetinchem,,0.0,
2425,10396,1879,Ambt-Doetinchem,2787.0,3766.0,0.7400424853956452
2426,10396,1879,Doetinchem,,0.0,
2427,10396,1889,Ambt-Doetinchem,3197.0,1998.0,1.6001001001001
2428,10396,1889,Doetinchem,,0.0,
2429,10396,1933,Ambt-Doetinchem,,0.0,
2430,10396,1933,Doetinchem,,15513.0,
2431,10396,1934,Ambt-Doetinchem,,0.0,
2432,10396,1934,Doetinchem,,15937.0,
2433,10397,1859,Oudenbosch,4604.0,2062.6666666666665,2.2320620555914674
2434,10397,1869,Oudenbosch,5193.0,3784.0,1.3723572938689217
2435,10397,1870,Oudenbosch,5504.0,3773.0,1.4587861118473364
2436,10397,1879,Oudenbosch,6519.0,4114.0,1.58458920758386
2437,10397,1889,Oudenbosch,6785.0,2188.0,3.101005484460695
2438,10397,1933,Oudenbosch,,5802.0,
2439,10397,1934,Oudenbosch,,5736.0,
2440,10398,1859,Benthuizen,1196.0,402.6666666666667,2.9701986754966887
2441,10398,1869,Benthuizen,980.0,635.0,1.5433070866141732
2442,10398,1870,Benthuizen,1101.0,649.0,1.6964560862865947
2443,10398,1879,Benthuizen,1128.0,653.0,1.7274119448698315
2444,10398,1889,Benthuizen,1235.0,329.0,3.7537993920972643
2445,10398,1933,Benthuizen,,1027.0,
2446,10398,1934,Benthuizen,,1042.0,
2447,10399,1859,Sint Oedenrode,3455.0,2896.6666666666665,1.1927502876869966
2448,10399,1869,Sint Oedenrode,3975.0,4319.0,0.9203519333178977
2449,10399,1870,Sint Oedenrode,3968.0,4284.0,0.9262371615312792
2450,10399,1879,Sint Oedenrode,4100.0,4538.0,0.9034817100044072
2451,10399,1889,Sint Oedenrode,4604.0,2268.0,2.0299823633156966
2452,10399,1933,Sint Oedenrode,,6892.0,
2453,10399,1934,Sint Oedenrode,,7048.0,
2454,10400,1859,Retranchement,752.0,508.0,1.4803149606299213
2455,10400,1869,Retranchement,876.0,795.0,1.1018867924528302
2456,10400,1870,Retranchement,882.0,810.0,1.0888888888888888
2457,10400,1879,Retranchement,1027.0,864.0,1.1886574074074074
2458,10400,1889,Retranchement,971.0,414.0,2.345410628019324
2459,10400,1933,Retranchement,,660.0,
2460,10400,1934,Retranchement,,679.0,
2461,10401,1859,Nieuw Vossemeer,1369.0,669.0,2.0463378176382663
2462,10401,1869,Nieuw Vossemeer,1489.0,1099.0,1.3548680618744313
2463,10401,1870,Nieuw Vossemeer,1516.0,1121.0,1.352363960749331
2464,10401,1879,Nieuw Vossemeer,1641.0,1119.0,1.4664879356568365
2465,10401,1889,Nieuw Vossemeer,1713.0,579.0,2.9585492227979273
2466,10401,1933,Nieuw Vossemeer,,1522.0,
2467,10401,1934,Nieuw Vossemeer,,1547.0,
2468,10402,1859,Waspik,2896.0,1728.0,1.6759259259259258
2469,10402,1869,Waspik,2880.0,2713.0,1.061555473645411
2470,10402,1870,Waspik,2886.0,2685.0,1.0748603351955308
2471,10402,1879,Waspik,3517.0,2925.0,1.2023931623931623
2472,10402,1889,Waspik,3610.0,1429.5,2.5253585169639736
2473,10402,1933,Waspik,,3389.0,
2474,10402,1934,Waspik,,3407.0,
2475,10404,1859,Franekeradeel,8171.0,2798.0,2.920300214438885
2476,10404,1869,Franekeradeel,8538.0,4914.0,1.7374847374847375
2477,10404,1870,Franekeradeel,8601.0,4944.0,1.7396844660194175
2478,10404,1879,Franekeradeel,8502.0,5388.0,1.5779510022271714
2479,10404,1889,Franekeradeel,8120.0,2542.0,3.194335169158143
2480,10404,1933,Franekeradeel,,4907.0,
2481,10404,1934,Franekeradeel,,4890.0,
2482,10405,1859,Smallingerland,10056.0,5555.333333333333,1.810152406096244
2483,10405,1869,Smallingerland,9164.0,8699.0,1.0534544200482814
2484,10405,1870,Smallingerland,9287.0,8871.0,1.0468943749295456
2485,10405,1879,Smallingerland,10835.0,9552.0,1.1343174204355109
2486,10405,1889,Smallingerland,10905.0,5129.5,2.1259382006043475
2487,10405,1933,Smallingerland,,15934.0,
2488,10405,1934,Smallingerland,,16120.0,
2489,10406,1859,Ginneken En Bavel,6700.0,2518.3333333333335,2.660489741892786
2490,10406,1859,Nieuw Ginneken,,0.0,
2491,10406,1869,Ginneken En Bavel,7605.0,3870.0,1.9651162790697674
2492,10406,1869,Nieuw Ginneken,,0.0,
2493,10406,1870,Ginneken En Bavel,8056.0,3902.0,2.0645822655048693
2494,10406,1870,Nieuw Ginneken,,0.0,
2495,10406,1879,Ginneken En Bavel,9570.0,4350.0,2.2
2496,10406,1879,Nieuw Ginneken,,0.0,
2497,10406,1889,Ginneken En Bavel,9798.0,2452.0,3.995921696574225
2498,10406,1889,Nieuw Ginneken,,0.0,
2499,10406,1933,Ginneken En Bavel,,14062.0,
2500,10406,1933,Nieuw Ginneken,,0.0,
2501,10406,1934,Ginneken En Bavel,,14621.0,
