"cbsnr","naam","acode","main.cat","year","Aandeel der gemeente in s Rijks personele belasting","% aangeslagenen Rijksinkomstenbel. 33 in % beroepsbev. 30"
197,"AALTEN",11046,"h",1889,6583,NA
197,"AALTEN",11046,"h",1933,NA,282
197,"AALTEN",11046,"h",1869,5249,NA
197,"AALTEN",11046,"h",1870,5545,NA
197,"AALTEN",11046,"h",1879,6253,NA
198,"AMMERZODEN",10151,"h",1889,2023,NA
198,"AMMERZODEN",10151,"h",1933,NA,169
198,"AMMERZODEN",10151,"h",1869,2016,NA
198,"AMMERZODEN",10151,"h",1870,1702,NA
198,"AMMERZODEN",10151,"h",1879,2034,NA
199,"ANGERLO",11131,"h",1889,3484,NA
199,"ANGERLO",11131,"h",1933,NA,250
199,"ANGERLO",11131,"h",1869,2558,NA
199,"ANGERLO",11131,"h",1870,2336,NA
199,"ANGERLO",11131,"h",1879,2530,NA
200,"APELDOORN",11075,"h",1889,29319,NA
200,"APELDOORN",11075,"h",1933,NA,543
200,"APELDOORN",11075,"h",1869,17039,NA
200,"APELDOORN",11075,"h",1870,17609,NA
200,"APELDOORN",11075,"h",1879,21879,NA
201,"APPELTERN",11296,"h",1889,3058,NA
201,"APPELTERN",11296,"h",1933,NA,121
201,"APPELTERN",11296,"h",1869,3285,NA
201,"APPELTERN",11296,"h",1870,3279,NA
201,"APPELTERN",11296,"h",1879,2956,NA
202,"ARNHEM",10795,"h",1889,211668,NA
202,"ARNHEM",10795,"h",1933,NA,559
202,"ARNHEM",10795,"h",1869,133856,NA
202,"ARNHEM",10795,"h",1870,139086,NA
202,"ARNHEM",10795,"h",1879,191099,NA
203,"BARNEVELD",10906,"h",1889,9348,NA
203,"BARNEVELD",10906,"h",1933,NA,361
203,"BARNEVELD",10906,"h",1869,8148,NA
203,"BARNEVELD",10906,"h",1870,8447,NA
203,"BARNEVELD",10906,"h",1879,8841,NA
204,"BATENBURG",10921,"h",1889,749,NA
204,"BATENBURG",10921,"h",1933,NA,217
204,"BATENBURG",10921,"h",1869,745,NA
204,"BATENBURG",10921,"h",1870,715,NA
204,"BATENBURG",10921,"h",1879,780,NA
205,"BEESD",10259,"h",1889,2902,NA
205,"BEESD",10259,"h",1933,NA,221
205,"BEESD",10259,"h",1869,2771,NA
205,"BEESD",10259,"h",1870,2750,NA
205,"BEESD",10259,"h",1879,3009,NA
206,"BEMMEL",10744,"h",1889,6492,NA
206,"BEMMEL",10744,"h",1933,NA,171
206,"BEMMEL",10744,"h",1869,5428,NA
206,"BEMMEL",10744,"h",1870,5678,NA
206,"BEMMEL",10744,"h",1879,6519,NA
207,"BERGH",10350,"h",1889,5135,NA
207,"BERGH",10350,"h",1933,NA,206
207,"BERGH",10350,"h",1869,4821,NA
207,"BERGH",10350,"h",1870,4843,NA
207,"BERGH",10350,"h",1879,4865,NA
208,"BERGHAREN",10883,"h",1889,1564,NA
208,"BERGHAREN",10883,"h",1933,NA,176
208,"BERGHAREN",10883,"h",1869,1493,NA
208,"BERGHAREN",10883,"h",1870,1493,NA
208,"BERGHAREN",10883,"h",1879,1658,NA
209,"BEUNINGEN",10417,"h",1889,2571,NA
209,"BEUNINGEN",10417,"h",1933,NA,189
209,"BEUNINGEN",10417,"h",1869,2402,NA
209,"BEUNINGEN",10417,"h",1870,2340,NA
209,"BEUNINGEN",10417,"h",1879,2577,NA
210,"BEUSICHEM",11182,"h",1889,2447,NA
210,"BEUSICHEM",11182,"h",1933,NA,215
210,"BEUSICHEM",11182,"h",1869,2069,NA
210,"BEUSICHEM",11182,"h",1870,2294,NA
210,"BEUSICHEM",11182,"h",1879,2360,NA
211,"BORCULO",11307,"h",1889,4337,NA
211,"BORCULO",11307,"h",1933,NA,325
211,"BORCULO",11307,"h",1869,3914,NA
211,"BORCULO",11307,"h",1870,3854,NA
211,"BORCULO",11307,"h",1879,4030,NA
212,"BRAKEL",11125,"h",1889,1023,NA
212,"BRAKEL",11125,"h",1933,NA,127
212,"BRAKEL",11125,"h",1869,873,NA
212,"BRAKEL",11125,"h",1870,840,NA
212,"BRAKEL",11125,"h",1879,1027,NA
213,"BRUMMEN",10798,"h",1889,13584,NA
213,"BRUMMEN",10798,"h",1933,NA,416
213,"BRUMMEN",10798,"h",1869,10709,NA
213,"BRUMMEN",10798,"h",1870,10909,NA
213,"BRUMMEN",10798,"h",1879,11848,NA
214,"BUREN",11286,"h",1889,2871,NA
214,"BUREN",11286,"h",1933,NA,193
214,"BUREN",11286,"h",1869,2647,NA
214,"BUREN",11286,"h",1870,2766,NA
214,"BUREN",11286,"h",1879,2706,NA
215,"BUURMALSEN",10460,"h",1889,2079,NA
215,"BUURMALSEN",10460,"h",1933,NA,343
215,"BUURMALSEN",10460,"h",1869,1996,NA
215,"BUURMALSEN",10460,"h",1870,1914,NA
215,"BUURMALSEN",10460,"h",1879,2010,NA
216,"CULEMBORG",10342,"h",1889,8117,NA
216,"CULEMBORG",10342,"h",1933,NA,322
216,"CULEMBORG",10342,"h",1869,7729,NA
216,"CULEMBORG",10342,"h",1870,7299,NA
216,"CULEMBORG",10342,"h",1879,7319,NA
217,"DEIL",10057,"h",1889,2954,NA
217,"DEIL",10057,"h",1933,NA,252
217,"DEIL",10057,"h",1869,2406,NA
217,"DEIL",10057,"h",1870,2319,NA
217,"DEIL",10057,"h",1879,2589,NA
218,"DIDAM",10153,"h",1889,3133,NA
218,"DIDAM",10153,"h",1933,NA,176
218,"DIDAM",10153,"h",1869,2422,NA
218,"DIDAM",10153,"h",1870,2287,NA
218,"DIDAM",10153,"h",1879,2959,NA
219,"DINXPERLO",11154,"h",1889,2742,NA
219,"DINXPERLO",11154,"h",1933,NA,431
219,"DINXPERLO",11154,"h",1869,2133,NA
219,"DINXPERLO",11154,"h",1870,2173,NA
219,"DINXPERLO",11154,"h",1879,2361,NA
220,"DODEWAARD",10647,"h",1889,2058,NA
220,"DODEWAARD",10647,"h",1933,NA,198
220,"DODEWAARD",10647,"h",1869,1654,NA
220,"DODEWAARD",10647,"h",1870,1769,NA
220,"DODEWAARD",10647,"h",1879,2072,NA
221,"DOESBURG",10327,"h",1889,11618,NA
221,"DOESBURG",10327,"h",1933,NA,400
221,"DOESBURG",10327,"h",1869,11598,NA
221,"DOESBURG",10327,"h",1870,11974,NA
221,"DOESBURG",10327,"h",1879,11827,NA
222,"DOETINCHEM",10396,"h",1933,NA,445
223,"DOORNSPIJK",10069,"h",1889,2482,NA
223,"DOORNSPIJK",10069,"h",1933,NA,198
223,"DOORNSPIJK",10069,"h",1869,2042,NA
223,"DOORNSPIJK",10069,"h",1870,2111,NA
223,"DOORNSPIJK",10069,"h",1879,2522,NA
224,"DREUMEL",11232,"h",1889,1768,NA
224,"DREUMEL",11232,"h",1933,NA,125
224,"DREUMEL",11232,"h",1869,1319,NA
224,"DREUMEL",11232,"h",1870,1445,NA
224,"DREUMEL",11232,"h",1879,1533,NA
225,"DRUTEN",10068,"h",1889,5036,NA
225,"DRUTEN",10068,"h",1933,NA,164
225,"DRUTEN",10068,"h",1869,4375,NA
225,"DRUTEN",10068,"h",1870,4325,NA
225,"DRUTEN",10068,"h",1879,4930,NA
226,"DUIVEN",11028,"h",1889,2673,NA
226,"DUIVEN",11028,"h",1933,NA,233
226,"DUIVEN",11028,"h",1869,2180,NA
226,"DUIVEN",11028,"h",1870,2217,NA
226,"DUIVEN",11028,"h",1879,2632,NA
227,"ECHTELD",10832,"h",1889,2661,NA
227,"ECHTELD",10832,"h",1933,NA,147
227,"ECHTELD",10832,"h",1869,2192,NA
227,"ECHTELD",10832,"h",1870,2172,NA
227,"ECHTELD",10832,"h",1879,2482,NA
228,"EDE",10743,"h",1889,14041,NA
228,"EDE",10743,"h",1933,NA,431
228,"EDE",10743,"h",1869,10042,NA
228,"EDE",10743,"h",1870,10002,NA
228,"EDE",10743,"h",1879,11933,NA
229,"EIBERGEN",10436,"h",1889,4770,NA
229,"EIBERGEN",10436,"h",1933,NA,234
229,"EIBERGEN",10436,"h",1869,4532,NA
229,"EIBERGEN",10436,"h",1870,4145,NA
229,"EIBERGEN",10436,"h",1879,4538,NA
230,"ELBURG",11113,"h",1889,4529,NA
230,"ELBURG",11113,"h",1933,NA,334
230,"ELBURG",11113,"h",1869,4319,NA
230,"ELBURG",11113,"h",1870,4338,NA
230,"ELBURG",11113,"h",1879,3708,NA
231,"ELST",11188,"h",1889,10181,NA
231,"ELST",11188,"h",1933,NA,318
231,"ELST",11188,"h",1869,7630,NA
231,"ELST",11188,"h",1870,7454,NA
231,"ELST",11188,"h",1879,8870,NA
232,"EPE",10940,"h",1889,8131,NA
232,"EPE",10940,"h",1933,NA,337
232,"EPE",10940,"h",1869,7072,NA
232,"EPE",10940,"h",1870,7532,NA
232,"EPE",10940,"h",1879,7883,NA
233,"ERMELO",10732,"h",1889,5763,NA
233,"ERMELO",10732,"h",1933,NA,528
233,"ERMELO",10732,"h",1869,4953,NA
233,"ERMELO",10732,"h",1870,5048,NA
233,"ERMELO",10732,"h",1879,5759,NA
234,"EST EN OPIJNEN",11092,"h",1889,1071,NA
234,"EST EN OPIJNEN",11092,"h",1933,NA,292
234,"EST EN OPIJNEN",11092,"h",1869,1040,NA
234,"EST EN OPIJNEN",11092,"h",1870,914,NA
234,"EST EN OPIJNEN",11092,"h",1879,998,NA
235,"EWIJK",10471,"h",1889,2657,NA
235,"EWIJK",10471,"h",1933,NA,215
235,"EWIJK",10471,"h",1869,2581,NA
235,"EWIJK",10471,"h",1870,2317,NA
235,"EWIJK",10471,"h",1879,2576,NA
236,"GELDERMALSEN",10881,"h",1889,3674,NA
236,"GELDERMALSEN",10881,"h",1933,NA,357
236,"GELDERMALSEN",10881,"h",1869,3332,NA
236,"GELDERMALSEN",10881,"h",1870,3016,NA
236,"GELDERMALSEN",10881,"h",1879,3811,NA
237,"GENDRINGEN",10260,"h",1889,7062,NA
237,"GENDRINGEN",10260,"h",1933,NA,265
237,"GENDRINGEN",10260,"h",1869,6518,NA
237,"GENDRINGEN",10260,"h",1870,6666,NA
237,"GENDRINGEN",10260,"h",1879,7306,NA
238,"GENDT",10440,"h",1889,2110,NA
238,"GENDT",10440,"h",1933,NA,190
238,"GENDT",10440,"h",1869,1782,NA
238,"GENDT",10440,"h",1870,1738,NA
238,"GENDT",10440,"h",1879,1901,NA
239,"GORSSEL",10085,"h",1889,7812,NA
239,"GORSSEL",10085,"h",1933,NA,443
239,"GORSSEL",10085,"h",1869,6130,NA
239,"GORSSEL",10085,"h",1870,6765,NA
239,"GORSSEL",10085,"h",1879,6849,NA
240,"GROENLO",11094,"h",1889,3555,NA
240,"GROENLO",11094,"h",1933,NA,301
240,"GROENLO",11094,"h",1869,2930,NA
240,"GROENLO",11094,"h",1870,2721,NA
240,"GROENLO",11094,"h",1879,3428,NA
241,"GROESBEEK",10616,"h",1889,4540,NA
241,"GROESBEEK",10616,"h",1933,NA,209
241,"GROESBEEK",10616,"h",1869,3152,NA
241,"GROESBEEK",10616,"h",1870,3308,NA
241,"GROESBEEK",10616,"h",1879,4261,NA
242,"HAAFTEN",10125,"h",1889,1996,NA
242,"HAAFTEN",10125,"h",1933,NA,182
242,"HAAFTEN",10125,"h",1869,1694,NA
242,"HAAFTEN",10125,"h",1870,1522,NA
242,"HAAFTEN",10125,"h",1879,1926,NA
243,"HARDERWIJK",10786,"h",1889,10006,NA
243,"HARDERWIJK",10786,"h",1933,NA,467
243,"HARDERWIJK",10786,"h",1869,9475,NA
243,"HARDERWIJK",10786,"h",1870,9246,NA
243,"HARDERWIJK",10786,"h",1879,10401,NA
244,"HATTEM",10673,"h",1889,2797,NA
244,"HATTEM",10673,"h",1933,NA,362
244,"HATTEM",10673,"h",1869,3107,NA
244,"HATTEM",10673,"h",1870,2979,NA
244,"HATTEM",10673,"h",1879,3121,NA
245,"HEDEL",10982,"h",1889,1557,NA
245,"HEDEL",10982,"h",1933,NA,239
245,"HEDEL",10982,"h",1869,1106,NA
245,"HEDEL",10982,"h",1870,1302,NA
245,"HEDEL",10982,"h",1879,1383,NA
246,"HEERDE",10291,"h",1889,5792,NA
246,"HEERDE",10291,"h",1933,NA,274
246,"HEERDE",10291,"h",1869,5379,NA
246,"HEERDE",10291,"h",1870,5060,NA
246,"HEERDE",10291,"h",1879,5643,NA
247,"HEEREWAARDEN",10067,"h",1889,1100,NA
247,"HEEREWAARDEN",10067,"h",1933,NA,304
247,"HEEREWAARDEN",10067,"h",1869,834,NA
247,"HEEREWAARDEN",10067,"h",1870,703,NA
247,"HEEREWAARDEN",10067,"h",1879,968,NA
248,"HENGELO GLD",10359,"h",1889,3729,NA
248,"HENGELO GLD",10359,"h",1869,3387,NA
248,"HENGELO GLD",10359,"h",1870,3459,NA
248,"HENGELO GLD",10359,"h",1879,3257,NA
249,"HERWEN EN AERDT",10819,"h",1889,4152,NA
249,"HERWEN EN AERDT",10819,"h",1933,NA,230
249,"HERWEN EN AERDT",10819,"h",1869,3397,NA
249,"HERWEN EN AERDT",10819,"h",1870,3604,NA
249,"HERWEN EN AERDT",10819,"h",1879,4443,NA
250,"HERWIJNEN",11266,"h",1889,1633,NA
250,"HERWIJNEN",11266,"h",1933,NA,207
250,"HERWIJNEN",11266,"h",1869,1400,NA
250,"HERWIJNEN",11266,"h",1870,1251,NA
250,"HERWIJNEN",11266,"h",1879,1455,NA
251,"HETEREN",10290,"h",1889,4187,NA
251,"HETEREN",10290,"h",1933,NA,199
251,"HETEREN",10290,"h",1869,3401,NA
251,"HETEREN",10290,"h",1870,3142,NA
251,"HETEREN",10290,"h",1879,3966,NA
252,"HEUMEN",10600,"h",1889,1663,NA
252,"HEUMEN",10600,"h",1933,NA,177
252,"HEUMEN",10600,"h",1869,1763,NA
252,"HEUMEN",10600,"h",1870,1616,NA
252,"HEUMEN",10600,"h",1879,1702,NA
253,"HOEVELAKEN",11358,"h",1889,1084,NA
253,"HOEVELAKEN",11358,"h",1933,NA,387
253,"HOEVELAKEN",11358,"h",1869,819,NA
253,"HOEVELAKEN",11358,"h",1870,852,NA
253,"HOEVELAKEN",11358,"h",1879,971,NA
254,"HORSSEN",10607,"h",1889,1112,NA
254,"HORSSEN",10607,"h",1933,NA,122
254,"HORSSEN",10607,"h",1869,885,NA
254,"HORSSEN",10607,"h",1870,880,NA
254,"HORSSEN",10607,"h",1879,923,NA
255,"HUISSEN",11047,"h",1889,4133,NA
255,"HUISSEN",11047,"h",1933,NA,208
255,"HUISSEN",11047,"h",1869,3704,NA
255,"HUISSEN",11047,"h",1870,3806,NA
255,"HUISSEN",11047,"h",1879,4061,NA
256,"HUMMELO EN KEPPEL",11235,"h",1889,6080,NA
256,"HUMMELO EN KEPPEL",11235,"h",1933,NA,396
256,"HUMMELO EN KEPPEL",11235,"h",1869,5504,NA
256,"HUMMELO EN KEPPEL",11235,"h",1870,5875,NA
256,"HUMMELO EN KEPPEL",11235,"h",1879,6070,NA
257,"KERKWIJK",10791,"h",1889,986,NA
257,"KERKWIJK",10791,"h",1933,NA,226
257,"KERKWIJK",10791,"h",1869,945,NA
257,"KERKWIJK",10791,"h",1870,888,NA
257,"KERKWIJK",10791,"h",1879,949,NA
258,"KESTEREN",10916,"h",1889,3142,NA
258,"KESTEREN",10916,"h",1933,NA,215
258,"KESTEREN",10916,"h",1869,2671,NA
258,"KESTEREN",10916,"h",1870,2773,NA
258,"KESTEREN",10916,"h",1879,2862,NA
259,"LAREN GLD",10098,"h",1889,5509,NA
259,"LAREN GLD",10098,"h",1933,NA,263
259,"LAREN GLD",10098,"h",1869,4675,NA
259,"LAREN GLD",10098,"h",1870,4658,NA
259,"LAREN GLD",10098,"h",1879,5189,NA
260,"LICHTENVOORDE",10242,"h",1889,4489,NA
260,"LICHTENVOORDE",10242,"h",1933,NA,236
260,"LICHTENVOORDE",10242,"h",1869,3075,NA
260,"LICHTENVOORDE",10242,"h",1870,3236,NA
260,"LICHTENVOORDE",10242,"h",1879,3851,NA
261,"LIENDEN",11093,"h",1889,4537,NA
261,"LIENDEN",11093,"h",1933,NA,172
261,"LIENDEN",11093,"h",1869,3834,NA
261,"LIENDEN",11093,"h",1870,3833,NA
261,"LIENDEN",11093,"h",1879,4327,NA
262,"LOCHEM",11263,"h",1889,8668,NA
