"","gemeente","1848","1850","1888","1897","district"
"592","Thorn",1,1,1,1,"Roermond"
"692","Urmond",NA,1,NA,NA,"Roermond"
"792","Venlo",NA,1,NA,NA,"Roermond"
"887","Vlodrop",1,1,1,1,"Roermond"
"984","Weert",1,1,NA,NA,"Roermond"
"1083","Wessem",1,1,1,1,"Roermond"
"399","Arcen en Velden",1,NA,1,1,"Venlo"
"493","Beesel",1,NA,NA,NA,"Venlo"
"593","Belfeld",1,NA,1,1,"Venlo"
"693","Bergen",1,NA,1,1,"Venlo"
"793","Broekhuizen",1,NA,1,1,"Venlo"
"888","Gennep",1,NA,1,1,"Venlo"
"985","Grubbenvorst",1,NA,1,1,"Venlo"
"1084","Helden",1,NA,NA,NA,"Venlo"
"1181","Horst",1,NA,NA,NA,"Venlo"
"1277","Kessel",1,NA,NA,NA,"Venlo"
"1373","Maasbree",1,NA,NA,NA,"Venlo"
"1473","Maashees",NA,NA,1,1,"Venlo"
"1569","Meerlo",1,NA,1,1,"Venlo"
"1666","Mook en Middelaar",1,NA,1,1,"Venlo"
"1763","Oploo",NA,NA,1,1,"Venlo"
"1863","Ottersum",1,NA,1,1,"Venlo"
"1961","Sambeek",NA,NA,1,1,"Venlo"
"2059","Sevenum",1,NA,NA,NA,"Venlo"
"2159","Tegelen",1,NA,1,1,"Venlo"
"2257","Venlo",1,NA,1,1,"Venlo"
"2354","Venraij",1,NA,1,1,"Venlo"
"2452","Vierlingsbeek",NA,NA,1,1,"Venlo"
"2549","Wanssum",1,NA,1,1,"Venlo"
"3100","Alem",NA,NA,1,1,"Grave"
"494","Beers",1,NA,1,1,"Grave"
"594","Berghem",1,NA,1,1,"Grave"
"694","Beugen",1,NA,1,1,"Grave"
"794","Boxmeer",1,NA,1,1,"Grave"
"889","Cuijk",1,NA,1,1,"Grave"
"986","Deursen",1,NA,1,1,"Grave"
"1085","Dieden",1,NA,1,1,"Grave"
"1182","Escharen",1,NA,1,1,"Grave"
"1278","Gassel",1,NA,1,1,"Grave"
"1374","Geffen",NA,NA,1,1,"Grave"
"1474","Grave",1,NA,1,1,"Grave"
"1570","Haps",1,NA,1,1,"Grave"
"1667","Heesch",NA,NA,1,1,"Grave"
"1764","Herpen",1,NA,1,1,"Grave"
"1864","Huisseling",1,NA,1,1,"Grave"
"1962","Linden",1,NA,1,1,"Grave"
"2060","Lith",NA,NA,1,1,"Grave"
"2160","Lithoijen",NA,NA,1,1,"Grave"
"2258","Maashees",1,NA,NA,NA,"Grave"
"2355","Megen",1,NA,1,1,"Grave"
"2453","Mill",1,NA,1,1,"Grave"
"2550","Nistelrode",NA,NA,1,1,"Grave"
"2649","Oeffelt",1,NA,1,1,"Grave"
"2747","Oijen",1,NA,1,1,"Grave"
"3101","Oploo",1,NA,NA,NA,"Grave"
"495","Oss",1,NA,1,1,"Grave"
"595","Ravenstein",1,NA,1,1,"Grave"
"695","Reek",1,NA,1,1,"Grave"
"795","Sambeek",1,NA,NA,NA,"Grave"
"890","Schaijk",1,NA,1,1,"Grave"
"987","Uden",1,NA,NA,NA,"Grave"
"1086","Velp",1,NA,1,1,"Grave"
"1183","Vierlingsbeek",1,NA,NA,NA,"Grave"
"1279","Wanroij",1,NA,1,1,"Grave"
"1375","Zeeland",1,NA,NA,NA,"Grave"
"3102","Alem",NA,1,NA,NA,"Den Bosch"
"496","Baardwijk",NA,1,NA,NA,"Den Bosch"
"596","Berghem",NA,1,NA,NA,"Den Bosch"
"696","Berlicum",NA,1,1,1,"Den Bosch"
"796","Bokhoven",NA,1,NA,NA,"Den Bosch"
"891","Boxtel",NA,1,1,1,"Den Bosch"
"988","Den Bosch",1,1,1,1,"Den Bosch"
"1087","Den Dungen",1,1,1,1,"Den Bosch"
"1184","Deursen",NA,1,NA,NA,"Den Bosch"
"1280","Dieden",NA,1,NA,NA,"Den Bosch"
"1376","Dinther",1,1,NA,NA,"Den Bosch"
"1475","Drunen",NA,1,NA,NA,"Den Bosch"
"1571","Empel",NA,1,NA,NA,"Den Bosch"
"1668","Engelen",NA,1,NA,NA,"Den Bosch"
"1765","Esch",NA,1,1,1,"Den Bosch"
"1865","Geffen",1,1,NA,NA,"Den Bosch"
"1963","Hedikhuizen",NA,1,NA,NA,"Den Bosch"
"2061","Heesch",1,1,NA,NA,"Den Bosch"
"2161","Heeswijk",1,1,NA,NA,"Den Bosch"
"2259","Helvoirt",NA,1,NA,NA,"Den Bosch"
"2356","Herpen",NA,1,NA,NA,"Den Bosch"
"2454","Herpt",NA,1,NA,NA,"Den Bosch"
"2551","Heusden",NA,1,NA,NA,"Den Bosch"
"2650","Huisseling",NA,1,NA,NA,"Den Bosch"
"2748","Liempde",NA,1,NA,NA,"Den Bosch"
"3103","Lith",1,1,NA,NA,"Den Bosch"
"497","Lithoijen",1,1,NA,NA,"Den Bosch"
"597","Megen",NA,1,NA,NA,"Den Bosch"
"697","Michielsgestel (St.)",1,1,NA,NA,"Den Bosch"
"797","Nieuwkuijk",NA,1,NA,NA,"Den Bosch"
"892","Nistelrode",1,NA,NA,NA,"Den Bosch"
"989","Nuland",1,1,1,1,"Den Bosch"
"1088","Oijen",NA,1,NA,NA,"Den Bosch"
"1185","Oss",NA,1,NA,NA,"Den Bosch"
"1281","Oudheusden",NA,1,NA,NA,"Den Bosch"
"1377","Ravenstein",NA,1,NA,NA,"Den Bosch"
"1476","Reek",NA,1,NA,NA,"Den Bosch"
"1572","Rosmalen",1,1,1,1,"Den Bosch"
"1669","Schaijk",NA,1,NA,NA,"Den Bosch"
"1766","Schijndel",1,1,NA,NA,"Den Bosch"
"1866","Velp",NA,1,NA,NA,"Den Bosch"
"1964","Vlijmen",NA,1,NA,NA,"Den Bosch"
"2062","Vught",1,1,1,1,"Den Bosch"
"2162","Waalwijk",NA,1,NA,NA,"Den Bosch"
"2260","Zeeland",NA,1,NA,NA,"Den Bosch"
"3104","Alem",1,NA,NA,NA,"Heusden"
"498","Almkerk",1,NA,NA,NA,"Heusden"
"598","Andel (Op- en Neer-)",1,NA,NA,NA,"Heusden"
"698","Baardwijk",1,NA,NA,NA,"Heusden"
"798","Besoijen",1,NA,NA,NA,"Heusden"
"893","Bokhoven",1,NA,NA,NA,"Heusden"
"990","Capelle",1,NA,NA,NA,"Heusden"
"1089","De Werken",1,NA,NA,NA,"Heusden"
"1186","Drongelen",1,NA,NA,NA,"Heusden"
"1282","Drunen",1,NA,NA,NA,"Heusden"
"1378","Dussen",1,NA,NA,NA,"Heusden"
"1477","Emmikhoven en Waardhuizen",1,NA,NA,NA,"Heusden"
"1573","Empel",1,NA,NA,NA,"Heusden"
"1670","Engelen",1,NA,NA,NA,"Heusden"
"1767","Giessen",1,NA,NA,NA,"Heusden"
"1867","Hedikhuizen",1,NA,NA,NA,"Heusden"
"1965","Heesbeen",1,NA,NA,NA,"Heusden"
"2063","Herpt",1,NA,NA,NA,"Heusden"
"2163","Heusden",1,NA,NA,NA,"Heusden"
"2261","Meeuwen",1,NA,NA,NA,"Heusden"
"2357","Nieuwkuijk",1,NA,NA,NA,"Heusden"
"2455","Oudheusden",1,NA,NA,NA,"Heusden"
"2552","Rijswijk",1,NA,NA,NA,"Heusden"
"2651","Sprang",1,NA,NA,NA,"Heusden"
"2749","Veen",1,NA,NA,NA,"Heusden"
"3105","Vlijmen",1,NA,NA,NA,"Heusden"
"499","Vrijhoeve-Capelle",1,NA,NA,NA,"Heusden"
"599","Waalwijk",1,NA,NA,NA,"Heusden"
"699","Waspik",1,NA,NA,NA,"Heusden"
"799","Werkendam",1,NA,NA,NA,"Heusden"
"894","Wijk",1,NA,NA,NA,"Heusden"
"991","Woudrichem",1,NA,NA,NA,"Heusden"
"3106","Adorp",NA,1,1,1,"Zuidhorn"
"4100","Aduard",NA,1,1,1,"Zuidhorn"
"5100","Baflo",NA,1,NA,NA,"Zuidhorn"
"6100","Bedum",NA,1,NA,NA,"Zuidhorn"
"7100","Eenrum",NA,1,NA,NA,"Zuidhorn"
"895","Ezinge",NA,1,1,1,"Zuidhorn"
"992","Grijpskerk",NA,1,1,1,"Zuidhorn"
"1090","Grootegast",NA,1,1,1,"Zuidhorn"
"1187","Hoogkerk",NA,1,1,1,"Zuidhorn"
"1283","Kloosterburen",NA,1,1,1,"Zuidhorn"
"1379","Leek",NA,1,1,1,"Zuidhorn"
"1478","Leens",NA,1,1,1,"Zuidhorn"
"1574","Marum",NA,1,1,1,"Zuidhorn"
"1671","Noorddijk",NA,1,NA,NA,"Zuidhorn"
"1768","Oldehove",NA,1,1,1,"Zuidhorn"
"1868","Oldekerk",NA,1,1,1,"Zuidhorn"
"1966","Ulrum",NA,1,1,1,"Zuidhorn"
"2064","Warffum",NA,1,NA,NA,"Zuidhorn"
"2164","Winsum",NA,1,1,1,"Zuidhorn"
"2262","Zuidhorn",NA,1,1,1,"Zuidhorn"
"3107","Blankenham",NA,1,1,1,"Steenwijk"
"4101","Blokzijl",NA,1,1,1,"Steenwijk"
"5101","Genemuiden",NA,NA,1,1,"Steenwijk"
"6101","Giethoorn",NA,1,1,1,"Steenwijk"
"7101","Hasselt",NA,NA,1,1,"Steenwijk"
"896","Kuinre",NA,1,1,1,"Steenwijk"
"993","Nieuwleusen",NA,NA,1,1,"Steenwijk"
"1091","Oldemarkt",NA,1,1,1,"Steenwijk"
"1188","Ooststellingwerf",NA,1,NA,NA,"Steenwijk"
"1284","Staphorst",NA,1,1,1,"Steenwijk"
"1380","Steenwijk",NA,1,1,1,"Steenwijk"
"1479","Steenwijkerwold",NA,1,1,1,"Steenwijk"
"1575","Vollenhove (Ambt-)",NA,1,1,1,"Steenwijk"
"1672","Vollenhove (Stad-)",NA,1,1,1,"Steenwijk"
"1769","Wanneperveen",NA,1,1,1,"Steenwijk"
"1869","Weststellingwerf",NA,1,NA,NA,"Steenwijk"
"1967","Zwartsluis",NA,1,1,1,"Steenwijk"
"3108","Ammerzoden",NA,1,NA,NA,"Tiel"
"4102","Beesd",NA,1,1,1,"Tiel"
"5102","Brakel",NA,1,NA,NA,"Tiel"
"6102","Deil",NA,1,1,1,"Tiel"
"7102","Dodewaard",NA,NA,1,1,"Tiel"
"897","Dreumel",NA,1,NA,NA,"Tiel"
"994","Driel",NA,1,NA,NA,"Tiel"
"1092","Echteld",NA,NA,1,1,"Tiel"
"1189","Est en Opijnen",NA,1,1,1,"Tiel"
"1285","Gameren",NA,1,NA,NA,"Tiel"
"1381","Geldermalsen",NA,1,1,1,"Tiel"
"1480","Haaften",NA,1,1,1,"Tiel"
"1576","Hedel",NA,1,NA,NA,"Tiel"
"1673","Heerewaarden",NA,1,NA,NA,"Tiel"
"1770","Herwijnen",NA,1,NA,NA,"Tiel"
"1870","Hurwenen",NA,1,NA,NA,"Tiel"
"1968","Kerkwijk",NA,1,NA,NA,"Tiel"
"2065","Kesteren",NA,NA,1,1,"Tiel"
"2165","Lienden",NA,NA,1,1,"Tiel"
"2263","Maurik",NA,NA,1,1,"Tiel"
"2358","Nederhemert",NA,1,NA,NA,"Tiel"
"2456","Ophemert",NA,1,1,1,"Tiel"
"2553","Poederoijen",NA,1,NA,NA,"Tiel"
"2652","Rossum",NA,1,NA,NA,"Tiel"
"2750","Tiel",NA,1,1,1,"Tiel"
"3109","Varik",NA,1,1,1,"Tiel"
"4103","Vuren",NA,1,NA,NA,"Tiel"
"5103","Waardenburg",NA,1,1,1,"Tiel"
"6103","Wadenoijen",NA,1,1,1,"Tiel"
"7103","Wamel",NA,1,NA,NA,"Tiel"
"898","Yzendoorn",NA,NA,1,1,"Tiel"
"995","Zaltbommel",NA,1,NA,NA,"Tiel"
"1093","Zoelen",NA,NA,1,1,"Tiel"
"1190","Zuilichem",NA,1,NA,NA,"Tiel"
"3113","'s Graveland",NA,NA,1,1,"Hilversum"
"4104","Ankeveen",NA,NA,1,1,"Hilversum"
"5104","Blaricum",NA,NA,1,1,"Hilversum"
"6104","Bussum",NA,NA,1,1,"Hilversum"
"7104","Diemen",NA,NA,1,1,"Hilversum"
"899","Hilversum",NA,NA,1,1,"Hilversum"
"996","Huizen",NA,NA,1,1,"Hilversum"
"1094","Kortenhoef",NA,NA,1,1,"Hilversum"
"1191","Laren",NA,NA,1,1,"Hilversum"
"1286","Muiden",NA,NA,1,1,"Hilversum"
"1382","Naarden",NA,NA,1,1,"Hilversum"
"1481","Nederhorst den Berg",NA,NA,1,1,"Hilversum"
"1577","Nigtevecht",NA,NA,1,1,"Hilversum"
"1674","Ouder-Amstel",NA,NA,1,1,"Hilversum"
"1771","Watergraafsmeer",NA,NA,1,1,"Hilversum"
"1871","Weesp",NA,NA,1,1,"Hilversum"
"1969","Weesperkarspel",NA,NA,1,1,"Hilversum"
"3114","Amsterdam",NA,1,1,NA,"Amsterdam"
"4105","Diemen",NA,1,NA,NA,"Amsterdam"
"5105","Nieuwer-Amstel",NA,NA,1,NA,"Amsterdam"
"6105","Watergraafsmeer",NA,1,NA,NA,"Amsterdam"
"3115","Aalsmeer",NA,NA,1,1,"Haarlemmermeer"
"4106","Alkemade",NA,NA,1,1,"Haarlemmermeer"
"5106","Bennebroek",NA,NA,1,1,"Haarlemmermeer"
"6106","Haarlemmermeer",NA,NA,1,1,"Haarlemmermeer"
"7105","Heemstede",NA,NA,1,1,"Haarlemmermeer"
"8100","Hillegom",NA,NA,1,1,"Haarlemmermeer"
"997","Leimuiden",NA,NA,1,1,"Haarlemmermeer"
"1095","Lisse",NA,NA,1,1,"Haarlemmermeer"
"1192","Nieuwer-Amstel",NA,NA,NA,1,"Haarlemmermeer"
"1287","Sloten",NA,NA,1,1,"Haarlemmermeer"
"1383","Uithoorn",NA,NA,1,1,"Haarlemmermeer"
"3116","Capelle aan den Yssel",NA,NA,1,NA,"Rotterdam"
"4107","Charlois",NA,NA,1,NA,"Rotterdam"
"5107","Kralingen",NA,NA,1,NA,"Rotterdam"
"6107","Rotterdam",NA,1,1,NA,"Rotterdam"
"3117","'s-Gravenzande",NA,1,NA,NA,"Den Haag"
"4108","Den Haag",NA,1,1,NA,"Den Haag"
"5108","Loosduinen",NA,1,NA,NA,"Den Haag"
"6108","Monster",NA,1,NA,NA,"Den Haag"
"7106","Rijswijk",NA,1,NA,NA,"Den Haag"
"8101","Veur",NA,1,NA,NA,"Den Haag"
"998","Voorburg",NA,1,NA,NA,"Den Haag"
"1096","Wassenaar",NA,1,NA,NA,"Den Haag"
"3118","Arcen en Velden",NA,1,NA,NA,"Boxmeer"
"4109","Beers",NA,1,NA,NA,"Boxmeer"
"5109","Bergen",NA,1,NA,NA,"Boxmeer"
"6109","Beugen",NA,1,NA,NA,"Boxmeer"
"7107","Boxmeer",NA,1,NA,NA,"Boxmeer"
"8102","Broekhuizen",NA,1,NA,NA,"Boxmeer"
"999","Cuijk",NA,1,NA,NA,"Boxmeer"
"1097","Escharen",NA,1,NA,NA,"Boxmeer"
"1193","Gassel",NA,1,NA,NA,"Boxmeer"
"1288","Gennep",NA,1,NA,NA,"Boxmeer"
"1384","Grave",NA,1,NA,NA,"Boxmeer"
"1482","Grubbenvorst",NA,1,NA,NA,"Boxmeer"
"1578","Haps",NA,1,NA,NA,"Boxmeer"
"1675","Horst",NA,1,NA,NA,"Boxmeer"
"1772","Linden",NA,1,NA,NA,"Boxmeer"
"1872","Maashees",NA,1,NA,NA,"Boxmeer"
"1970","Meerlo",NA,1,NA,NA,"Boxmeer"
"2066","Mill",NA,1,NA,NA,"Boxmeer"
"2166","Mook en Middelaar",NA,1,NA,NA,"Boxmeer"
"2264","Oeffelt",NA,1,NA,NA,"Boxmeer"
"2359","Oploo",NA,1,NA,NA,"Boxmeer"
"2457","Ottersum",NA,1,NA,NA,"Boxmeer"
"2554","Sambeek",NA,1,NA,NA,"Boxmeer"
"2653","Sevenum",NA,1,NA,NA,"Boxmeer"
"2751","Venraij",NA,1,NA,NA,"Boxmeer"
"288","Vierlingsbeek",NA,1,NA,NA,"Boxmeer"
"298","Wanroij",NA,1,NA,NA,"Boxmeer"
"306","Wanssum",NA,1,NA,NA,"Boxmeer"
"3119","Meeden",NA,NA,1,1,"Veendam"
"4110","Muntendam",NA,NA,1,1,"Veendam"
"5110","Nieuwe-Pekela",NA,NA,1,1,"Veendam"
"6110","Onstwedde",NA,NA,1,1,"Veendam"
"7108","Oude-Pekela",NA,NA,1,1,"Veendam"
"8103","Sappemeer",NA,NA,1,1,"Veendam"
"9100","Veendam",NA,NA,1,1,"Veendam"
"1098","Vlagtwedde",NA,NA,1,1,"Veendam"
"3120","Beilen",NA,NA,1,1,"Emmen"
"4111","Borger",NA,NA,1,1,"Emmen"
"5111","Coevorden",NA,NA,1,1,"Emmen"
"6111","Dalen",NA,NA,1,1,"Emmen"
"7109","Emmen",NA,NA,1,1,"Emmen"
"8104","Odoorn",NA,NA,1,1,"Emmen"
"9101","Oosterhesselen",NA,NA,1,1,"Emmen"
"1099","Schoonebeek",NA,NA,1,1,"Emmen"
"1194","Sleen",NA,NA,1,1,"Emmen"
"1289","Westerbork",NA,NA,1,1,"Emmen"
"1385","Zweelo",NA,NA,1,1,"Emmen"
"3121","Barradeel",NA,NA,1,1,"Harlingen"
"4112","Bolsward",NA,NA,1,1,"Harlingen"
"5112","Harlingen",NA,NA,1,1,"Harlingen"
"6112","Hindeloopen",NA,NA,1,1,"Harlingen"
"7110","Wonseradeel",NA,NA,1,1,"Harlingen"
"8105","Workum",NA,NA,1,1,"Harlingen"
"3122","Aengwirden",NA,NA,1,1,"Schoterland"
"4113","Haskerland",NA,NA,1,1,"Schoterland"
"5113","Opsterland",NA,NA,1,1,"Schoterland"
"6113","Schoterland",NA,NA,1,1,"Schoterland"
"7111","Utingeradeel",NA,NA,1,1,"Schoterland"
"3123","Achtkarspelen",NA,NA,1,NA,"Bergum"
"4114","Kollumerland",NA,NA,1,NA,"Bergum"
"5114","Smallingerland",NA,NA,1,NA,"Bergum"
"6114","Tietjerksteradeel",NA,NA,1,NA,"Bergum"
"3124","Diever",NA,NA,1,NA,"Wolvega"
"4115","Havelte",NA,NA,1,NA,"Wolvega"
"5115","Lemsterland",NA,NA,1,NA,"Wolvega"
"6115","Ooststellingwerf",NA,NA,1,NA,"Wolvega"
"7112","Smilde",NA,NA,1,NA,"Wolvega"
"8106","Vledder",NA,NA,1,NA,"Wolvega"
"9102","Weststellingwerf",NA,NA,1,NA,"Wolvega"
"3125","Avereest",NA,NA,1,1,"Meppel"
"4116","De Wijk",NA,NA,1,1,"Meppel"
"5116","Dwingelo",NA,NA,1,1,"Meppel"
"6116","Hoogeveen",NA,NA,1,1,"Meppel"
"7113","Meppel",NA,NA,1,1,"Meppel"
"8107","Nijeveen",NA,NA,1,1,"Meppel"
"9103","Ruinen",NA,NA,1,1,"Meppel"
"10100","Ruinerwold",NA,NA,1,1,"Meppel"
"1195","Zuidwolde",NA,NA,1,1,"Meppel"
"3126","Gramsbergen",NA,NA,1,1,"Ommen"
"4117","Ham (Den)",NA,NA,1,1,"Ommen"
"5117","Hardenberg (Ambt-)",NA,NA,1,1,"Ommen"
"6117","Hardenberg (Stad-)",NA,NA,1,1,"Ommen"
"7114","Hellendoorn",NA,NA,1,1,"Ommen"
"8108","Holten",NA,NA,1,1,"Ommen"
"9104","Ommen (Ambt-)",NA,NA,1,1,"Ommen"
"10101","Ommen (Stad-)",NA,NA,1,1,"Ommen"
"1196","Raalte",NA,NA,1,1,"Ommen"
"1290","Vriezenveen",NA,NA,1,1,"Ommen"
"3127","Borculo",NA,NA,1,1,"Lochem"
"4118","Delden (Ambt-)",NA,NA,1,1,"Lochem"
"5118","Delden (Stad-)",NA,NA,1,1,"Lochem"
"6118","Diepenheim",NA,NA,1,1,"Lochem"
"7115","Eibergen",NA,NA,1,1,"Lochem"
"8109","Goor",NA,NA,1,1,"Lochem"
"9105","Gorssel",NA,NA,1,1,"Lochem"
"10102","Groenlo",NA,NA,1,1,"Lochem"
"1197","Laren",NA,NA,1,1,"Lochem"
"1291","Lochem",NA,NA,1,1,"Lochem"
"1386","Markelo",NA,NA,1,1,"Lochem"
"1483","Neede",NA,NA,1,1,"Lochem"
"1579","Ruurlo",NA,NA,1,1,"Lochem"
"3128","Angerlo",NA,NA,1,1,"Rheden"
"4119","Bergh",NA,NA,1,1,"Rheden"
"5119","Didam",NA,NA,1,1,"Rheden"
"6119","Duiven",NA,NA,1,1,"Rheden"
"7116","Herwen en Aerdt",NA,NA,1,1,"Rheden"
"8110","Huissen",NA,NA,1,1,"Rheden"
"9106","Rheden",NA,NA,1,1,"Rheden"
"10103","Rozendaal",NA,NA,1,1,"Rheden"
"1198","Wehl",NA,NA,1,1,"Rheden"
"1292","Westervoort",NA,NA,1,1,"Rheden"
"1387","Zevenaar",NA,NA,1,1,"Rheden"
"3129","Ammerzoden",NA,NA,1,1,"Druten"
"4120","Appeltern",NA,NA,1,1,"Druten"
"5120","Balgoij",NA,NA,1,1,"Druten"
"6120","Batenburg",NA,NA,1,1,"Druten"
"7117","Bergharen",NA,NA,1,1,"Druten"
"8111","Brakel",NA,NA,1,1,"Druten"
"9107","Dreumel",NA,NA,1,1,"Druten"
"10104","Driel",NA,NA,1,1,"Druten"
"1199","Druten",NA,NA,1,1,"Druten"
"1293","Gameren",NA,NA,1,1,"Druten"
"1388","Hedel",NA,NA,1,1,"Druten"
"1484","Heerewaarden",NA,NA,1,1,"Druten"
"1580","Horssen",NA,NA,1,1,"Druten"
"1676","Hurwenen",NA,NA,1,1,"Druten"
"1773","Kerkwijk",NA,NA,1,1,"Druten"
"1873","Overasselt",NA,NA,1,1,"Druten"
"1971","Poederoijen",NA,NA,1,1,"Druten"
"2067","Rossum",NA,NA,1,1,"Druten"
"2167","Wamel",NA,NA,1,1,"Druten"
"2265","Wijchen",NA,NA,1,1,"Druten"
"2360","Zaltbommel",NA,NA,1,1,"Druten"
"2458","Zuilichem",NA,NA,1,1,"Druten"
"3130","Benschop",NA,NA,1,1,"Wijk bij Duurstede"
"4121","Beusichem",NA,NA,1,1,"Wijk bij Duurstede"
"5121","Bunnik",NA,NA,NA,1,"Wijk bij Duurstede"
"6121","Buren",NA,NA,1,1,"Wijk bij Duurstede"
"7118","Buurmalsen",NA,NA,1,1,"Wijk bij Duurstede"
"8112","Cothen",NA,NA,1,1,"Wijk bij Duurstede"
"9108","Culemborg",NA,NA,1,1,"Wijk bij Duurstede"
"10105","Driebergen",NA,NA,1,1,"Wijk bij Duurstede"
"11100","Hoenkoop",NA,NA,1,1,"Wijk bij Duurstede"
"1294","Houten",NA,NA,1,1,"Wijk bij Duurstede"
"1389","Jaarsveld",NA,NA,1,1,"Wijk bij Duurstede"
"1485","Jutphaas",NA,NA,1,1,"Wijk bij Duurstede"
"1581","Langbroek",NA,NA,1,1,"Wijk bij Duurstede"
"1677","Lopik",NA,NA,1,1,"Wijk bij Duurstede"
"1774","Montfoort",NA,NA,1,1,"Wijk bij Duurstede"
"1874","Odijk",NA,NA,1,1,"Wijk bij Duurstede"
"1972","Oudenrijn",NA,NA,NA,1,"Wijk bij Duurstede"
"2068","Polsbroek",NA,NA,1,1,"Wijk bij Duurstede"
"2168","Rijsenburg",NA,NA,1,1,"Wijk bij Duurstede"
"2266","Schalkwijk",NA,NA,1,1,"Wijk bij Duurstede"
"2361","Snelrewaard",NA,NA,1,1,"Wijk bij Duurstede"
"2459","Tull en 't Waal",NA,NA,1,1,"Wijk bij Duurstede"
"2555","Vreeswijk",NA,NA,1,1,"Wijk bij Duurstede"
"2654","Werkhoven",NA,NA,1,1,"Wijk bij Duurstede"
"2752","Wijk bij Duurstede",NA,NA,1,1,"Wijk bij Duurstede"
"289","Willeskop",NA,NA,1,1,"Wijk bij Duurstede"
"299","Willige Langerak",NA,NA,1,1,"Wijk bij Duurstede"
"307","Ysselstein",NA,NA,1,1,"Wijk bij Duurstede"
"3131","Amerongen",NA,NA,1,1,"Ede"
"4122","Barneveld",NA,NA,1,1,"Ede"
"5122","Ede",NA,NA,1,1,"Ede"
"6122","Hoevelaken",NA,NA,1,1,"Ede"
"7119","Leersum",NA,NA,1,1,"Ede"
"8113","Nijkerk",NA,NA,1,1,"Ede"
"9109","Renswoude",NA,NA,1,1,"Ede"
"10106","Rhenen",NA,NA,1,1,"Ede"
"11101","Scherpenzeel",NA,NA,1,1,"Ede"
"1295","Veenendaal",NA,NA,1,1,"Ede"
"3132","Apeldoorn",NA,NA,1,1,"Apeldoorn"
"4123","Epe",NA,NA,1,1,"Apeldoorn"
"5123","Ermelo",NA,NA,1,1,"Apeldoorn"
"6123","Harderwijk",NA,NA,1,1,"Apeldoorn"
"7120","Putten",NA,NA,1,1,"Apeldoorn"
"3133","Aar (Ter)",NA,NA,1,1,"Breukelen"
"4124","Abcoude-Baambrugge",NA,NA,1,1,"Breukelen"
"5124","Abcoude-Proostdij",NA,NA,1,1,"Breukelen"
"6124","Breukelen-Nijenrode",NA,NA,1,1,"Breukelen"
"7121","Breukelen-St. Pieters",NA,NA,1,1,"Breukelen"
"8114","Haarzuilens",NA,NA,1,1,"Breukelen"
"9110","Harmelen",NA,NA,1,1,"Breukelen"
"10107","Kamerik",NA,NA,1,1,"Breukelen"
"11102","Kockengen",NA,NA,1,1,"Breukelen"
"1296","Laagnieuwkoop",NA,NA,1,1,"Breukelen"
"1390","Linschoten",NA,NA,1,1,"Breukelen"
"1486","Loenen",NA,NA,1,1,"Breukelen"
"1582","Loenersloot",NA,NA,1,1,"Breukelen"
"1678","Loosdrecht",NA,NA,1,1,"Breukelen"
"1775","Maarssen",NA,NA,1,1,"Breukelen"
"1875","Maarsseveen",NA,NA,1,1,"Breukelen"
"1973","Mijdrecht",NA,NA,1,1,"Breukelen"
"2069","Nieuwkoop",NA,NA,1,1,"Breukelen"
"2169","Nieuwveen",NA,NA,1,1,"Breukelen"
"2267","Ruwiel",NA,NA,1,1,"Breukelen"
"2362","Tienhoven",NA,NA,1,1,"Breukelen"
"2460","Veldhuizen",NA,NA,1,1,"Breukelen"
"2556","Vinkeveen",NA,NA,1,1,"Breukelen"
"2655","Vleuten",NA,NA,1,1,"Breukelen"
"2753","Vreeland",NA,NA,1,1,"Breukelen"
"2810","Wilnis",NA,NA,1,1,"Breukelen"
"2910","Zegveld",NA,NA,1,1,"Breukelen"
"308","Zevenhoven",NA,NA,1,1,"Breukelen"
"3134","Zuilen",NA,NA,1,1,"Breukelen"
"3135","Abbekerk",NA,NA,1,1,"Enkhuizen"
"4125","Andijk",NA,NA,1,1,"Enkhuizen"
"5125","Blokker",NA,NA,1,1,"Enkhuizen"
"6125","Bovenkarspel",NA,NA,1,1,"Enkhuizen"
"7122","Enkhuizen",NA,NA,1,1,"Enkhuizen"
"8115","Grootebroek",NA,NA,1,1,"Enkhuizen"
"9111","Hensbroek",NA,NA,1,1,"Enkhuizen"
"10108","Hoogkarspel",NA,NA,1,1,"Enkhuizen"
"11103","Hoogwoud",NA,NA,1,1,"Enkhuizen"
"1297","Medemblik",NA,NA,1,1,"Enkhuizen"
"1391","Midwoud",NA,NA,1,1,"Enkhuizen"
"1487","Nibbixwoud",NA,NA,1,1,"Enkhuizen"
"1583","Obdam",NA,NA,1,1,"Enkhuizen"
"1679","Opmeer",NA,NA,1,1,"Enkhuizen"
"1776","Opperdoes",NA,NA,1,1,"Enkhuizen"
"1876","Schellinkhout",NA,NA,1,1,"Enkhuizen"
"1974","Sijbekarspel",NA,NA,1,1,"Enkhuizen"
"2070","Spanbroek",NA,NA,1,1,"Enkhuizen"
"2170","Twisk",NA,NA,1,1,"Enkhuizen"
"2268","Urk",NA,NA,1,1,"Enkhuizen"
"2363","Venhuizen",NA,NA,1,1,"Enkhuizen"
"2461","Wervershoof",NA,NA,1,1,"Enkhuizen"
"2557","Westwoud",NA,NA,1,1,"Enkhuizen"
