"","gemeente","1848","1850","1888","1897","district"
"345","Wijk 1-14",1,NA,NA,NA,"Amsterdam I"
"346","Wijk 16-29,31,60",1,NA,NA,NA,"Amsterdam II"
"347","Wijk 30,32-46",1,NA,NA,NA,"Amsterdam III"
"348","Wijk 47-57,59",1,NA,NA,NA,"Amsterdam IV"
"349","Aalsmeer",1,NA,NA,NA,"Amsterdam V"
"445","Buitenwijken 1-5",1,NA,NA,NA,"Amsterdam V"
"545","Diemen",1,NA,NA,NA,"Amsterdam V"
"645","Houtrijk en Polanen",1,NA,NA,NA,"Amsterdam V"
"745","Kalslagen",1,NA,NA,NA,"Amsterdam V"
"843","Leimuiden",1,NA,NA,NA,"Amsterdam V"
"942","Nieuwer-Amstel",1,NA,NA,NA,"Amsterdam V"
"1042","Ouder-Amstel",1,NA,NA,NA,"Amsterdam V"
"1141","Rietwijkeroord",1,NA,NA,NA,"Amsterdam V"
"1239","Sloten",1,NA,NA,NA,"Amsterdam V"
"1335","Uithoorn",1,NA,NA,NA,"Amsterdam V"
"1435","Watergraafsmeer",1,NA,NA,NA,"Amsterdam V"
"1531","Wijk 15,58",1,NA,NA,NA,"Amsterdam V"
"350","Aalsmeer",NA,1,NA,NA,"Leiden"
"446","Aar (Ter)",NA,1,NA,NA,"Leiden"
"546","Aarlanderveen",NA,1,NA,NA,"Leiden"
"646","Alkemade",NA,1,NA,NA,"Leiden"
"746","Alphen",NA,1,NA,NA,"Leiden"
"844","Benthuizen",NA,1,NA,NA,"Leiden"
"943","Bodegraven",NA,1,NA,NA,"Leiden"
"1043","Boekhorst",NA,1,NA,NA,"Leiden"
"1142","De Vennep",NA,1,NA,NA,"Leiden"
"1240","Hazerswoude",NA,1,NA,NA,"Leiden"
"1336","Hoogeveen",NA,1,NA,NA,"Leiden"
"1436","Hoogmade",NA,1,NA,NA,"Leiden"
"1532","Kalslagen",NA,1,NA,NA,"Leiden"
"1629","Katwijk",NA,1,NA,NA,"Leiden"
"1728","Koudekerk",NA,1,NA,NA,"Leiden"
"1828","Leiden",1,1,1,1,"Leiden"
"1927","Leiderdorp",NA,1,NA,NA,"Leiden"
"2027","Leimuiden",NA,1,NA,NA,"Leiden"
"2127","Nieuwer-Amstel",NA,1,NA,NA,"Leiden"
"2226","Nieuwveen",NA,1,NA,NA,"Leiden"
"2323","Oegstgeest",NA,1,NA,NA,"Leiden"
"2422","Ouder-Amstel",NA,1,NA,NA,"Leiden"
"2519","Oudshoorn",NA,1,NA,NA,"Leiden"
"2619","Rietwijkeroord",NA,1,NA,NA,"Leiden"
"2718","Rijnsaterwoude",NA,1,NA,NA,"Leiden"
"351","Rijnsburg",NA,1,NA,NA,"Leiden"
"447","Sassenheim",NA,1,NA,NA,"Leiden"
"547","Uithoorn",NA,1,NA,NA,"Leiden"
"647","Valkenburg",NA,1,NA,NA,"Leiden"
"747","Voorschoten",1,1,NA,NA,"Leiden"
"845","Warmond",NA,1,NA,NA,"Leiden"
"944","Woubrugge",NA,1,NA,NA,"Leiden"
"1044","Zoeterwoude",1,1,NA,NA,"Leiden"
"1143","Zwammerdam",NA,1,NA,NA,"Leiden"
"352","Aarlanderveen",1,NA,NA,NA,"Leiderdorp"
"448","Alkemade",1,NA,NA,NA,"Leiderdorp"
"548","Alphen",1,NA,NA,NA,"Leiderdorp"
"648","Benthuizen",1,NA,NA,NA,"Leiderdorp"
"748","Boekhorst",1,NA,NA,NA,"Leiderdorp"
"846","Boskoop",1,NA,NA,NA,"Leiderdorp"
"945","De Vennep",1,NA,NA,NA,"Leiderdorp"
"1045","Hazerswoude",1,NA,NA,NA,"Leiderdorp"
"1144","Hillegom",1,NA,NA,NA,"Leiderdorp"
"1241","Hoogeveen",1,NA,NA,NA,"Leiderdorp"
"1337","Hoogmade",1,NA,NA,NA,"Leiderdorp"
"1437","Katwijk",1,NA,NA,NA,"Leiderdorp"
"1533","Koudekerk",1,NA,NA,NA,"Leiderdorp"
"1630","Leiderdorp",1,NA,NA,NA,"Leiderdorp"
"1729","Lisse",1,NA,NA,NA,"Leiderdorp"
"1829","Noordwijk",1,NA,NA,NA,"Leiderdorp"
"1928","Noordwijkerhout",1,NA,NA,NA,"Leiderdorp"
"2028","Oegstgeest",1,NA,NA,NA,"Leiderdorp"
"2128","Oudshoorn",1,NA,NA,NA,"Leiderdorp"
"2227","Rijnsaterwoude",1,NA,NA,NA,"Leiderdorp"
"2324","Rijnsburg",1,NA,NA,NA,"Leiderdorp"
"2423","Sassenheim",1,NA,NA,NA,"Leiderdorp"
"2520","Valkenburg",1,NA,NA,NA,"Leiderdorp"
"2620","Voorhout",1,NA,NA,NA,"Leiderdorp"
"2719","Warmond",1,NA,NA,NA,"Leiderdorp"
"283","Woubrugge",1,NA,NA,NA,"Leiderdorp"
"293","Zwammerdam",1,NA,NA,NA,"Leiderdorp"
"353","'s Gravesloot",NA,1,NA,NA,"Gouda"
"449","Aar (Ter)",1,NA,NA,NA,"Gouda"
"549","Achttienhoven",1,1,NA,NA,"Gouda"
"649","Ammerstol",NA,1,NA,NA,"Gouda"
"749","Barwoutswaarder",1,1,NA,NA,"Gouda"
"847","Benschop",NA,1,NA,NA,"Gouda"
"946","Bergambacht",NA,1,NA,NA,"Gouda"
"1046","Bergschenhoek",NA,1,NA,NA,"Gouda"
"1145","Berkel",NA,1,NA,NA,"Gouda"
"1242","Berkenwoude",NA,1,NA,NA,"Gouda"
"1338","Bleiswijk",NA,1,NA,NA,"Gouda"
"1438","Bodegraven",1,NA,NA,NA,"Gouda"
"1534","Boskoop",NA,1,1,1,"Gouda"
"1631","Broek",1,1,NA,NA,"Gouda"
"1730","Cabauw",NA,1,NA,NA,"Gouda"
"1830","Capelle aan den Yssel",NA,1,NA,1,"Gouda"
"1929","Gouda",1,1,1,1,"Gouda"
"2029","Gouderak",1,1,1,1,"Gouda"
"2129","Groot-Ammers",NA,1,NA,NA,"Gouda"
"2228","Haastrecht",1,1,NA,NA,"Gouda"
"2325","Harmelen",NA,1,NA,NA,"Gouda"
"2424","Hekendorp",1,1,NA,NA,"Gouda"
"2521","Hillegersberg",NA,1,NA,NA,"Gouda"
"2621","Hoenkoop",NA,1,NA,NA,"Gouda"
"2720","Jaarsveld",NA,1,NA,NA,"Gouda"
"354","Kamerik Houtdijke",NA,1,NA,NA,"Gouda"
"450","Kamerik Mijzijde",NA,1,NA,NA,"Gouda"
"550","Kockengen",NA,1,NA,NA,"Gouda"
"650","Kralingen",NA,1,NA,NA,"Gouda"
"750","Krimpen aan de Lek",NA,1,1,1,"Gouda"
"848","Krimpen aan den Yssel",NA,1,1,1,"Gouda"
"947","Lange Ruige Weide",1,1,NA,NA,"Gouda"
"1047","Langerak",NA,1,NA,NA,"Gouda"
"1146","Lekkerkerk",NA,1,1,1,"Gouda"
"1243","Linschoten",NA,1,NA,NA,"Gouda"
"1339","Lopik",NA,1,NA,NA,"Gouda"
"1439","Middelburg",1,1,NA,NA,"Gouda"
"1535","Mijdrecht",NA,1,NA,NA,"Gouda"
"1632","Moercapelle",NA,1,1,1,"Gouda"
"1731","Montfoort",NA,1,NA,NA,"Gouda"
"1831","Moordrecht",1,1,1,1,"Gouda"
"1930","Nieuwerkerk aan den Yssel",NA,1,1,1,"Gouda"
"2030","Nieuwkoop",1,1,NA,NA,"Gouda"
"2130","Nieuwpoort",NA,1,NA,NA,"Gouda"
"2229","Nieuwveen",1,NA,NA,NA,"Gouda"
"2326","Ouderkerk aan den Yssel",NA,1,1,1,"Gouda"
"2425","Oudewater",1,1,NA,NA,"Gouda"
"2522","Oudhuizen",NA,1,NA,NA,"Gouda"
"2622","Oukoop",1,1,NA,NA,"Gouda"
"2721","Papekop",1,1,NA,NA,"Gouda"
"355","Polsbroek (Noord)",NA,1,NA,NA,"Gouda"
"451","Polsbroek (Zuid)",NA,1,NA,NA,"Gouda"
"551","Reeuwijk",1,1,NA,NA,"Gouda"
"651","Rietveld",1,1,NA,NA,"Gouda"
"751","Schoonhoven",NA,1,NA,NA,"Gouda"
"849","Sluipwijk",1,1,NA,NA,"Gouda"
"948","Snelrewaard",NA,1,NA,NA,"Gouda"
"1048","Stein",1,1,NA,NA,"Gouda"
"1147","Stolwijk",1,1,NA,NA,"Gouda"
"1244","Stormpolder",NA,1,NA,NA,"Gouda"
"1340","Teckop",NA,1,NA,NA,"Gouda"
"1440","Tempel",NA,1,NA,NA,"Gouda"
"1536","Vinkeveen",NA,1,NA,NA,"Gouda"
"1633","Vlist",NA,1,NA,NA,"Gouda"
"1732","Waarder",1,1,NA,NA,"Gouda"
"1832","Waddinxveen",NA,NA,1,1,"Gouda"
"1931","Waddinxveen (Noord)",1,1,NA,NA,"Gouda"
"2031","Waddinxveen (Zuid)",1,1,NA,NA,"Gouda"
"2131","Willige Langerak",NA,1,NA,NA,"Gouda"
"2230","Wilnis",NA,1,NA,NA,"Gouda"
"2327","Woerden",1,1,NA,NA,"Gouda"
"2426","Zegveld",NA,1,NA,NA,"Gouda"
"2523","Zegwaard",NA,1,NA,NA,"Gouda"
"2623","Zevender",NA,1,NA,NA,"Gouda"
"2722","Zevenhoven",1,1,NA,NA,"Gouda"
"284","Zevenhuizen",NA,1,NA,NA,"Gouda"
"294","Zoetermeer",NA,1,NA,NA,"Gouda"
"303","Zuidbroek",NA,1,NA,NA,"Gouda"
"356","Almkerk",NA,1,NA,NA,"Gorinchem"
"452","Ameide",1,1,NA,NA,"Gorinchem"
"552","Ammerstol",1,NA,NA,NA,"Gorinchem"
"652","Andel (Op- en Neer-)",NA,1,1,1,"Gorinchem"
"752","Arkel",1,1,1,1,"Gorinchem"
"850","Asperen",1,1,1,1,"Gorinchem"
"949","Bergambacht",1,NA,NA,NA,"Gorinchem"
"1049","Bleskensgraaf",1,NA,NA,NA,"Gorinchem"
"1148","Brandwijk",1,NA,NA,NA,"Gorinchem"
"1245","De Werken",NA,1,1,1,"Gorinchem"
"1341","Drongelen",NA,1,NA,NA,"Gorinchem"
"1441","Dussen",NA,1,NA,NA,"Gorinchem"
"1537","Emmikhoven en Waardhuizen",NA,1,NA,NA,"Gorinchem"
"1634","Everdingen",1,1,NA,NA,"Gorinchem"
"1733","Giessen",NA,1,1,1,"Gorinchem"
"1833","Giessen-Nieuwkerk",1,1,1,1,"Gorinchem"
"1932","Giessendam",NA,NA,1,1,"Gorinchem"
"2032","Gorinchem",1,1,1,1,"Gorinchem"
"2132","Goudriaan",1,1,NA,NA,"Gorinchem"
"2231","Groot-Ammers",1,NA,NA,NA,"Gorinchem"
"2328","Hagestein",1,1,NA,NA,"Gorinchem"
"2427","Hardinxveld",1,NA,1,1,"Gorinchem"
"2524","Heesbeen",NA,1,NA,NA,"Gorinchem"
"2624","Hei- en Boeicop",1,1,NA,NA,"Gorinchem"
"2723","Herwijnen",NA,NA,1,1,"Gorinchem"
"357","Heukelom",1,1,1,1,"Gorinchem"
"453","Hoogblokland",1,1,1,1,"Gorinchem"
"553","Hoornaar",1,1,1,1,"Gorinchem"
"653","Kedichem",1,1,1,1,"Gorinchem"
"753","Laagblokland",1,1,NA,NA,"Gorinchem"
"851","Langerak",1,NA,NA,NA,"Gorinchem"
"950","Leerbroek",1,1,NA,NA,"Gorinchem"
"1050","Leerdam",1,1,NA,NA,"Gorinchem"
"1149","Lexmond",1,1,NA,NA,"Gorinchem"
"1246","Meerkerk",1,1,NA,NA,"Gorinchem"
"1342","Meeuwen",NA,1,NA,NA,"Gorinchem"
"1442","Molenaarsgraaf",1,NA,1,1,"Gorinchem"
"1538","Neder-Slingeland",1,1,NA,NA,"Gorinchem"
"1635","Nederhemert",NA,NA,1,1,"Gorinchem"
"1734","Nieuwland",1,1,1,1,"Gorinchem"
"1834","Nieuwpoort",1,NA,NA,NA,"Gorinchem"
"1933","Noordeloos",1,1,1,1,"Gorinchem"
"2033","Ottoland",1,1,NA,NA,"Gorinchem"
"2133","Peursum",1,1,NA,NA,"Gorinchem"
"2232","Rijswijk",NA,1,1,1,"Gorinchem"
"2329","Schelluinen",1,1,1,1,"Gorinchem"
"2428","Schoonhoven",1,NA,NA,NA,"Gorinchem"
"2525","Schoonrewoerd",1,1,NA,NA,"Gorinchem"
"2625","Spijk",1,1,NA,NA,"Gorinchem"
"2724","Streefkerk",1,NA,NA,NA,"Gorinchem"
"358","Tienhoven",1,1,NA,NA,"Gorinchem"
"454","Veen",NA,1,1,1,"Gorinchem"
"554","Vianen",1,1,NA,NA,"Gorinchem"
"654","Vlist",1,NA,NA,NA,"Gorinchem"
"754","Vuren",NA,NA,1,1,"Gorinchem"
"852","Werkendam",NA,1,1,1,"Gorinchem"
"951","Wijk",NA,1,1,1,"Gorinchem"
"1051","Woudrichem",NA,1,1,1,"Gorinchem"
"1150","Zuidbroek",1,NA,NA,NA,"Gorinchem"
"359","'s-Gravendeel",NA,1,NA,NA,"Dordrecht"
"455","Alblas (Oud-)",1,1,NA,NA,"Dordrecht"
"555","Alblasserdam",1,1,NA,NA,"Dordrecht"
"655","Barendrecht",NA,1,NA,NA,"Dordrecht"
"755","Beijerland (Nieuw-)",NA,1,NA,NA,"Dordrecht"
"853","Beijerland (Oud-)",NA,1,NA,NA,"Dordrecht"
"952","Beijerland (Zuid-)",NA,1,NA,NA,"Dordrecht"
"1052","Berkenwoude",1,NA,NA,NA,"Dordrecht"
"1151","Bleskensgraaf",NA,1,NA,NA,"Dordrecht"
"1247","Brandwijk",NA,1,NA,NA,"Dordrecht"
"1343","Charlois",NA,1,NA,NA,"Dordrecht"
"1443","Dordrecht",1,1,1,1,"Dordrecht"
"1539","Dubbeldam",1,1,1,1,"Dordrecht"
"1636","Giessendam",1,1,NA,NA,"Dordrecht"
"1735","Goidschalksoord",NA,1,NA,NA,"Dordrecht"
"1835","Goudswaard",NA,1,NA,NA,"Dordrecht"
"1934","Hardinxveld",NA,1,NA,NA,"Dordrecht"
"2034","Heer-Oudelands-Ambacht",NA,1,NA,NA,"Dordrecht"
"2134","Heerjansdam",NA,1,1,1,"Dordrecht"
"2233","Heinenoord",NA,1,NA,NA,"Dordrecht"
"2330","Hendrik-Ido-Ambacht",NA,1,NA,NA,"Dordrecht"
"2429","Hofwegen",1,1,NA,NA,"Dordrecht"
"2526","Hoogvliet",NA,1,NA,NA,"Dordrecht"
"2626","Katendrecht",NA,1,NA,NA,"Dordrecht"
"2725","Kijfhoek",NA,1,NA,NA,"Dordrecht"
"360","Klaaswaal",NA,1,NA,NA,"Dordrecht"
"456","Krimpen aan de Lek",1,NA,NA,NA,"Dordrecht"
"556","Krimpen aan den Yssel",1,NA,NA,NA,"Dordrecht"
"656","Lekkerkerk",1,NA,NA,NA,"Dordrecht"
"756","Lekkerland (Nieuw-)",1,1,NA,NA,"Dordrecht"
"854","Lindt (Groote- en Kleine-)",NA,1,NA,NA,"Dordrecht"
"953","Maasdam",NA,1,NA,NA,"Dordrecht"
"1053","Meerdervoort",NA,1,NA,NA,"Dordrecht"
"1152","Mijl",1,1,NA,NA,"Dordrecht"
"1248","Mijnsheerenland",NA,1,NA,NA,"Dordrecht"
"1344","Molenaarsgraaf",NA,1,NA,NA,"Dordrecht"
"1444","Numansdorp",NA,1,NA,NA,"Dordrecht"
"1540","Ouderkerk aan den Yssel",1,NA,NA,NA,"Dordrecht"
"1637","Papendrecht",1,1,1,1,"Dordrecht"
"1736","Pernis",NA,1,NA,NA,"Dordrecht"
"1836","Piershil",NA,1,NA,NA,"Dordrecht"
"1935","Poortugaal",NA,1,NA,NA,"Dordrecht"
"2035","Puttershoek",NA,1,NA,NA,"Dordrecht"
"2135","Rhoon",NA,1,NA,NA,"Dordrecht"
"2234","Ridderkerk",NA,1,NA,NA,"Dordrecht"
"2331","Rijsoort",NA,1,NA,NA,"Dordrecht"
"2430","Sandelingen-Ambacht",NA,1,NA,NA,"Dordrecht"
"2527","Sliedrecht",1,1,NA,NA,"Dordrecht"
"2627","Stormpolder",1,NA,NA,NA,"Dordrecht"
"2726","Streefkerk",NA,1,NA,NA,"Dordrecht"
"361","Strijen",NA,1,NA,NA,"Dordrecht"
"457","Strijensas",NA,1,NA,NA,"Dordrecht"
"557","Westmaas",NA,1,NA,NA,"Dordrecht"
"657","Wieldrecht",1,1,NA,NA,"Dordrecht"
"757","Wijngaarden",1,1,NA,NA,"Dordrecht"
"855","Ysselmonde",NA,1,NA,NA,"Dordrecht"
"954","Zwijndrecht",NA,1,1,1,"Dordrecht"
"362","Abbenbroek",NA,1,NA,NA,"Delft"
"458","Abtsregt",1,1,NA,NA,"Delft"
"558","Ackersdijk",1,1,NA,NA,"Delft"
"658","Bergschenhoek",NA,NA,1,1,"Delft"
"758","Berkel",NA,NA,1,1,"Delft"
"856","Biert",NA,1,NA,NA,"Delft"
"955","Bleiswijk",NA,NA,1,1,"Delft"
"1054","Brielle",NA,1,NA,NA,"Delft"
"1153","Delfshaven",NA,1,NA,NA,"Delft"
"1249","Delft",1,1,1,1,"Delft"
"1345","Geervliet",NA,1,NA,NA,"Delft"
"1445","Groeneveld",1,1,NA,NA,"Delft"
"1541","Heenvliet",NA,1,NA,NA,"Delft"
"1638","Hekelingen",NA,1,NA,NA,"Delft"
"1737","Hellevoet (Nieuw-)",NA,1,NA,NA,"Delft"
"1837","Hellevoetsluis",NA,1,NA,NA,"Delft"
"1936","Hillegersberg",NA,NA,1,1,"Delft"
"2036","Hodenpijl",1,1,NA,NA,"Delft"
"2136","Hof van Delft",1,1,1,1,"Delft"
"2235","Kethel",NA,1,NA,NA,"Delft"
"2332","Lier (De)",1,1,NA,NA,"Delft"
"2431","Maasland",1,1,NA,NA,"Delft"
"2528","Maassluis",1,1,NA,NA,"Delft"
"2628","Mathenesse",NA,1,NA,NA,"Delft"
"2727","Moercapelle",1,NA,NA,NA,"Delft"
"363","Naaldwijk",1,1,NA,NA,"Delft"
"459","Naters",NA,1,NA,NA,"Delft"
"559","Nieuwenhoorn",NA,1,NA,NA,"Delft"
"659","Nieuwland",NA,1,NA,NA,"Delft"
"759","Nootdorp",1,1,NA,NA,"Delft"
"857","Oostvoorne",NA,1,NA,NA,"Delft"
"956","Oudenhoorn",NA,1,NA,NA,"Delft"
"1055","Overschie",NA,1,NA,NA,"Delft"
"1154","Pijnacker",1,1,1,1,"Delft"
"1250","Rockanje",NA,1,NA,NA,"Delft"
"1346","Rozenburg",1,1,NA,NA,"Delft"
"1446","Schiebroek",NA,1,NA,NA,"Delft"
"1542","Schiedam",NA,1,NA,NA,"Delft"
"1639","Schipluiden",1,1,NA,NA,"Delft"
"1738","Spijkenisse",NA,1,NA,NA,"Delft"
"1838","St. Maartensregt",1,1,NA,NA,"Delft"
"1937","Stompwijk",1,1,NA,NA,"Delft"
"2037","Struiten (Oud- en Nieuw-)",NA,1,NA,NA,"Delft"
"2137","Veur",1,NA,NA,NA,"Delft"
"2236","Vierpolders",NA,1,NA,NA,"Delft"
"2333","Vlaardingen",NA,1,NA,NA,"Delft"
"2432","Vlaardingerambacht",NA,1,NA,NA,"Delft"
"2529","Vrijenban",1,1,1,1,"Delft"
"2629","Wateringen",1,1,NA,NA,"Delft"
"2728","Zegwaard",1,NA,NA,NA,"Delft"
"364","Zevenhuizen",NA,NA,1,1,"Delft"
"460","Zoetermeer",1,NA,NA,NA,"Delft"
"560","Zouteveen",NA,1,NA,NA,"Delft"
"660","Zuidland",NA,1,NA,NA,"Delft"
"760","Zwartewaal",NA,1,NA,NA,"Delft"
"365","Wijk 2-8,15",1,NA,NA,NA,"Rotterdam I"
"366","Wijk 1,9-14",1,NA,NA,NA,"Rotterdam II"
"367","Bergschenhoek",1,NA,NA,NA,"Schiedam"
"461","Berkel",1,NA,NA,NA,"Schiedam"
"561","Bleiswijk",1,NA,NA,NA,"Schiedam"
"661","Capelle aan den Yssel",1,NA,NA,NA,"Schiedam"
"761","Delfshaven",1,NA,NA,NA,"Schiedam"
"858","Hillegersberg",1,NA,NA,NA,"Schiedam"
"957","Kethel",1,NA,1,1,"Schiedam"
"1056","Kralingen",1,NA,NA,NA,"Schiedam"
"1155","Mathenesse",1,NA,NA,NA,"Schiedam"
"1251","Nieuwerkerk aan den Yssel",1,NA,NA,NA,"Schiedam"
"1347","Nieuwland",1,NA,NA,NA,"Schiedam"
"1447","Overschie",1,NA,1,1,"Schiedam"
"1543","Schiebroek",1,NA,1,1,"Schiedam"
"1640","Schiedam",1,NA,1,1,"Schiedam"
"1739","Tempel",1,NA,NA,NA,"Schiedam"
"1839","Vlaardingen",1,NA,1,1,"Schiedam"
"1938","Vlaardingerambacht",1,NA,1,1,"Schiedam"
"2038","Zevenhuizen",1,NA,NA,NA,"Schiedam"
"2138","Zouteveen",1,NA,NA,NA,"Schiedam"
"368","'s-Gravendeel",1,NA,1,1,"Ridderkerk"
"462","Barendrecht",1,NA,1,1,"Ridderkerk"
"562","Beijerland (Nieuw-)",1,NA,NA,NA,"Ridderkerk"
"662","Beijerland (Oud-)",1,NA,1,1,"Ridderkerk"
"762","Charlois",1,NA,NA,NA,"Ridderkerk"
"859","Goidschalksoord",1,NA,NA,NA,"Ridderkerk"
"958","Heer-Oudelands-Ambacht",1,NA,NA,NA,"Ridderkerk"
"1057","Heerjansdam",1,NA,NA,NA,"Ridderkerk"
"1156","Heinenoord",1,NA,1,1,"Ridderkerk"
"1252","Hendrik-Ido-Ambacht",1,NA,1,1,"Ridderkerk"
"1348","Hoogvliet",1,NA,NA,NA,"Ridderkerk"
"1448","Katendrecht",1,NA,NA,NA,"Ridderkerk"
"1544","Kijfhoek",1,NA,NA,NA,"Ridderkerk"
"1641","Klaaswaal",1,NA,1,1,"Ridderkerk"
"1740","Lindt (Groote- en Kleine-)",1,NA,NA,NA,"Ridderkerk"
"1840","Maasdam",1,NA,1,1,"Ridderkerk"
"1939","Meerdervoort",1,NA,NA,NA,"Ridderkerk"
"2039","Mijnsheerenland",1,NA,1,1,"Ridderkerk"
"2139","Numansdorp",1,NA,1,1,"Ridderkerk"
"2237","Pernis",1,NA,NA,NA,"Ridderkerk"
"2334","Poortugaal",1,NA,NA,NA,"Ridderkerk"
"2433","Puttershoek",1,NA,1,1,"Ridderkerk"
"2530","Rhoon",1,NA,1,1,"Ridderkerk"
"2630","Ridderkerk",1,NA,1,1,"Ridderkerk"
"2729","Rijsoort",1,NA,NA,NA,"Ridderkerk"
"369","Sandelingen-Ambacht",1,NA,NA,NA,"Ridderkerk"
"463","Strijen",1,NA,1,1,"Ridderkerk"
"563","Strijensas",1,NA,NA,NA,"Ridderkerk"
"663","Westmaas",1,NA,1,1,"Ridderkerk"
"763","Ysselmonde",1,NA,1,1,"Ridderkerk"
"860","Zwijndrecht",1,NA,NA,NA,"Ridderkerk"
"370","Abbenbroek",1,NA,1,1,"Brielle"
"464","Beijerland (Nieuw-)",NA,NA,1,1,"Brielle"
"564","Beijerland (Zuid-)",1,NA,1,1,"Brielle"
"664","Biert",1,NA,NA,NA,"Brielle"
"764","Bommel (Den)",1,NA,1,1,"Brielle"
"861","Brielle",1,NA,1,1,"Brielle"
"959","Dirksland",1,NA,NA,NA,"Brielle"
"1058","Geervliet",1,NA,1,1,"Brielle"
"1157","Goedereede",1,NA,NA,NA,"Brielle"
"1253","Goudswaard",1,NA,1,1,"Brielle"
"1349","Heenvliet",1,NA,1,1,"Brielle"
"1449","Hekelingen",1,NA,1,1,"Brielle"
"1545","Hellevoet (Nieuw-)",1,NA,1,1,"Brielle"
"1642","Hellevoetsluis",1,NA,1,1,"Brielle"
"1741","Herkingen",1,NA,NA,NA,"Brielle"
"1841","Hoogvliet",NA,NA,1,1,"Brielle"
"1940","Melissant",1,NA,NA,NA,"Brielle"
"2040","Middelharnis",1,NA,NA,NA,"Brielle"
"2140","Naters",1,NA,NA,NA,"Brielle"
"2238","Nieuwenhoorn",1,NA,1,1,"Brielle"
"2335","Onwaard",1,NA,NA,NA,"Brielle"
"2434","Ooltgensplaat",1,NA,1,1,"Brielle"
"2531","Oostvoorne",1,NA,1,1,"Brielle"
"2631","Ouddorp",1,NA,NA,NA,"Brielle"
"2730","Oudenhoorn",1,NA,1,1,"Brielle"
"371","Pernis",NA,NA,1,1,"Brielle"
"465","Piershil",1,NA,1,1,"Brielle"
"565","Poortugaal",NA,NA,1,1,"Brielle"
"665","Rockanje",1,NA,1,1,"Brielle"
"765","Roxenisse",1,NA,NA,NA,"Brielle"
"862","Rozenburg",NA,NA,1,1,"Brielle"
"960","Simonshaven",1,NA,NA,NA,"Brielle"
"1059","Sommelsdijk",1,NA,NA,NA,"Brielle"
"1158","Spijkenisse",1,NA,1,1,"Brielle"
"1254","Stad aan 't Haringvliet",1,NA,1,1,"Brielle"
"1350","Stellendam",1,NA,NA,NA,"Brielle"
"1450","Struiten (Oud- en Nieuw-)",1,NA,NA,NA,"Brielle"
"1546","Tonge (Nieuwe-)",1,NA,NA,NA,"Brielle"
"1643","Tonge (Oude-)",1,NA,NA,NA,"Brielle"
"1742","Vierpolders",1,NA,1,1,"Brielle"
"1842","Zuidland",1,NA,1,1,"Brielle"
"1941","Zwartewaal",1,NA,1,1,"Brielle"
"372","Aagtekerke",1,1,1,1,"Middelburg"
"466","Aardenburg",NA,1,NA,NA,"Middelburg"
"566","Arnemuiden",1,1,NA,1,"Middelburg"
"666","Axel",NA,1,NA,NA,"Middelburg"
"766","Biervliet",NA,1,NA,NA,"Middelburg"
"863","Biggekerke",1,1,1,1,"Middelburg"
"961","Boschkapelle",NA,1,NA,NA,"Middelburg"
"1060","Breskens",NA,1,NA,NA,"Middelburg"
"1159","Cadzand",NA,1,NA,NA,"Middelburg"
"1255","Clinge",NA,1,NA,NA,"Middelburg"
"1351","Domburg",1,1,1,1,"Middelburg"
"1451","Eede",NA,1,NA,NA,"Middelburg"
"1547","Gapinge",1,1,NA,NA,"Middelburg"
"1644","Graauw",NA,1,NA,NA,"Middelburg"
"1743","Grijpskerke",1,1,1,1,"Middelburg"
"1843","Groede",NA,1,NA,NA,"Middelburg"
"1942","Heille",NA,1,NA,NA,"Middelburg"
"2041","Hengstdijk",NA,1,NA,NA,"Middelburg"
"2141","Hoek",NA,1,NA,NA,"Middelburg"
"2239","Hoofdplaat",NA,1,NA,NA,"Middelburg"
"2336","Hulst",NA,1,NA,NA,"Middelburg"
"2435","Jansteen (St.)",NA,1,NA,NA,"Middelburg"
"2532","Kleverskerke",1,1,NA,NA,"Middelburg"
"2632","Koewacht",NA,1,NA,NA,"Middelburg"
"2731","Koudekerke",1,1,1,1,"Middelburg"
"373","Kruis (St.)",NA,1,NA,NA,"Middelburg"
"467","Laurens (St.)",1,1,1,1,"Middelburg"
"567","Meliskerke",1,1,1,1,"Middelburg"
"667","Middelburg",1,1,1,1,"Middelburg"
"767","Neuzen",NA,1,NA,NA,"Middelburg"
"864","Nieuw- en St. Joosland",1,1,1,1,"Middelburg"
"962","Nieuwvliet",NA,1,NA,NA,"Middelburg"
"1061","Oost- en West-Souburg",1,1,1,1,"Middelburg"
"1160","Oostburg",NA,1,NA,NA,"Middelburg"
"1256","Oostkapelle",1,1,1,1,"Middelburg"
"1352","Overslag",NA,1,NA,NA,"Middelburg"
"1452","Philippine",NA,1,NA,NA,"Middelburg"
"1548","Retranchement",NA,1,NA,NA,"Middelburg"
"1645","Ritthem",1,1,1,1,"Middelburg"
"1744","Sas van Gent",NA,1,NA,NA,"Middelburg"
"1844","Schoondijke",NA,1,NA,NA,"Middelburg"
"1943","Serooskerke",1,1,1,1,"Middelburg"
"2042","Sluis",NA,1,NA,NA,"Middelburg"
"2142","St. Anna ter Muiden",NA,1,NA,NA,"Middelburg"
"2240","Stoppeldijk",NA,1,NA,NA,"Middelburg"
"2337","Veere",1,1,1,1,"Middelburg"
"2436","Vlissingen",1,1,1,1,"Middelburg"
"2533","Vrouwenpolder",1,1,1,1,"Middelburg"
