JAAR,GEMEENTE,PROVINCIE,howmuch,temp,district
1915,Almelo,Overijssel,2,1897,Almelo
1915,Amersfoort,Utrecht,1,1897,Amersfoort
1915,Amsterdam,Noord-Holland,88,1897,Amsterdam
1915,Arnhem,Gelderland,3,1897,Arnhem
1915,Avereest,Overijssel,1,1897,Meppel
1915,Bloemendaal,Noord-Holland,1,1897,Beverwijk
1915,Borger,Drenthe,2,1897,Emmen
1915,Borne,Overijssel,1,1897,Almelo
1915,Breda,Noord-Brabant,1,1897,Breda
1915,Bussum,Noord-Holland,1,1897,Hilversum
1915,Coevorden,Drenthe,1,1897,Emmen
1915,Delft,Zuid-Holland,3,1897,Delft
1915,Delfzijl,Groningen,1,1897,Appingedam
1915,Den Bosch,Noord-Brabant,2,1897,Den Bosch
1915,Den Haag,Zuid-Holland,17,1897,Den Haag
1915,Den Helder,Noord-Holland,2,1897,NA
1915,Deventer,Overijssel,2,1897,Deventer
1915,Dodewaard,Gelderland,1,1897,Tiel
1915,Echteld,Gelderland,1,1897,Tiel
1915,Eindhoven,Noord-Brabant,3,1897,Eindhoven
1915,Emmen,Drenthe,5,1897,Emmen
1915,Enkhuizen,Noord-Holland,1,1897,Enkhuizen
1915,Enschede,Overijssel,1,1897,Enschede
1915,Franeker,Friesland,1,1897,Franeker
1915,Goedereede,Zuid-Holland,1,1897,Zierikzee
1915,Gorinchem,Zuid-Holland,1,1897,Gorinchem
1915,Gouda,Zuid-Holland,5,1897,Gouda
1915,Gramsbergen,Overijssel,1,1897,Ommen
1915,Groningen,Groningen,9,1897,Groningen
1915,Haarlem,Noord-Holland,5,1897,Haarlem
1915,Haren,Groningen,1,1897,Hoogezand
1915,Harlingen,Friesland,2,1897,Harlingen
1915,Haskerland,Friesland,1,1897,Schoterland
1915,Havelte,Drenthe,3,1897,Weststellingwerf
1915,Heinenoord,Zuid-Holland,1,1897,Ridderkerk
1915,Hellendoorn,Overijssel,1,1897,Ommen
1915,Helmond,Noord-Brabant,1,1897,Helmond
1915,Hengelo,Overijssel,2,1897,Enschede
1915,Hengelo,Overijssel,2,1897,Zutphen
1915,Heusden,Noord-Brabant,2,1897,Waalwijk
1915,Hilversum,Noord-Holland,2,1897,Hilversum
1915,Hoogezand-,Groningen,1,1897,NA
1915,Kerkrade,Limburg,1,1897,Gulpen
1915,Kollumerla,Friesland,1,1897,NA
1915,Koog ad Zaan,Noord-Holland,1,1897,NA
1915,Leiden,Zuid-Holland,9,1897,Leiden
1915,Leiderdorp,Zuid-Holland,1,1897,Katwijk
1915,Maassluis,Zuid-Holland,1,1897,Loosduinen
1915,Maastricht,Limburg,1,1897,Maastricht
1915,Middelhanrnis,Zuid-Holland,1,1897,NA
1915,Midwolda,Groningen,2,1897,Winschoten
1915,Neede,Gelderland,1,1897,Lochem
1915,Nieuwolda,Groningen,1,1897,Winschoten
1915,Noordbroek,Groningen,1,1897,Winschoten
1915,Norg,Drenthe,1,1897,Assen
1915,Odoorn,Drenthe,1,1897,Emmen
1915,Onstwedde,Groningen,1,1897,Veendam
1915,Oost-Soubu,Zeeland,1,1897,NA
1915,Oosterhout,Noord-Brabant,1,1897,Oosterhout
1915,Opsterland,Friesland,1,1897,Schoterland
1915,Pekela,Groningen,3,1897,NA
1915,Raamsdonk,Noord-Brabant,1,1897,Zevenbergen
1915,Rijswijk,Zuid-Holland,2,1897,Gorinchem
1915,Rijswijk,Zuid-Holland,2,1897,Loosduinen
1915,Rolde,Drenthe,3,1897,Assen
1915,Rotterdam,Zuid-Holland,24,1897,Rotterdam
1915,Sappemeer,Groningen,1,1897,Veendam
1915,Schiedam,Zuid-Holland,5,1897,Schiedam
1915,Schoten,Noord-Holland,1,1897,Beverwijk
1915,Sleen,Drenthe,2,1897,Emmen
1915,Sloten,Noord-Holland,1,1897,Sneek
1915,Sloten,Noord-Holland,1,1897,Haarlemmermeer
1915,Smallingerland,Friesland,1,1897,Tietjerksteradeel
1915,Spaarndam,Noord-Holland,1,1897,Beverwijk
1915,Stedum,Groningen,1,1897,Appingedam
1915,Stratum,Noord-Brabant,1,1897,Eindhoven
1915,Tegelen,Limburg,1,1897,Venlo
1915,Tilburg,Noord-Brabant,8,1897,Tilburg
1915,Utrecht,Utrecht,5,1897,Utrecht
1915,Valkenswaard,Noord-Brabant,1,1897,Eindhoven
1915,Velsen,Noord-Holland,9,1897,Beverwijk
1915,Vlaardingen,Zuid-Holland,1,1897,Schiedam
1915,Vlagtwedde,Groningen,4,1897,Veendam
1915,Waalwijk,Noord-Brabant,1,1897,Waalwijk
1915,Wedde,Groningen,1,1897,Winschoten
1915,Weerselo,Overijssel,1,1897,Almelo
1915,Westzaan,Noord-Holland,1,1897,Beverwijk
1915,Wildervank,Groningen,1,1897,Assen
1915,Winschoten,Groningen,1,1897,Winschoten
1915,Wormerveer,Noord-Holland,1,1897,Zaandam
1915,Zaandam,Noord-Holland,9,1897,Zaandam
1915,Zierikzee,Zeeland,1,1897,Zierikzee
1915,Zijpe,Noord-Holland,1,1897,NA
1915,Zoelen,Gelderland,1,1897,Tiel
1915,Zoetermeer,Zuid-Holland,1,1897,Loosduinen
1915,Zoeterwoude,Zuid-Holland,1,1897,Katwijk
1915,Zuidbroek,Groningen,2,1897,Winschoten
1915,Zuilen,Utrecht,1,1897,Breukelen
1915,Zwijndrecht,Zuid-Holland,1,1897,Dordrecht
1915,Zwolle,Overijssel,1,1897,Zwolle
1916,Alblasserdam,Zuid-Holland,1,1897,Sliedrecht
1916,Alkmaar,Noord-Holland,3,1897,Alkmaar
1916,Amersfoort,Utrecht,2,1897,Amersfoort
1916,Amsterdam,Noord-Holland,104,1897,Amsterdam
1916,Anloo,Drenthe,1,1897,NA
1916,Arnhem,Gelderland,5,1897,Arnhem
1916,Assendelft,Noord-Holland,1,1897,Beverwijk
1916,Barneveld,Gelderland,1,1897,Ede
1916,Beerta,Groningen,2,1897,Winschoten
1916,Bellingwolde,Groningen,4,1897,Winschoten
1916,Bergen op Zoom,Noord-Brabant,3,1897,Bergen op Zoom
1916,Beverwijk,Noord-Holland,1,1897,Beverwijk
1916,Bloemendaal,Noord-Holland,1,1897,Beverwijk
1916,Borger,Drenthe,2,1897,Emmen
1916,Breda,Noord-Brabant,3,1897,Breda
1916,Capelle a/d Ijssel,Zuid-Holland,1,1897,NA
1916,Coevorden,Drenthe,2,1897,Emmen
1916,Dalen,Drenthe,3,1897,Emmen
1916,Delft,Zuid-Holland,7,1897,Delft
1916,Den Bosch,Noord-Brabant,5,1897,Den Bosch
1916,Den Haag,Zuid-Holland,28,1897,Den Haag
1916,Den Helder,Noord-Holland,1,1897,NA
1916,Deventer,Overijssel,1,1897,Deventer
1916,Dordrecht,Zuid-Holland,4,1897,Dordrecht
1916,Edam,Noord-Holland,2,1897,Hoorn
1916,Eenrum,Groningen,1,1897,Appingedam
1916,Eindhoven,Noord-Brabant,2,1897,Eindhoven
1916,Emmen,Drenthe,4,1897,Emmen
1916,Enkhuizen,Noord-Holland,1,1897,Enkhuizen
1916,Enschede,Overijssel,5,1897,Enschede
1916,Finsterwolde,Groningen,1,1897,Winschoten
1916,Franeker,Friesland,2,1897,Franeker
1916,Gemert,Noord-Brabant,1,1897,Veghel
1916,Gorinchem,Zuid-Holland,1,1897,Gorinchem
1916,Gouda,Zuid-Holland,6,1897,Gouda
1916,Groningen,Groningen,10,1897,Groningen
1916,Haarlem,Noord-Holland,7,1897,Haarlem
1916,Haarlemmermeer,Noord-Holland,3,1897,Haarlemmermeer
1916,Harderwijk,Overijssel,1,1897,Apeldoorn
1916,Haren,Groningen,1,1897,Hoogezand
1916,Haskerland,Friesland,2,1897,Schoterland
1916,Heerlen,Limburg,1,1897,Gulpen
1916,Helmond,Noord-Brabant,2,1897,Helmond
1916,Hendrik Ido Ambacht,Zuid-Holland,1,1897,NA
1916,Hengelo,Overijssel,3,1897,Enschede
1916,Hengelo,Overijssel,3,1897,Zutphen
1916,Hilversum,Noord-Holland,2,1897,Hilversum
1916,Hoogeveen,Drenthe,1,1897,Meppel
1916,Hoogezand-,Groningen,1,1897,NA
1916,Hoorn,Noord-Holland,2,1897,Hoorn
1916,Huizen,Noord-Holland,2,1897,Hilversum
1916,Jutphaas,Utrecht,1,1897,Wijk bij Duurstede
1916,Kampen,Overijssel,1,1897,Kampen
1916,Katwijk,Zuid-Holland,2,1897,Katwijk
1916,Kollumerla,Friesland,1,1897,NA
1916,Koog ad Zaan,Noord-Holland,2,1897,NA
1916,Leeuwarden,Friesland,2,1897,Leeuwarden
1916,Leiden,Zuid-Holland,3,1897,Leiden
1916,Leiderdorp,Zuid-Holland,1,1897,Katwijk
1916,Lekkerkerk,Zuid-Holland,1,1897,Gouda
1916,Maassluis,Zuid-Holland,2,1897,Loosduinen
1916,Maastricht,Limburg,3,1897,Maastricht
1916,Melissant,Zuid-Holland,1,1897,Zierikzee
1916,Meppel,Drenthe,4,1897,Meppel
1916,Middelburg,Zeeland,2,1897,Middelburg
1916,Middelhanrnis,Zuid-Holland,1,1897,NA
1916,Midwolda,Groningen,1,1897,Winschoten
1916,Mierlo,Noord-Brabant,1,1897,Helmond
1916,Nieuwer Amstel,Noord-Holland,1,1897,NA
1916,Nijkerk,Gelderland,1,1897,Ede
1916,Nijmegen,Gelderland,4,1897,Nijmegen
1916,Noordwijk,Zuid-Holland,1,1897,Katwijk
1916,Odoorn,Drenthe,4,1897,Emmen
1916,Oegstgeest,Zuid-Holland,1,1897,Katwijk
1916,Onstwedde,Groningen,1,1897,Veendam
1916,Ooststelli,Friesland,4,1897,NA
1916,Oostzaan,Noord-Holland,1,1897,Zaandam
1916,Pekela,Groningen,2,1897,NA
1916,Purmerend,Noord-Holland,2,1897,Hoorn
1916,Raamsdonk,Noord-Brabant,1,1897,Zevenbergen
1916,Renkum,Gelderland,1,1897,Elst
1916,Rheden,Gelderland,2,1897,Rheden
1916,Roermond,Limburg,1,1897,Roermond
1916,Roosendaal,Noord-Brabant,1,1897,Bergen op Zoom
1916,Rotterdam,Zuid-Holland,51,1897,Rotterdam
1916,Scheemda,Groningen,1,1897,Winschoten
1916,Scherpenzeel,Gelderland,1,1897,Ede
1916,Schiedam,Zuid-Holland,16,1897,Schiedam
1916,Sliedrecht,Zuid-Holland,2,1897,Sliedrecht
1916,Sloten,Noord-Holland,3,1897,Sneek
1916,Sloten,Noord-Holland,3,1897,Haarlemmermeer
1916,Smilde,Drenthe,1,1897,Weststellingwerf
1916,Sneek,Friesland,2,1897,Sneek
1916,Sommelsdijk,Zuid-Holland,1,1897,Zierikzee
1916,Steenderen,Gelderland,1,1897,Zutphen
1916,Steenwijkerwold,Overijssel,1,1897,Steenwijk
1916,Stellendam,Zuid-Holland,1,1897,Zierikzee
1916,Swalmen,Limburg,1,1897,Roermond
1916,Termunten,Groningen,1,1897,Winschoten
1916,Texel,Noord-Holland,1,1897,Den Helder
1916,Tiel,Noord-Brabant,4,1897,Tiel
1916,Tilburg,Noord-Brabant,6,1897,Tilburg
1916,Uden,Noord-Brabant,1,1897,Veghel
1916,Usquert,Groningen,1,1897,Appingedam
1916,Utrecht,Utrecht,10,1897,Utrecht
1916,Veendam,Groningen,4,1897,Veendam
1916,Velsen,Noord-Holland,7,1897,Beverwijk
1916,Vlaardingen,Zuid-Holland,5,1897,Schiedam
1916,Vlagtwedde,Groningen,5,1897,Veendam
1916,Vlissingen,Zeeland,5,1897,Middelburg
1916,Vuren,Gelderland,1,1897,Gorinchem
1916,Waalwijk,Noord-Brabant,2,1897,Waalwijk
1916,Waddinxveen,Zuid-Holland,1,1897,Gouda
1916,Wamel,Gelderland,2,1897,Druten
1916,Watergraaf,Noord-Holland,1,1897,NA
1916,Weststellingwerf,Friesland,2,1897,Weststellingwerf
1916,Wierden,Overijssel,1,1897,Almelo
1916,Wildervank,Groningen,4,1897,Assen
1916,Winschoten,Groningen,2,1897,Winschoten
1916,Woensel,Noord-Brabant,1,1897,Eindhoven
1916,Wormerveer,Noord-Holland,7,1897,Zaandam
1916,Woudenberg,Utrecht,1,1897,Amersfoort
1916,Zaandam,Noord-Holland,12,1897,Zaandam
1916,Zaandijk,Noord-Holland,1,1897,Zaandam
1916,Zierikzee,Zeeland,1,1897,Zierikzee
1916,Zijpe,Noord-Holland,1,1897,NA
1916,Zuilen,Utrecht,1,1897,Breukelen
1916,Zutphen,Gelderland,3,1897,Zutphen
1916,Zwijndrecht,Zuid-Holland,1,1897,Dordrecht
1916,Zwolle,Overijssel,3,1897,Zwolle
1917,Aalsmeer,Noord-Holland,1,1897,Haarlemmermeer
1917,Alkmaar,Noord-Holland,4,1897,Alkmaar
1917,Almelo,Overijssel,1,1897,Almelo
1917,Amersfoort,Utrecht,3,1897,Amersfoort
1917,Amsterdam,Noord-Holland,70,1897,Amsterdam
1917,Angerlo,Gelderland,1,1897,Rheden
1917,Apeldoorn,Gelderland,1,1897,Apeldoorn
1917,Arnhem,Gelderland,5,1897,Arnhem
1917,Beemster,Noord-Holland,1,1897,Hoorn
1917,Beerta,Groningen,1,1897,Winschoten
1917,Bellingwedde,Groningen,1,1897,NA
1917,Bellingwolde,Groningen,1,1897,Winschoten
1917,Bergen op Zoom,Noord-Brabant,2,1897,Bergen op Zoom
1917,"Bildt, Het",Friesland,1,1897,NA
1917,Borger,Drenthe,2,1897,Emmen
1917,Breda,Noord-Brabant,1,1897,Breda
1917,Capelle a/d Ijssel,Zuid-Holland,1,1897,NA
1917,Castricum,Noord-Holland,1,1897,Beverwijk
1917,Culemborg,Gelderland,1,1897,Wijk bij Duurstede
1917,Delft,Zuid-Holland,7,1897,Delft
1917,Delfzijl,Groningen,1,1897,Appingedam
1917,Den Bosch,Noord-Brabant,3,1897,Den Bosch
1917,Den Haag,Zuid-Holland,42,1897,Den Haag
1917,Deventer,Overijssel,1,1897,Deventer
1917,Doesburg,Gelderland,1,1897,Zutphen
1917,Doetinchem,Gelderland,1,1897,NA
1917,Dordrecht,Zuid-Holland,9,1897,Dordrecht
1917,Drunen,Noord-Brabant,1,1897,Waalwijk
1917,Eindhoven,Noord-Brabant,3,1897,Eindhoven
1917,Emmen,Drenthe,5,1897,Emmen
1917,Enschede,Overijssel,2,1897,Enschede
1917,Epe,Gelderland,1,1897,Apeldoorn
1917,Eygelshove,Limburg,1,1897,NA
1917,Finsterwolde,Groningen,4,1897,Winschoten
1917,Geertruidenberg,Noord-Brabant,1,1897,Zevenbergen
1917,Gieten,Drenthe,1,1897,Assen
1917,Gilze en Rijen,Noord-Brabant,1,1897,NA
1917,Gorinchem,Zuid-Holland,2,1897,Gorinchem
1917,Gouda,Zuid-Holland,4,1897,Gouda
1917,Groningen,Groningen,10,1897,Groningen
1917,Haarlem,Noord-Holland,4,1897,Haarlem
1917,Haarlemmermeer,Noord-Holland,2,1897,Haarlemmermeer
1917,Harderwijk,Overijssel,2,1897,Apeldoorn
1917,Hardinksveld,Zuid-Holland,2,1897,NA
1917,Haren,Groningen,1,1897,Hoogezand
1917,Haskerland,Friesland,1,1897,Schoterland
1917,Helmond,Noord-Brabant,1,1897,Helmond
1917,Herten,Limburg,1,1897,Roermond
1917,Herwen Aerdt,Gelderland,1,1897,NA
1917,Hilversum,Noord-Holland,6,1897,Hilversum
1917,Hoogeveen,Drenthe,2,1897,Meppel
1917,Hoogezand-,Groningen,1,1897,NA
1917,Huissen,Gelderland,1,1897,Rheden
1917,Kampen,Overijssel,1,1897,Kampen
1917,Kockengen,Utrecht,1,1897,Breukelen
1917,Koudekerke,Zeeland,1,1897,Middelburg
1917,Leeuwarden,Friesland,1,1897,Leeuwarden
1917,Leiden,Zuid-Holland,12,1897,Leiden
1917,Leidschendam,Zuid-Holland,1,1897,NA
1917,Leusden,Utrecht,1,1897,Amersfoort
1917,Lochem,Gelderland,1,1897,Lochem
1917,Loon op Zand,Noord-Brabant,2,1897,Oosterhout
1917,Maarssen,Utrecht,1,1897,Breukelen
1917,Maastricht,Limburg,6,1897,Maastricht
1917,Meeden,Groningen,1,1897,Veendam
1917,Meppel,Drenthe,2,1897,Meppel
1917,Middelburg,Zeeland,3,1897,Middelburg
1917,Millingen,Gelderland,1,1897,Nijmegen
1917,Muntendam,Groningen,1,1897,Veendam
1917,Nieuwleusen,Overijssel,1,1897,Steenwijk
1917,Nijmegen,Gelderland,4,1897,Nijmegen
1917,Odoorn,Drenthe,4,1897,Emmen
1917,Oisterwijk,Noord-Brabant,1,1897,Tilburg
1917,Onstwedde,Groningen,1,1897,Veendam
1917,Oosterhout,Noord-Brabant,1,1897,Oosterhout
1917,Ooststelli,Friesland,1,1897,NA
1917,Oostzaan,Noord-Holland,1,1897,Zaandam
1917,Opsterland,Friesland,1,1897,Schoterland
1917,Oss,Noord-Brabant,1,1897,Grave
1917,Pekela,Groningen,3,1897,NA
1917,Purmerend,Noord-Holland,7,1897,Hoorn
1917,Raamsdonk,Noord-Brabant,1,1897,Zevenbergen
1917,Rilland-Bath,Zeeland,1,1897,Hontenisse
1917,Rotterdam,Zuid-Holland,58,1897,Rotterdam
1917,Scheemda,Groningen,1,1897,Winschoten
1917,Schiedam,Zuid-Holland,9,1897,Schiedam
1917,Sleen,Drenthe,1,1897,Emmen
1917,Slochteren,Groningen,1,1897,Hoogezand
1917,Sloten,Noord-Holland,1,1897,Sneek
1917,Sloten,Noord-Holland,1,1897,Haarlemmermeer
1917,Smallingerland,Friesland,1,1897,Tietjerksteradeel
1917,Soest,Utrecht,1,1897,Amersfoort
1917,Steenwijk,Overijssel,1,1897,Steenwijk
1917,Stratum,Noord-Brabant,1,1897,Eindhoven
1917,Ten Boer,Groningen,1,1897,Hoogezand
1917,Terneuzen,Zeeland,2,1897,NA
1917,Tiel,Noord-Brabant,1,1897,Tiel
1917,Tilburg,Noord-Brabant,6,1897,Tilburg
1917,Utrecht,Utrecht,9,1897,Utrecht
1917,Veendam,Groningen,3,1897,Veendam
1917,Velsen,Noord-Holland,3,1897,Beverwijk
1917,Venlo,Limburg,1,1897,Venlo
1917,Vlagtwedde,Groningen,2,1897,Veendam
1917,Vlissingen,Zeeland,1,1897,Middelburg
1917,Warffum,Groningen,1,1897,Appingedam
1917,Watergraaf,Noord-Holland,1,1897,NA
1917,Wedde,Groningen,1,1897,Winschoten
1917,Westerbork,Drenthe,1,1897,Emmen
1917,Weststellingwerf,Friesland,1,1897,Weststellingwerf
1917,Wildervank,Groningen,5,1897,Assen
1917,Winkel,Noord-Holland,1,1897,Enkhuizen
1917,Winschoten,Groningen,1,1897,Winschoten
1917,Woensel,Noord-Brabant,1,1897,Eindhoven
1917,Zaandam,Noord-Holland,6,1897,Zaandam
1917,Zeist,Utrecht,1,1897,Amersfoort
1917,Zevenaar,Gelderland,1,1897,Rheden
1917,Zijpe,Noord-Holland,2,1897,NA
1917,Zoeterwoude,Zuid-Holland,1,1897,Katwijk
1917,Zuidbroek,Groningen,1,1897,Winschoten
1917,Zuilen,Utrecht,1,1897,Breukelen
1917,Zwolle,Overijssel,5,1897,Zwolle
1918,Alkmaar,Noord-Holland,5,1897,Alkmaar
1918,Almelo,Overijssel,4,1897,Almelo
1918,Amersfoort,Utrecht,6,1897,Amersfoort
1918,Amsterdam,Noord-Holland,56,1897,Amsterdam
1918,Andijk,Noord-Holland,1,1897,Enkhuizen
1918,Angerlo,Gelderland,1,1897,Rheden
1918,Apeldoorn,Gelderland,2,1897,Apeldoorn
1918,Arnhem,Gelderland,3,1897,Arnhem
1918,Assen,Drenthe,2,1897,Assen
1918,Baarn,Utrecht,1,1897,Amersfoort
1918,Bellingwedde,Groningen,1,1897,NA
1918,Bellingwolde,Groningen,2,1897,Winschoten
1918,Beverwijk,Noord-Holland,2,1897,Beverwijk
1918,"Bilt, De",Utrecht,1,1897,NA
1918,Bloemendaal,Noord-Holland,1,1897,Beverwijk
1918,Borger,Drenthe,3,1897,Emmen
1918,Borger-Odoorn,Drenthe,1,1897,NA
1918,Born,Limburg,1,1897,Sittard
1918,Breukelen,Utrecht,1,1897,NA
1918,Brunssum,Limburg,1,1897,Sittard
1918,Bussum,Noord-Holland,2,1897,Hilversum
1918,Castricum,Noord-Holland,1,1897,Beverwijk
1918,Coevorden,Drenthe,4,1897,Emmen
1918,Dalen,Drenthe,2,1897,Emmen
1918,Delft,Zuid-Holland,7,1897,Delft
1918,Delfzijl,Groningen,1,1897,Appingedam
1918,Den Bosch,Noord-Brabant,3,1897,Den Bosch
1918,Den Haag,Zuid-Holland,30,1897,Den Haag
1918,Deventer,Overijssel,4,1897,Deventer
1918,Dodewaard,Gelderland,1,1897,Tiel
1918,Doorwerth,Gelderland,1,1897,Elst
1918,Dordrecht,Zuid-Holland,8,1897,Dordrecht
1918,Dreischor,Zeeland,1,1897,Zierikzee
1918,Drunen,Noord-Brabant,1,1897,Waalwijk
1918,Ede,Gelderland,2,1897,Ede
1918,Emmen,Drenthe,19,1897,Emmen
1918,Enschede,Overijssel,4,1897,Enschede
1918,Etten en Leur,Noord-Brabant,2,1897,Breda
1918,Gorinchem,Zuid-Holland,1,1897,Gorinchem
1918,Gouda,Zuid-Holland,4,1897,Gouda
1918,Gramsbergen,Overijssel,1,1897,Ommen
1918,Groningen,Groningen,20,1897,Groningen
1918,Haarlem,Noord-Holland,4,1897,Haarlem
1918,Haarlemmermeer,Noord-Holland,1,1897,Haarlemmermeer
1918,Hardenberg,Overijssel,1,1897,NA
1918,Harderwijk,Overijssel,1,1897,Apeldoorn
1918,Haren,Groningen,1,1897,Hoogezand
1918,Harlingen,Friesland,1,1897,Harlingen
1918,Heemstede,Noord-Holland,1,1897,Haarlemmermeer
1918,Heerlen,Limburg,1,1897,Gulpen
1918,Hengelo,Overijssel,3,1897,Enschede
1918,Hengelo,Overijssel,3,1897,Zutphen
1918,Herwen Aerdt,Gelderland,1,1897,NA
1918,Herwijnen,Gelderland,1,1897,Gorinchem
1918,Hillegom,Zuid-Holland,2,1897,Haarlemmermeer
1918,Hilligersberg,Zuid-Holland,1,1897,NA
1918,Hilvarenbeek,Noord-Brabant,1,1897,Tilburg
1918,Hilversum,Noord-Holland,9,1897,Hilversum
1918,Hoogeveen,Drenthe,5,1897,Meppel
1918,Hoogezand-,Groningen,2,1897,NA
1918,Hoogezand-Sappemeer,Groningen,1,1897,NA
1918,Houten,Utrecht,1,1897,Wijk bij Duurstede
1918,Ijsselstein,Utrecht,2,1897,NA
1918,Kampen,Overijssel,1,1897,Kampen
1918,Kerkwijk,Gelderland,1,1897,Druten
1918,Klundert,Noord-Brabant,1,1897,Zevenbergen
1918,Kruiningen,Zeeland,1,1897,Hontenisse
1918,Leiden,Zuid-Holland,8,1897,Leiden
1918,Leidschendam,Zuid-Holland,2,1897,NA
1918,Lienden,Gelderland,1,1897,Tiel
1918,Lisse,Zuid-Holland,1,1897,Haarlemmermeer
1918,Maastricht,Limburg,2,1897,Maastricht
1918,Monster,Zuid-Holland,1,1897,Loosduinen
1918,Muiden,Noord-Holland,1,1897,Hilversum
1918,Naarden,Noord-Holland,1,1897,Hilversum
1918,Noordbroek,Groningen,1,1897,Winschoten
1918,Noordwijk,Zuid-Holland,1,1897,Katwijk
1918,Noordwijkerhout,Zuid-Holland,2,1897,Katwijk
1918,Odoorn,Drenthe,5,1897,Emmen
1918,Oldenzaal,Overijssel,2,1897,Enschede
1918,Onstwedde,Groningen,5,1897,Veendam
1918,Opsterland,Friesland,1,1897,Schoterland
1918,Ouder-Amstel,Noord-Holland,1,1897,Hilversum
1918,Overschie,Zuid-Holland,1,1897,Schiedam
1918,Pekela,Groningen,2,1897,NA
1918,Renkum,Gelderland,2,1897,Elst
1918,Rheden,Gelderland,2,1897,Rheden
1918,Rotterdam,Zuid-Holland,46,1897,Rotterdam
1918,Sappemeer,Groningen,3,1897,Veendam
1918,Scheemda,Groningen,3,1897,Winschoten
1918,Schiedam,Zuid-Holland,1,1897,Schiedam
1918,Schoonhoven,Zuid-Holland,1,1897,Bodegraven
1918,Sittard,Limburg,2,1897,Sittard
1918,Sleen,Drenthe,1,1897,Emmen
1918,Slochteren,Groningen,2,1897,Hoogezand
1918,Sneek,Friesland,1,1897,Sneek
1918,Spaarndam,Noord-Holland,4,1897,Beverwijk
1918,Stellendam,Zuid-Holland,1,1897,Zierikzee
1918,Tegelen,Limburg,1,1897,Venlo
1918,Termunten,Groningen,3,1897,Winschoten
1918,Tholen,Zeeland,1,1897,Goes
1918,Tiel,Noord-Brabant,2,1897,Tiel
1918,Tilburg,Noord-Brabant,1,1897,Tilburg
1918,Tubbergen,Overijssel,1,1897,Almelo
1918,Utrecht,Utrecht,7,1897,Utrecht
1918,Veendam,Groningen,1,1897,Veendam
1918,Velsen,Noord-Holland,7,1897,Beverwijk
1918,Vlaardingen,Zuid-Holland,3,1897,Schiedam
1918,Vlagtwedde,Groningen,3,1897,Veendam
1918,Vlissingen,Zeeland,1,1897,Middelburg
1918,Voorburg,Zuid-Holland,4,1897,Loosduinen
1918,Voorhout,Zuid-Holland,1,1897,Katwijk
1918,Vreeswijk,Utrecht,1,1897,Wijk bij Duurstede
1918,Vuren,Gelderland,3,1897,Gorinchem
1918,Wassenaar,Zuid-Holland,1,1897,Katwijk
1918,Watergraaf,Noord-Holland,2,1897,NA
1918,Wedde,Groningen,1,1897,Winschoten
1918,Weesp,Noord-Holland,1,1897,Hilversum
1918,Weesperkarspel,Noord-Holland,1,1897,Hilversum
1918,Westdonger,Friesland,1,1897,NA
1918,Westdongeradeel,Friesland,1,1897,Dokkum
1918,Westerbork,Drenthe,1,1897,Emmen
1918,Weststellingwerf,Friesland,2,1897,Weststellingwerf
1918,Wildervank,Groningen,5,1897,Assen
1918,Winschoten,Groningen,2,1897,Winschoten
1918,Wormerveer,Noord-Holland,3,1897,Zaandam
1918,Zaandam,Noord-Holland,10,1897,Zaandam
1918,Zuidbroek,Groningen,1,1897,Winschoten
1918,Zutphen,Gelderland,1,1897,Zutphen
1918,Zwijndrecht,Zuid-Holland,1,1897,Dordrecht
1918,Zwolle,Overijssel,1,1897,Zwolle
