politician,vote,law,date,house,b1_nummer,re,dugobo,fogobo,duprbo,foprbo,dush,fosh,cash,misc,debt,ta11,tl11,nw11,ta0,tl0,nw0,w_deflated,begin_periode,einde_periode,class,date_of_birth,date_of_death,tenure,age_of_death,age_of_entrance,age_of_vote,long_elec_horiz,kiesdistrict,strikes,rk_pct,hervormd_pct,gereformeerd_pct,overig_pct,kiesdistrict_corrected,aandeel_gem,percentage_aangesl,industry_share,services_share,agricul_share,side,kiesgerechtigden,opkomst,turnout,socialistdum,socialistpercentage,truename,aantal_stemmen,ncm,tvs,total,share_re,share_dugobo,share_fogobo,share_duprbo,share_foprbo,share_dush,share_fosh,share_cash,share_misc,share_bonds,share_shares,share_domestic,share_foreign,wealth_timevote
Th.L.M.H. Borret,0,Kieswet 1892,1894-03-09,Tweede Kamer,00169,0,38910,0,46649.75,0,298.32,0,1132.59,2088.14,-178155.07,7656.09,-93699.12,-86069.21,7656.09,-93699.12,-86043.03,-74728.37157610265,1888-05-01,1897-09-20,confessional,1846-11-12,1914-02-28,2138,24579,15146,17284,1291,Beverwijk,0,44.7,42.9,2.2,10.1,BEVERWIJK,0.08202,5.11,0.383007723761926,0.384825079509314,0.23216719672876,1893-07-04,3718,2675,0.7194728348574503,0,0,Th.L.M.H. Borret,1359,0.03110773899848255,0.5155538694992413,89078.8,0,0.4368042676820972,0,0.5236908220586717,0,0.0033489449790522546,0,0.012714473028374876,0.02344149225180402,0.9604950897407688,0.0033489449790522546,0.9638440347198212,0,-39691.23292997975
Mees,0,Kieswet 1892,1894-03-09,Tweede Kamer,00889,0,22456,7572,216713.1,14406,94026,0,650,5520,-3982.97,370399.09,-3982.97,366416.12,370399.09,-3982.97,366416.12,318232.4003098661,1873-10-04,1905-09-18,liberal,1834-07-05,1915-06-04,7461,29553,14336,21797,4210,Rotterdam,1,26.9,55.7,7.5,10,ROTTERDAM,5.11721,4.4,0.279048857111906,0.707138988191962,0.0138121546961326,1893-01-03,8394,2277,0.271265189421015,0,0,R.P. Mees,2746,0.0015117157974300832,0.1220932817571473,361343.1,0,0.06214592170156287,0.02095515314945823,0.5997432910715605,0.03986792607911982,0.2602125237758795,0,0.001798844367029563,0.015276339855389518,0.7227122920017015,0.2602125237758795,0.9221017365490028,0.06082307922857805,145897.66593047345
Brantsen van de Zijp,0,Kieswet 1892,1894-03-09,Tweede Kamer,00198,637117,0,3450,43002,93635,83162,12638,5126,18333,-182416,898600,-182416,724361,906778,-182416,724361,719637.987362833,1882-12-11,1894-03-19,confessional,1831-10-24,1899-11-08,4106,24852,18676,22782,10,Sneek,0,14.6,58.1,15.9,11.4,SNEEK,0.24409,4.96,0.309283196239718,0.634312573443008,0.0564042303172738,1891-06-09,3750,2749,0.7330666666666666,0,0,W.G. baron Brantsen van de Zijp,913,0.002387774594078319,0.09664517669531997,896463,0.7107008320477254,0,0.003848457772378782,0.047968516268936924,0.10444937493237312,0.09276679572943891,0.014097625891977694,0.0057180274032503295,0.0204503699539189,0.15626634897368882,0.10686442162141661,0.14073531199837583,0.1223954585967296,552062.9856559007
Bool,0,Kieswet 1892,1894-03-09,Tweede Kamer,00160,0,0,1708,4996,1557,10063.34,0,820,5097,-1139.02,24247,-745.47,11357.49,12123.78,-766.29,11357.47,11589.663601330407,1888-05-01,1897-09-20,liberal,1828-02-27,1898-01-22,2138,25532,21979,24117,1291,Leiden,0,25,61.7,5.7,7.6,LEIDEN,1.18844,4.82,0.346374543557642,0.624644989277227,0.0289804671651307,1891-06-09,2369,1928,0.8138455044322499,0,0,H.J. Bool,1049,0.05964422741541681,0.1829438437391001,24241.34,0,0,0.07045815124081424,0.20609421756388055,0.0642291226475104,0.41513134174925975,0,0.03382651289078904,0.210260653907746,0.3407814914522052,0.41513134174925975,0.6212255593131403,0.13468727388832466,10387.874493501387
van Berckel,0,Kieswet 1892,1894-03-09,Tweede Kamer,00089,0,5000,0,30100,0,24434.12,0,3150,13382.94,-26096.91,76967.06,-26096.91,41260.15,67257.06,-26096.91,41260.15,35834.440285119344,1883-09-17,1897-09-20,confessional,1847-08-18,1915-11-10,3826,24920,13179,17005,1291,Loosduinen,0,36.2,43.8,18.4,1.6,LOOSDUINEN,0.06946,NA,0.402716593245228,0.277165932452276,0.320117474302496,1891-06-23,3943,2767,0.7017499365965001,0,0,A.H.M. van Berckel,1355,7.150518412584912e-4,0.2422238112263139,76067.06,0,0.06573147430701279,0,0.395703475328217,0,0.32121814619889344,0,0.04141082881341806,0.17593607535245875,0.4614349496352298,0.32121814619889344,0.7826530958341231,0,19754.216699289278
Viruly Verbrugge,0,Kieswet 1892,1894-03-09,Tweede Kamer,01437,82521,85658,55230,234385,3380,148718,2628,4000,8682,-3337.09,568106.16,-3337.09,564769.07,568106.16,-3337.09,564769.07,490452.89204209956,1863-03-09,1897-09-20,liberal,1830-01-04,1908-12-10,11323,28829,12117,23440,1291,Rotterdam,1,26.9,55.7,7.5,10,ROTTERDAM,5.11721,4.4,0.279048857111906,0.707138988191962,0.0138121546961326,1893-01-03,8394,2277,0.271265189421015,0,0,W.A. Viruly Verbrugge,2712,4.326620516047829e-4,0.10667086217747011,625202,0.13199094052802135,0.13700851884670875,0.08833944869018333,0.37489483398965456,0.005406252699127642,0.23787191979552208,0.004203441447724095,0.006397932188316736,0.013886711814741475,0.6056490542256743,0.2420753612432462,0.7497752726318854,0.09794914283703507,284228.4133493974
van der Borch van Verwolde,0,Kieswet 1892,1894-03-09,Tweede Kamer,00163,890249.085,5081,9920.625,148455.69,11637,9518.26,14536.89,750,6271.995,-352374.95,877446.51,-532164.99,345281.52,877446.51,-532164.99,345281.52,181976.63995591857,1884-07-29,1913-09-15,confessional,1842-02-01,1919-05-11,3510,28222,15519,19029,7129,Schiedam,0,30.9,57.4,8.1,3.6,SCHIEDAM,0.43291,4.8,0.290644171779141,0.675485685071575,0.0338701431492843,1891-06-23,2783,2499,0.8979518505210204,0,0,A.Ph.R.C. baron van der Borch van Verwolde,1314,0.03058994901675164,0.2392571012381646,1096420.545,0.8119595068332106,0.004634170732362553,0.009048193273321051,0.1354003175852565,0.010613628185889203,0.008681212736669396,0.013258498362049573,6.840440955071669e-4,0.005720428195733965,0.1596963097768293,0.02193971109871897,0.14871570105428847,0.03292031982125983,53354.44745485426
Ae. Mackay,0,Kieswet 1892,1894-03-09,Tweede Kamer,00862,123989,409,19970,14986,18347,43403,16316,2014,3754,-1896.75,244163.65,-1896.75,242371.93,244153.58,-1896.75,242256.87,224426.76447416568,1876-05-02,1905-09-18,confessional,1838-11-29,1909-11-13,6520,25916,13669,20189,4210,Kampen,0,8.2,72,16.1,3.7,KAMPEN,0.33591,3.84,0.281583995615237,0.596875856399013,0.12154014798575,1892-05-10,2643,2252,0.8520620506999622,0,0,Æ. baron Mackay,1188,0.08443633044272023,0.5422181652213601,243188,0.5098483477803181,0.0016818264059081862,0.08211753869434348,0.06162310640327648,0.0754436896557396,0.17847508923137656,0.06709212625622975,0.008281658634472095,0.015436616938335774,0.22086616115926772,0.2455672154876063,0.2417800220405612,0.2246533546063128,107608.7880063332
van Bylandt,0,Kieswet 1892,1894-03-09,Tweede Kamer,00245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1882-11-08,1916-01-26,confessional,1841-12-04,1924-07-04,4139,30162,14949,19088,7992,Apeldoorn,0,9.5,78,10.1,2.5,APELDOORN,0.29319,5.43,0.420031270118642,0.33229099604525,0.247677733836108,1891-06-09,3007,2322,0.7721982041902228,0,0,W.K.F.P. graaf van Bylandt,1270,2.2633993239980685e-5,0.011897935779816514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plate,0,Kieswet 1892,1894-03-09,Tweede Kamer,01036,0,3970,0,0,0,0,0,0,0,0,3970,0,3970,3970,0,3970,2448.040944721083,1893-02-28,1909-09-20,liberal,1845-05-26,1927-12-23,374,30160,17445,17819,5673,Rotterdam,1,26.9,55.7,7.5,10,ROTTERDAM,5.11721,4.4,0.279048857111906,0.707138988191962,0.0138121546961326,1893-01-03,8394,2277,0.271265189421015,0,0,A. Plate,1460,0.4983937586048646,0.6700321248279028,3970,0,1,0,0,0,0,0,0,0,1,0,1,0,698.8550630023237
Schaepman,0,Kieswet 1892,1894-03-09,Tweede Kamer,01180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1880-07-15,1903-01-20,confessional,1844-03-02,1903-01-21,4985,21508,13284,18269,3238,Almelo,0,50.9,41.3,4.7,3,ALMELO,NA,3.64,0.441624365482233,0.541355628545835,0.0170200059719319,1891-07-23,2360,2189,0.9275423728813559,0,0,H.J.A.M. Schaepman,1228,0.13179723502304147,0.5658986175115207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gleichman,0,Kieswet 1892,1894-03-09,Tweede Kamer,00462,116001,38202,54378,95490,84483,174563,80372,7745,12301,-1228,662359.18,-1320.39,661038.79,662695.8,-3300.39,663355.45,605681.4640750177,1880-09-21,1901-06-08,liberal,1834-07-19,1906-04-30,4917,26217,16866,21783,2647,Amsterdam,3,22.9,40.2,8.1,28.7,AMSTERDAM,12.03224,6.13,0.298372234843154,0.695784161958947,0.00584360319789845,1891-09-10,22531,6103,0.2708712440637344,0,0,J.G. Gleichman,1146,0,0.12329209252286176,663535,0.17482272977310917,0.05757345128742267,0.08195196937614443,0.14391102202596698,0.1273225979036524,0.26308031980227115,0.12112699405457135,0.011672330773809973,0.018538585003051836,0.4107590405931865,0.38420731385684254,0.4645647931156608,0.3304015613343682,349954.8465315372
Loeff,1,Kieswet 1896,1896-06-19,Tweede Kamer,00835,37502.08,14236,76,69074,0,88250,0,5091.78,8783.25,-34450.62,214511.7,-34450.6,86544.37,107255.85,-20711.47,86544.38,38953.498862908644,1896-05-05,1920-01-13,confessional,1858-11-15,1921-07-10,45,22882,13686,13731,8607,'s-Hertogenbosch,0,90.8,6.9,0.7,1.7,'S-HERTOGENBOSCH,0.77536,4.32,0.264478381594605,0.716779055930186,0.0187425624752083,1896-03-31,3005,933,0.31048252911813645,0,0,J.A. Loeff,787,0,1,223013.11000000002,0.16816087628211632,0.06383481222247427,3.407871402717087e-4,0.3097306700937895,0,0.39571664643392485,0,0.02283175190911422,0.03938445591830902,0.3739062694565355,0.39571664643392485,0.7692821287501886,3.407871402717087e-4,15142.649770218315
Viruly Verbrugge,1,Kieswet 1896,1896-06-19,Tweede Kamer,01437,82521,85658,55230,234385,3380,148718,2628,4000,8682,-3337.09,568106.16,-3337.09,564769.07,568106.16,-3337.09,564769.07,490452.89204209956,1863-03-09,1897-09-20,liberal,1830-01-04,1908-12-10,12156,28829,12117,24273,458,Rotterdam,1,26.9,55.7,7.5,10,ROTTERDAM,5.11721,4.4,0.279048857111906,0.707138988191962,0.0138121546961326,1894-05-11,8353,4042,0.4838980007183048,0,0,W.A. Viruly Verbrugge,3435,2.5889488867519785e-4,0.12704342037132924,625202,0.13199094052802135,0.13700851884670875,0.08833944869018333,0.37489483398965456,0.005406252699127642,0.23787191979552208,0.004203441447724095,0.006397932188316736,0.013886711814741475,0.6056490542256743,0.2420753612432462,0.7497752726318854,0.09794914283703507,304997.94080235757
Bool,1,Kieswet 1896,1896-06-19,Tweede Kamer,00160,0,0,1708,4996,1557,10063.34,0,820,5097,-1139.02,24247,-745.47,11357.49,12123.78,-766.29,11357.47,11589.663601330407,1888-05-01,1897-09-20,liberal,1828-02-27,1898-01-22,2971,25532,21979,24950,458,Leiden,4,25,61.7,5.7,7.6,LEIDEN,1.18844,4.82,0.346374543557642,0.624644989277227,0.0289804671651307,1894-04-10,2276,1723,0.7570298769771528,0,0,H.J. Bool,1023,0.20113908872901679,0.3066546762589928,24241.34,0,0,0.07045815124081424,0.20609421756388055,0.0642291226475104,0.41513134174925975,0,0.03382651289078904,0.210260653907746,0.3407814914522052,0.41513134174925975,0.6212255593131403,0.13468727388832466,11083.585891344976
van Deinse,1,Kieswet 1896,1896-06-19,Tweede Kamer,00297,255304,1184,8315,170916.4,29471.75,29057,17837,2803,26396,-175663.77,543629.55,-175663.77,182466.06,265814.07,-81921.88,183192.89,159087.1162651493,1894-05-16,1901-09-16,liberal,1841-03-26,1908-06-09,765,24546,19409,20174,1914,Hontenisse,0,58,32.6,7.2,2.1,HONTENISSE,0.06131,2.74,0.474893917963225,0.157708628005658,0.367397454031117,1894-04-24,3374,2950,0.8743331357439241,0,0,J.G. van Deinse,1551,0.05978817902289033,0.5298940895114451,541284.15,0.4716635430762197,0.002187390855616223,0.015361617368622377,0.3157609547591593,0.054447834838688695,0.053681601428750496,0.03295311713819812,0.0051784261556522574,0.04876551437909275,0.3877577978220866,0.08663471856694861,0.371629947043526,0.10276256934550919,95759.36256859399
van Vlijmen,1,Kieswet 1896,1896-06-19,Tweede Kamer,01458,0,0,0,0,0,0,0,0,4303,-3054.28,4303,-3054.28,1248.98,4303.26,-3054.28,1248.98,658.2604935594097,1888-05-01,1918-09-16,confessional,1843-05-02,1919-12-17,2971,27987,16436,19407,8123,Veghel,0,98.7,0.9,0,0.5,VEGHEL,0.0675,2.78,0.43159509202454,0.234049079754601,0.334355828220859,1895-09-24,3414,852,0.24956063268892795,0,0,B.R.F. van Vlijmen,803,0,1,4303,0,0,0,0,0,0,0,0,1,0,0,0,0,658.2604935594097
Tydeman,1,Kieswet 1896,1896-06-19,Tweede Kamer,01384,655647,67282,168886,424613,102056,279380,36709,7090,787330,-37306,1816417.775,37175.675,1241085.575,1243275.54,-2190,1241085.575,922044.3414861722,1891-12-14,1916-11-03,liberal,1854-03-06,1916-11-04,1649,22888,13797,15446,7441,Tiel,0,13.6,82.7,2.1,1.6,TIEL,0.19616,4,0.355354288758657,0.540490143846564,0.104155567394779,1894-04-10,2879,1305,0.4532823897186523,0,0,M. Tydeman,1054,0.008697261287934863,0.19504071058475203,2528993,0.25925220038173297,0.026604265017736307,0.06677993968350249,0.16789805270319055,0.040354401929938125,0.11047084748751776,0.014515263585150295,0.00280348739597144,0.31132154181526006,0.30163665933436745,0.12498611107266805,0.30497316520844464,0.1216496051985909,544457.9675349931
Hintzen,1,Kieswet 1896,1896-06-19,Tweede Kamer,00584,37500,434376,99063.15,3915530,92387.62,385048.55,19858,1500,101805,-105289.7,5071863.53,-89439.7,4981823.83,5071854.68,-89439.7,4982414.98,3452057.8164476487,1888-05-07,1897-12-23,liberal,1851-01-06,1932-11-18,2965,29901,13636,16601,552,Rotterdam,1,26.9,55.7,7.5,10,ROTTERDAM,5.11721,4.4,0.279048857111906,0.707138988191962,0.0138121546961326,1894-05-11,8353,4042,0.4838980007183048,0,0,G.H. Hintzen,3435,0,0.13930005271908835,5087068.32,0.007371632862206183,0.08538827723076461,0.019473524585964276,0.769702656558778,0.018161269750747125,0.0756916411926624,0.0039036236100717433,2.948653144882473e-4,0.020012508894317344,0.8927257281262541,0.07959526480273416,0.930782574982205,0.041538417946783146,962820.6644928608
de Ram,1,Kieswet 1896,1896-06-19,Tweede Kamer,01079,0,5062,0,33041,0,44497,0,612,630,-142655.82,83850.51,-142655.82,-58806,83850.31,-142655.82,-58805.51,-39847.84138393147,1888-05-01,1913-09-15,confessional,1842-10-29,1917-07-04,2971,27276,16621,19592,6296,Bergen op Zoom,0,91.2,7.4,0.8,0.6,BERGEN OP ZOOM,0.25262,5.09,0.332868803503882,0.556639458490942,0.110491738005176,1894-04-10,2918,939,0.32179575051405074,0,0,L.D.J.L. de Ram,758,0.7795637198622273,0.870264064293915,83842,0,0.060375468142458436,0,0.3940864960282436,0,0.530724457908924,0,0.007299444192648076,0.00751413372772596,0.45446196417070206,0.530724457908924,0.9851864220796259,0,-14649.167961264442
Lely,1,Kieswet 1896,1896-06-19,Tweede Kamer,00802,0,4058,2769,43907,11937,22433,9255,1710,5969,-2036.35,102094.76,-2036.35,100058.41,102094.75,-2056.55,100058.41,61699.517517302134,1894-05-16,1922-06-23,liberal,1854-09-23,1929-01-22,765,27149,14480,15245,9499,Lochem,0,22.8,72.5,1.5,3.2,LOCHEM,0.08668,5.24,NA,NA,NA,1894-04-24,3522,2764,0.7847813742191937,0,0,C. Lely,1447,0.06201834862385321,0.5310091743119266,102038,0,0.03976949763813481,0.027136948979791842,0.4303004762931457,0.11698582880887512,0.21984946784531254,0.09070150336149278,0.016758462533565926,0.058497814539681295,0.6141927517199475,0.3105509712068053,0.689919441776593,0.23482428115015974,18187.283069559042
Goekoop,1,Kieswet 1896,1896-06-19,Tweede Kamer,00468,87003,200,35688.99,14015,6581,564,0,4196,6395,-21513.86,154726.33,-21513.86,133212.47,154832.23,-21513.86,133318.37,123756.9521108332,1884-11-17,1904-12-20,liberal,1845-04-16,1911-10-07,4232,24279,14460,18692,3105,Brielle,0,4.3,79.9,14.4,1.4,BRIELLE,0.10054,5.3,NA,NA,NA,1894-04-24,3269,2600,0.7953502600183542,0,0,G.J. Goekoop,1362,0.029189416211675766,0.28601427971440574,154642.99,0.562605521271931,0.0012933014293114741,0.23078310888841452,0.09062809765900155,0.04255608353149406,0.003647110030658357,0,0.02713346398695473,0.041353313202234385,0.3652605915082216,0.003647110030658357,0.09556850911897138,0.2733391924199086,65571.7247792317
Conrad,1,Kieswet 1896,1896-06-19,Tweede Kamer,00264,0,4286,16729,19913,18276,17,0,1986,7400,-17399,65076.1,-18174.76,50435.56,65076.1,-18174.76,46901.34,42479.730746242145,1891-09-15,1902-08-11,liberal,1825-05-26,1902-08-12,1739,28201,24218,25957,2243,'s-Gravenhage,0,30.8,54.7,3.6,10.8,'S-GRAVENHAGE,5.25337,6.66,0.285232716304926,0.660284463894967,0.0544828198001065,1894-05-25,8494,5887,0.6930774664469037,0,0,J.F.W. Conrad,1113,0.0013215859030837004,0.20332843857072933,68607,0,0.06247175944145641,0.24383809232294082,0.29024735085341147,0.2663868118413573,2.4778812657600535e-4,0,0.028947483492938037,0.10786071392131998,0.862944014459166,2.4778812657600535e-4,0.35296689842144385,0.5102249041642981,34867.460262995126
Drucker,1,Kieswet 1896,1896-06-19,Tweede Kamer,00348,60000,534661.5,521845,1134252,157438,296390,25464,8058,277540.9,-44082.38,3057252.03,-44082.38,3013169.65,3057252.03,-44082.38,3013169.65,2041786.667203061,1894-05-16,1913-06-30,socialist,1857-08-11,1917-09-05,765,21939,13427,14192,6219,Groningen,0,10.5,60.9,14.9,13.7,GRONINGEN,1.56159,5.62,0.239074431870457,0.73889042230196,0.022035145827583,1894-04-10,6026,3569,0.5922668436773979,0,0,H.L. Drucker,1841,0.07969598262757872,0.1998914223669924,3015649.4,0.01989621207292864,0.17729564318716892,0.17304564648662407,0.3761219722690575,0.05220699727229565,0.09828397160492199,0.008443952403750914,0.002672061281394316,0.092033543421858,0.7786702592151462,0.1067279240086729,0.6517015870611484,0.23369659616267063,1044681.6288417253
C.J.E. van Bylandt,1,Kieswet 1896,1896-06-19,Tweede Kamer,00243,3065120,12300,113685,47615,92124,160589,21583,12022.32,51686,-310328.28,3817494.53,-271628.28,3507171.25,3840450.16,-310323.28,3530126.87,3197325.256329021,1894-05-16,1901-09-16,liberal,1840-01-08,1902-07-18,765,22836,19852,20617,1914,Gouda,0,18.7,65.7,10.6,5.1,GOUDA,0.37547,4.7,0.344887348353553,0.615106874638937,0.0400057770075101,1894-04-24,2992,2472,0.8262032085561497,0,0,C.J.E. graaf van Bylandt,1236,0.004725703718923361,0.25395520854735976,3576724.32,0.8569628872040103,0.003438900764932311,0.031784669387099986,0.01331246015628065,0.02575652797305888,0.04489834430404186,0.006034292293458055,0.003361265483273254,0.014450652433844833,0.07429255828137182,0.05093263659749992,0.06164970522525483,0.06357548965361692,2326801.2157447906
Travglino,1,Kieswet 1896,1896-06-19,Tweede Kamer,01374,105740,43096,10997,318724,23528,32603,65125,3088,4439,-3382,616340.875,-3800.14,612540.735,616314,-3800.14,612513.86,556801.6411388424,1888-05-01,1905-05-22,confessional,1831-09-19,1905-05-23,2971,26909,20679,23650,3258,Druten,0,65.5,31.9,1.9,0.7,DRUTEN,0.05036,1.64,NA,NA,NA,1894-04-10,2961,1365,0.46099290780141844,0,0,J.A.N. Travaglino,934,1.0028413839211098e-4,0.010407265028692407,607340,0.17410346757993875,0.07095860638192775,0.01810682648928113,0.5247867751177265,0.038739421082095694,0.053681628083116543,0.10722988770705041,0.005084466690815688,0.007308920868047551,0.6525916290710311,0.16091151579016696,0.6494270095827708,0.16407613527842724,382128.64786759764
van Gijn,1,Kieswet 1896,1896-06-19,Tweede Kamer,00500,431264.27,423316,28817,280655,46398,758379.5,65353,1423,39944.36,-526958.89,2071820.36,-523208.89,1548611.47,2071820.36,-523208.89,1548611.47,1240166.2749773038,1889-04-10,1909-09-20,liberal,1848-10-08,1937-09-24,2627,32492,14794,17421,4840,Dordrecht,0,10.2,78,6.4,5.4,DORDRECHT,1.00232,5.03,0.328899543732117,0.657799087464233,0.0133013688036501,1894-04-24,2931,2615,0.892186966905493,0,0,S.M.H. van Gijn,1342,0.04233009708737864,0.5211650485436893,2075550.1300000001,0.20778311434954355,0.2039536380651042,0.013884029869227972,0.13521957188285305,0.02235455522339034,0.3653872238682088,0.03148707374270936,6.856013639140577e-4,0.01924519163504858,0.37541179504057554,0.3968742976109182,0.7045604338161661,0.06772565883532766,212818.67199051045
Schaafsma,1,Kieswet 1896,1896-06-19,Tweede Kamer,01179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894-05-16,1901-09-16,liberal,1858-06-29,1914-03-24,765,20356,13105,13870,1914,Dokkum,0,2.1,58,30.6,9.3,DOKKUM,0.08897,5.17,NA,NA,NA,1894-04-24,3030,2519,0.8313531353135314,0,0,E. Schaafsma,1329,0.06918744971842317,0.5345937248592116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meesters,1,Kieswet 1896,1896-06-19,Tweede Kamer,00893,32054,2000,11427,21294,112928,7762,0,1364,5057,-2540,193891.48,-4301.48,189590,193891.48,-4301.48,189500,171135.2295306134,1894-05-16,1901-09-16,liberal,1850-09-02,1904-01-05,765,19482,15962,16727,1914,Steenwijk,0,5,71.7,15.9,7.4,STEENWIJK,0.09053,4.21,0.365877712031558,0.529092702169625,0.105029585798817,1894-04-24,2800,2332,0.8328571428571429,0,0,J. Meesters,1323,0.1469440832249675,0.5734720416124838,193886,0.1653239532508794,0.010315339942027789,0.058936694758775776,0.10982742436276988,0.5824453544866571,0.04003383431500985,0,0.007035061840462952,0.026082337043417267,0.7615248135502305,0.04003383431500985,0.16017659861980751,0.6413820492454329,124339.30198766003
E. Smidt,1,Kieswet 1896,1896-06-19,Tweede Kamer,01271,64000,94318,8352,95785,13866,111387,10528,1048,11016,-10314.42,407821.29,-10314.42,197995.34,203910.65,-5915.3,197995.34,118534.81181198757,1893-11-28,1913-09-15,socialist,1858-06-08,1925-11-14,934,24630,12957,13891,6296,Veendam,1,11.1,66.9,12.7,9.2,VEENDAM,0.17284,4.18,0.344819664599127,0.462209970135539,0.192970365265334,1894-04-10,2949,958,0.32485588335028825,0,0,E.A. Smidt,876,0,1,410300,0.15598342676090665,0.2298757007067999,0.020355837192298318,0.23345113331708506,0.033794784304167685,0.27147696807214233,0.025659273702169146,0.0025542286132098466,0.026848647331221057,0.517477455520351,0.29713624177431147,0.7348038020960272,0.07980989519863514,38979.50304994763
Rutgers van Rozenburg,1,Kieswet 1896,1896-06-19,Tweede Kamer,01148,497152,11003,143154,198358,0,145724,0,17285,28227,-2761,936347.255,-3789.985,932557.27,936372.255,-3789.985,932582.27,844663.3662986878,1869-09-21,1897-09-20,liberal,1830-08-10,1902-10-31,9768,26379,14287,24055,458,Amsterdam,38,22.9,40.2,8.1,28.7,AMSTERDAM,12.03224,6.13,0.298372234843154,0.695784161958947,0.00584360319789845,1894-04-24,23112,10785,0.46664070612668745,0,0,J.W.H. Rutgers van Rozenburg,5555,4.495089115141708e-4,0.12485110017306093,1040903,0.4776160698931601,0.010570629539928312,0.13752866501489572,0.19056338582941926,0,0.13999767509556607,0,0.016605774025053248,0.027117800601977323,0.3386626803842433,0.13999767509556607,0.34113169046491365,0.13752866501489572,653580.2282885709
